datahora,chuva_mm,etp_mm,q_m3s
2019-07-31 18:00:00+00:00,0.000,0.840,179.065
2019-08-01 00:00:00+00:00,0.000,0.040,181.400
2019-08-01 06:00:00+00:00,0.000,0.018,178.628
2019-08-01 12:00:00+00:00,0.004,0.452,176.878
2019-08-01 18:00:00+00:00,0.000,1.131,174.475
2019-08-02 00:00:00+00:00,0.000,0.023,174.500
2019-08-02 06:00:00+00:00,0.000,0.011,172.167
2019-08-02 12:00:00+00:00,0.000,0.538,170.888
2019-08-02 18:00:00+00:00,0.488,1.333,167.310
2019-08-03 00:00:00+00:00,0.000,0.031,166.727
2019-08-03 06:00:00+00:00,0.000,0.021,165.572
2019-08-03 12:00:00+00:00,0.004,0.593,164.300
2019-08-03 18:00:00+00:00,0.000,1.350,163.272
2019-08-04 00:00:00+00:00,0.000,0.038,161.393
2019-08-04 06:00:00+00:00,0.000,0.014,161.100
2019-08-04 12:00:00+00:00,0.000,0.713,163.367
2019-08-04 18:00:00+00:00,0.004,1.561,164.338
2019-08-05 00:00:00+00:00,0.000,0.048,163.467
2019-08-05 06:00:00+00:00,0.000,0.027,162.533
2019-08-05 12:00:00+00:00,0.000,0.722,161.867
2019-08-05 18:00:00+00:00,0.000,1.471,158.533
2019-08-06 00:00:00+00:00,0.000,0.050,160.133
2019-08-06 06:00:00+00:00,0.000,0.014,160.267
2019-08-06 12:00:00+00:00,0.000,0.669,156.933
2019-08-06 18:00:00+00:00,0.000,1.606,154.525
2019-08-07 00:00:00+00:00,0.000,0.034,155.333
2019-08-07 06:00:00+00:00,0.000,0.021,156.933
2019-08-07 12:00:00+00:00,0.000,0.673,156.800
2019-08-07 18:00:00+00:00,0.000,1.628,154.400
2019-08-08 00:00:00+00:00,0.000,0.084,154.400
2019-08-08 06:00:00+00:00,0.000,0.025,154.400
2019-08-08 12:00:00+00:00,0.004,0.785,154.400
2019-08-08 18:00:00+00:00,0.000,1.557,154.400
2019-08-09 00:00:00+00:00,0.000,0.056,154.123
2019-08-09 06:00:00+00:00,0.000,0.032,153.713
2019-08-09 12:00:00+00:00,0.000,0.709,152.887
2019-08-09 18:00:00+00:00,0.004,1.522,150.967
2019-08-10 00:00:00+00:00,0.000,0.062,150.700
2019-08-10 06:00:00+00:00,0.000,0.015,151.100
2019-08-10 12:00:00+00:00,0.000,0.814,150.700
2019-08-10 18:00:00+00:00,0.004,1.499,146.167
2019-08-11 00:00:00+00:00,0.031,0.052,147.500
2019-08-11 06:00:00+00:00,0.065,0.025,147.900
2019-08-11 12:00:00+00:00,0.000,0.855,147.900
2019-08-11 18:00:00+00:00,0.000,2.035,141.767
2019-08-12 00:00:00+00:00,0.000,0.084,142.433
2019-08-12 06:00:00+00:00,0.000,0.032,142.300
2019-08-12 12:00:00+00:00,0.000,0.877,144.300
2019-08-12 18:00:00+00:00,0.000,1.692,141.900
2019-08-13 00:00:00+00:00,0.000,0.065,141.233
2019-08-13 06:00:00+00:00,0.000,0.028,141.500
2019-08-13 12:00:00+00:00,0.242,0.746,141.100
2019-08-13 18:00:00+00:00,0.000,1.456,137.900
2019-08-14 00:00:00+00:00,0.000,0.068,135.900
2019-08-14 06:00:00+00:00,0.000,0.033,136.967
2019-08-14 12:00:00+00:00,0.000,0.639,136.433
2019-08-14 18:00:00+00:00,0.000,1.584,134.433
2019-08-15 00:00:00+00:00,0.000,0.080,132.700
2019-08-15 06:00:00+00:00,0.000,0.030,133.633
2019-08-15 12:00:00+00:00,0.000,0.702,133.633
2019-08-15 18:00:00+00:00,0.000,1.313,131.633
2019-08-16 00:00:00+00:00,0.000,0.067,132.167
2019-08-16 06:00:00+00:00,0.000,0.023,132.033
2019-08-16 12:00:00+00:00,0.000,0.768,131.900
2019-08-16 18:00:00+00:00,0.000,1.410,131.767
2019-08-17 00:00:00+00:00,0.000,0.080,130.833
2019-08-17 06:00:00+00:00,0.000,0.028,130.167
2019-08-17 12:00:00+00:00,0.008,0.581,128.700
2019-08-17 18:00:00+00:00,0.000,1.252,128.700
2019-08-18 00:00:00+00:00,0.000,0.049,128.300
2019-08-18 06:00:00+00:00,0.000,0.025,128.700
2019-08-18 12:00:00+00:00,0.000,0.691,128.700
2019-08-18 18:00:00+00:00,0.704,1.573,127.900
2019-08-19 00:00:00+00:00,0.135,0.060,127.233
2019-08-19 06:00:00+00:00,3.469,0.027,128.567
2019-08-19 12:00:00+00:00,7.712,1.083,127.633
2019-08-19 18:00:00+00:00,0.073,1.949,127.900
2019-08-20 00:00:00+00:00,0.288,0.061,128.833
2019-08-20 06:00:00+00:00,0.073,0.023,129.500
2019-08-20 12:00:00+00:00,0.115,0.829,132.967
2019-08-20 18:00:00+00:00,0.000,1.588,133.500
2019-08-21 00:00:00+00:00,0.004,0.069,136.033
2019-08-21 06:00:00+00:00,0.000,0.030,138.433
2019-08-21 12:00:00+00:00,0.004,0.848,141.100
2019-08-21 18:00:00+00:00,0.000,1.625,142.300
2019-08-22 00:00:00+00:00,0.000,0.080,144.567
2019-08-22 06:00:00+00:00,0.000,0.021,142.967
2019-08-22 12:00:00+00:00,0.008,0.890,144.167
