Parametros,Par_LOG,Par_DRMS,Par_MACS,Par_NSE
UZTWM,92.44750353856634,44.151275704545284,44.151275704545284,13.652352716800412
UZFWM,148.2653795092288,96.03193322804374,96.03193322804374,47.93270556872487
LZTWM,12.785797237422745,12.785797237422745,32.87329517589738,65.559938736795
LZFPM,238.28169398378566,238.28169398378566,287.87003782144825,73.5430129484509
LZFSM,90.0602719332891,90.0602719332891,96.62319369607928,21.545200095853062
UZK,0.5371138739433657,0.7380190079791479,0.7380190079791479,0.5334773802698675
LZPK,0.04306830335308587,0.04306830335308587,0.03471600820083947,0.009015400203097563
LZSK,0.2619062752601579,0.2619062752601579,0.3374690092606754,0.08738201138950502
ADIMP,0.001000414716624409,0.18361974491446612,0.18361974491446612,0.005474700450321142
PCTIM,0.17304960468752204,0.1992596845652713,0.16033665886553858,0.18092304135974263
ZPERC,41.73421853513865,21.960900596169807,21.960900596169807,348.5964078786428
REXP,3.404830531867416,4.979501026741424,4.979501026741424,4.567458036292049
PFREE,0.6843772152003817,0.6843772152003817,0.0115063472153249,0.7946713735380947
NUH,1.2810733787385375,2.326963756566056,1.2422386645617234,1.2747124969241885
KUH,5.969061328607825,1.3934860690404898,5.598370630203605,2.739072675633309
KMSK,20.89774405873274,43.25822321326968,24.86541857688792,38.593144131274684
XMSK,0.051569830615192803,0.05068101254763771,0.07490346393478976,0.05054828546698979
