Parametros,Par_LOG,Par_DRMS,Par_MACS,Par_NSE
UZTWM,14.976789028379546,11.630405702575722,11.630405702575722,140.89816524835695
UZFWM,148.14437761948648,133.50405588698897,133.50405588698897,149.9969084121161
LZTWM,86.9279196297812,86.9279196297812,97.96845691467922,35.71905023198434
LZFPM,409.98624245902994,409.98624245902994,434.26282721547943,663.533079395517
LZFSM,390.03607784069885,390.03607784069885,398.06959275373293,137.79824568134347
UZK,0.6941599292237438,0.7496238842497251,0.7496238842497251,0.40547938708754694
LZPK,0.012859234818041833,0.012859234818041833,0.010353763355248333,0.03914870090038982
LZSK,0.347694239336031,0.347694239336031,0.09658434606879648,0.3470222057334877
ADIMP,0.13656322946470306,0.005976584202438889,0.005976584202438889,0.0363999812544958
PCTIM,0.04322201935330343,0.12964546104519228,0.05843975156795082,0.1412513103527506
ZPERC,274.19607343580054,31.418826579399912,31.418826579399912,324.85328209663135
REXP,2.3682780862409394,2.8989693859804944,2.8989693859804944,1.4316046995158074
PFREE,0.3603095054298868,0.3603095054298868,0.20636579898285032,0.6385467231138581
NUH,3.783796849839583,3.994448286309777,1.7530347408126215,1.8626736634016356
KUH,4.844078364662901,4.637198819453759,1.0541255132201623,1.0065788114967864
NMSK,,,,
KMSK,,,,
XMSK,,,,
