Parametros,Par_LOG,Par_DRMS,Par_MACS,Par_NSE
UZTWM,25.3761787258007,260.69472949213247,260.69472949213247,122.05368209994958
UZFWM,7.192440814086639,120.69604159537938,120.69604159537938,24.83690186290148
LZTWM,93.8485802817511,93.8485802817511,377.9216995843792,149.54381349506752
LZFPM,57.35538472765546,57.35538472765546,645.8913105420628,60.663469958476384
LZFSM,227.08351940423978,227.08351940423978,349.0463485928815,97.77757885304418
UZK,0.342243666720212,0.7486465459582532,0.7486465459582532,0.7431149035657441
LZPK,0.049928071211741316,0.049928071211741316,0.0013219029036101052,0.002267704664552771
LZSK,0.3011542172173262,0.3011542172173262,0.06756165500107122,0.15462638769531992
ADIMP,0.010674050288205776,0.189530711120531,0.189530711120531,0.0015329266194697203
PCTIM,0.05438935794961943,0.12411042347280254,0.07952935121361689,0.0980876412634123
ZPERC,217.4724468546066,5.286590031347355,5.286590031347355,161.36253769340425
REXP,1.4155605766837303,1.1386661079664002,1.1386661079664002,4.776662332450249
PFREE,0.3024841161869217,0.3024841161869217,0.5637393675304233,0.4056703415185624
NUH,3.9929260177194106,1.6370512899717573,1.2648808744879845,1.4798140222428982
KUH,5.988627254749367,1.0175030075800402,3.1053638315248797,1.0016195195198103
NMSK,,,,
KMSK,,,,
XMSK,,,,
