Parametros,Par_LOG,Par_DRMS,Par_MACS,Par_NSE
UZTWM,37.95612639212646,106.1542596540175,106.1542596540175,151.31003661158957
UZFWM,34.761344392425535,34.61587837873172,34.61587837873172,45.457018572699255
LZTWM,61.06852843296487,61.06852843296487,14.813972152084778,23.365046675184768
LZFPM,464.69039004979606,464.69039004979606,750.3132187729661,387.08220362447844
LZFSM,49.23313673316216,49.23313673316216,5.191132148954471,327.3693254240118
UZK,0.6678230057236662,0.10269318163755764,0.10269318163755764,0.7350369507203444
LZPK,0.00520381084584806,0.00520381084584806,0.0036330464188567523,0.0042754359882442505
LZSK,0.014029010178655732,0.014029010178655732,0.012857029318421226,0.05921499498492147
ADIMP,0.0017221835027845353,0.023495113992881768,0.023495113992881768,0.0010026117585545695
PCTIM,0.06998206110677217,0.1896362009649329,0.11584566657366237,0.1792846597990546
ZPERC,247.8713658858123,33.66891405571378,33.66891405571378,30.130602924759298
REXP,4.909010705400896,4.991358517595252,4.991358517595252,4.96784991860099
PFREE,0.7990520848713819,0.7990520848713819,0.7971562592413693,0.7273057506577328
NUH,0.9666634190646852,1.3957897917786135,0.9637571177428014,1.5163625010779025
KUH,5.918413763260833,3.013959933385989,5.998775964408231,2.558156837004771
NMSK,2.0438526147980953,1.8718614210493518,1.1395175096329728,1.4321895081459426
KMSK,0.7309914951776781,1.1406486905286477,1.2046606727396731,1.6403408254777134
XMSK,0.401102367641275,0.45244257579363967,0.25115621801890575,0.21194409617930016
