,telemetrica,convencional,vazao
1958-11-23,,45.89,45.89
1958-11-24,,50.07,50.07
1958-11-25,,55.3,55.3
1958-11-26,,47.98,47.98
1958-11-27,,46.93,46.93
1958-11-28,,45.89,45.89
1958-11-29,,44.84,44.84
1958-11-30,,51.12,51.12
1958-12-01,,45.89,45.89
1958-12-02,,39.81,39.81
1958-12-03,,29.52,29.52
1958-12-04,,34.78,34.78
1958-12-05,,47.98,47.98
1958-12-06,,45.89,45.89
1958-12-07,,34.78,34.78
1958-12-08,,30.4,30.4
1958-12-09,,33.9,33.9
1958-12-10,,42.83,42.83
1958-12-11,,40.82,40.82
1958-12-12,,37.8,37.8
1958-12-13,,39.81,39.81
1958-12-14,,113.5,113.5
1958-12-15,,92.0,92.0
1958-12-16,,64.1,64.1
1958-12-17,,51.12,51.12
1958-12-18,,45.89,45.89
1958-12-19,,44.84,44.84
1958-12-20,,60.8,60.8
1958-12-21,,105.5,105.5
1958-12-22,,87.58,87.58
1958-12-23,,85.16,85.16
1958-12-24,,83.95,83.95
1958-12-25,,79.11,79.11
1958-12-26,,75.58,75.58
1958-12-27,,69.78,69.78
1958-12-28,,65.2,65.2
1958-12-29,,60.8,60.8
1958-12-30,,57.5,57.5
1958-12-31,,56.4,56.4
1959-01-01,,54.25,54.25
1959-01-02,,50.07,50.07
1959-01-03,,43.83,43.83
1959-01-04,,43.83,43.83
1959-01-05,,52.16,52.16
1959-01-06,,54.25,54.25
1959-01-07,,56.4,56.4
1959-01-08,,61.9,61.9
1959-01-09,,58.6,58.6
1959-01-10,,54.25,54.25
1959-01-11,,47.98,47.98
1959-01-12,,40.82,40.82
1959-01-13,,35.79,35.79
1959-01-14,,33.9,33.9
1959-01-15,,31.28,31.28
1959-01-16,,34.78,34.78
1959-01-17,,40.82,40.82
1959-01-18,,55.3,55.3
1959-01-19,,59.7,59.7
1959-01-20,,66.3,66.3
1959-01-21,,70.94,70.94
1959-01-22,,77.9,77.9
1959-01-23,,100.5,100.5
1959-01-24,,119.5,119.5
1959-01-25,,109.0,109.0
1959-01-26,,100.0,100.0
1959-01-27,,90.0,90.0
1959-01-28,,81.53,81.53
1959-01-29,,72.1,72.1
1959-01-30,,57.5,57.5
1959-01-31,,45.89,45.89
1959-02-01,,39.81,39.81
1959-02-02,,39.81,39.81
1959-02-03,,39.81,39.81
1959-02-04,,40.82,40.82
1959-02-05,,42.83,42.83
1959-02-06,,43.83,43.83
1959-02-07,,54.25,54.25
1959-02-08,,60.8,60.8
1959-02-09,,63.0,63.0
1959-02-10,,72.1,72.1
1959-02-11,,74.42,74.42
1959-02-12,,67.46,67.46
1959-02-13,,82.74,82.74
1959-02-14,,75.58,75.58
1959-02-15,,52.16,52.16
1959-02-16,,41.82,41.82
1959-02-17,,35.79,35.79
1959-02-18,,35.79,35.79
1959-02-19,,44.84,44.84
1959-02-20,,44.84,44.84
1959-02-21,,44.84,44.84
1959-02-22,,46.93,46.93
1959-02-23,,57.5,57.5
1959-02-24,,64.1,64.1
1959-02-25,,64.1,64.1
1959-02-26,,69.78,69.78
1959-02-27,,90.0,90.0
1959-02-28,,85.16,85.16
1959-03-01,,74.42,74.42
1959-03-02,,69.78,69.78
1959-03-03,,64.1,64.1
1959-03-04,,56.4,56.4
1959-03-05,,41.82,41.82
1959-03-06,,31.28,31.28
1959-03-07,,28.65,28.65
1959-03-08,,26.02,26.02
1959-03-09,,25.27,25.27
1959-03-10,,25.27,25.27
1959-03-11,,25.27,25.27
1959-03-12,,24.53,24.53
1959-03-13,,27.77,27.77
1959-03-14,,33.03,33.03
1959-03-15,,34.78,34.78
1959-03-16,,32.15,32.15
1959-03-17,,30.4,30.4
1959-03-18,,27.77,27.77
1959-03-19,,26.02,26.02
1959-03-20,,27.77,27.77
1959-03-21,,28.65,28.65
1959-03-22,,27.77,27.77
1959-03-23,,28.65,28.65
1959-03-24,,33.03,33.03
1959-03-25,,33.9,33.9
1959-03-26,,33.03,33.03
1959-03-27,,31.28,31.28
1959-03-28,,30.4,30.4
1959-03-29,,29.52,29.52
1959-03-30,,26.9,26.9
1959-03-31,,26.02,26.02
1959-04-01,,23.04,23.04
1959-04-02,,21.54,21.54
1959-04-03,,20.8,20.8
1959-04-04,,19.3,19.3
1959-04-05,,23.04,23.04
1959-04-06,,29.52,29.52
1959-04-07,,26.9,26.9
1959-04-08,,26.02,26.02
1959-04-09,,26.02,26.02
1959-04-10,,24.53,24.53
1959-04-11,,22.29,22.29
1959-04-12,,20.8,20.8
1959-04-13,,18.56,18.56
1959-04-14,,19.3,19.3
1959-04-15,,23.04,23.04
1959-04-16,,22.29,22.29
1959-04-17,,21.54,21.54
1959-04-18,,20.8,20.8
1959-04-19,,18.56,18.56
1959-04-20,,21.54,21.54
1959-04-21,,18.56,18.56
1959-04-22,,20.8,20.8
1959-04-23,,30.4,30.4
1959-04-24,,29.52,29.52
1959-04-25,,26.9,26.9
1959-04-26,,43.83,43.83
1959-04-27,,60.8,60.8
1959-04-28,,60.8,60.8
1959-04-29,,59.7,59.7
1959-04-30,,56.4,56.4
1959-05-01,,52.16,52.16
1959-05-02,,46.93,46.93
1959-05-03,,38.8,38.8
1959-05-04,,31.28,31.28
1959-05-05,,25.27,25.27
1959-05-06,,22.29,22.29
1959-05-07,,20.8,20.8
1959-05-08,,19.3,19.3
1959-05-09,,18.56,18.56
1959-05-10,,17.94,17.94
1959-05-11,,17.33,17.33
1959-05-12,,16.09,16.09
1959-05-13,,16.09,16.09
1959-05-14,,15.47,15.47
1959-05-15,,15.47,15.47
1959-05-16,,14.24,14.24
1959-05-17,,13.62,13.62
1959-05-18,,16.09,16.09
1959-05-19,,26.9,26.9
1959-05-20,,39.81,39.81
1959-05-21,,65.2,65.2
1959-05-22,,74.42,74.42
1959-05-23,,69.78,69.78
1959-05-24,,63.0,63.0
1959-05-25,,55.3,55.3
1959-05-26,,47.98,47.98
1959-05-27,,39.81,39.81
1959-05-28,,35.79,35.79
1959-05-29,,38.8,38.8
1959-05-30,,37.8,37.8
1959-05-31,,35.79,35.79
1959-06-01,,33.03,33.03
1959-06-02,,29.52,29.52
1959-06-03,,26.02,26.02
1959-06-04,,24.53,24.53
1959-06-05,,23.04,23.04
1959-06-06,,22.29,22.29
1959-06-07,,22.29,22.29
1959-06-08,,22.29,22.29
1959-06-09,,21.54,21.54
1959-06-10,,20.8,20.8
1959-06-11,,19.3,19.3
1959-06-12,,18.56,18.56
1959-06-13,,18.56,18.56
1959-06-14,,18.56,18.56
1959-06-15,,17.94,17.94
1959-06-16,,17.33,17.33
1959-06-17,,16.71,16.71
1959-06-18,,16.71,16.71
1959-06-19,,16.09,16.09
1959-06-20,,16.71,16.71
1959-06-21,,17.33,17.33
1959-06-22,,17.33,17.33
1959-06-23,,22.29,22.29
1959-06-24,,51.12,51.12
1959-06-25,,58.6,58.6
1959-06-26,,55.3,55.3
1959-06-27,,47.98,47.98
1959-06-28,,41.82,41.82
1959-06-29,,36.79,36.79
1959-06-30,,30.4,30.4
1959-07-01,,26.02,26.02
1959-07-02,,24.53,24.53
1959-07-03,,23.04,23.04
1959-07-04,,21.54,21.54
1959-07-05,,20.8,20.8
1959-07-06,,19.3,19.3
1959-07-07,,18.56,18.56
1959-07-08,,20.05,20.05
1959-07-09,,18.56,18.56
1959-07-10,,18.56,18.56
1959-07-11,,18.56,18.56
1959-07-12,,17.94,17.94
1959-07-13,,17.33,17.33
1959-07-14,,16.71,16.71
1959-07-15,,16.09,16.09
1959-07-16,,16.09,16.09
1959-07-17,,15.47,15.47
1959-07-18,,15.47,15.47
1959-07-19,,14.86,14.86
1959-07-20,,14.86,14.86
1959-07-21,,14.24,14.24
1959-07-22,,13.62,13.62
1959-07-23,,14.24,14.24
1959-07-24,,13.62,13.62
1959-07-25,,13.62,13.62
1959-07-26,,13.01,13.01
1959-07-27,,12.39,12.39
1959-07-28,,12.39,12.39
1959-07-29,,11.9,11.9
1959-07-30,,13.01,13.01
1959-07-31,,13.01,13.01
1959-08-01,,16.09,16.09
1959-08-02,,23.04,23.04
1959-08-03,,30.4,30.4
1959-08-04,,31.28,31.28
1959-08-05,,29.52,29.52
1959-08-06,,26.9,26.9
1959-08-07,,23.78,23.78
1959-08-08,,22.29,22.29
1959-08-09,,22.29,22.29
1959-08-10,,21.54,21.54
1959-08-11,,19.3,19.3
1959-08-12,,18.56,18.56
1959-08-13,,21.54,21.54
1959-08-14,,33.9,33.9
1959-08-15,,41.82,41.82
1959-08-16,,39.81,39.81
1959-08-17,,38.8,38.8
1959-08-18,,33.03,33.03
1959-08-19,,26.9,26.9
1959-08-20,,23.04,23.04
1959-08-21,,19.3,19.3
1959-08-22,,18.56,18.56
1959-08-23,,17.33,17.33
1959-08-24,,17.33,17.33
1959-08-25,,16.09,16.09
1959-08-26,,15.47,15.47
1959-08-27,,15.47,15.47
1959-08-28,,14.86,14.86
1959-08-29,,13.62,13.62
1959-08-30,,14.24,14.24
1959-08-31,,15.47,15.47
1959-09-01,,16.09,16.09
1959-09-02,,16.71,16.71
1959-09-03,,20.05,20.05
1959-09-04,,56.4,56.4
1959-09-05,,77.9,77.9
1959-09-06,,73.26,73.26
1959-09-07,,64.1,64.1
1959-09-08,,58.6,58.6
1959-09-09,,52.16,52.16
1959-09-10,,44.84,44.84
1959-09-11,,35.79,35.79
1959-09-12,,28.65,28.65
1959-09-13,,26.02,26.02
1959-09-14,,24.53,24.53
1959-09-15,,24.53,24.53
1959-09-16,,22.29,22.29
1959-09-17,,22.29,22.29
1959-09-18,,21.54,21.54
1959-09-19,,19.3,19.3
1959-09-20,,18.56,18.56
1959-09-21,,18.56,18.56
1959-09-22,,17.33,17.33
1959-09-23,,16.09,16.09
1959-09-24,,16.09,16.09
1959-09-25,,16.09,16.09
1959-09-26,,18.56,18.56
1959-09-27,,22.29,22.29
1959-09-28,,23.04,23.04
1959-09-29,,21.54,21.54
1959-09-30,,20.8,20.8
1959-10-01,,18.56,18.56
1959-10-02,,17.33,17.33
1959-10-03,,16.71,16.71
1959-10-04,,17.94,17.94
1959-10-05,,19.3,19.3
1959-10-06,,18.56,18.56
1959-10-07,,17.33,17.33
1959-10-08,,17.33,17.33
1959-10-09,,16.71,16.71
1959-10-10,,16.09,16.09
1959-10-11,,16.09,16.09
1959-10-12,,17.94,17.94
1959-10-13,,27.77,27.77
1959-10-14,,26.02,26.02
1959-10-15,,33.03,33.03
1959-10-16,,32.15,32.15
1959-10-17,,27.77,27.77
1959-10-18,,23.78,23.78
1959-10-19,,19.3,19.3
1959-10-20,,17.33,17.33
1959-10-21,,23.04,23.04
1959-10-22,,20.8,20.8
1959-10-23,,21.54,21.54
1959-10-24,,20.8,20.8
1959-10-25,,17.33,17.33
1959-10-26,,15.47,15.47
1959-10-27,,13.01,13.01
1959-10-28,,14.86,14.86
1959-10-29,,16.09,16.09
1959-10-30,,16.71,16.71
1959-10-31,,15.47,15.47
1959-11-01,,15.47,15.47
1959-11-02,,13.01,13.01
1959-11-03,,11.9,11.9
1959-11-04,,10.43,10.43
1959-11-05,,13.01,13.01
1959-11-06,,15.47,15.47
1959-11-07,,24.53,24.53
1959-11-08,,32.15,32.15
1959-11-09,,25.27,25.27
1959-11-10,,20.8,20.8
1959-11-11,,18.56,18.56
1959-11-12,,17.94,17.94
1959-11-13,,20.05,20.05
1959-11-14,,20.05,20.05
1959-11-15,,18.56,18.56
1959-11-16,,16.71,16.71
1959-11-17,,14.24,14.24
1959-11-18,,13.01,13.01
1959-11-19,,12.39,12.39
1959-11-20,,11.41,11.41
1959-11-21,,9.94,9.94
1959-11-22,,9.44,9.44
1959-11-23,,9.44,9.44
1959-11-24,,9.44,9.44
1959-11-25,,9.44,9.44
1959-11-26,,9.94,9.94
1959-11-27,,11.9,11.9
1959-11-28,,12.39,12.39
1959-11-29,,13.62,13.62
1959-11-30,,13.01,13.01
1959-12-01,,12.39,12.39
1959-12-02,,12.39,12.39
1959-12-03,,14.24,14.24
1959-12-04,,18.56,18.56
1959-12-05,,21.54,21.54
