datahora,sac_0,sac_1,sac_2,sac_3,sac_4,sac_5,sac_6,sac_7,sac_8,sac_9,sac_10,sac_11,sac_12,sac_13,sac_14,sac_15,sac_16,sac_17,sac_18,sac_19,sac_20,sac_21,sac_22,sac_23,sac_24,sac_25,sac_26,sac_27,sac_28,sac_29,sac_30,sac_31,sac_32,sac_33,sac_34,sac_35,sac_36,sac_37,sac_38,sac_39,sac_40,sac_41,sac_42,sac_43,sac_44,sac_45,sac_46,sac_47,sac_48,sac_49,sac_50,Qmed,Q25,Q75,Qmax,Qmin
2021-07-26 12:00:00+00:00,21.105,21.105,21.105,21.105,21.105,21.105,21.105,21.105,21.105,21.105,21.105,21.105,21.105,21.105,21.105,21.105,21.105,21.105,21.105,21.105,21.105,21.105,21.105,21.105,21.105,21.105,21.105,21.105,21.105,21.105,21.105,21.105,21.105,21.105,21.105,21.105,21.105,21.105,21.105,21.105,21.105,21.105,21.105,21.105,21.105,21.105,21.105,21.105,21.105,21.105,21.105,21.105,21.105,21.105,21.105,21.105
2021-07-26 18:00:00+00:00,20.896,20.896,20.896,20.896,20.896,20.896,20.896,20.896,20.896,20.896,20.896,20.896,20.896,20.896,20.896,20.896,20.896,20.896,20.896,20.896,20.896,20.896,20.896,20.896,20.896,20.896,20.896,20.896,20.896,20.896,20.896,20.896,20.896,20.896,20.896,20.896,20.896,20.896,20.896,20.896,20.896,20.896,20.896,20.896,20.896,20.896,20.896,20.896,20.896,20.896,20.896,20.896,20.896,20.896,20.896,20.896
2021-07-27 00:00:00+00:00,20.678,20.678,20.678,20.678,20.678,20.678,20.678,20.678,20.678,20.678,20.678,20.678,20.678,20.678,20.678,20.678,20.678,20.678,20.678,20.678,20.678,20.678,20.678,20.678,20.678,20.678,20.678,20.678,20.678,20.678,20.678,20.678,20.678,20.678,20.678,20.678,20.678,20.678,20.678,20.678,20.678,20.678,20.678,20.678,20.678,20.678,20.678,20.678,20.678,20.678,20.678,20.678,20.678,20.678,20.678,20.678
2021-07-27 06:00:00+00:00,20.455,20.455,20.455,20.455,20.455,20.455,20.455,20.455,20.455,20.455,20.455,20.455,20.455,20.455,20.455,20.455,20.455,20.455,20.455,20.455,20.455,20.455,20.455,20.455,20.455,20.455,20.455,20.455,20.455,20.455,20.455,20.455,20.455,20.455,20.455,20.455,20.455,20.455,20.455,20.455,20.455,20.455,20.455,20.455,20.455,20.455,20.455,20.455,20.455,20.455,20.455,20.455,20.455,20.455,20.455,20.455
2021-07-27 12:00:00+00:00,20.228,20.229,20.228,20.228,20.228,20.228,20.229,20.228,20.228,20.228,20.228,20.229,20.228,20.228,20.228,20.228,20.228,20.228,20.228,20.228,20.228,20.233,20.228,20.228,20.228,20.228,20.228,20.228,20.229,20.228,20.228,20.228,20.229,20.229,20.228,20.229,20.228,20.228,20.228,20.229,20.228,20.228,20.228,20.228,20.228,20.228,20.228,20.228,20.230,20.238,20.228,20.228,20.228,20.228,20.238,20.228
2021-07-27 18:00:00+00:00,20.275,20.727,20.343,20.627,20.239,20.475,20.108,20.114,20.375,20.127,20.120,20.649,20.171,20.635,20.030,20.208,20.183,20.529,20.464,20.700,20.295,20.817,20.542,20.120,20.378,20.046,20.047,20.210,20.802,20.257,20.185,20.397,20.854,20.571,20.014,20.246,20.047,20.559,20.475,20.823,20.178,20.429,20.737,20.524,20.322,20.379,20.270,20.257,21.067,21.025,20.235,20.343,20.184,20.559,21.067,20.014
2021-07-28 00:00:00+00:00,21.392,22.673,21.322,22.983,20.523,21.952,21.977,20.852,22.255,22.705,21.162,22.568,21.526,23.200,20.949,21.288,21.327,22.795,24.247,22.100,21.069,23.044,21.368,22.021,21.111,20.924,20.540,20.942,22.208,21.047,21.425,22.088,22.429,22.862,21.007,21.455,21.347,23.214,22.978,23.056,20.787,21.685,21.958,22.074,21.282,22.880,22.273,21.384,24.844,23.817,21.521,21.952,21.287,22.673,24.844,20.523
2021-07-28 06:00:00+00:00,22.900,25.050,22.670,27.242,20.817,23.859,26.148,21.969,24.893,29.601,22.855,24.930,23.937,28.910,22.987,23.265,23.158,27.006,31.390,23.556,22.106,25.626,22.132,25.845,22.047,22.470,21.392,21.995,23.545,22.087,23.212,24.362,23.967,27.002,23.268,23.791,23.753,28.266,27.818,26.533,21.626,23.397,23.089,24.079,22.562,27.827,26.394,23.144,30.950,29.380,23.744,23.753,22.889,26.148,31.390,20.817
2021-07-28 12:00:00+00:00,24.024,28.137,23.754,30.869,21.009,25.779,30.411,22.780,28.422,34.796,24.206,27.984,26.541,33.136,24.925,25.081,24.664,30.568,36.435,24.637,22.910,29.335,22.680,29.096,22.816,23.713,22.022,22.825,24.526,22.848,24.734,27.084,25.328,30.456,25.428,26.125,26.301,32.457,31.851,29.430,22.220,24.790,23.920,26.195,23.565,31.911,30.392,24.635,35.159,33.169,25.959,25.779,23.998,29.430,36.435,21.009
2021-07-28 18:00:00+00:00,24.857,29.898,24.546,33.253,21.110,27.171,33.101,23.364,30.309,38.254,25.401,29.567,29.202,35.944,27.372,27.361,26.274,32.954,39.497,25.481,23.486,30.886,23.060,30.897,23.363,24.629,22.464,23.440,25.242,23.393,25.779,28.541,26.199,32.608,28.438,29.430,28.764,34.717,34.191,30.954,22.635,26.240,24.522,27.732,24.309,34.140,32.801,26.196,37.358,35.569,28.454,27.732,24.800,30.954,39.497,21.110
2021-07-29 00:00:00+00:00,25.458,30.922,25.116,34.687,21.144,27.993,34.672,23.773,31.475,40.351,26.135,30.559,30.379,37.679,28.446,28.362,27.100,34.349,41.518,26.049,23.887,31.957,23.308,32.140,23.741,25.297,22.763,23.872,25.750,23.770,26.491,29.484,26.798,33.935,29.631,30.707,29.896,36.231,35.684,32.032,22.912,26.988,24.942,28.590,24.840,35.635,34.273,27.019,38.990,37.118,29.532,28.590,25.418,32.140,41.518,21.144
2021-07-29 06:00:00+00:00,25.872,31.653,25.505,35.730,21.121,28.574,35.828,24.041,32.317,41.906,26.653,31.266,31.236,38.953,29.227,29.085,27.687,35.364,43.008,26.433,24.147,32.721,23.447,33.043,23.984,25.764,22.946,24.156,26.086,24.012,26.989,30.156,27.204,34.897,30.503,31.642,30.718,37.336,36.773,32.801,23.078,27.513,25.211,29.197,25.200,36.726,35.351,27.604,40.177,38.246,30.312,29.227,25.845,33.043,43.008,21.121
2021-07-29 12:00:00+00:00,26.132,32.143,25.747,36.454,21.054,28.956,36.643,24.193,32.894,43.017,26.994,31.738,31.830,39.849,29.769,29.581,28.079,36.067,44.061,26.665,24.292,33.233,23.497,33.667,24.115,26.069,23.036,24.321,26.282,24.143,27.313,30.605,27.450,35.559,31.114,32.297,31.287,38.102,37.530,33.317,23.152,27.856,25.357,29.598,25.420,37.485,36.106,27.994,40.996,39.026,30.848,29.769,26.116,33.667,44.061,21.054
2021-07-29 18:00:00+00:00,26.264,32.432,25.867,36.912,20.950,29.174,37.177,24.249,33.251,43.759,27.189,32.014,32.207,40.431,30.114,29.888,28.310,36.511,44.750,26.771,24.342,33.535,23.475,34.058,24.155,26.238,23.049,24.387,26.360,24.182,27.491,30.869,27.564,35.971,31.507,32.720,31.646,38.586,38.010,33.621,23.151,28.047,25.401,29.828,25.524,37.967,36.592,28.223,41.509,39.517,31.183,30.114,26.258,34.058,44.750,20.950
2021-07-30 00:00:00+00:00,26.293,32.556,25.888,37.151,20.819,29.256,37.477,24.227,33.427,44.196,27.263,32.130,32.404,40.753,30.297,30.041,28.407,36.740,45.137,26.776,24.315,33.663,23.394,34.258,24.121,26.297,23.000,24.373,26.344,24.147,27.551,30.981,27.570,36.178,31.723,32.954,31.832,38.839,38.262,33.750,23.090,28.113,25.362,29.917,25.534,38.220,36.856,28.321,41.768,39.769,31.351,30.297,26.296,34.258,45.137,20.819
2021-07-30 06:00:00+00:00,26.234,32.542,25.826,37.206,20.665,29.226,37.581,24.142,33.450,44.376,27.237,32.112,32.452,40.858,30.343,30.065,28.395,36.790,45.271,26.694,24.224,33.647,23.264,34.297,24.025,26.265,22.899,24.292,26.248,24.051,27.511,30.966,27.486,36.213,31.789,33.027,31.873,38.896,38.322,33.735,22.979,28.077,25.254,29.889,25.465,38.282,36.934,28.308,41.815,39.821,31.380,30.343,26.245,34.297,45.271,20.665
2021-07-30 12:00:00+00:00,26.103,32.412,25.695,37.108,20.491,29.101,37.522,24.002,33.346,44.341,27.126,31.981,32.373,40.779,30.276,29.980,28.289,36.690,45.193,26.541,24.079,33.508,23.094,34.202,23.877,26.154,22.755,24.155,26.085,23.903,27.388,30.844,27.326,36.103,31.730,32.967,31.793,38.790,38.221,33.597,22.826,27.953,25.088,29.762,25.331,38.183,36.856,28.202,41.684,39.705,31.293,30.276,26.099,34.202,45.193,20.491
2021-07-30 18:00:00+00:00,25.913,32.188,25.508,36.883,20.304,28.899,37.328,23.827,33.138,44.130,26.948,31.759,32.192,40.551,30.116,29.807,28.109,36.466,44.940,26.330,23.892,33.271,22.892,33.997,23.689,25.981,22.577,23.974,25.870,23.714,27.198,30.635,27.105,35.874,31.569,32.798,31.615,38.550,37.989,33.359,22.640,27.758,24.877,29.555,25.144,37.953,36.651,28.022,41.407,39.452,31.110,30.116,25.903,33.997,44.940,20.304
2021-07-31 00:00:00+00:00,25.675,31.886,25.275,36.554,20.106,28.634,37.022,23.620,32.844,43.772,26.713,31.461,31.927,40.199,29.884,29.562,27.880,36.141,44.543,26.072,23.669,32.953,22.664,33.701,23.468,25.757,22.372,23.756,25.612,23.492,26.952,30.355,26.834,35.548,31.323,32.538,31.353,38.199,37.648,33.040,22.427,27.506,24.629,29.284,24.913,37.614,36.345,27.779,41.009,39.086,30.849,29.884,25.659,33.701,44.543,20.106
2021-07-31 06:00:00+00:00,25.399,31.521,25.005,36.139,19.901,28.318,36.625,23.384,32.480,43.294,26.433,31.101,31.605,39.747,29.592,29.259,27.623,35.732,44.027,25.778,23.419,32.567,22.419,33.330,23.219,25.494,22.145,23.509,25.321,23.243,26.663,30.024,26.523,35.145,31.008,32.204,31.027,37.764,37.218,32.654,22.193,27.207,24.359,28.959,24.647,37.193,35.955,27.486,40.513,38.626,30.523,29.592,25.379,33.330,44.027,19.901
2021-07-31 12:00:00+00:00,25.091,31.110,24.709,35.656,19.711,27.960,36.154,23.125,32.066,42.728,26.116,30.692,31.290,39.217,29.248,28.914,27.350,35.261,43.416,25.462,23.146,32.129,22.186,32.899,22.956,25.222,21.904,23.239,25.016,22.985,26.357,29.656,26.181,34.694,30.636,31.810,30.663,37.262,36.716,32.228,21.943,26.877,24.076,28.593,24.356,36.717,35.514,27.153,39.938,38.091,30.146,29.248,25.072,32.899,43.416,19.711
2021-07-31 18:00:00+00:00,24.763,30.663,24.403,35.118,19.580,27.570,35.624,22.848,31.612,42.125,25.770,30.244,30.954,38.624,28.863,28.550,27.081,34.747,42.731,25.130,22.858,31.648,21.959,32.421,22.679,24.948,21.671,22.952,24.713,22.740,26.066,29.257,25.814,34.236,30.220,31.367,30.300,36.700,36.157,31.764,21.680,26.523,23.789,28.193,24.048,36.191,35.044,26.791,39.302,37.497,29.728,28.863,24.750,32.421,42.731,19.580
2021-08-01 00:00:00+00:00,24.434,30.199,24.091,34.538,19.488,27.160,35.047,22.557,31.146,41.523,25.403,29.769,30.561,37.986,28.446,28.221,26.820,34.214,42.002,24.791,22.560,31.135,21.723,31.906,22.398,24.668,21.465,22.664,24.425,22.524,25.799,28.842,25.429,33.823,29.768,30.892,29.958,36.090,35.556,31.264,21.408,26.160,23.499,27.776,23.743,35.620,34.575,26.428,38.653,36.861,29.280,28.446,24.432,31.906,42.002,19.488
2021-08-01 06:00:00+00:00,24.110,29.765,23.766,33.956,19.412,26.747,34.439,22.296,30.696,40.909,25.019,29.278,30.123,37.325,28.124,27.968,26.824,33.680,41.260,24.452,22.264,30.599,21.480,31.370,22.153,24.453,21.297,22.390,24.174,22.339,25.609,28.421,25.037,33.450,29.289,30.402,29.639,35.446,34.979,30.736,21.130,25.806,23.196,27.357,23.457,35.036,34.093,26.096,38.019,36.191,28.826,28.124,24.158,31.370,41.260,19.412
2021-08-01 12:00:00+00:00,23.784,29.419,23.428,33.396,19.347,26.437,33.813,22.175,30.281,40.252,24.624,28.797,29.654,36.640,28.005,27.733,27.141,33.168,40.538,24.133,22.210,30.058,21.537,30.835,21.932,24.400,21.148,22.141,24.008,22.151,25.626,27.993,24.664,33.054,28.792,29.907,29.304,34.832,34.480,30.189,20.852,25.456,22.884,26.953,23.176,34.453,33.575,25.774,37.419,35.558,28.393,27.993,23.952,30.835,40.538,19.347
2021-08-01 18:00:00+00:00,23.479,29.196,23.081,32.848,19.269,26.259,33.170,22.168,29.968,39.545,24.222,28.322,29.160,35.933,27.971,27.494,27.530,32.708,39.892,23.968,22.302,29.537,21.929,30.317,21.725,24.566,21.015,21.894,23.926,21.965,25.752,27.567,24.351,32.601,28.281,29.421,28.925,34.237,34.004,29.629,20.580,25.119,22.596,26.568,22.906,33.877,33.034,25.469,36.863,34.976,28.041,27.567,23.814,30.317,39.892,19.269
2021-08-02 00:00:00+00:00,23.179,29.040,22.744,32.416,19.176,26.090,32.529,22.150,29.676,38.807,23.817,27.847,28.664,35.208,27.875,27.250,27.822,32.253,39.306,24.109,22.320,29.034,22.307,29.808,21.559,25.017,20.888,21.631,23.844,21.796,25.834,27.139,24.095,32.101,27.764,28.934,28.516,33.627,33.514,29.068,20.310,24.826,22.339,26.188,22.633,33.313,32.494,25.202,36.374,34.693,27.787,27.764,23.657,29.808,39.306,19.176
2021-08-02 06:00:00+00:00,22.861,28.870,22.441,32.307,19.084,25.869,31.989,22.075,29.320,38.076,23.412,27.389,28.167,34.474,27.692,26.966,27.981,31.757,38.693,24.478,22.269,28.539,22.555,29.293,21.547,25.626,20.770,21.357,23.741,21.683,25.836,26.699,23.839,31.567,27.247,28.435,28.147,33.017,33.085,28.507,20.041,24.575,22.125,25.836,22.347,32.820,31.943,24.961,35.914,34.618,27.595,27.247,23.274,29.320,38.693,19.084
2021-08-02 12:00:00+00:00,22.537,28.738,22.162,32.448,19.196,25.610,31.653,21.952,28.917,37.351,23.010,26.961,27.661,33.738,27.449,26.638,28.018,31.228,38.027,24.860,22.164,28.062,22.712,28.792,21.688,26.619,20.668,21.076,23.632,21.579,25.766,26.255,23.558,31.012,26.731,27.928,27.854,32.412,32.736,27.946,19.788,24.325,21.948,25.497,22.056,32.393,31.367,24.737,35.409,34.460,27.422,26.731,22.936,28.917,38.027,19.196
2021-08-02 18:00:00+00:00,22.221,28.752,21.914,32.635,19.442,25.362,31.466,21.845,28.485,36.644,22.616,26.622,27.151,33.001,27.536,26.280,27.947,30.728,37.373,25.215,22.037,27.650,22.856,28.298,21.827,28.115,20.617,20.793,23.552,21.439,25.678,25.964,23.264,30.445,26.216,27.414,27.699,32.124,32.440,27.386,19.623,24.046,21.811,25.150,21.770,31.958,30.776,24.534,34.851,34.212,27.261,26.622,22.796,28.752,37.373,19.442
2021-08-03 00:00:00+00:00,21.978,28.986,21.690,32.764,19.635,25.134,31.260,21.875,28.031,35.953,22.230,26.329,26.647,32.267,28.077,25.909,27.906,30.276,36.785,25.485,21.899,27.365,22.979,27.796,21.903,30.422,20.575,20.527,23.485,21.271,25.569,25.858,22.963,29.871,25.706,26.907,27.620,32.316,32.236,26.833,19.513,23.745,21.690,24.798,21.488,31.484,30.177,24.324,34.255,33.924,27.113,26.329,22.780,29.871,36.785,19.513
2021-08-03 06:00:00+00:00,21.880,29.990,21.604,32.763,19.761,24.938,30.995,22.017,27.559,35.267,21.860,26.012,26.149,31.542,28.703,25.524,27.960,29.817,36.349,25.617,21.742,27.202,23.034,27.290,21.938,31.989,20.495,20.289,23.382,21.077,25.627,25.754,22.666,29.303,25.205,26.474,27.484,32.556,32.258,26.290,19.401,23.464,21.546,24.434,21.239,30.980,29.580,24.100,33.670,33.719,26.962,26.012,22.504,29.580,36.349,19.401
2021-08-03 12:00:00+00:00,21.949,33.710,21.896,32.623,19.914,24.837,30.708,22.163,27.077,34.593,21.511,25.675,25.652,30.827,29.242,25.123,28.375,29.335,35.977,25.731,21.562,27.292,23.132,26.843,21.926,33.111,20.386,20.063,23.262,20.864,25.967,25.574,22.415,28.856,24.732,26.076,27.267,32.595,32.582,25.758,19.335,23.238,21.375,24.060,21.075,30.454,28.997,23.860,33.179,33.880,26.779,25.731,22.352,29.242,35.977,19.335
2021-08-03 18:00:00+00:00,22.049,38.791,22.380,32.385,20.269,24.744,30.446,22.243,26.588,33.995,21.190,25.343,25.160,30.126,29.713,24.711,29.106,28.928,35.538,25.965,21.409,27.588,23.357,26.449,21.854,34.588,20.257,19.850,23.422,20.641,26.300,25.372,22.401,28.605,24.310,25.656,26.993,32.492,33.658,25.237,19.310,23.118,21.194,23.766,21.414,29.909,28.422,23.591,33.102,34.347,26.573,25.372,22.395,29.106,38.791,19.310
2021-08-04 00:00:00+00:00,22.083,43.214,23.159,32.068,20.728,24.579,30.193,22.239,26.096,33.450,20.894,25.008,24.675,29.440,29.787,24.294,30.312,28.581,35.030,26.450,21.289,27.897,23.943,26.116,21.733,36.309,20.107,19.641,24.205,20.412,26.470,25.243,22.813,28.434,23.911,25.226,26.676,32.300,36.391,24.729,19.359,23.054,20.999,23.510,22.279,29.352,27.850,23.297,33.394,35.647,26.342,25.226,22.994,29.352,43.214,19.359
2021-08-04 06:00:00+00:00,22.055,47.029,24.051,31.685,21.086,24.435,29.917,22.171,25.606,32.891,20.610,24.665,24.199,28.772,29.734,23.876,31.010,28.207,34.472,26.939,21.151,28.241,25.377,25.801,21.574,38.189,19.936,19.424,26.044,20.183,26.523,25.313,23.329,28.223,23.511,24.795,26.339,32.045,39.985,24.236,19.565,22.968,20.784,23.235,23.261,28.789,27.298,22.984,33.620,38.971,26.073,25.377,23.172,28.772,47.029,19.424
2021-08-04 12:00:00+00:00,21.968,49.744,24.724,31.255,21.314,24.374,29.601,22.052,25.125,32.314,20.342,24.331,23.733,28.121,29.581,23.458,31.454,27.805,33.880,27.447,20.980,28.584,28.624,25.453,21.385,39.038,19.749,19.200,29.981,19.958,26.484,25.614,23.696,28.007,23.114,24.376,25.984,31.729,42.278,23.773,19.929,22.847,20.553,23.007,24.587,28.225,26.769,22.659,33.643,42.661,25.765,25.453,22.967,28.624,49.744,19.200
2021-08-04 18:00:00+00:00,21.842,51.292,25.284,30.789,21.441,24.444,29.235,21.891,24.699,31.769,20.098,24.077,23.279,27.490,29.345,23.097,31.616,27.430,33.264,27.641,20.796,28.882,33.063,25.084,21.173,39.494,19.552,18.973,33.166,19.758,26.379,26.034,24.025,27.978,22.722,23.978,25.609,31.356,43.253,23.377,20.349,22.703,20.310,22.878,26.048,27.663,26.250,22.326,33.523,47.542,25.427,25.427,22.717,29.235,51.292,18.973
2021-08-05 00:00:00+00:00,21.691,52.318,25.732,30.312,21.490,24.516,28.829,21.703,24.345,31.245,19.893,23.883,22.837,26.879,29.044,22.796,31.582,27.071,32.631,27.685,20.624,29.071,36.513,24.702,20.943,39.795,19.352,18.744,35.396,19.578,26.226,26.362,24.400,28.059,22.334,23.605,25.219,30.933,43.858,23.027,20.745,22.534,20.060,22.788,28.158,27.109,25.737,21.995,33.308,52.064,25.067,25.219,22.484,29.044,52.318,18.744
2021-08-05 06:00:00+00:00,21.525,52.960,26.018,29.827,21.473,24.485,28.393,21.501,24.039,30.701,19.711,23.754,22.408,26.289,28.689,22.510,31.458,26.690,32.004,27.620,20.466,29.112,39.876,24.310,20.719,39.902,19.157,18.517,36.681,19.391,26.020,26.522,24.725,28.054,21.953,23.265,24.817,30.470,44.189,22.713,21.078,22.424,19.809,22.721,29.000,26.574,25.233,21.688,33.012,55.501,24.690,24.817,22.294,29.000,55.501,18.517
2021-08-05 12:00:00+00:00,21.513,53.295,26.210,29.327,21.403,24.411,27.934,21.347,23.769,30.141,19.542,23.747,21.992,25.720,28.304,22.235,31.251,26.285,31.391,27.466,20.305,29.040,44.832,23.915,20.494,39.825,18.974,18.303,37.578,19.190,26.062,26.557,24.929,27.952,21.582,22.947,24.408,29.987,44.284,22.468,21.378,22.428,19.557,22.721,29.647,26.061,24.741,21.403,32.642,57.807,24.302,24.741,21.890,29.040,57.807,18.303
