,estcodigo,estnome,orgsigla,esttipo,estlongitude,estlatitude,estaltitude,estiniciooperacao
4235,20634075,ALFREDO CHAVES - Alfredo Chaves,CEMADEN,H,-40.7478,-20.6341,,2015-09-25
4236,5893517,NATAL - Ponta Negra,CEMADEN,P,-35.17,-5.891,,2014-08-11
4237,5563524,CEARÁ-MIRIM - Rua Antonio Basilio,CEMADEN,P,-35.241,-5.563,,2014-08-11
4238,5823525,NATAL - Guarapés II,CEMADEN,P,-35.258,-5.823,,2014-08-11
4239,9583576,MACEIÓ - Tabuleiro do Martins,CEMADEN,P,-35.763,-9.587,,2014-08-11
4240,23254820,TORRE DE PEDRA - Centro,CEMADEN,P,-48.19583,-23.24712,,2015-09-23
4241,22964584,MONTEIRO LOBATO - E.E. Professora Maria Ferreira Sonnewend,CEMADEN,P,-45.8379,-22.9564,,2015-09-25
4242,20434196,ALTO JEQUITIBÁ - Alto Jequitibá,CEMADEN,H,-41.9615,-20.4315,,2015-09-24
4243,6313504,CANGUARETAMA - Cunhau,CEMADEN,P,-35.044,-6.314,,2014-08-11
4244,22414312,PETRÓPOLIS - Nogueira,CEMADEN,P,-43.122,-22.418,,2014-08-06
4245,22954302,NITERÓI - Itaipu,CEMADEN,P,-43.028,-22.954,,2014-08-06
4246,22884271,MARICÁ - Espraido,CEMADEN,P,-42.71,-22.889,,2014-08-06
4247,21954213,SÃO SEBASTIÃO DO ALTO - Centro,CEMADEN,P,-42.134,-21.955,,2014-08-06
4248,23004430,ANGRA DOS REIS - Praia da Chacara,CEMADEN,P,-44.305,-23.0,,2014-08-06
4249,22944432,ANGRA DOS REIS - Pontal,CEMADEN,P,-44.329,-22.948,,2014-08-06
4250,23334467,PARATY - Laranjeiras,CEMADEN,P,-44.678,-23.333,,2014-08-06
4251,22594311,MAGÉ - Rio dos Cavaleiros,CEMADEN,P,-43.118,-22.598,,2014-08-06
4252,23004448,ANGRA DOS REIS - Praia Brava,CEMADEN,P,-44.48,-23.005,,2014-08-06
4253,22274256,NOVA FRIBURGO - Granja Spinelli,CEMADEN,P,-42.56,-22.279,,2014-08-06
4254,22904433,ANGRA DOS REIS - Ariró,CEMADEN,P,-44.332,-22.902,,2014-08-06
4255,22764352,NOVA IGUAÇU - Palhada,CEMADEN,P,-43.523,-22.765,,2014-08-06
4256,22104318,TRÊS RIOS - Vila Isabel2,CEMADEN,P,-43.182,-22.106,,2014-08-06
4257,22744339,BELFORD ROXO - Santa Amélia,CEMADEN,P,-43.392,-22.742,,2014-08-06
4258,22164294,SÃO JOSÉ DO VALE DO RIO PRETO - Águas Claras,CEMADEN,P,-42.947,-22.166,,2014-08-06
4259,25274915,Prado Velho,Suderhsa,Q,-49.249,-25.4499,,2002-09-25
4260,12514814,São Salvador,Tractebel,M,-48.22525,-12.85069,294.0,2007-06-28
4261,27605102,Ponte Cana Brava,Epagri/Ciram,H,-51.01667,-27.6,740.0,2008-01-01
4262,27704933,Ponte Caeté,Epagri/Ciram,H,-49.33389,-27.70444,434.0,2008-01-01
4263,25274903,São Cristóvão,Suderhsa,P,-49.0495,-25.4514,,2008-01-01
4264,27054951,Ibirama,Epagri/Ciram,H,-49.51667,-27.05389,80.0,2008-01-01
4265,27335075,Passo Marombas,Epagri/Ciram,H,-50.75083,-27.33083,829.0,2008-01-01
4266,27805048,Caveiras - Jusante,Epagri/Ciram,H,-50.48056,-27.80472,870.0,2008-01-01
4267,26625023,PL - Monte Castelo,Epagri/Ciram,H,-50.23917,-26.62583,800.0,2008-01-01
4268,25314913,ETE-SANEPAR,Suderhsa,Q,-49.2124,-25.5172,,2008-01-01
4269,27535086,Passo Carú,Epagri/Ciram,H,-50.86917,-27.53861,720.0,2008-01-01
4270,22294253,NOVA FRIBURGO - Perissê,CEMADEN,P,-42.533,-22.293,,2014-08-06
4271,22354256,NOVA FRIBURGO - Caledônia2,CEMADEN,P,-42.56,-22.359,,2014-08-06
4272,22154242,BOM JARDIM - Centro,CEMADEN,P,-42.422,-22.15,,2014-08-06
4273,22474265,CACHOEIRAS DE MACACU - São Francisco de Assis,CEMADEN,P,-42.655,-22.474,,2014-08-06
4274,22914317,RIO DE JANEIRO - Gl¢ria,CEMADEN,P,-43.176,-22.915,,2014-08-06
4275,22564269,CACHOEIRAS DE MACACU - Centro2,CEMADEN,P,-42.693,-22.561,,2014-08-06
4276,22944305,NITERÓI - Piratininga,CEMADEN,P,-43.057,-22.942,,2014-08-06
4277,22804296,SÃO GONÇALO - Vista Alegre,CEMADEN,P,-42.964,-22.808,,2014-08-06
4278,22264253,NOVA FRIBURGO - Vila Nova,CEMADEN,P,-42.534,-22.269,,2014-08-06
4279,23024434,ANGRA DOS REIS - Vila Velha,CEMADEN,P,-44.349,-23.024,,2014-08-06
4280,22134314,TRÊS RIOS - Moura Brasil,CEMADEN,P,-43.149,-22.131,,2014-08-06
4281,22574331,DUQUE DE CAXIAS - Xerem3,CEMADEN,P,-43.313,-22.572,,2014-08-06
4282,22044267,SUMIDOURO - Centro,CEMADEN,P,-42.673,-22.048,,2014-08-06
4283,22274273,TERESÓPOLIS - Est. Teresópolis/Nova Friburgo 2,CEMADEN,P,-42.732,-22.275,,2014-08-06
4284,22414317,PETRÓPOLIS - Araras 2,CEMADEN,P,-43.173,-22.419,,2014-08-06
4285,22874304,NITERÓI - Santa Barbara,CEMADEN,P,-43.049,-22.877,,2014-08-06
4286,21984225,MACUCO - Bairro Reta,CEMADEN,P,-42.259,-21.989,,2014-08-06
4287,22314252,NOVA FRIBURGO - Ponte da Saudade,CEMADEN,P,-42.524,-22.31,,2014-08-06
4288,22844307,SÃO GONÇALO - Pita,CEMADEN,P,-43.07,-22.848,,2014-08-06
4289,22674360,JAPERI - Centro,CEMADEN,P,-43.605,-22.675,,2014-08-06
4290,23014432,ANGRA DOS REIS - São Bento,CEMADEN,P,-44.322,-23.012,,2014-08-06
4291,22894318,RIO DE JANEIRO - Saúde Mirandópolis,CEMADEN,P,-43.18943,-22.89677,,2014-08-06
4292,22034262,SUMIDOURO - Estrada Municipal SU-12,CEMADEN,P,-42.627,-22.031,,2014-08-06
4293,22954269,MARICÁ - Ponta Negra,CEMADEN,P,-42.697,-22.951,,2014-08-06
4294,22884329,RIO DE JANEIRO - Abolição,CEMADEN,P,-43.29775,-22.88591,,2014-08-06
4295,22784342,MESQUITA - null,CEMADEN,P,-43.426,-22.783,,2014-08-06
4296,22274249,NOVA FRIBURGO - Nova Suiça,CEMADEN,P,-42.498,-22.279,,2014-08-06
4297,23034419,ANGRA DOS REIS - Portogalo,CEMADEN,P,-44.195,-23.037,,2014-08-06
4298,22684278,ITABORAÍ - Sambaetiba,CEMADEN,P,-42.78,-22.681,,2014-08-06
4299,22204239,BOM JARDIM - São José do Ribeirão,CEMADEN,P,-42.396,-22.205,,2014-08-06
4300,22594318,MAGÉ - Fragoso,CEMADEN,P,-43.183,-22.594,,2014-08-06
4301,22604318,MAGÉ - Beco do Saci,CEMADEN,P,-43.18,-22.608,,2014-08-06
4302,22664313,MAGÉ - Vila Nova,CEMADEN,P,-43.134,-22.667,,2014-08-06
4303,22314233,NOVA FRIBURGO - São Pedro da Serra,CEMADEN,P,-42.331,-22.318,,2014-08-06
4304,22974327,RIO DE JANEIRO - Est. Pedra Bonita,CEMADEN,P,-43.27744,-22.97786,,2014-08-06
4305,22724294,ITABORAÍ - Itambi,CEMADEN,P,-42.946,-22.728,,2014-08-06
4306,22744370,SEROPÉDICA - Centro,CEMADEN,P,-43.7,-22.748,,2014-08-06
4307,22414296,TERESÓPOLIS - Morro dos Pinheiros,CEMADEN,P,-42.966,-22.417,,2014-08-06
4308,22374304,PETRÓPOLIS - Estrada do Cantagalo,CEMADEN,P,-43.046,-22.374,,2014-08-06
4309,22764333,SÃO JOÃO DE MERITI - Jardim Metrópole,CEMADEN,P,-43.33,-22.763,,2014-08-06
4310,22034320,COMENDADOR LEVY GASPARIAN - SAELEG,CEMADEN,P,-43.207,-22.031,,2014-08-06
4311,22904305,NITERÓI - Itaipu,CEMADEN,P,-43.053,-22.906,,2014-08-06
4312,22954309,NITERÓI - Piratininga2,CEMADEN,P,-43.092,-22.951,,2014-08-06
4313,22774293,ITABORAÍ - Apolo II,CEMADEN,P,-42.938,-22.776,,2014-08-06
4314,22164241,BOM JARDIM - São Miguel,CEMADEN,P,-42.418,-22.164,,2014-08-06
4315,21994291,SAPUCAIA - Centro,CEMADEN,P,-42.913,-21.996,,2014-08-06
4316,22104321,TRÊS RIOS - Mirante Sul,CEMADEN,P,-43.219,-22.101,,2014-08-06
4317,22424296,TERESÓPOLIS - São Pedro ,CEMADEN,P,-42.962,-22.428,,2014-08-06
4318,17864151,TEÓFILO OTONI - Centro,CEMADEN,P,-41.509,-17.864,,2014-08-04
4319,20414403,BELO VALE - Belo Vale,CEMADEN,P,-44.029,-20.414,,2014-08-04
4320,20754378,CONSELHEIRO LAFAIETE - Buarque de Macedo,CEMADEN,P,-43.779,-20.753,,2014-08-04
4321,21384270,CATAGUASES - Menezes,CEMADEN,P,-42.698,-21.378,,2014-08-04
4322,20504387,CONGONHAS - Dom Oscar,CEMADEN,P,-43.87,-20.504,,2014-08-04
4323,21224379,BARBACENA - Santa Cecília,CEMADEN,P,-43.789,-21.223,,2014-08-04
4324,21014284,VISCONDE DO RIO BRANCO - Centro,CEMADEN,P,-42.841,-21.009,,2014-08-04
4325,21794333,JUIZ DE FORA - Graminha,CEMADEN,P,-43.332,-21.79,,2014-08-04
4326,19994394,NOVA LIMA - Vale do Sereno,CEMADEN,P,-43.94,-19.987,,2014-08-04
4327,21584349,JUIZ DE FORA - Paula Lima,CEMADEN,P,-43.488,-21.58,,2014-08-04
4328,20364372,OURO PRETO - Santo Antônio do Leite,CEMADEN,P,-43.72,-20.355,,2014-08-04
4329,22684620,ITAPEVA - Córrego dos Negros,CEMADEN,P,-46.205,-22.68,,2014-08-04
4330,19924409,CONTAGEM - Fonte Grande,CEMADEN,P,-44.08,-19.92,,2014-08-04
4331,20644377,CONSELHEIRO LAFAIETE - Belavinha,CEMADEN,P,-43.768,-20.645,,2014-08-04
4332,21684332,JUIZ DE FORA - Figueiras,CEMADEN,P,-43.325,-21.682,,2014-08-04
4333,21234374,BARBACENA - Ipanema,CEMADEN,P,-43.743,-21.23,,2014-08-04
4334,22525573,PONTA PORÃ - Escola Polo Municipal Prefeito Adê Marques,CEMADEN,P,-55.73208,-22.51966,,2015-08-28
4335,20815171,TRÊS LAGOAS - UPA São Carlos,CEMADEN,P,-51.71331,-20.80873,,2015-08-17
4336,10635158,CONFRESA - Parque de Exposições Agropecuário,CEMADEN,P,-51.58387,-10.63265,,2015-08-17
4337,19835483,CORGUINHO - SAAE,CEMADEN,P,-54.83133,-19.83127,,2015-08-17
4338,15225932,PONTES E LACERDA - Jardim Marília,CEMADEN,P,-59.32018,-15.2243,,2015-08-17
4339,12395494,FELIZ NATAL - Sede da Prefeitura Municipal,CEMADEN,P,-54.93564,-12.38858,,2015-08-17
4340,15615599,CUIABÁ - Centro Municipal de Educação Infantil Leonel de Moura Brizola,CEMADEN,P,-55.99056,-15.61462,,2015-08-17
4341,10255498,PEIXOTO DE AZEVEDO - Escola Municipal Dom Helder Câmara,CEMADEN,P,-54.98265,-10.24788,,2015-08-17
4342,18424924,ITUMBIARA - Cidade Jardim,CEMADEN,P,-49.246,-18.423,,2014-12-25
4343,18174795,CATALÃO - Restaurante Comunitario,CEMADEN,P,-47.9516,-18.1671,,2015-06-24
4344,23485419,ITAQUIRAÍ - Sede da Secretaria Municipal de Desenvolvimento Econômico e Turismo,CEMADEN,P,-54.1859,-23.4842,,2015-08-17
4345,19045764,CORUMBÁ - Escola Municipal Almirante Tamandaré,CEMADEN,P,-57.6424,-19.0399,,2015-08-17
4346,18925484,RIO VERDE DE MATO GROSSO - Sede da Prefeitura Municipal,CEMADEN,P,-54.84469,-18.91787,,2015-08-17
4347,17744862,CALDAS NOVAS - ,CEMADEN,P,-48.62764,-17.74414,,2015-01-20
4348,13655978,COMODORO - Câmara Municipal,CEMADEN,P,-59.78413,-13.65223,,2015-08-17
4349,16254795,LUZIÂNIA - ,CEMADEN,P,-47.95628,-16.25567,,2015-01-19
4350,14795728,NOVA OLÍMPIA - Escola Municipal de Ensino Básico 13 de Maio,CEMADEN,P,-57.27809,-14.78521,,2015-08-17
4351,16654930,GOIÂNIA - Perim,CEMADEN,P,-49.298,-16.6467,,2015-06-23
4352,15465574,CHAPADA DOS GUIMARÃES - Hospital Municipal,CEMADEN,P,-55.73732,-15.46445,,2015-08-17
4353,23945429,MUNDO NOVO - UBS Valdir Pazzoti,CEMADEN,P,-54.29135,-23.93883,,2015-08-17
4354,17895173,JATAÍ - Prefeitura,CEMADEN,P,-51.725,-17.887,,2015-02-06
4355,21024379,CARANDAÍ - Hermilio Alves,CEMADEN,P,-43.786,-21.022,,2014-08-04
4356,21124238,MURIAÉ - Morro,CEMADEN,P,-42.375,-21.123,,2014-08-04
4357,21764335,JUIZ DE FORA - Centro,CEMADEN,P,-43.35,-21.757,,2014-08-04
4358,20164415,BRUMADINHO - Alberto Flores,CEMADEN,P,-44.147,-20.156,,2014-08-04
4359,20144420,BRUMADINHO - Centro,CEMADEN,P,-44.2,-20.143,,2014-08-04
4360,20394342,MARIANA - São Pedro,CEMADEN,P,-43.421,-20.386,,2014-08-04
4361,20004407,IBIRITÉ - Serra Dourada,CEMADEN,P,-44.07,-20.004,,2014-08-04
4362,20844266,ERVÁLIA - Centro,CEMADEN,P,-42.655,-20.838,,2014-08-04
4363,21674331,JUIZ DE FORA - Filgueiras,CEMADEN,P,-43.306,-21.667,,2014-08-04
4364,20964372,CARANDAÍ - Dombe,CEMADEN,P,-43.715,-20.961,,2014-08-04
4365,20064084,SANTA MARIA DE JETIBÁ - Alto Rio Possmoser,CEMADEN,P,-40.84,-20.067,,2014-08-06
4366,20274032,VITÓRIA - Vale do Mulembá,CEMADEN,P,-40.323,-20.274,,2014-08-06
4367,18394082,ECOPORANGA - Avenida São Francisco,CEMADEN,P,-40.825,-18.394,,2014-08-06
4368,19144062,SÃO DOMINGOS DO NORTE - São Domingos do Norte,CEMADEN,P,-40.622,-19.148,,2014-08-06
4369,12663854,CANDEIAS - Centro,CEMADEN,P,-38.543,-12.669,,2014-08-06
4370,16094803,NOVO GAMA - Vale do Pedregal,CEMADEN,P,-48.03,-16.092,,2015-10-13
4371,20445466,CAMPO GRANDE - UPA Dr. Alessandro M. de Sousa e Silva,CEMADEN,P,-54.6574,-20.4401,,2015-08-20
4372,22105655,BELA VISTA - SAAE,CEMADEN,P,-56.5356,-22.1048,,2015-08-17
4373,20485462,CAMPO GRANDE - Escola Municipal Bernardo Franco Baís,CEMADEN,P,-54.6169,-20.4786,,2015-08-17
4374,19955489,ROCHEDO - Coordenação Municipal de Endemias,CEMADEN,P,-54.89065,-19.95344,,2015-08-17
4375,20765170,TRÊS LAGOAS - Jardim Dourado,CEMADEN,P,-51.69839,-20.76433,,2015-08-17
4376,21645516,MARACAJU - Jardim Guanabara,CEMADEN,P,-55.1584,-21.63528,,2015-08-19
4377,29545230,VENÂNCIO AIRES - Centro Linha Brasil,CEMADEN,P,-52.3016,-29.5371,,2015-02-23
4378,10025111,VILA RICA - Vila Rica,CEMADEN,P,-51.11016,-10.0182,,2015-12-18
4379,16495462,RONDONÓPOLIS - Colina Verde,CEMADEN,P,-54.6168,-16.48967,,2015-08-17
4380,13465672,SÃO JOSÉ DO RIO CLARO - Arco-Íris,CEMADEN,P,-56.72118,-13.46313,,2015-10-10
4381,19405458,SÃO GABRIEL DO OESTE - SAAE,CEMADEN,P,-54.57602,-19.40076,,2015-08-17
4382,15895225,BARRA DO GARÇAS - Secretaria Municipal de Cultura,CEMADEN,P,-52.25498,-15.89114,,2015-08-17
4383,10655571,NOVA CANAÃ DO NORTE - Escola Municipal Infantil tipo B,CEMADEN,P,-55.70692,-10.64537,,2015-08-17
4384,22305384,IVINHEMA - ESF (Triguenã - Vitória),CEMADEN,P,-53.835,-22.3041,,2015-08-17
4385,16824992,PALMEIRAS DE GOIÁS - Jardim das Oliveiras,CEMADEN,P,-49.923,-16.817,,2015-10-11
4386,16094850,ALEXÂNIA - Centro,CEMADEN,P,-48.497,-16.091,,2015-10-12
4387,30055120,PORTO ALEGRE - Partenon,CEMADEN,P,-51.195,-30.051,,2014-07-29
4388,29885099,GRAVATAÍ - ,CEMADEN,P,-50.9986,-29.886,,2014-12-08
4389,29745109,SÃO LEOPOLDO - Feitoria,CEMADEN,P,-51.097,-29.748,,2014-08-13
4390,29675058,ROLANTE - Rolante,CEMADEN,H,-50.5819,-29.6653,,2015-02-27
4391,30335327,CAÇAPAVA DO SUL - ,CEMADEN,P,-53.2709,-30.3388,,2014-12-09
4392,29835115,SAPUCAIA DO SUL - Para¡so,CEMADEN,P,-51.15,-29.833,,2014-07-29
4393,29795113,SÃO LEOPOLDO - Santa Teresa,CEMADEN,P,-51.132,-29.79,,2014-07-29
4394,28405391,IJUÍ - Mundstock,CEMADEN,P,-53.908,-28.404,,2015-02-05
4395,29855090,GRAVATAÍ - ,CEMADEN,P,-50.9082,-29.8529,,2014-12-08
4396,29685386,SANTA MARIA - Patronato,CEMADEN,P,-53.8566,-29.677,,2015-02-05
4397,28255237,PASSO FUNDO - Parque Farroupilha,CEMADEN,P,-52.37,-28.245,,2015-02-05
4398,29705373,SANTA MARIA - Camobi,CEMADEN,P,-53.726,-29.697,,2015-02-05
4399,29725380,SANTA MARIA - ,CEMADEN,P,-53.8079,-29.7274,,2014-12-09
4400,31405281,CANGUÇU - Cochila dos Cunha,CEMADEN,P,-52.809,-31.403,,2015-02-05
4401,29695387,SANTA MARIA - ,CEMADEN,P,-53.8751,-29.6955,,2014-12-09
4402,28985235,FONTOURA XAVIER - Centro,CEMADEN,P,-52.34445,-28.98485,,2015-03-11
4403,12883846,SALVADOR - EMBASA-Rio Sena,CEMADEN,P,-38.468,-12.888,,2014-08-06
4404,12973845,SALVADOR - Hosp.Sarah-C.das Árvores,CEMADEN,P,-38.453,-12.976,,2014-08-06
4405,20124030,SERRA - Centro,CEMADEN,P,-40.307,-20.125,,2014-08-06
4406,19834037,IBIRAÇU - Centro,CEMADEN,P,-40.369,-19.83,,2014-08-06
4407,10464019,SENHOR DO BONFIM - Centro,CEMADEN,P,-40.19,-10.464,,2014-08-06
4408,12673853,CANDEIAS - Sarandi,CEMADEN,P,-38.53,-12.67,,2014-08-06
4409,20324036,CARIACICA - Itaquari,CEMADEN,P,-40.362,-20.328,,2014-08-06
4410,16413908,PORTO SEGURO - Paraguai,CEMADEN,P,-39.08,-16.41,,2014-08-06
4411,12863843,SALVADOR - EMBASA-Valéria,CEMADEN,P,-38.437,-12.863,,2014-08-06
4412,18714039,NOVA VENÉCIA - Centro2,CEMADEN,P,-40.398,-18.71,,2014-08-06
4413,20134043,SANTA LEOPOLDINA - Barra de Mangarai,CEMADEN,P,-40.439,-20.135,,2014-08-06
4414,19904101,LARANJA DA TERRA - São Luiz de Miranda,CEMADEN,P,-41.014,-19.903,,2014-08-06
4415,17364022,MEDEIROS NETO - Planalto I,CEMADEN,P,-40.223,-17.365,,2014-08-06
4416,20444035,VILA VELHA - Terra Vermelha,CEMADEN,P,-40.352,-20.444,,2014-08-06
4417,29605082,IGREJINHA - Invernada,CEMADEN,P,-50.821,-29.601,,2014-08-14
4418,29475196,LAJEADO - Centro,CEMADEN,P,-51.963,-29.466,,2015-02-05
4419,28245237,PASSO FUNDO - ,CEMADEN,P,-52.3706,-28.2455,,2014-12-09
4420,27195324,IRAÍ - Centro,CEMADEN,P,-53.249,-27.196,,2014-12-21
4421,29685020,MAQUINÉ - Centro,CEMADEN,P,-50.205,-29.677,,2015-02-05
4422,31775234,PELOTAS - Centro,CEMADEN,P,-52.342,-31.77,,2015-02-05
4423,29695113,NOVO HAMBURGO - Novo Hamburgo,CEMADEN,H,-51.1345,-29.6979,,2014-09-05
4424,30155113,PORTO ALEGRE - ,CEMADEN,P,-51.1383,-30.1511,,2014-12-11
4425,29865110,SAPUCAIA DO SUL - Rua Santa Luzia,CEMADEN,P,-51.097,-29.856,,2014-07-29
4426,28525095,VACARIA - Vila São João,CEMADEN,P,-50.9466,-28.5179,,2015-03-05
4427,20364038,CARIACICA - Bela Vista,CEMADEN,P,-40.373,-20.361,,2014-08-06
4428,28475096,VACARIA - ,CEMADEN,P,-50.9659,-28.4789,,2014-12-08
4429,29615219,VENÂNCIO AIRES - Centro,CEMADEN,P,-52.187,-29.608,,2015-02-05
4430,29995133,ELDORADO DO SUL - Est. da Arrozeira,CEMADEN,P,-51.333,-29.986,,2015-02-05
4431,29855091,GRAVATAÍ - Morungava,CEMADEN,P,-50.908,-29.852,,2015-03-13
4432,30055102,VIAMÃO - ,CEMADEN,P,-51.0222,-30.0565,,2014-12-09
4433,29695055,ROLANTE - Alto Rolantinho,CEMADEN,P,-50.549,-29.69,,2015-02-05
4434,28255240,PASSO FUNDO - Centro,CEMADEN,P,-52.395,-28.252,,2015-02-05
4435,31315256,CANGUÇU - ,CEMADEN,P,-52.5692,-31.3154,,2014-12-11
4436,29645045,RIOZINHO - ,CEMADEN,P,-50.4597,-29.6406,,2014-12-09
4437,30075114,PORTO ALEGRE - Agronomia,CEMADEN,P,-51.143,-30.069,,2014-07-29
4438,28375416,ENTRE-IJUÍS - ,CEMADEN,P,-54.1676,-28.3723,,2014-12-08
4439,29575081,IGREJINHA - Bom Pastor,CEMADEN,P,-50.807,-29.569,,2014-07-30
4440,28255243,PASSO FUNDO - Vila Vera Cruz,CEMADEN,P,-52.432,-28.245,,2015-02-05
4441,29935104,GRAVATAÍ - ,CEMADEN,P,-51.0456,-29.9359,,2014-12-08
4442,30135109,VIAMÃO - Planalto,CEMADEN,P,-51.092,-30.129,,2015-07-23
4443,29515080,TRÊS COROAS - Vila dos Pinheiros,CEMADEN,P,-50.803,-29.516,,2014-08-14
4444,29245186,ENCANTADO - ,CEMADEN,P,-51.8652,-29.2404,,2014-12-10
4445,16323902,SANTA CRUZ CABRÁLIA - BR367-km4,CEMADEN,P,-39.023,-16.321,,2014-08-06
4446,31325257,CANGUÇU - Santa Clara,CEMADEN,P,-52.89736,-31.35449,,2015-02-05
4447,30555254,ENCRUZILHADA DO SUL- Vila Paraiso,CEMADEN,P,-52.543,-30.55,,2014-12-11
4448,29355333,PINHAL GRANDE - Centro,CEMADEN,P,-53.33125,-29.3494,,2015-02-20
4449,24125332,Fazenda Uberaba,Águas Paraná,H,-53.3225,-24.12028,,2016-04-28
4450,18713985,SÃO MATEUS - Centro,CEMADEN,P,-39.856,-18.715,,2014-08-06
4451,20244026,SERRA - Hélio Ferraz,CEMADEN,P,-40.269,-20.241,,2014-08-06
4452,20724113,CACHOEIRO DE ITAPEMIRIM - Itaóca,CEMADEN,P,-41.132,-20.727,,2014-08-06
4453,23345016,Granja Garota,Águas Paraná,H,-50.16167,-23.34361,,2014-02-04
4454,25204851,Passo do Vau,Águas Paraná,H,-48.51051,-25.20036,,
4455,24794927,Balsa Do Cerro Azul,Águas Paraná,H,-49.2757,-24.79656,,2013-09-08
4456,25925285,Balsa Do Santana,Águas Paraná,H,-52.85222,-25.92056,,2014-02-03
4457,24945259,Porto Carriel,Águas Paraná,H,-52.59778,-24.94722,,2014-02-04
4458,24755287,Foz Do Cantu,Águas Paraná,H,-52.87667,-24.75194,,2014-02-04
4459,24555290,Ponte Do Goio Bang,Águas Paraná,H,-52.90139,-24.55444,,2014-02-04
4460,23965375,Iporã,Águas Paraná,H,-53.7525,-23.96944,,2014-02-04
4461,23035175,Santa Fé,Águas Paraná,H,-51.75306,-23.03361,,2014-02-04
4462,25465053,Eta Irati,Águas Paraná,H,-50.53306,-25.46417,,2014-02-04
4463,23635092,Porto Londrina,Águas Paraná,H,-50.92306,-23.63722,,2014-02-04
4464,22855207,Vila Silva Jardim,Águas Paraná,H,-52.07806,-22.85694,380.0,2014-02-05
4465,25234959,Ponte Do Açungui,Águas Paraná,H,-49.59633,-25.23556,,2014-02-04
4466,23335184,Eta Maringá,Águas Paraná,H,-51.84972,-23.33306,,2014-02-05
4467,25395143,Eta Guarapuava,Águas Paraná,H,-51.43653,-25.39914,,2014-02-04
4468,23675211,Porto Bananeira,Águas Paraná,H,-52.11728,-23.67483,,2014-02-04
4469,25235096,Prudentópolis Capt. Sanepar,Águas Paraná,H,-50.96083,-25.23722,,2014-02-20
4470,23774995,Tomazina,Águas Paraná,H,-49.95806,-23.77528,,2014-02-07
4471,20174025,SERRA - Barcelona,CEMADEN,P,-40.258,-20.171,,2014-08-06
4472,23165078,Ponte Preta,Águas Paraná,H,-50.78833,-23.16972,,2014-07-30
4473,25614935,Ponte Da Caximba,Águas Paraná,H,-49.35667,-25.61028,,2014-02-04
4474,20854115,CACHOEIRO DE ITAPEMIRIM - Zumbi,CEMADEN,P,-41.152,-20.857,,2014-08-06
4475,21004083,ITAPEMIRIM - Centro,CEMADEN,P,-40.833,-21.009,,2014-08-06
4476,20674050,GUARAPARI - Centro,CEMADEN,P,-40.501,-20.674,,2014-08-06
4477,15423949,CAMACAN - Centro,CEMADEN,P,-39.494,-15.421,,2014-08-06
4478,15244023,ITAPETINGA - Clerolândia,CEMADEN,P,-40.221,-15.243,,2014-08-06
4479,14853934,ITABUNA - Nova Ferradas,CEMADEN,P,-39.346,-14.856,,2014-08-06
4480,16443907,PORTO SEGURO - Areião,CEMADEN,P,-39.076,-16.441,,2014-08-06
4481,20084112,AFONSO CLÁUDIO - São Vicente,CEMADEN,P,-41.129,-20.083,,2014-08-06
4482,12863836,SALVADOR - BATRE-São Cristovão,CEMADEN,P,-38.368,-12.861,,2014-08-06
4483,15035952,Vila Bela da Santíssima Trindade,Inmet,M,-59.87292,-15.0627,213.0,2006-11-24
4484,29705109,NOVO HAMBURGO - Canudos,CEMADEN,P,-51.093,-29.704,,2014-07-29
4485,28255239,PASSO FUNDO - ,CEMADEN,P,-52.3957,-28.252,,2014-12-10
4486,27645231,ERECHIM - Paiol Grande,CEMADEN,P,-52.311,-27.636,,2015-02-25
4487,24675048,Bom Jardim Montante,Águas Paraná,H,-50.48444,-24.67778,,2014-02-04
4488,19674025,ARACRUZ - Guaraná,CEMADEN,P,-40.259,-19.679,,2014-08-06
4489,27584867,SÃO JOSÉ- Lisboa,CEMADEN,P,-48.667,-27.577,,2014-07-25
4490,24105148,Porto Monteiro,Águas Paraná,H,-51.48222,-24.10594,,2014-02-04
4491,23445096,Cebolão,Águas Paraná,H,-50.96611,-23.44944,,2014-02-04
4492,25275035,Fernandes Pinheiro,Simepar,M,-50.5839,-25.4532,893.0,1998-11-28
4493,23964958,Tamanduá,Águas Paraná,H,-49.58306,-23.96667,623.0,2014-02-04
4494,25604951,Guajuvira,Águas Paraná,H,-49.5134,-25.60021,897.0,2013-07-10
4495,25534954,Formigas,Águas Paraná,H,-49.54439,-25.53778,897.0,2014-02-20
4496,25594922,Cachoeira,Águas Paraná,H,-49.22866,-25.59018,906.0,2013-08-29
4497,25344925,ALMIRANTE TAMANDARÉ- Jardim Graziela,CEMADEN,P,-49.246,-25.343,,2014-07-25
4498,15764778,BRASÍLIA - Cidade Estrutural,CEMADEN,P,-47.99807,-15.78197,,2015-02-13
4499,24745386,PCH São Francisco Montante 1,PCH São Francisco,H,-53.85557,-24.74298,,2011-02-10
4500,24735389,PCH São Francisco Barramento,PCH São Francisco,H,-53.89309,-24.73323,,2011-02-05
4501,25444920,PINHAIS - Estância Pinhais,CEMADEN,P,-49.199,-25.438,,2014-07-25
4502,29705388,SANTA MARIA - Tancredo Neves,CEMADEN,P,-53.875,-29.695,,2015-02-05
4503,15504969,URUANA - Centro,CEMADEN,P,-49.688,-15.5,,2015-02-06
