idGrade,23365141_simepar,24925344_simepar,25005346_simepar,25095359_simepar,25105287_simepar,25115408_simepar,25215130_simepar,25254905_simepar,25264913_simepar,25264916_simepar,25264930_simepar,25275035_simepar,25275357_simepar,25284923_simepar,25314930_simepar,25314931_simepar,25315021_simepar,25315119_simepar,25315254_simepar,25315329_simepar,25324915_simepar,25324916_simepar,25324927_simepar,25334953_simepar,25335105_simepar,25335129_simepar,25344925_simepar,25344928_simepar,25345306_simepar,25345422_simepar,25345435_simepar,25345816_simepar,25354926_simepar,25355424_simepar,25364907_simepar,25364911_simepar,25364919_simepar,25365143_simepar,25365239_simepar,25374931_simepar,25375212_simepar,25375427_simepar,25384920_simepar,25384924_simepar,25384930_simepar,25384933_simepar,25385149_simepar,25385157_simepar,25385201_simepar,25395143_simepar,25404918_simepar,25404919_simepar,25405149_simepar,25405259_simepar,25414930_simepar,25414936_simepar,25424934_simepar,25424938_simepar,25425241_simepar,25435059_simepar,25435458_simepar,25444916_simepar,25444920_simepar,25444935_simepar,25444946_simepar,25444947_simepar,25445068_simepar,25445144_simepar,25454904_simepar,25454910_simepar,25454912_simepar,25464915_simepar,25464919_simepar,25464957_simepar,25465053_simepar,25465256_simepar,25474932_simepar,25474946_simepar,25474953_simepar,25475066_simepar,25475206_simepar,25475458_simepar,25484904_simepar,25484918_simepar,25485116_simepar,25485173_simepar,25485254_simepar,25485361_simepar,25494905_simepar,25494990_simepar,25495200_simepar,25495221_simepar,25504918_simepar,25505222_simepar,25505367_simepar,25514914_simepar,25525023_simepar,25525251_simepar,25534954_simepar,25535454_simepar,25544907_simepar,25544909_simepar,25544938_simepar,25544941_simepar,25554916_simepar,25554920_simepar,25555031_simepar,25564928_simepar,25575457_simepar,25584916_simepar,25584963_simepar,25594916_simepar,25594922_simepar,25594926_simepar,25594939_simepar,25604939_simepar,25604951_simepar,25614917_simepar,25644907_simepar,25654931_simepar,25664910_simepar,25684954_simepar,25695262_simepar,25724970_simepar,25725375_simepar,25755210_simepar,25755305_simepar,25784977_simepar,25815290_simepar,25825217_simepar,25885042_simepar,25984968_simepar,25985256_simepar,26005139_simepar,26015237_simepar,26025035_simepar,26025109_simepar,26045306_simepar,26055019_simepar,26055155_simepar,26055305_simepar,26064948_simepar,26065150_simepar,26075241_simepar,26075306_simepar,26075307_simepar,26085306_simepar,26085307_simepar,26094978_simepar,26094980_simepar,26105047_simepar,26105114_simepar,26114981_simepar,26124978_simepar,26125265_simepar,26134980_simepar,26145103_simepar,26145104_simepar,26155302_simepar,26175039_simepar,26205269_simepar,26234941_simepar,26234950_simepar,26235107_simepar,26235108_simepar,26235267_simepar,26235271_simepar,26255110_simepar,26265364_simepar,26275268_simepar,26285158_simepar,26285363_simepar,26304991_simepar,26355045_simepar,26395036_simepar,26405309_simepar,26434959_simepar,26435132_simepar,26445084_simepar,26445135_simepar,26445235_simepar,26445269_simepar,26455024_simepar,26455269_simepar,26475197_simepar,26575233_simepar,26585152_simepar,26785101_simepar,2551015_ana,2551063_ana,2551069_ana,2552009_ana,2552030_ana,2552055_ana,65136550_ana,65140000_ana,65141000_ana,65258000_ana,65259000_ana,65270000_ana,65271000_ana,65293000_ana,65815040_ana,65815050_ana,65815060_ana,65824991_ana,65831000_ana,65831020_ana,65831900_ana,65832000_ana,65875500_ana,65883051_ana,65889700_ana,65894991_ana,65945200_ana,65945400_ana,65945500_ana,65945600_ana,65954200_ana,65954250_ana,65954300_ana,65954400_ana,65954900_ana,65954950_ana,65975300_ana,65980500_ana,65981500_ana,65983100_ana,65984000_ana,65987000_ana,65992500_ana,65992502_ana
14,209.73,404.71,404.17,412.37,344.12,467.84,206.34,116.09,105.67,105.73,122.45,129.17,404.31,121.94,117.21,116.66,375.71,185.56,304.61,389.22,121.50,121.29,117.69,85.39,160.04,197.53,115.71,114.31,350.76,464.90,416.14,365.43,114.26,467.01,121.14,120.49,116.24,202.84,288.61,110.50,263.83,468.80,113.61,112.08,110.04,108.52,206.35,237.45,254.21,200.57,112.79,112.20,205.32,305.82,106.40,104.46,104.52,101.97,288.17,130.74,497.87,109.39,108.17,102.36,98.78,98.06,136.70,198.97,114.57,111.91,110.78,108.56,106.38,93.99,124.83,328.25,99.49,57.94,94.09,132.97,248.19,497.35,111.69,104.35,162.27,222.95,325.00,401.19,81.76,92.27,239.51,267.44,102.76,267.85,407.42,102.95,83.23,294.37,86.17,491.56,104.72,104.44,89.98,88.57,99.76,97.44,92.01,92.70,493.60,69.18,79.55,95.65,91.93,89.54,84.37,83.32,80.02,93.67,96.24,82.34,92.63,70.62,299.32,63.74,409.57,248.08,340.61,57.90,324.21,229.56,85.44,35.65,288.03,199.07,293.79,94.29,146.96,336.49,67.28,222.35,336.89,23.48,182.34,295.09,336.57,337.61,336.52,337.60,25.24,25.50,119.15,153.65,23.23,21.61,295.13,21.48,136.67,137.90,331.91,70.69,298.60,29.98,21.82,136.72,138.18,296.56,300.52,139.69,392.58,297.42,227.50,392.08,20.60,109.18,66.90,337.50,13.21,161.73,140.29,165.14,264.22,298.13,56.25,298.32,227.34,263.12,183.93,140.64,207.58,252.24,208.58,291.49,286.53,248.14,52.45,253.42,249.05,103.27,107.45,110.46,112.21,129.16,228.04,228.21,226.66,236.25,248.83,248.66,248.27,247.41,284.82,301.49,319.92,341.89,310.47,309.82,309.76,309.90,324.08,324.86,325.67,322.61,323.95,323.05,392.58,395.18,395.20,407.03,410.49,431.06,478.73,477.57
15,219.06,414.01,413.54,421.85,353.38,477.60,215.10,111.52,101.62,101.68,119.56,136.22,413.92,118.45,114.16,113.68,385.45,193.73,313.97,398.98,117.37,117.19,114.38,88.08,168.73,206.63,112.16,111.02,360.49,474.65,425.97,375.19,110.75,476.76,116.28,115.90,112.19,211.47,297.98,107.35,273.07,478.57,109.55,108.40,106.76,105.54,215.11,246.99,263.40,209.30,108.54,108.05,214.12,315.30,103.07,101.66,101.52,99.37,297.61,137.79,507.68,104.86,103.91,99.38,96.79,96.23,144.06,207.81,109.20,106.89,105.90,103.82,101.93,93.14,131.72,338.08,96.15,59.80,92.75,140.36,257.93,507.18,106.09,99.75,171.71,232.13,334.85,410.93,74.52,94.98,249.13,276.87,98.08,277.32,417.19,97.94,91.64,303.95,84.94,501.41,99.05,98.94,86.94,85.81,94.68,92.67,100.96,88.66,503.47,64.32,79.32,90.47,87.23,85.08,81.21,80.24,78.29,88.39,90.06,78.07,86.54,69.08,309.06,64.61,419.44,257.78,350.44,59.77,334.07,239.46,93.96,36.59,297.94,208.93,303.72,103.77,156.74,346.44,76.70,232.26,346.84,29.22,192.22,305.04,346.52,347.56,346.47,347.55,29.96,30.80,129.12,163.58,29.16,26.79,305.09,27.41,146.63,147.86,341.87,80.49,308.56,20.52,13.03,146.67,148.14,306.52,310.49,149.66,402.55,307.39,237.43,402.05,30.56,118.75,76.76,347.46,6.05,171.65,149.41,175.08,274.17,308.08,65.81,308.26,237.27,273.02,193.75,149.90,216.30,261.14,218.01,300.90,296.38,257.86,50.03,263.30,258.93,112.68,116.98,120.25,122.05,139.05,237.35,237.52,235.90,245.79,258.75,258.58,258.15,257.28,294.61,311.17,329.45,351.59,320.40,319.74,319.68,319.82,334.03,334.81,335.62,332.56,333.89,332.99,402.28,405.06,405.08,416.80,420.30,440.88,488.62,487.46
16,228.46,423.34,422.94,431.36,362.68,487.36,223.97,107.68,98.42,98.49,117.46,143.61,423.55,115.72,111.92,111.53,395.20,202.07,323.36,408.75,113.97,113.83,111.87,91.78,177.55,215.81,109.41,108.56,370.24,484.41,435.81,384.97,108.05,486.52,112.10,112.03,108.93,220.21,307.38,105.07,282.36,488.35,106.27,105.54,104.34,103.45,223.98,256.56,272.65,218.14,105.07,104.68,223.01,324.81,100.62,99.79,99.45,97.72,307.09,145.18,517.51,101.12,100.47,97.35,95.80,95.43,151.71,216.76,104.51,102.60,101.76,99.86,98.30,93.37,138.99,347.93,93.77,63.21,92.49,148.05,267.68,517.02,101.18,95.98,181.20,241.38,344.71,420.69,67.98,98.63,258.77,286.35,94.23,286.82,426.97,93.73,100.34,313.55,84.87,511.27,94.10,94.19,84.97,84.17,90.42,88.76,110.10,85.61,513.34,60.72,80.35,86.14,83.46,81.60,79.19,78.33,77.82,83.97,84.62,74.90,81.21,68.96,318.82,66.98,429.32,267.51,360.28,63.19,343.93,249.37,102.75,40.07,307.85,218.79,313.65,113.33,166.55,356.38,86.25,242.18,356.79,36.81,202.11,314.99,356.47,357.51,356.43,357.50,36.85,38.03,139.09,173.52,36.87,34.17,315.04,35.23,156.58,157.81,351.83,90.33,318.53,11.95,7.90,156.63,158.10,316.49,320.45,159.62,412.51,317.35,247.36,412.02,40.53,128.38,86.64,357.41,9.88,181.58,158.63,185.03,284.13,318.03,75.47,318.21,247.20,282.92,203.58,159.24,225.13,270.11,227.48,310.35,306.23,267.60,49.55,273.20,268.82,122.19,126.57,130.06,131.92,148.95,246.72,246.89,245.20,255.37,268.67,268.50,268.04,267.17,304.41,320.87,339.01,361.30,330.33,329.67,329.61,329.75,343.98,344.76,345.57,342.51,343.83,342.93,411.99,414.95,414.96,426.58,430.12,450.71,498.51,497.35
17,237.90,432.70,432.37,440.89,372.01,497.14,232.92,104.66,96.17,96.23,116.18,151.31,433.20,113.81,110.56,110.25,404.96,210.55,332.79,418.52,111.37,111.27,110.22,96.39,186.49,225.05,107.52,106.98,380.01,494.18,445.65,394.76,106.23,496.30,108.69,108.93,106.50,229.05,316.82,103.71,291.70,498.13,103.86,103.58,102.84,102.30,232.94,266.17,281.95,227.08,102.47,102.20,232.00,334.35,99.13,98.91,98.36,97.08,316.60,152.87,527.34,98.26,97.94,96.31,95.86,95.67,159.63,225.79,100.60,99.14,98.48,96.77,95.59,94.65,146.58,357.78,92.41,67.92,93.30,156.01,277.46,526.86,97.05,93.14,190.74,250.68,354.57,430.46,62.37,103.13,268.44,295.86,91.31,296.36,436.76,90.44,109.26,323.18,85.98,521.13,90.00,90.29,84.16,83.69,87.11,85.86,119.36,83.65,523.21,58.63,82.58,82.80,80.77,79.24,78.40,77.66,78.63,80.55,80.05,72.97,76.83,70.27,328.59,70.70,439.20,277.25,370.13,67.91,353.80,259.28,111.74,45.52,317.77,228.66,323.58,122.96,176.37,366.33,95.88,252.11,366.74,45.34,212.01,324.95,366.42,367.47,366.38,367.46,44.91,46.30,149.05,183.46,45.48,42.62,325.00,43.92,166.54,167.77,361.80,100.20,328.49,7.96,12.41,166.59,168.06,326.46,330.42,169.59,422.48,327.32,257.30,421.98,50.50,138.05,96.54,367.37,18.90,191.52,167.93,194.97,294.08,327.98,85.20,328.16,257.14,292.82,213.42,168.65,234.05,279.16,237.00,319.84,316.09,277.36,51.05,283.09,278.71,131.76,136.21,139.89,141.79,158.85,256.13,256.31,254.56,264.98,278.60,278.42,277.93,277.06,314.22,330.58,348.59,371.02,340.26,339.60,339.54,339.68,353.94,354.72,355.53,352.46,353.77,352.87,421.71,424.84,424.85,436.37,439.95,460.55,508.41,507.25
18,196.55,391.42,391.03,399.49,330.76,455.85,192.27,112.24,101.13,101.19,115.96,114.24,391.79,116.33,111.00,110.35,363.66,170.99,291.45,377.25,116.87,116.61,111.85,72.76,145.89,183.91,110.26,108.49,338.71,452.88,404.55,353.50,108.78,455.01,117.69,116.60,111.53,188.63,275.47,104.52,250.44,456.87,108.98,106.87,104.26,102.32,192.28,224.76,240.74,186.47,108.47,107.73,191.29,292.94,100.76,98.07,98.40,95.34,275.21,115.81,486.19,105.56,103.91,96.25,91.35,90.40,121.81,185.00,112.07,108.86,107.51,105.08,102.46,85.12,109.90,316.70,93.96,46.69,85.85,118.08,236.18,485.74,109.62,100.70,149.34,209.47,313.55,389.17,83.35,79.55,227.05,254.47,99.28,254.95,395.51,100.01,68.82,281.77,77.95,480.07,102.88,102.31,84.18,82.39,96.99,94.21,78.21,88.37,482.21,66.84,70.18,93.13,88.68,85.96,78.89,77.75,72.59,91.36,95.47,78.61,91.79,63.22,287.31,53.44,398.24,235.94,329.05,46.63,312.79,218.55,71.13,27.10,277.04,187.72,283.02,81.56,135.27,325.92,54.49,211.47,326.36,10.04,171.21,284.70,326.09,327.12,326.08,327.15,12.93,12.34,109.73,143.07,9.58,9.43,284.75,8.13,126.56,127.79,321.73,59.43,288.53,39.04,30.50,126.64,128.15,286.62,290.61,129.80,382.81,287.65,218.91,382.40,15.50,103.78,60.13,328.24,22.54,153.31,136.58,156.44,255.19,289.12,51.97,289.36,218.74,254.87,176.55,136.39,193.47,238.33,195.60,278.46,275.07,236.06,47.14,242.26,237.85,98.67,102.29,103.72,104.93,121.37,214.80,214.98,213.29,223.57,237.99,237.77,237.09,236.19,273.04,289.23,307.18,329.67,299.69,298.98,298.92,299.05,313.62,314.44,315.23,312.06,313.31,312.40,380.37,383.92,383.94,395.11,398.79,419.41,467.54,466.37
19,206.01,400.78,400.47,409.03,340.09,465.65,201.16,106.56,95.85,95.91,112.01,121.33,401.46,111.76,106.84,106.26,373.46,179.28,300.88,387.06,111.67,111.44,107.44,74.57,154.73,193.14,105.58,104.06,348.50,462.68,414.42,363.32,104.12,464.81,111.78,110.95,106.37,197.38,284.92,100.19,259.78,466.68,103.77,102.03,99.79,98.14,201.17,234.39,250.04,195.32,103.07,102.42,200.21,302.50,96.19,94.02,94.15,91.46,284.73,122.90,496.05,99.86,98.46,92.00,88.05,87.28,129.24,193.97,105.62,102.71,101.48,99.17,96.80,82.99,116.82,326.59,89.31,46.90,83.19,125.56,246.00,495.61,102.94,94.87,158.92,218.76,323.45,398.97,74.94,81.46,236.77,264.00,93.35,264.51,405.33,93.78,77.51,291.43,75.26,489.96,96.06,95.64,79.68,78.15,90.65,88.13,87.45,82.92,492.11,60.15,68.48,86.65,82.59,80.05,74.16,73.08,69.26,84.76,88.10,72.77,84.45,59.84,297.12,52.62,408.14,245.72,338.93,46.86,322.70,228.51,79.94,24.55,286.99,197.64,292.98,91.28,145.16,335.89,64.25,221.42,336.33,14.29,181.15,294.68,336.06,337.09,336.05,337.13,15.13,15.87,119.66,153.04,14.26,11.86,294.73,12.54,136.53,137.76,331.71,69.39,298.51,29.11,20.60,136.61,138.12,296.59,300.58,139.76,392.78,297.62,228.78,392.37,23.49,112.94,69.53,338.19,13.07,163.15,145.26,166.32,265.12,299.04,60.58,299.28,228.62,264.71,186.23,145.25,202.31,247.33,205.14,287.96,284.96,245.86,42.13,252.20,247.78,107.58,111.38,113.22,114.54,131.09,224.22,224.40,222.64,233.21,247.95,247.73,247.02,246.12,282.89,298.97,316.79,339.43,309.65,308.94,308.88,309.00,323.59,324.41,325.20,322.03,323.28,322.36,390.12,393.84,393.86,404.93,408.65,429.27,477.46,476.30
20,215.52,410.17,409.93,418.60,349.46,475.46,210.14,101.55,91.36,91.42,108.84,128.81,411.15,107.94,103.48,102.98,383.26,187.73,310.36,396.88,107.16,106.97,103.80,77.64,163.71,202.45,101.67,100.43,358.31,472.48,424.30,373.14,100.25,474.61,106.49,105.95,101.94,206.24,294.41,96.71,269.17,476.50,99.30,97.97,96.16,94.83,210.16,244.06,259.38,204.28,98.39,97.84,209.23,312.09,92.49,90.90,90.82,88.54,294.29,130.38,505.91,94.87,93.76,88.67,85.81,85.23,137.00,203.04,99.77,97.21,96.12,93.95,91.88,82.03,124.16,336.48,85.57,49.18,81.67,133.36,255.82,505.49,96.83,89.79,168.55,228.12,333.35,408.78,66.96,84.52,246.50,273.57,88.16,274.10,415.15,88.24,86.49,301.11,73.85,499.85,89.84,89.60,76.23,75.01,85.03,82.81,96.83,78.38,502.01,54.48,68.21,80.89,77.32,75.02,70.54,69.54,67.25,78.87,81.30,67.89,77.71,58.00,306.94,53.67,418.06,255.53,348.82,49.15,332.61,238.46,89.00,25.89,296.94,207.57,302.95,101.05,155.06,345.86,74.07,231.39,346.30,22.52,191.10,304.65,346.04,347.07,346.03,347.10,22.13,23.47,129.60,163.02,22.68,19.79,304.70,21.16,146.51,147.73,341.69,79.37,308.49,19.23,10.86,146.59,148.09,306.57,310.56,149.73,402.76,307.59,238.67,402.33,32.59,122.22,79.07,348.13,5.72,173.00,154.10,176.20,275.04,308.97,69.56,309.20,238.50,274.56,195.94,154.24,211.26,256.40,214.73,297.50,294.87,255.68,39.07,262.14,257.72,116.66,120.60,122.79,124.21,140.85,233.69,233.88,232.05,242.88,257.92,257.69,256.96,256.05,292.75,308.74,326.42,349.20,319.61,318.90,318.84,318.96,333.57,334.38,335.18,332.00,333.25,332.33,399.88,403.76,403.78,414.75,418.51,439.14,487.39,486.22
21,225.07,419.59,419.42,428.18,358.87,485.28,219.21,97.32,87.79,87.85,106.52,136.62,420.85,104.94,101.01,100.60,393.08,196.33,319.86,406.70,103.42,103.27,101.03,81.82,172.80,211.81,98.63,97.70,368.12,482.29,434.19,382.98,97.25,484.43,101.91,101.69,98.32,215.20,303.93,94.16,278.59,486.32,95.67,94.79,93.46,92.50,219.23,253.75,268.78,213.34,94.55,94.12,218.34,321.70,89.75,88.80,88.49,86.69,303.88,138.17,515.78,90.71,89.93,86.38,84.70,84.32,145.04,212.19,94.61,92.46,91.54,89.55,87.84,82.28,131.85,346.37,82.88,53.27,81.37,141.44,265.67,515.37,91.42,85.58,178.22,237.53,343.26,418.60,59.60,88.61,256.25,283.16,83.86,283.72,424.99,83.54,95.67,310.81,73.77,509.75,84.36,84.32,73.98,73.12,80.25,78.42,106.33,74.91,511.92,50.18,69.40,76.01,73.04,71.05,68.20,67.32,66.71,73.88,75.22,64.22,71.73,57.86,316.78,56.51,427.97,265.34,358.71,53.26,342.52,248.42,98.24,30.62,306.89,217.50,312.91,110.86,164.98,355.83,83.92,241.35,356.28,31.77,201.05,314.63,356.01,357.04,356.00,357.07,30.83,32.39,139.54,173.00,32.00,29.02,314.68,30.62,156.48,157.71,351.66,89.34,318.46,9.54,3.25,156.56,158.06,316.54,320.53,159.70,412.73,317.56,248.56,412.30,42.09,131.60,88.70,358.08,9.68,182.87,163.06,186.10,284.97,318.90,78.77,319.13,248.39,284.41,205.68,163.34,220.30,265.55,224.35,307.06,304.78,265.51,38.45,272.08,267.66,125.87,129.93,132.42,133.92,150.64,243.20,243.39,241.51,252.58,267.88,267.65,266.90,265.99,302.62,318.52,336.07,358.98,329.57,328.86,328.80,328.92,343.54,344.36,345.15,341.97,343.22,342.30,409.66,413.69,413.71,424.59,428.38,449.02,497.32,496.15
22,234.66,429.04,428.93,437.79,368.31,495.10,228.37,93.96,85.25,85.31,105.10,144.69,430.56,102.83,99.49,99.17,402.90,205.06,329.40,416.54,100.55,100.43,99.19,86.96,181.98,221.24,96.53,95.94,377.95,492.11,444.08,392.83,95.22,494.25,98.14,98.27,95.63,224.25,313.48,92.64,288.06,496.16,92.98,92.60,91.78,91.21,228.38,263.47,278.22,222.47,91.64,91.34,227.52,331.34,88.07,87.80,87.26,85.97,313.49,146.24,525.65,87.51,87.09,85.21,84.76,84.59,153.31,221.42,90.27,88.60,87.87,86.09,84.79,83.74,139.84,356.28,81.34,58.79,82.30,149.76,275.52,525.25,86.82,82.37,187.93,246.99,353.17,428.43,53.10,93.60,266.02,292.79,80.57,293.37,434.84,79.83,105.00,320.53,75.04,519.64,79.75,79.94,73.05,72.57,76.50,75.10,115.90,72.65,521.83,47.62,71.98,72.20,69.94,68.32,67.28,66.54,67.65,69.97,70.05,61.96,66.72,59.43,326.62,60.87,437.89,275.17,368.61,58.79,352.44,258.37,107.62,37.48,316.85,227.44,322.88,120.69,174.90,365.80,93.81,251.31,366.25,41.35,211.01,324.61,365.98,367.01,365.98,367.05,40.12,41.79,149.49,182.97,41.63,38.62,324.66,40.33,166.45,167.68,361.64,99.31,328.44,3.38,10.11,166.53,168.03,326.52,330.50,169.67,422.70,327.53,258.45,422.27,51.76,141.06,98.40,368.03,18.80,192.75,172.13,196.00,294.91,328.83,88.15,329.06,258.29,294.27,215.43,172.54,229.42,274.75,234.00,316.65,314.70,275.35,40.37,282.02,277.60,135.18,139.35,142.09,143.67,160.45,252.75,252.95,251.01,262.30,277.84,277.61,276.85,275.94,312.50,328.31,345.74,368.78,339.54,338.82,338.76,338.88,353.51,354.33,355.13,351.95,353.19,352.27,419.45,423.62,423.63,434.43,438.26,458.90,507.25,506.08
23,244.28,438.51,438.47,447.41,377.78,504.94,237.59,91.59,83.83,83.89,104.63,153.00,440.29,101.67,98.96,98.74,412.73,213.90,338.96,426.38,98.61,98.54,98.35,92.89,191.25,230.71,95.45,95.20,387.78,501.93,453.97,402.68,94.22,504.08,95.28,95.78,93.93,233.38,323.06,92.18,297.57,506.00,91.32,91.46,91.18,91.01,237.61,273.21,287.70,231.68,89.76,89.60,236.77,341.00,87.51,87.93,87.17,86.41,323.13,154.54,535.53,85.36,85.33,85.21,85.99,86.04,161.77,230.71,86.87,85.74,85.23,83.70,82.84,86.34,148.07,366.19,81.01,65.39,84.41,158.27,285.38,535.14,83.18,80.30,197.66,256.49,363.09,438.26,47.82,99.35,275.81,302.43,78.43,303.04,444.69,77.24,114.44,330.26,77.59,529.55,76.18,76.63,73.47,73.40,73.92,73.02,125.55,71.74,531.75,47.09,75.80,69.63,68.18,66.99,67.85,67.26,70.03,67.34,65.99,61.27,62.91,62.57,336.47,66.46,447.82,285.01,378.52,65.39,362.36,268.33,117.10,45.50,326.81,237.38,332.84,130.55,184.83,375.77,103.71,261.28,376.22,51.09,220.97,334.58,375.96,376.99,375.95,377.02,49.69,51.41,159.44,192.95,51.40,48.37,334.63,50.14,176.43,177.65,371.62,109.29,338.42,11.44,19.82,176.50,178.01,336.49,340.48,179.64,432.67,337.50,268.35,432.24,61.54,150.58,108.15,377.98,28.50,202.63,181.29,205.90,304.84,338.77,97.64,338.99,268.19,304.14,225.20,181.81,238.61,284.01,243.68,326.27,324.62,285.20,44.50,291.97,287.55,144.59,148.84,151.81,153.45,170.28,262.34,262.54,260.55,272.04,287.81,287.57,286.80,285.88,322.39,338.12,355.43,378.58,349.50,348.78,348.72,348.85,363.49,364.31,365.10,361.92,363.16,362.24,429.25,433.55,433.57,444.28,448.14,468.79,517.18,516.02
24,253.93,448.01,448.03,457.05,387.27,514.78,246.87,90.26,83.60,83.65,105.12,161.50,450.03,101.49,99.45,99.33,422.57,222.84,348.55,436.23,97.67,97.65,98.53,99.48,200.59,240.22,95.41,95.52,397.63,511.77,463.87,412.54,94.28,513.92,93.41,94.29,93.28,242.58,332.67,92.81,307.10,515.84,90.74,91.40,91.67,91.91,246.89,282.96,297.21,240.96,88.98,88.96,246.07,350.67,88.09,89.20,88.22,87.99,332.79,163.02,545.41,84.36,84.73,86.38,88.35,88.60,170.41,240.06,84.53,83.98,83.70,82.46,82.07,89.99,156.51,376.10,81.92,72.76,87.61,166.95,295.25,545.03,80.63,79.44,207.42,266.02,373.01,448.10,44.20,105.73,285.61,312.10,77.53,312.73,454.54,75.89,123.96,340.01,81.30,539.45,73.81,74.52,75.24,75.55,72.63,72.28,135.24,72.21,541.66,48.65,80.68,68.43,67.87,67.14,69.85,69.42,73.69,66.12,63.27,62.20,60.53,67.07,346.33,73.00,457.74,294.86,388.43,72.77,372.28,278.29,126.65,54.19,336.76,247.33,342.81,140.43,194.76,385.75,113.62,271.24,386.20,60.91,230.93,344.56,385.93,386.96,385.93,387.00,59.39,61.15,169.39,202.92,61.23,58.21,344.61,60.01,186.40,187.63,381.59,119.26,348.39,21.20,29.70,186.48,187.98,346.47,350.45,189.61,442.64,347.47,278.26,442.21,71.36,160.16,117.94,387.93,38.35,212.52,190.54,215.82,314.78,348.70,107.22,348.92,278.10,314.02,234.99,191.16,247.86,293.31,253.39,335.91,334.54,295.06,50.31,301.93,297.50,154.06,158.39,161.55,163.24,180.12,271.95,272.16,270.12,281.79,297.78,297.54,296.75,295.83,332.28,347.94,365.14,388.40,359.47,358.75,358.69,358.81,373.46,374.28,375.08,371.89,373.13,372.21,439.06,443.48,443.50,454.13,458.03,478.68,527.12,525.95
25,202.83,397.12,397.04,405.97,336.38,463.72,196.46,97.37,86.34,86.40,101.70,114.04,398.90,101.79,96.64,96.02,371.53,173.48,297.52,385.20,102.11,101.86,97.37,63.85,150.06,189.31,95.68,94.00,346.59,460.71,413.00,361.53,94.20,462.86,102.78,101.73,96.78,192.40,281.62,90.07,256.15,464.81,94.22,92.22,89.75,87.94,196.48,231.83,246.29,190.58,93.65,92.93,195.60,299.56,86.21,83.75,83.98,81.10,281.69,115.60,494.47,90.68,89.08,81.83,77.44,76.60,122.34,189.49,97.13,93.92,92.58,90.17,87.59,72.03,109.34,325.29,79.37,35.89,72.35,118.72,244.29,494.12,94.69,85.79,156.29,215.07,322.26,397.06,69.24,70.75,234.52,261.00,84.36,261.61,403.53,85.07,73.06,288.88,64.43,488.61,87.97,87.38,69.64,67.95,82.05,79.28,84.12,73.53,490.87,51.94,57.42,78.19,73.75,71.04,64.25,63.13,58.63,76.42,80.68,63.70,77.00,49.21,295.33,41.50,407.02,243.85,337.61,35.86,321.56,227.99,75.69,13.47,286.38,196.82,292.60,89.56,144.19,335.65,63.07,221.05,336.14,10.24,180.64,294.69,335.93,336.94,335.95,337.02,8.26,10.06,121.20,153.24,10.70,7.85,294.74,10.03,137.30,138.51,331.88,69.87,298.84,32.30,24.91,137.41,138.95,297.04,301.06,140.71,393.31,298.23,230.59,392.96,30.44,117.62,73.76,339.24,20.35,165.31,150.90,168.22,266.47,300.36,66.52,300.65,230.42,266.75,189.16,150.54,197.53,242.83,202.26,284.82,283.82,244.07,32.33,251.46,247.00,112.83,116.24,116.97,117.88,133.92,220.89,221.09,219.11,230.67,247.58,247.29,246.27,245.33,281.39,296.86,314.01,337.31,309.22,308.46,308.40,308.50,323.49,324.34,325.12,321.83,322.99,322.06,387.96,392.81,392.83,403.12,407.11,427.77,476.45,475.28
26,222.18,416.11,416.16,425.27,355.37,483.44,214.93,87.15,77.28,77.35,95.62,130.20,418.42,94.24,90.15,89.71,391.26,191.07,316.72,404.95,93.01,92.84,90.25,72.19,168.64,208.34,87.94,86.90,366.33,480.42,432.84,381.31,86.54,482.58,91.94,91.53,87.85,210.66,300.86,83.31,275.23,484.54,85.20,84.14,82.65,81.59,214.95,251.41,265.32,209.02,84.18,83.69,214.13,318.96,78.95,77.83,77.58,75.67,301.04,131.74,514.28,80.49,79.54,75.45,73.60,73.20,138.94,208.12,85.01,82.58,81.56,79.46,77.56,71.21,125.29,345.17,72.05,43.90,70.26,135.43,264.10,513.95,82.00,75.38,175.90,234.15,342.16,416.79,52.24,78.89,254.19,280.38,73.71,281.03,423.30,73.62,92.11,308.44,62.67,508.46,74.99,74.80,63.03,62.10,70.38,68.31,103.62,64.34,510.74,39.96,58.53,66.20,62.86,60.71,57.26,56.35,55.59,64.14,66.37,53.72,62.78,46.78,315.11,46.34,426.92,263.62,357.48,43.90,341.47,247.96,94.83,22.73,306.34,216.78,312.57,109.46,164.15,355.62,83.04,241.02,356.11,30.17,200.61,314.66,355.90,356.91,355.92,356.99,28.11,29.98,140.87,173.19,30.59,27.63,314.71,29.69,157.16,158.38,351.84,89.72,318.79,16.92,14.35,157.27,158.80,316.98,320.99,160.55,413.24,318.15,250.24,412.89,46.34,135.66,92.07,359.09,18.36,184.82,168.11,187.82,286.25,320.16,83.43,320.43,250.07,286.33,208.35,168.08,215.93,261.37,221.73,304.14,303.73,263.86,27.36,271.41,266.96,130.40,134.14,135.65,136.81,153.12,240.15,240.36,238.27,250.25,267.55,267.26,266.23,265.28,301.24,316.55,333.47,357.00,329.19,328.42,328.36,328.47,343.46,344.31,345.09,341.80,342.96,342.03,407.63,412.72,412.74,422.88,426.93,447.60,496.36,495.20
