#AAA MM DD HH    Qaflu   Qdeflu
2015 09 09 07  1284.48   951.49
2015 09 09 08  1637.61  1390.24
2015 09 09 09  1743.36  1867.04
2015 09 09 10  1900.60  2176.50
2015 09 09 11  2237.93  2314.04
2015 09 09 12  2034.71  2339.15
2015 09 09 13  2082.90  2349.29
2015 09 09 14  2183.69  2364.45
2015 09 09 15  2152.21  2380.54
2015 09 09 16  2112.73  2388.63
2015 09 09 17  2084.58  2389.03
2015 09 09 18  2209.56  2390.32
2015 09 09 19  1981.20  2371.27
2015 09 09 20  1924.69  2371.84
2015 09 09 21  1991.85  2372.41
2015 09 09 22  1863.08  2367.32
2015 09 09 23  1905.32  2352.47
2015 09 10 00  1835.71  2330.43
2015 09 10 01  1936.36  2155.18
2015 09 10 02  1818.06  1827.57
2015 09 10 03  1528.13  1366.39
2015 09 10 04  1419.04   895.78
2015 09 10 05   995.18   605.11
2015 09 10 06   887.14   544.64
2015 09 10 07  1157.31   757.73
2015 09 10 08  1255.42  1055.62
2015 09 10 09  1563.49  1506.40
2015 09 10 10  1754.16  1887.36
2015 09 10 11  1965.06  2155.34
2015 09 10 12  1920.16  2329.26
2015 09 10 13  1823.99  2328.23
2015 09 10 14  1991.89  2324.87
2015 09 10 15  1981.02  2323.52
2015 09 10 16  1967.04  2328.57
2015 09 10 17  2062.71  2329.09
2015 09 10 18  1971.30  2323.31
2015 09 10 19  1842.85  2309.03
2015 09 10 20  1896.25  2295.83
2015 09 10 21  2053.93  2282.27
2015 09 10 22  2075.04  2274.83
2015 09 10 23  2047.75  2276.08
2015 09 11 00  1937.58  2270.57
2015 09 11 01  1916.58  2268.59
2015 09 11 02  1889.13  2126.97
2015 09 11 03  1748.27  1824.39
2015 09 11 04  1806.68  1378.55
2015 09 11 05  1560.17  1055.94
2015 09 11 06  1563.34  1021.05
2015 09 11 07  1651.54  1242.44
2015 09 11 08  1627.02  1703.12
2015 09 11 09  1772.41  2057.82
2015 09 11 10  1763.21  2257.93
2015 09 11 11  1866.09  2360.81
2015 09 11 12  1898.99  2374.68
2015 09 11 13  1902.29  2368.47
2015 09 11 14  1895.06  2370.75
2015 09 11 15  1784.27  2374.14
2015 09 11 16  1900.54  2376.24
2015 09 11 17  1882.06  2376.78
2015 09 11 18  1871.97  2376.21
2015 09 11 19  1823.88  2375.69
2015 09 11 20  1843.31  2376.09
2015 09 11 21  1863.84  2377.59
2015 09 11 22  1788.82  2378.68
2015 09 11 23  1876.64  2380.88
2015 09 12 00  1848.32  2324.02
2015 09 12 01  1787.52  2158.56
2015 09 12 02  1659.18  2001.68
2015 09 12 03  1551.96  1827.86
2015 09 12 04  1620.10  1781.84
2015 09 12 05  1513.45  1808.38
2015 09 12 06  1659.78  1821.52
2015 09 12 07  1673.41  1654.38
2015 09 12 08  1410.74  1496.36
2015 09 12 09  1292.42  1425.62
2015 09 12 10  1559.09  1368.81
2015 09 12 11  1618.09  1513.44
2015 09 12 12  1639.14  1563.03
2015 09 12 13  1913.27  1513.68
2015 09 12 14  1694.09  1465.75
2015 09 12 15  1686.78  1401.36
2015 09 12 16  1853.98  1359.25
2015 09 12 17  1855.25  1417.61
2015 09 12 18  1898.39  1470.26
2015 09 12 19  1867.48  1534.49
2015 09 12 20  1914.98  1591.51
2015 09 12 21  1909.57  1595.60
2015 09 12 22  1851.18  1594.31
2015 09 12 23  1878.93  1498.37
2015 09 13 00  1819.30  1381.67
2015 09 13 01  1810.11  1239.28
2015 09 13 02  1739.16  1044.64
2015 09 13 03  1720.53   883.31
2015 09 13 04  1447.60   705.52
2015 09 13 05  1025.20   559.02
2015 09 13 06   654.31   464.03
2015 09 13 07   438.60   438.60
2015 09 13 08   235.28   454.09
2015 09 13 09   193.96   526.94
2015 09 13 10   471.62   823.63
2015 09 13 11   747.73  1118.77
2015 09 13 12  1092.29  1387.22
2015 09 13 13  1416.14  1596.91
2015 09 13 14  1558.33  1529.78
2015 09 13 15  1531.32  1426.66
2015 09 13 16  1364.16  1345.13
2015 09 13 17  1201.74  1277.85
2015 09 13 18  1224.58  1262.64
2015 09 13 19  1066.00  1437.04
2015 09 13 20  1249.04  1658.14
2015 09 13 21  1854.45  1892.51
2015 09 13 22  1841.90  2108.29
2015 09 13 23  1833.86  2119.28
2015 09 14 00  2012.41  1964.84
2015 09 14 01  1707.43  1621.80
2015 09 14 02  1372.56  1191.80
2015 09 14 03  1129.09   805.62
2015 09 14 04   750.21   550.42
2015 09 14 05   329.52   453.20
2015 09 14 06   185.12   499.08
2015 09 14 07   537.19   727.46
2015 09 14 08  1112.13   997.97
2015 09 14 09  1584.51  1470.34
2015 09 14 10  1949.23  1911.17
2015 09 14 11  2238.11  2171.52
2015 09 14 12  2160.96  2379.78
2015 09 14 13  2004.65  2385.20
2015 09 14 14  2187.72  2387.51
2015 09 14 15  2235.55  2387.77
2015 09 14 16  2150.21  2388.06
2015 09 14 17  2187.70  2387.49
2015 09 14 18  2223.36  2289.96
2015 09 14 19  2188.08  2292.73
2015 09 14 20  2085.38  2294.69
2015 09 14 21  2219.73  2210.21
2015 09 14 22  2231.93  2250.96
2015 09 14 23  2102.75  2226.43
2015 09 15 00  2037.06  2084.63
2015 09 15 01  1974.34  2040.93
2015 09 15 02  1571.23  1837.62
2015 09 15 03  1032.57  1403.61
2015 09 15 04   681.16  1052.21
2015 09 15 05   223.39   727.63
2015 09 15 06   105.03   866.14
2015 09 15 07   412.61  1221.29
2015 09 15 08  1083.70  1683.07
2015 09 15 09  1503.88  2141.31
2015 09 15 10  1838.85  2266.97
2015 09 15 11  2191.05  2371.81
2015 09 15 12  2053.52  2405.54
2015 09 15 13  2081.67  2405.15
2015 09 15 14  2252.39  2404.61
2015 09 15 15  2110.00  2404.93
2015 09 15 16  2138.94  2405.33
2015 09 15 17  2139.32  2405.71
2015 09 15 18  2230.15  2249.18
2015 09 15 19  2020.73  2144.41
2015 09 15 20  1844.25  2139.19
2015 09 15 21  2162.40  2133.86
2015 09 15 22  1971.31  2285.27
2015 09 15 23  2061.60  2385.07
2015 09 16 00  2054.60  2301.96
2015 09 16 01  1923.94  2152.27
2015 09 16 02  1930.49  1978.06
2015 09 16 03  1849.10  1611.25
2015 09 16 04  1737.35  1204.58
2015 09 16 05   970.85   904.25
2015 09 16 06   373.98   811.62
2015 09 16 07   537.17  1050.92
2015 09 16 08  1057.21  1532.90
2015 09 16 09  1569.80  1788.63
2015 09 16 10  1923.37  1856.78
2015 09 16 11  2100.13  1786.17
2015 09 16 12  1937.96  1595.46
2015 09 16 13  1733.48  1590.78
2015 09 16 14  1980.63  1590.57
2015 09 16 15  1932.42  1589.92
2015 09 16 16  1817.64  1589.31
2015 09 16 17  1930.74  1588.24
2015 09 16 18  1997.10  1588.01
2015 09 16 19  1996.36  1587.26
2015 09 16 20  1815.33  1587.00
2015 09 16 21  1987.20  1587.61
2015 09 16 22  1977.79  1587.72
2015 09 16 23  1901.38  1587.43
2015 09 17 00  1929.65  1587.15
2015 09 17 01  1938.87  1586.86
2015 09 17 02  1989.65  1580.55
2015 09 17 03  1823.02  1575.66
2015 09 17 04  1785.65  1557.32
2015 09 17 05  1503.94  1532.48
2015 09 17 06  1117.73  1517.31
2015 09 17 07  1169.47  1511.97
2015 09 17 08  1259.17  1525.57
2015 09 17 09  1599.42  1551.85
2015 09 17 10  1783.53  1574.23
2015 09 17 11  1814.24  1585.91
