#AAA MM DD HH    Qaflu   Qdeflu
2015 09 19 10    81.05    89.31
2015 09 19 11    86.72    89.17
2015 09 19 12    87.52    88.86
2015 09 19 13    89.16    88.27
2015 09 19 14    89.35    87.56
2015 09 19 15    88.33    86.99
2015 09 19 16    89.76    86.63
2015 09 19 17    90.89    86.65
2015 09 19 18    89.06    87.28
2015 09 19 19    90.13    88.35
2015 09 19 20    90.27    89.38
2015 09 19 21    89.35    90.46
2015 09 19 22    90.06    91.39
2015 09 19 23    90.29    92.08
2015 09 20 00    90.45    92.90
2015 09 20 01    77.84    93.47
2015 09 20 02    62.18    93.43
2015 09 20 03    46.83    93.03
2015 09 20 04    30.62    92.22
2015 09 20 05    26.49    91.00
2015 09 20 06    26.55    89.72
2015 09 20 07    26.81    88.41
2015 09 20 08    25.86    86.80
2015 09 20 09    31.27    85.06
2015 09 20 10    43.13    83.75
2015 09 20 11    52.39    82.97
2015 09 20 12    63.28    82.70
2015 09 20 13    69.76    83.15
2015 09 20 14    69.08    83.82
2015 09 20 15    68.96    84.36
2015 09 20 16    70.47    84.98
2015 09 20 17    69.78    85.63
2015 09 20 18    69.65    86.16
2015 09 20 19    70.64    86.71
2015 09 20 20    69.65    87.05
2015 09 20 21    69.49    86.46
2015 09 20 22    69.89    85.29
2015 09 20 23    69.43    84.17
2015 09 21 00    69.52    83.13
2015 09 21 01    69.85    82.74
2015 09 21 02    69.67    82.96
2015 09 21 03    68.55    83.33
2015 09 21 04    69.32    83.61
2015 09 21 05    69.07    84.02
2015 09 21 06    68.69    84.52
2015 09 21 07    70.17    84.90
2015 09 21 08    70.33    85.28
2015 09 21 09    70.67    85.40
2015 09 21 10    71.11    84.96
2015 09 21 11    72.33    83.98
2015 09 21 12    72.02    82.79
2015 09 21 13    72.35    81.59
2015 09 21 14    73.91    80.51
2015 09 21 15    77.27    79.69
2015 09 21 16    82.29    79.00
2015 09 21 17    86.38    78.25
2015 09 21 18    89.75    77.66
2015 09 21 19    90.46    77.26
2015 09 21 20    89.40    76.87
2015 09 21 21    89.60    76.63
2015 09 21 22    89.77    76.36
2015 09 21 23    89.36    75.95
2015 09 22 00    89.46    75.61
2015 09 22 01    90.11    75.38
2015 09 22 02    90.13    75.62
2015 09 22 03    89.96    76.55
2015 09 22 04    90.67    77.88
2015 09 22 05    90.26    79.41
2015 09 22 06    89.87    80.98
2015 09 22 07    89.94    82.35
2015 09 22 08    89.82    83.57
2015 09 22 09    88.18    84.39
2015 09 22 10    84.75    84.53
2015 09 22 11    81.12    84.02
2015 09 22 12    77.00    83.25
2015 09 22 13    77.98    82.22
2015 09 22 14    82.75    81.41
2015 09 22 15    85.95    80.82
2015 09 22 16    89.58    80.21
2015 09 22 17    91.06    80.12
2015 09 22 18    90.04    79.99
2015 09 22 19    90.03    79.54
2015 09 22 20    91.14    79.08
2015 09 22 21    90.05    78.45
2015 09 22 22    89.61    77.79
2015 09 22 23    90.60    77.22
2015 09 23 00    89.81    76.42
2015 09 23 01    89.84    75.33
2015 09 23 02    90.59    74.08
2015 09 23 03    90.36    72.95
2015 09 23 04    90.29    72.21
2015 09 23 05    90.68    71.93
2015 09 23 06    90.22    71.92
2015 09 23 07    88.90    71.94
2015 09 23 08    88.33    71.81
2015 09 23 09    87.82    71.53
2015 09 23 10    87.24    71.17
2015 09 23 11    87.60    70.86
2015 09 23 12    87.87    70.69
2015 09 23 13    87.43    70.46
2015 09 23 14    87.40    70.21
2015 09 23 15    87.61    69.98
2015 09 23 16    87.37    69.73
2015 09 23 17    87.35    69.49
2015 09 23 18    87.58    69.28
2015 09 23 19    87.59    69.07
2015 09 23 20    87.17    69.09
2015 09 23 21    87.75    69.67
2015 09 23 22    87.55    70.81
2015 09 23 23    87.25    72.30
2015 09 24 00    87.65    73.82
2015 09 24 01    87.14    75.09
2015 09 24 02    87.03    76.09
2015 09 24 03    87.26    76.99
2015 09 24 04    87.21    77.84
2015 09 24 05    87.03    78.78
2015 09 24 06    86.89    79.97
