#AAA MM DD HH    Qaflu   Qdeflu
2015 08 30 05   143.06   143.55
2015 08 30 06   142.61   143.01
2015 08 30 07   141.90   142.40
2015 08 30 08   141.72   141.93
2015 08 30 09   141.60   141.72
2015 08 30 10   141.67   141.67
2015 08 30 11   142.13   141.89
2015 08 30 12   142.33   142.18
2015 08 30 13   142.51   142.36
2015 08 30 14   142.71   142.56
2015 08 30 15   142.68   142.65
2015 08 30 16   142.49   142.58
2015 08 30 17   142.22   142.37
2015 08 30 18   141.74   142.01
2015 08 30 19   141.23   141.56
2015 08 30 20   140.55   140.98
2015 08 30 21   139.79   140.31
2015 08 30 22   139.01   139.56
2015 08 30 23   138.20   138.78
2015 08 31 00   137.37   137.95
2015 08 31 01   136.52   137.10
2015 08 31 02   135.61   136.25
2015 08 31 03   134.72   135.36
2015 08 31 04   133.88   134.52
2015 08 31 05   133.05   133.69
2015 08 31 06   132.21   132.85
2015 08 31 07   131.29   131.96
2015 08 31 08   130.46   131.10
2015 08 31 09   129.55   130.23
2015 08 31 10   128.67   129.31
2015 08 31 11   127.89   128.48
2015 08 31 12   126.94   127.59
2015 08 31 13   126.12   126.73
2015 08 31 14   125.24   125.85
2015 08 31 15   124.37   124.98
2015 08 31 16   123.50   124.12
2015 08 31 17   122.59   123.20
2015 08 31 18   121.70   122.31
2015 08 31 19   120.78   121.42
2015 08 31 20   119.91   120.52
2015 08 31 21   119.02   119.63
2015 08 31 22   118.16   118.77
2015 08 31 23   117.27   117.88
2015 09 01 00   116.40   117.01
2015 09 01 01   115.61   116.19
2015 09 01 02   114.79   115.37
2015 09 01 03   114.00   114.58
2015 09 01 04   113.29   113.84
2015 09 01 05   112.56   113.11
2015 09 01 06   111.96   112.45
2015 09 01 07   111.43   111.86
2015 09 01 08   110.93   111.30
2015 09 01 09   110.98   111.04
2015 09 01 10   111.38   111.17
2015 09 01 11   111.94   111.57
2015 09 01 12   112.52   112.12
2015 09 01 13   112.58   112.45
2015 09 01 14   112.12   112.34
2015 09 01 15   110.62   111.54
2015 09 01 16   108.69   114.24
2015 09 01 17   110.73   124.29
2015 09 01 18   106.89   132.52
2015 09 01 19   102.53   136.47
2015 09 01 20   102.17   131.74
2015 09 01 21    98.27   116.64
2015 09 01 22   100.50   103.56
2015 09 01 23   104.33    95.32
2015 09 02 00   104.73    92.25
2015 09 02 01   104.45    93.44
2015 09 02 02   104.00    95.96
2015 09 02 03   103.09    99.39
2015 09 02 04   101.01   104.30
2015 09 02 05    99.45   106.96
2015 09 02 06    97.32   108.19
2015 09 02 07    93.80   108.78
2015 09 02 08    90.38   107.66
2015 09 02 09    91.39   103.38
2015 09 02 10    92.19    95.57
2015 09 02 11    94.33    87.51
2015 09 02 12    96.31    83.43
2015 09 02 13    93.98    86.42
2015 09 02 14    92.22    92.97
2015 09 02 15    92.44    97.02
2015 09 02 16    93.52    97.28
2015 09 02 17    94.46    94.75
2015 09 02 18    95.85    92.23
2015 09 02 19    95.90    92.20
2015 09 02 20    96.15    92.19
2015 09 02 21    96.26    92.12
2015 09 02 22    96.29    92.15
2015 09 02 23    95.96    92.10
2015 09 03 00    95.65    92.15
2015 09 03 01    95.25    92.22
2015 09 03 02    94.71    92.23
2015 09 03 03    94.21    92.32
2015 09 03 04    93.72    92.32
2015 09 03 05    93.26    92.38
2015 09 03 06    92.83    92.42
2015 09 03 07    92.42    92.36
2015 09 03 08    92.04    92.13
2015 09 03 09    91.70    91.87
2015 09 03 10    91.58    91.61
2015 09 03 11    91.48    91.30
2015 09 03 12    91.27    91.07
2015 09 03 13    91.07    90.87
2015 09 03 14    90.71    90.69
2015 09 03 15    90.40    90.61
2015 09 03 16    90.22    90.59
2015 09 03 17    90.20    90.55
2015 09 03 18    90.23    90.49
2015 09 03 19    90.25    90.45
2015 09 03 20    90.41    90.32
2015 09 03 21    90.58    90.05
2015 09 03 22    90.87    89.78
2015 09 03 23    91.53    89.53
2015 09 04 00    92.04    89.57
2015 09 04 01    92.37    90.10
2015 09 04 02    92.64    90.62
2015 09 04 03    92.55    91.12
2015 09 04 04    92.31    91.46
2015 09 04 05    91.98    91.46
2015 09 04 06    91.35    91.48
2015 09 04 07    90.55    91.50
2015 09 04 08    89.81    91.12
2015 09 04 09    89.30    90.21
2015 09 04 10    88.85    89.24
2015 09 04 11    88.55    88.30
2015 09 04 12    88.44    87.76
2015 09 04 13    88.26    87.74
2015 09 04 14    88.14    87.74
2015 09 04 15    88.01    87.71
2015 09 04 16    87.91    87.69
2015 09 04 17    87.85    87.70
2015 09 04 18    87.92    87.71
2015 09 04 19    88.07    87.67
2015 09 04 20    88.27    87.60
2015 09 04 21    88.48    87.54
2015 09 04 22    88.86    87.52
2015 09 04 23    89.41    87.55
2015 09 05 00    90.10    87.62
2015 09 05 01    90.93    87.69
2015 09 05 02    91.70    87.73
2015 09 05 03    92.55    88.77
2015 09 05 04    93.43    90.03
2015 09 05 05    94.32    91.57
2015 09 05 06    95.37    94.76
2015 09 05 07    96.48    97.02
2015 09 05 08    97.54    99.03
2015 09 05 09    98.61   100.75
2015 09 05 10    99.64   100.83
2015 09 05 11   100.51   100.82
2015 09 05 12   101.42   100.80
2015 09 05 13   102.15   100.81
2015 09 05 14   102.72   100.79
2015 09 05 15   103.09   100.83
2015 09 05 16   103.21   100.80
2015 09 05 17   103.20   100.85
2015 09 05 18   103.31   101.29
2015 09 05 19   103.40   101.69
2015 09 05 20   103.63   102.13
2015 09 05 21   104.12   102.53
2015 09 05 22   104.60   102.55
2015 09 05 23   105.55   103.63
2015 09 06 00   106.81   105.62
2015 09 06 01   108.34   108.10
2015 09 06 02   109.82   110.58
2015 09 06 03   110.89   112.05
2015 09 06 04   111.55   112.56
2015 09 06 05   111.75   112.54
2015 09 06 06   111.81   112.51
2015 09 06 07   111.75   112.46
2015 09 06 08   111.72   112.48
2015 09 06 09   111.55   112.46
2015 09 06 10   111.35   112.51
2015 09 06 11   111.18   112.40
2015 09 06 12   110.80   111.60
2015 09 06 13   110.35   110.68
2015 09 06 14   109.77   109.65
2015 09 06 15   109.17   108.80
2015 09 06 16   108.52   108.58
2015 09 06 17   108.01   108.55
2015 09 06 18   107.44   108.51
2015 09 06 19   106.84   108.43
2015 09 06 20   106.28   108.05
2015 09 06 21   105.80   107.51
2015 09 06 22   105.41   106.69
2015 09 06 23   105.15   105.52
2015 09 07 00   105.08   104.68
2015 09 07 01   105.10   104.00
2015 09 07 02   105.28   103.63
2015 09 07 03   105.62   103.66
2015 09 07 04   105.84   103.88
2015 09 07 05   106.20   104.46
2015 09 07 06   106.36   105.44
2015 09 07 07   106.42   106.42
2015 09 07 08   106.33   107.25
2015 09 07 09   106.02   107.73
2015 09 07 10   105.73   107.77
2015 09 07 11   105.27   107.84
2015 09 07 12   104.88   107.88
2015 09 07 13   104.22   107.80
2015 09 07 14   103.49   107.79
2015 09 07 15   102.53   107.69
2015 09 07 16   101.63   107.62
2015 09 07 17   100.68   107.56
2015 09 07 18    99.61   107.39
2015 09 07 19    99.39   105.32
2015 09 07 20    99.62   101.52
2015 09 07 21    99.88    98.22
2015 09 07 22   100.67    96.10
2015 09 07 23   101.81    97.65
2015 09 08 00   101.22   102.09
2015 09 08 01   100.52   105.29
2015 09 08 02    99.46   106.88
2015 09 08 03    98.18   105.28
2015 09 08 04    98.27   102.05
2015 09 08 05    98.98    99.60
2015 09 08 06   100.25    97.71
2015 09 08 07   101.20    97.32
2015 09 08 08   102.46    97.38
2015 09 08 09   104.01    97.49
2015 09 08 10   105.33    97.54
2015 09 08 11   106.37    97.65
2015 09 08 12   106.72    98.93
2015 09 08 13   106.25   100.81
2015 09 08 14   104.75   104.54
2015 09 08 15   102.98   108.17
2015 09 08 16   101.17   110.60
2015 09 08 17    99.10   112.40
2015 09 08 18    99.72   109.95
2015 09 08 19   100.54   107.42
2015 09 08 20   101.99   104.87
2015 09 08 21   103.74    95.23
2015 09 08 22   103.92    88.01
2015 09 08 23   104.10    88.42
2015 09 09 00   105.29    91.08
2015 09 09 01   106.37   101.97
2015 09 09 02   106.73   112.85
2015 09 09 03   106.76   116.17
2015 09 09 04   105.29   117.26
2015 09 09 05   103.77   117.22
2015 09 09 06   105.88   114.08
2015 09 09 07   108.99   107.87
2015 09 09 08   113.06   102.53
2015 09 09 09   117.28   101.14
2015 09 09 10   119.48   104.38
2015 09 09 11   121.30   112.77
2015 09 09 12   123.33   121.41
2015 09 09 13   126.39   127.71
2015 09 09 14   131.14   127.29
2015 09 09 15   132.29   118.84
2015 09 09 16   141.27   128.25
2015 09 09 17   150.19   136.78
2015 09 09 18   156.05   149.57
2015 09 09 19   165.63   168.16
2015 09 09 20   166.99   168.02
2015 09 09 21   168.61   167.82
2015 09 09 22   171.68   169.63
2015 09 09 23   175.76   172.86
2015 09 10 00   180.97   177.33
2015 09 10 01   186.58   182.61
2015 09 10 02   192.23   188.20
2015 09 10 03   197.32   193.59
2015 09 10 04   201.70   198.46
2015 09 10 05   205.24   202.58
2015 09 10 06   208.20   206.00
2015 09 10 07   211.08   209.03
2015 09 10 08   213.50   211.72
2015 09 10 09   215.75   214.13
2015 09 10 10   217.51   216.20
2015 09 10 11   218.65   217.80
2015 09 10 12   219.53   218.93
2015 09 10 13   220.08   219.75
2015 09 10 14   220.79   220.45
2015 09 10 15   222.42   221.63
2015 09 10 16   224.89   223.72
2015 09 10 17   229.04   227.09
2015 09 10 18   235.35   232.40
2015 09 10 19   243.48   239.68
2015 09 10 20   253.61   248.88
2015 09 10 21   265.03   259.69
2015 09 10 22   276.14   270.97
2015 09 10 23   285.62   281.28
2015 09 11 00   292.88   289.64
2015 09 11 01   297.32   295.46
2015 09 11 02   299.39   298.60
2015 09 11 03   299.74   299.68
2015 09 11 04   298.53   299.08
2015 09 11 05   296.18   297.17
2015 09 11 06   293.25   294.50
2015 09 11 07   289.99   291.39
2015 09 11 08   286.68   288.09
2015 09 11 09   283.38   284.78
2015 09 11 10   280.03   281.48
2015 09 11 11   276.57   278.12
2015 09 11 12   273.06   274.69
2015 09 11 13   269.51   271.20
2015 09 11 14   265.97   267.63
2015 09 11 15   262.45   264.08
2015 09 11 16   259.02   260.62
2015 09 11 17   255.83   257.32
2015 09 11 18   252.70   254.16
2015 09 11 19   249.63   251.06
2015 09 11 20   246.86   248.14
2015 09 11 21   244.06   245.35
2015 09 11 22   241.42   242.65
2015 09 11 23   239.05   240.16
2015 09 12 00   236.68   237.79
2015 09 12 01   234.51   235.53
2015 09 12 02   232.53   233.47
2015 09 12 03   230.60   231.50
2015 09 12 04   228.77   229.65
2015 09 12 05   226.93   227.80
2015 09 12 06   225.01   225.91
2015 09 12 07   223.17   224.05
2015 09 12 08   220.30   221.79
2015 09 12 09   218.71   219.63
2015 09 12 10   217.04   218.00
2015 09 12 11   215.54   216.51
2015 09 12 12   214.99   215.45
2015 09 12 13   213.37   214.41
2015 09 12 14   205.26   206.30
2015 09 12 15   167.27   168.40
2015 09 12 16   154.42   155.59
2015 09 12 17   152.61   153.87
2015 09 12 18   157.41   158.69
2015 09 12 19   191.71   193.08
2015 09 12 20   200.92   202.26
2015 09 12 21   199.02   200.31
2015 09 12 22   197.09   198.38
2015 09 12 23   195.51   196.61
2015 09 13 00   193.00   194.61
2015 09 13 01   191.73   192.70
2015 09 13 02   190.39   191.31
2015 09 13 03   189.02   189.96
2015 09 13 04   188.65   189.01
2015 09 13 05   187.06   188.04
2015 09 13 06   185.68   186.66
2015 09 13 07   184.29   185.27
2015 09 13 08   181.64   183.41
2015 09 13 09   181.90   181.41
2015 09 13 10   172.30   166.25
2015 09 13 11   176.61   173.18
2015 09 13 12   180.80   177.87
2015 09 13 13   181.15   181.24
2015 09 13 14   190.87   196.95
2015 09 13 15   186.40   190.07
2015 09 13 16   183.12   185.66
2015 09 13 17   180.66   182.52
2015 09 13 18   178.57   180.07
2015 09 13 19   176.74   178.05
2015 09 13 20   174.92   176.18
2015 09 13 21   173.16   174.38
2015 09 13 22   171.51   172.67
2015 09 13 23   169.70   170.95
2015 09 14 00   168.13   169.33
2015 09 14 01   166.69   167.91
2015 09 14 02   165.38   166.69
2015 09 14 03   164.39   165.65
2015 09 14 04   163.46   164.77
2015 09 14 05   162.66   163.92
2015 09 14 06   161.73   163.02
2015 09 14 07   160.78   162.13
2015 09 14 08   159.77   161.18
2015 09 14 09   158.53   160.11
2015 09 14 10   157.31   158.96
2015 09 14 11   155.87   157.71
2015 09 14 12   154.31   156.30
2015 09 14 13   152.73   154.80
2015 09 14 14   150.85   153.20
2015 09 14 15   148.97   151.63
2015 09 14 16   147.27   150.48
2015 09 14 17   145.67   149.67
2015 09 14 18   144.18   149.29
2015 09 14 19   142.68   149.10
2015 09 14 20   140.76   148.74
2015 09 14 21   139.51   146.96
2015 09 14 22   138.11   145.14
2015 09 14 23   137.91   142.25
2015 09 15 00   138.21   139.56
2015 09 15 01   137.79   138.34
2015 09 15 02   137.82   137.21
2015 09 15 03   136.85   137.27
2015 09 15 04   135.75   137.31
2015 09 15 05   134.62   137.34
2015 09 15 06   133.37   137.39
2015 09 15 07   132.88   136.67
2015 09 15 08   132.93   135.46
2015 09 15 09   133.31   134.23
2015 09 15 10   133.76   132.98
2015 09 15 11   133.61   132.48
2015 09 15 12   132.77   132.44
2015 09 15 13   131.59   132.42
2015 09 15 14   130.20   132.35
2015 09 15 15   128.24   132.23
2015 09 15 16   125.84   132.09
2015 09 15 17   123.34   131.68
2015 09 15 18   121.62   130.28
2015 09 15 19   125.53   122.55
2015 09 15 20   128.89   113.90
2015 09 15 21   130.58   105.03
2015 09 15 22   130.88    99.22
2015 09 15 23   127.80   103.29
2015 09 16 00   128.22   115.72
2015 09 16 01   131.59   130.76
2015 09 16 02   134.66   142.72
2015 09 16 03   134.60   147.86
2015 09 16 04   132.13   143.71
2015 09 16 05   128.56   137.06
2015 09 16 06   125.97   131.26
2015 09 16 07   124.53   128.77
2015 09 16 08   123.08   128.21
2015 09 16 09   121.35   128.02
2015 09 16 10   119.57   128.01
2015 09 16 11   119.09   125.83
2015 09 16 12   119.65   121.95
2015 09 16 13   120.63   118.07
2015 09 16 14   122.11   114.52
2015 09 16 15   122.53   113.31
2015 09 16 16   122.23   114.38
2015 09 16 17   122.10   115.98
2015 09 16 18   122.07   117.85
2015 09 16 19   122.08   119.61
2015 09 16 20   122.03   120.78
2015 09 16 21   121.80   121.37
2015 09 16 22   121.13   121.37
2015 09 16 23   120.36   121.28
2015 09 17 00   119.38   121.18
2015 09 17 01   118.45   121.11
2015 09 17 02   117.47   121.04
2015 09 17 03   116.37   120.98
2015 09 17 04   115.33   120.95
2015 09 17 05   114.15   120.91
2015 09 17 06   113.03   120.84
2015 09 17 07   112.21   120.27
2015 09 17 08   111.94   118.95
2015 09 17 09   112.28   116.72
2015 09 17 10   112.53   114.55
2015 09 17 11   112.76   112.91
2015 09 17 12   112.47   112.03
2015 09 17 13   111.52   112.13
2015 09 17 14   110.61   112.16
2015 09 17 15   109.97   111.49
2015 09 17 16   109.64   110.25
2015 09 17 17   109.05   108.93
2015 09 17 18   109.87   107.71
2015 09 17 19   110.01   107.21
2015 09 17 20   110.16   107.28
2015 09 17 21   110.85   107.36
2015 09 17 22   110.53   107.37
2015 09 17 23   110.60   107.32
2015 09 18 00   110.67   107.26
2015 09 18 01   110.79   107.25
2015 09 18 02   110.74   107.23
2015 09 18 03   110.66   107.24
2015 09 18 04   110.35   107.21
2015 09 18 05   109.96   107.21
2015 09 18 06   109.58   107.23
2015 09 18 07   109.08   107.19
2015 09 18 08   108.67   107.24
2015 09 18 09   108.24   107.23
2015 09 18 10   107.84   107.26
2015 09 18 11   107.52   107.36
2015 09 18 12   107.16   107.40
2015 09 18 13   106.69   107.45
2015 09 18 14   106.12   107.43
2015 09 18 15   105.50   107.40
2015 09 18 16   104.89   107.43
2015 09 18 17   104.20   107.37
2015 09 18 18   103.60   107.36
2015 09 18 19   103.14   106.96
2015 09 18 20   102.72   106.14
2015 09 18 21   102.45   105.35
2015 09 18 22   102.09   104.57
2015 09 18 23   101.70   104.21
2015 09 19 00   101.15   104.17
2015 09 19 01   100.78   103.74
2015 09 19 02   100.62   102.76
2015 09 19 03   100.63   101.30
2015 09 19 04   100.81    99.87
2015 09 19 05   100.90    98.85
2015 09 19 06   100.92    98.41
2015 09 19 07   100.81    98.42
2015 09 19 08   100.76    98.49
2015 09 19 09   100.66    98.56
2015 09 19 10   100.52    98.57
2015 09 19 11   100.35    98.57
2015 09 19 12   100.10    98.54
2015 09 19 13    99.76    98.51
2015 09 19 14    96.50    95.55
2015 09 19 15    88.85    88.15
2015 09 19 16    89.57    88.16
2015 09 19 17    90.29    88.21
2015 09 19 18    94.07    91.20
2015 09 19 19   102.19    98.67
2015 09 19 20   102.11    99.09
2015 09 19 21   102.12   100.04
2015 09 19 22   101.84   100.99
2015 09 19 23   101.67   101.88
2015 09 20 00   101.25   101.95
2015 09 20 01   100.81   101.42
2015 09 20 02   100.40   100.89
2015 09 20 03    99.88   100.40
2015 09 20 04    99.40   100.35
2015 09 20 05    98.87   100.37
2015 09 20 06    98.64   100.14
2015 09 20 07    98.56    98.17
2015 09 20 08    98.52    96.23
2015 09 20 09    98.37    95.37
2015 09 20 10    98.15    94.91
2015 09 20 11    97.98    96.17
2015 09 20 12    97.82    97.45
2015 09 20 13    97.89    97.61
2015 09 20 14    97.83    97.65
2015 09 20 15    97.58    97.68
2015 09 20 16    97.40    97.68
2015 09 20 17    97.11    97.72
2015 09 20 18    96.65    98.03
2015 09 20 19    95.97    98.47
2015 09 20 20    95.07    98.68
2015 09 20 21    94.32    98.23
2015 09 20 22    93.87    96.64
2015 09 20 23    93.75    94.91
2015 09 21 00    93.72    93.39
2015 09 21 01    93.70    92.48
2015 09 21 02    93.49    92.46
2015 09 21 03    93.29    92.43
2015 09 21 04    93.05    92.44
2015 09 21 05    92.84    92.47
2015 09 21 06    92.65    92.47
2015 09 21 07    92.54    92.51
2015 09 21 08    92.65    92.56
2015 09 21 09    92.94    92.57
2015 09 21 10    93.36    92.85
2015 09 21 11    93.94    93.63
2015 09 21 12    94.50    94.41
2015 09 21 13    94.99    95.21
2015 09 21 14    95.38    95.75
2015 09 21 15    95.65    95.74
2015 09 21 16    95.81    95.74
2015 09 21 17    95.95    95.73
2015 09 21 18    96.26    95.71
2015 09 21 19    96.69    95.69
2015 09 21 20    97.13    95.63
2015 09 21 21    97.52    95.60
2015 09 21 22    97.78    95.58
2015 09 21 23    97.83    95.97
2015 09 22 00    97.98    96.49
2015 09 22 01    98.15    97.02
2015 09 22 02    98.29    97.55
2015 09 22 03    98.41    97.71
2015 09 22 04    98.50    97.77
2015 09 22 05    98.38    97.80
2015 09 22 06    98.22    97.82
2015 09 22 07    97.96    97.84
2015 09 22 08    97.47    97.84
2015 09 22 09    96.98    97.83
2015 09 22 10    96.21    97.80
2015 09 22 11    95.31    97.78
2015 09 22 12    93.27    99.23
2015 09 22 13    92.63    97.18
2015 09 22 14    91.91    94.69
2015 09 22 15    91.16    92.17
2015 09 22 16    91.53    88.14
2015 09 22 17    90.47    87.60
2015 09 22 18    86.58    87.53
2015 09 22 19    86.15    87.50
2015 09 22 20    86.41    87.48
2015 09 22 21    87.07    87.46
2015 09 22 22    90.99    87.72
2015 09 22 23    91.86    88.35
2015 09 23 00    92.21    89.64
2015 09 23 01    92.34    90.94
2015 09 23 02    92.28    91.97
2015 09 23 03    92.04    92.65
2015 09 23 04    91.76    92.61
2015 09 23 05    91.30    92.40
2015 09 23 06    90.91    92.07
2015 09 23 07    90.42    91.09
2015 09 23 08    89.92    90.22
2015 09 23 09    89.32    89.50
2015 09 23 10    88.61    88.86
2015 09 23 11    87.85    88.83
2015 09 23 12    87.03    88.74
2015 09 23 13    86.24    88.50
2015 09 23 14    85.66    87.06
2015 09 23 15    84.92    85.56
2015 09 23 16    84.32    84.29
2015 09 23 17    83.90    83.17
2015 09 23 18    83.43    83.27
2015 09 23 19    83.29    83.44
2015 09 23 20    83.15    83.45
2015 09 23 21    82.95    83.46
2015 09 23 22    82.82    83.53
2015 09 23 23    82.60    83.58
2015 09 24 00    82.39    83.58
2015 09 24 01    82.30    83.64
2015 09 24 02    82.13    83.59
2015 09 24 03    82.09    83.10
2015 09 24 04    82.02    82.63
2015 09 24 05    81.91    82.13
2015 09 24 06    81.96    81.71
2015 09 24 07    82.06    81.82
2015 09 24 08    82.16    81.86
2015 09 24 09    82.34    81.89
2015 09 24 10    82.38    81.86
2015 09 24 11    82.36    81.77
2015 09 24 12    82.41    81.74
2015 09 24 13    82.26    81.68
