,valor
parUZTWM,74.3589956310023
parUZFWM,47.3147652358942
parLZTWM,128.51338246713158
parLZFPM,218.2240080327134
parLZFSM,266.6543867329667
parADIMP,0.12349374185040247
parUZK,0.21937609032154093
parLZPK,0.0074806388940906535
parLZSK,0.07948435962913483
parZPERC,10.57385087359998
parREXP,3.5123713242454473
parPCTIM,0.05967538301513263
parPFREE,0.5168306448455651
parK,1.7355905423926083
parN,4.209433250131879
