,valor
parUZTWM,38.24230434074383
parUZFWM,47.55293948875958
parLZTWM,107.76414231186334
parLZFPM,139.83118100946479
parLZFSM,141.1323544118094
parADIMP,0.15421720715663148
parUZK,0.2959393734379445
parLZPK,0.007949126221015637
parLZSK,0.10735627997586583
parZPERC,185.6218584104868
parREXP,2.962265796138179
parPCTIM,0.09870962622198541
parPFREE,0.22092416162820394
parK,1.8262427571731914
parN,3.731965378908884
