,valor
parUZTWM,133.75318512713676
parUZFWM,69.09601929810253
parADIMP,0.03866766968378202
parUZK,0.37266306210427474
parZPERC,20.64461130868878
parREXP,3.2731328578057255
parPCTIM,0.09992660709830528
parK,1.0368362390405474
parN,3.5566847716315717
