datahora,sac_0,sac_1,sac_2,sac_3,sac_4,sac_5,sac_6,sac_7,sac_8,sac_9,sac_10,sac_11,sac_12,sac_13,sac_14,sac_15,sac_16,sac_17,sac_18,sac_19,sac_20,sac_21,sac_22,sac_23,sac_24,sac_25,sac_26,sac_27,sac_28,sac_29,sac_30,sac_31,sac_32,sac_33,sac_34,sac_35,sac_36,sac_37,sac_38,sac_39,sac_40,sac_41,sac_42,sac_43,sac_44,sac_45,sac_46,sac_47,sac_48,sac_49,sac_50,Qmed,Q25,Q75,Qmax,Qmin
2021-08-30 18:00:00+00:00,12.440,12.440,12.440,12.440,12.440,12.440,12.440,12.440,12.440,12.440,12.440,12.440,12.441,12.440,12.440,12.440,12.440,12.440,12.440,12.440,12.440,12.440,12.440,12.440,12.440,12.440,12.440,12.440,12.440,12.440,12.440,12.440,12.440,12.440,12.440,12.440,12.440,12.440,12.440,12.440,12.440,12.440,12.441,12.440,12.440,12.440,12.440,12.440,12.440,12.440,12.440,12.440,12.440,12.440,12.441,12.440
2021-08-31 00:00:00+00:00,12.276,12.275,12.276,12.277,12.275,12.275,12.275,12.275,12.276,12.275,12.275,12.275,12.279,12.276,12.276,12.275,12.276,12.275,12.278,12.277,12.277,12.276,12.275,12.276,12.276,12.276,12.278,12.275,12.278,12.275,12.276,12.275,12.278,12.276,12.275,12.275,12.275,12.275,12.275,12.278,12.276,12.276,12.279,12.276,12.276,12.275,12.275,12.276,12.275,12.275,12.275,12.276,12.275,12.276,12.279,12.275
2021-08-31 06:00:00+00:00,12.106,12.105,12.107,12.109,12.105,12.105,12.105,12.105,12.107,12.105,12.105,12.105,12.115,12.107,12.107,12.105,12.106,12.105,12.112,12.109,12.110,12.106,12.106,12.108,12.108,12.107,12.111,12.105,12.112,12.105,12.109,12.105,12.113,12.107,12.105,12.105,12.105,12.105,12.105,12.115,12.107,12.107,12.115,12.107,12.109,12.105,12.105,12.107,12.106,12.105,12.105,12.106,12.105,12.108,12.115,12.105
2021-08-31 12:00:00+00:00,11.930,11.929,11.933,11.937,11.930,11.930,11.929,11.929,11.934,11.929,11.929,11.929,11.946,11.934,11.934,11.929,11.930,11.929,11.941,11.936,11.939,11.931,11.932,11.935,11.935,11.933,11.941,11.929,11.942,11.929,11.938,11.929,11.945,11.934,11.929,11.929,11.929,11.929,11.929,11.950,11.934,11.933,11.946,11.933,11.941,11.929,11.929,11.933,11.930,11.929,11.929,11.931,11.929,11.935,11.950,11.929
2021-08-31 18:00:00+00:00,11.750,11.748,11.755,11.761,11.750,11.749,11.748,11.747,11.755,11.747,11.747,11.748,11.772,11.755,11.755,11.748,11.750,11.748,11.765,11.759,11.764,11.751,11.754,11.757,11.757,11.755,11.766,11.747,11.767,11.747,11.764,11.749,11.773,11.756,11.747,11.748,11.747,11.748,11.747,11.780,11.756,11.755,11.773,11.755,11.771,11.748,11.748,11.754,11.750,11.748,11.748,11.751,11.748,11.757,11.780,11.747
2021-09-01 00:00:00+00:00,11.564,11.562,11.573,11.580,11.564,11.565,11.563,11.560,11.572,11.560,11.560,11.561,11.594,11.571,11.572,11.562,11.564,11.562,11.585,11.577,11.584,11.565,11.570,11.574,11.575,11.572,11.587,11.560,11.588,11.560,11.585,11.563,11.596,11.574,11.560,11.562,11.560,11.562,11.561,11.607,11.574,11.572,11.595,11.572,11.597,11.562,11.562,11.571,11.565,11.561,11.561,11.565,11.562,11.574,11.607,11.560
2021-09-01 06:00:00+00:00,11.373,11.370,11.386,11.394,11.374,11.375,11.372,11.368,11.384,11.367,11.368,11.369,11.409,11.382,11.383,11.370,11.373,11.371,11.399,11.390,11.399,11.374,11.382,11.385,11.387,11.384,11.403,11.368,11.404,11.368,11.402,11.372,11.414,11.387,11.367,11.371,11.367,11.371,11.369,11.428,11.387,11.384,11.411,11.384,11.418,11.370,11.372,11.382,11.374,11.370,11.370,11.375,11.370,11.387,11.428,11.367
2021-09-01 12:00:00+00:00,11.178,11.175,11.195,11.205,11.180,11.183,11.178,11.172,11.192,11.171,11.172,11.174,11.222,11.189,11.192,11.175,11.178,11.176,11.209,11.199,11.210,11.179,11.190,11.193,11.195,11.192,11.215,11.172,11.217,11.172,11.215,11.177,11.229,11.196,11.171,11.176,11.171,11.176,11.173,11.245,11.196,11.193,11.223,11.193,11.237,11.176,11.177,11.189,11.180,11.174,11.175,11.183,11.175,11.196,11.245,11.171
2021-09-01 18:00:00+00:00,10.981,10.979,11.003,11.013,10.984,10.988,10.982,10.974,10.998,10.973,10.974,10.976,11.031,10.994,10.997,10.978,10.981,10.979,11.017,11.006,11.019,10.982,10.998,10.999,11.001,10.998,11.025,10.975,11.026,10.975,11.025,10.980,11.041,11.003,10.972,10.979,10.973,10.979,10.976,11.059,11.004,11.000,11.032,10.999,11.052,10.979,10.981,10.994,10.984,10.977,10.978,10.988,10.979,11.003,11.059,10.972
2021-09-02 00:00:00+00:00,10.782,10.781,10.809,10.819,10.786,10.792,10.784,10.774,10.802,10.774,10.776,10.777,10.838,10.796,10.801,10.780,10.782,10.780,10.822,10.811,10.826,10.782,10.804,10.803,10.805,10.803,10.833,10.776,10.834,10.776,10.833,10.782,10.851,10.808,10.772,10.780,10.773,10.780,10.776,10.871,10.809,10.804,10.839,10.803,10.865,10.781,10.783,10.798,10.787,10.778,10.780,10.792,10.780,10.809,10.871,10.772
