Consulta dos dados diários reservatório para GBM de 01/01/2020 até 18/06/2021

                                                Vazões (m3/s)
Dia           Mont     Vol.Útil  Afluente  Vertida Turbinada  Defluente    Transf          MW

17/12/2020    712,91     22,44    701,72    0,00     436,97      436,97      0,00        423,17
18/12/2020    712,94     22,50    663,60    0,00     634,08      634,08      0,00        620,58
19/12/2020    712,98     22,57    694,04    0,00     662,79      662,79      0,00        649,04
20/12/2020    713,86     24,35    847,41    0,00      63,71       63,71      0,00         61,38
21/12/2020    714,50     25,69   1084,10    0,00     497,67      497,67      0,00        489,00
22/12/2020    715,06     26,85   1008,84    0,00     497,95      497,95      0,00        487,83
23/12/2020    715,35     27,45    882,17    0,00     617,35      617,35      0,00        608,54
24/12/2020    716,05     28,93    805,26    0,00     153,78      153,78      0,00        152,33
25/12/2020    716,70     30,31    717,03    0,00     108,60      108,60      0,00        105,88
26/12/2020    716,88     30,69    618,89    0,00     450,14      450,14      0,00        450,38
27/12/2020    717,18     31,34    565,80    0,00     279,65      279,65      0,00        278,88
28/12/2020    717,12     31,20    506,81    0,00     568,49      568,49      0,00        567,83
29/12/2020    717,13     31,23    475,53    0,00     463,19      463,19      0,00        461,33
30/12/2020    717,07     31,10    502,54    0,00     558,54      558,54      0,00        560,25
31/12/2020    717,48     31,98    508,39    0,00     120,22      120,22      0,00        118,71
01/01/2021    718,07     33,26    560,74    0,00       0,00        0,00      0,00          0,00
02/01/2021    718,27     33,70    483,40    0,00     289,34      289,34      0,00        290,71
03/01/2021    718,43     34,05    478,99    0,00     323,36      323,36      0,00        327,33
04/01/2021    718,37     33,91    447,43    0,00     508,91      508,91      0,00        512,50
05/01/2021    718,53     34,26    475,62    0,00     323,84      323,84      0,00        326,00
06/01/2021    718,60     34,41    519,18    0,00     450,01      450,01      0,00        461,42
07/01/2021    718,47     34,13    495,48    0,00     619,41      619,41      0,00        632,21
08/01/2021    718,29     33,75    478,98    0,00     648,06      648,06      0,00        657,25
09/01/2021    717,94     32,98    462,64    0,00     801,06      801,06      0,00        808,50
10/01/2021    717,79     32,66    491,05    0,00     629,62      629,62      0,00        636,04
11/01/2021    717,41     31,84    443,16    0,00     806,65      806,65      0,00        810,08
12/01/2021    717,10     31,16    466,13    0,00     764,14      764,14      0,00        766,13
13/01/2021    716,91     30,76    492,54    0,00     671,79      671,79      0,00        670,04
14/01/2021    716,79     30,51    449,33    0,00     559,01      559,01      0,00        557,21
15/01/2021    716,67     30,24    404,85    0,00     520,17      520,17      0,00        518,25
16/01/2021    716,65     30,21    395,31    0,00     411,25      411,25      0,00        410,29
17/01/2021    716,77     30,46    382,49    0,00     271,87      271,87      0,00        272,50
18/01/2021    716,56     30,03    398,06    0,00     589,31      589,31      0,00        591,04
19/01/2021    716,51     29,91    482,82    0,00     535,32      535,32      0,00        533,75
20/01/2021    716,80     30,53    814,93    0,00     541,18      541,18      0,00        539,21
21/01/2021    718,05     33,21   1445,67    0,00     262,98      262,98      0,00        263,13
22/01/2021    719,28     35,91   1562,46    0,00     373,85      373,85      0,00        382,08
23/01/2021    720,37     38,33   1599,62    0,00     534,51      534,51      0,00        548,50
24/01/2021    721,79     41,55   1617,76    0,00     201,40      201,40      0,00        206,79
25/01/2021    723,02     44,40   1797,97    0,00     543,41      543,41      0,00        565,58
26/01/2021    724,34     47,62   1939,02    0,00     518,50      518,50      0,00        546,50
27/01/2021    725,53     50,64   1901,65    0,00     573,70      573,70      0,00        609,79
28/01/2021    726,62     53,49   1854,85    0,00     598,15      598,15      0,00        646,79
29/01/2021    727,74     56,47   1874,43    0,00     561,34      561,34      0,00        608,42
30/01/2021    729,13     60,26   2158,59    0,00     491,69      491,69      0,00        538,17
31/01/2021    730,90     65,11   2146,46    0,00       9,25        9,25      0,00          9,38
01/02/2021    732,06     68,37   2115,70    0,00     682,42      682,42      0,00        768,44
02/02/2021    732,90     70,75   1975,26    0,00     925,26      925,26      0,00       1045,52
03/02/2021    733,55     72,64   1773,91    0,00     942,31      942,31      0,00       1068,08
04/02/2021    734,23     74,61   1727,17    0,00     861,11      861,11      0,00        984,00
05/02/2021    734,76     76,20   1594,13    0,00     893,11      893,11      0,00       1018,13
06/02/2021    735,17     77,42   1433,22    0,00     896,29      896,29      0,00       1033,83
07/02/2021    735,96     79,83   1290,86    0,00     228,87      228,87      0,00        259,63
08/02/2021    736,23     80,67   1136,59    0,00     766,04      766,04      0,00        887,58
09/02/2021    736,39     81,18   1007,49    0,00     782,98      782,98      0,00        909,75
10/02/2021    736,49     81,49    860,50    0,00     725,53      725,53      0,00        840,21
11/02/2021    736,48     81,45    763,48    0,00     778,63      778,63      0,00        897,71
12/02/2021    736,33     80,97    654,05    0,00     866,15      866,15      0,00       1000,33
13/02/2021    736,55     81,66    558,86    0,00     254,48      254,48      0,00        293,67
14/02/2021    736,75     82,30    542,60    0,00     260,25      260,25      0,00        302,08
15/02/2021    736,64     81,96    478,68    0,00     631,56      631,56      0,00        731,04
16/02/2021    736,40     81,19    454,84    0,00     790,90      790,90      0,00        919,38
17/02/2021    736,13     80,34    436,06    0,00     813,44      813,44      0,00        944,75
18/02/2021    735,75     79,17    403,51    0,00     916,69      916,69      0,00       1068,46
19/02/2021    735,49     78,38    400,84    0,00     747,23      747,23      0,00        864,79
20/02/2021    735,36     78,00    388,61    0,00     557,77      557,77      0,00        641,92
21/02/2021    735,42     78,19    365,62    0,00     282,38      282,38      0,00        321,38
22/02/2021    735,24     77,64    334,07    0,00     575,74      575,74      0,00        661,21
23/02/2021    735,05     77,04    285,83    0,00     551,67      551,67      0,00        636,04
24/02/2021    734,87     76,52    277,62    0,00     504,17      504,17      0,00        580,96
25/02/2021    734,70     75,99    290,06    0,00     524,17      524,17      0,00        604,42
26/02/2021    734,52     75,46    276,86    0,00     510,96      510,96      0,00        591,88
27/02/2021    734,47     75,33    273,30    0,00     328,23      328,23      0,00        374,92
28/02/2021    734,61     75,72    255,86    0,00      84,54       84,54      0,00         94,92
01/03/2021    734,48     75,34    297,57    0,00     466,29      466,29      0,00        538,29
02/03/2021    734,34     74,94    287,57    0,00     464,13      464,13      0,00        536,17
03/03/2021    734,26     74,70    361,39    0,00     468,63      468,63      0,00        543,13
04/03/2021    734,25     74,66    500,98    0,00     517,98      517,98      0,00        597,96
05/03/2021    734,43     75,21    646,15    0,00     404,19      404,19      0,00        469,04
06/03/2021    734,67     75,91    724,40    0,00     413,13      413,13      0,00        477,54
07/03/2021    735,18     77,43    750,79    0,00      81,59       81,59      0,00         91,25
08/03/2021    735,35     77,97    757,31    0,00     519,67      519,67      0,00        604,50
09/03/2021    735,56     78,60    755,28    0,00     477,37      477,37      0,00        555,17
10/03/2021    735,74     79,16    745,15    0,00     502,14      502,14      0,00        586,71
11/03/2021    735,90     79,63    708,74    0,00     499,29      499,29      0,00        582,46
12/03/2021    736,02     80,01    665,50    0,00     496,91      496,91      0,00        582,13
13/03/2021    736,27     80,81    629,12    0,00     280,66      280,66      0,00        326,13
14/03/2021    736,62     81,87    599,58    0,00     131,29      131,29      0,00        153,33
15/03/2021    736,68     82,08    576,19    0,00     485,28      485,28      0,00        572,67
16/03/2021    736,74     82,26    577,69    0,00     495,05      495,05      0,00        584,00
17/03/2021    736,78     82,38    558,92    0,00     509,34      509,34      0,00        600,38
18/03/2021    736,77     82,35    519,40    0,00     531,80      531,80      0,00        626,67
19/03/2021    736,71     82,16    460,20    0,00     544,22      544,22      0,00        640,00
20/03/2021    736,85     82,62    398,89    0,00     196,42      196,42      0,00        227,67
21/03/2021    737,02     83,15    371,13    0,00     136,15      136,15      0,00        157,13
22/03/2021    736,74     82,24    353,00    0,00     751,88      751,88      0,00        882,38
23/03/2021    736,41     81,22    348,06    0,00     799,82      799,82      0,00        936,08
24/03/2021    736,10     80,25    361,38    0,00     786,98      786,98      0,00        919,83
25/03/2021    735,82     79,39    365,52    0,00     744,85      744,85      0,00        866,54
26/03/2021    735,46     78,31    386,56    0,00     861,84      861,84      0,00        996,17
27/03/2021    735,14     77,34    395,00    0,00     824,62      824,62      0,00        950,83
28/03/2021    735,26     77,68    425,39    0,00     272,33      272,33      0,00        310,75
29/03/2021    735,17     77,42    419,88    0,00     535,35      535,35      0,00        617,58
30/03/2021    735,07     77,10    418,11    0,00     559,08      559,08      0,00        644,71
31/03/2021    735,02     76,95    385,81    0,00     451,60      451,60      0,00        518,75
01/04/2021    734,96     76,78    386,61    0,00     463,10      463,10      0,00        532,58
02/04/2021    735,07     77,10    405,81    0,00     266,23      266,23      0,00        306,42
03/04/2021    735,22     77,56    386,28    0,00     183,55      183,55      0,00        211,17
04/04/2021    735,43     78,20    354,12    0,00      68,14       68,14      0,00         78,04
05/04/2021    735,40     78,12    320,94    0,00     358,53      358,53      0,00        412,46
06/04/2021    735,27     77,73    303,78    0,00     475,63      475,63      0,00        550,29
07/04/2021    735,17     77,41    246,82    0,00     387,79      387,79      0,00        449,88
08/04/2021    735,10     77,21    242,34    0,00     330,95      330,95      0,00        382,21
09/04/2021    734,99     76,86    234,33    0,00     385,66      385,66      0,00        447,38
10/04/2021    735,08     77,15    210,19    0,00      85,71       85,71      0,00         97,79
11/04/2021    735,18     77,46    212,05    0,00      75,10       75,10      0,00         85,38
12/04/2021    735,00     76,89    205,83    0,00     458,10      458,10      0,00        531,04
13/04/2021    734,77     76,21    192,61    0,00     490,81      490,81      0,00        568,50
14/04/2021    734,62     75,77    183,56    0,00     375,81      375,81      0,00        433,21
15/04/2021    734,47     75,33    176,35    0,00     368,61      368,61      0,00        423,21
16/04/2021    734,36     75,00    182,36    0,00     328,84      328,84      0,00        378,00
17/04/2021    734,31     74,86    157,47    0,00     220,25      220,25      0,00        251,04
18/04/2021    734,37     75,03    154,12    0,00      79,57       79,57      0,00         89,83
19/04/2021    734,18     74,46    166,51    0,00     415,01      415,01      0,00        472,29
20/04/2021    733,92     73,70    156,85    0,00     492,88      492,88      0,00        560,46
21/04/2021    733,96     73,82    148,62    0,00      95,15       95,15      0,00        108,21
22/04/2021    733,83     73,43    147,66    0,00     320,80      320,80      0,00        362,96
23/04/2021    733,94     73,74    153,79    0,00      15,01       15,01      0,00         16,63
24/04/2021    734,03     74,03    139,87    0,00      15,20       15,20      0,00         16,17
25/04/2021    734,11     74,25    138,76    0,00      39,36       39,36      0,00         43,79
26/04/2021    733,94     73,75    132,54    0,00     352,79      352,79      0,00        399,92
27/04/2021    733,77     73,28    131,47    0,00     341,54      341,54      0,00        387,33
28/04/2021    733,69     73,03    128,17    0,00     235,11      235,11      0,00        263,38
29/04/2021    733,61     72,80    134,82    0,00     239,22      239,22      0,00        271,79
30/04/2021    733,62     72,83    123,03    0,00     106,48      106,48      0,00        120,33
01/05/2021    733,68     73,00    114,80    0,00      39,68       39,68      0,00         43,29
02/05/2021    733,75     73,19    112,35    0,00      29,59       29,59      0,00         33,33
03/05/2021    733,68     73,01    114,00    0,00     195,48      195,48      0,00        220,88
04/05/2021    733,59     72,75    111,11    0,00     223,15      223,15      0,00        253,92
05/05/2021    733,57     72,69    100,09    0,00     128,10      128,10      0,00        144,38
06/05/2021    733,65     72,91    123,46    0,00      25,43       25,43      0,00         28,92
07/05/2021    733,69     73,03    116,11    0,00      65,18       65,18      0,00         73,29
08/05/2021    733,74     73,18    105,71    0,00      39,50       39,50      0,00         44,17
09/05/2021    733,82     73,41    110,31    0,00       8,46        8,46      0,00          9,04
10/05/2021    733,84     73,46    112,25    0,00      88,06       88,06      0,00         98,38
11/05/2021    733,86     73,53    122,49    0,00      94,49       94,49      0,00        105,29
12/05/2021    733,89     73,61    140,30    0,00     103,37      103,37      0,00        116,13
13/05/2021    733,99     73,90    142,96    0,00      14,38       14,38      0,00         15,29
14/05/2021    734,08     74,16    140,36    0,00      29,47       29,47      0,00         33,08
15/05/2021    734,13     74,30    152,01    0,00      86,62       86,62      0,00         97,67
16/05/2021    734,20     74,51    152,01    0,00      61,77       61,77      0,00         68,50
17/05/2021    734,24     74,65    180,53    0,00     119,06      119,06      0,00        134,13
18/05/2021    734,26     74,70    196,64    0,00     173,10      173,10      0,00        197,13
19/05/2021    734,21     74,55    192,87    0,00     259,57      259,57      0,00        295,00
20/05/2021    734,14     74,35    190,22    0,00     279,15      279,15      0,00        317,00
21/05/2021    733,95     73,79    168,01    0,00     413,56      413,56      0,00        470,79
22/05/2021    734,10     74,22    207,33    0,00      19,32       19,32      0,00         20,75
23/05/2021    734,20     74,52    166,70    0,00      33,30       33,30      0,00         37,00
24/05/2021    734,27     74,72    156,80    0,00      67,86       67,86      0,00         76,54
25/05/2021    734,38     75,06    162,87    0,00      16,39       16,39      0,00         18,04
26/05/2021    734,42     75,18    169,79    0,00     116,16      116,16      0,00        130,25
27/05/2021    734,42     75,18    180,68    0,00     179,37      179,37      0,00        203,46
28/05/2021    734,23     74,62    179,85    0,00     425,73      425,73      0,00        483,21
29/05/2021    734,34     74,94    194,95    0,00      55,01       55,01      0,00         63,50
30/05/2021    734,44     75,24    163,62    0,00      31,53       31,53      0,00         34,92
31/05/2021    734,30     74,83    145,63    0,00     324,81      324,81      0,00        368,75
01/06/2021    734,11     74,26    145,02    0,00     409,78      409,78      0,00        449,83
02/06/2021    734,07     74,12    128,21    0,00     188,37      188,37      0,00        215,63
03/06/2021    734,13     74,31    137,47    0,00      55,08       55,08      0,00         62,04
04/06/2021    734,11     74,25    134,63    0,00     159,48      159,48      0,00        178,92
05/06/2021    734,14     74,34    131,91    0,00      95,29       95,29      0,00        106,92
06/06/2021    734,19     74,49    138,88    0,00      70,87       70,87      0,00         79,83
07/06/2021    734,08     74,16    129,72    0,00     273,58      273,58      0,00        312,71
08/06/2021    733,82     73,39    127,57    0,00     467,74      467,74      0,00        536,71
09/06/2021    733,68     73,00    140,53    0,00     311,13      311,13      0,00        350,08
10/06/2021    733,53     72,57    168,66    0,00     362,18      362,18      0,00        408,50
11/06/2021    733,23     71,70    180,83    0,00     561,50      561,50      0,00        641,54
12/06/2021    733,17     71,53    166,26    0,00     240,11      240,11      0,00        268,63
13/06/2021    733,28     71,84    168,17    0,00      34,49       34,49      0,00         38,25
14/06/2021    733,31     71,92    155,61    0,00     118,69      118,69      0,00        132,29
15/06/2021    733,21     71,65    160,98    0,00     279,38      279,38      0,00        314,42
16/06/2021    733,02     71,10    151,17    0,00     395,62      395,62      0,00        449,83
17/06/2021    732,82     70,52    146,04    0,00     401,52      401,52      0,00        453,58
