#AAA MM DD HH    Qaflu   Qdeflu
2015 01 27 16  1196.00  1501.00
2015 01 27 17  1197.00  1503.00
2015 01 27 18  1197.00  1502.00
2015 01 27 19  1494.00  1494.00
2015 01 27 20  1349.00  1502.00
2015 01 27 21  1345.00  1498.00
2015 01 27 22  1502.00  1502.00
2015 01 27 23  1503.00  1503.00
2015 01 28 00  1497.00  1497.00
2015 01 28 01  1500.00  1500.00
2015 01 28 02  1491.00  1491.00
2015 01 28 03  1483.00  1483.00
2015 01 28 04  1502.00  1502.00
2015 01 28 05  1481.00  1481.00
2015 01 28 06  1410.00  1410.00
2015 01 28 07  1391.00  1391.00
2015 01 28 08  1427.00  1274.00
2015 01 28 09  1502.00  1044.00
2015 01 28 10  1475.00   863.00
2015 01 28 11  1407.00   795.00
2015 01 28 12  1482.00   870.00
2015 01 28 13  1412.00  1105.00
2015 01 28 14  1355.00  1355.00
2015 01 28 15  1441.00  1441.00
2015 01 28 16  1442.00  1442.00
2015 01 28 17  1588.00  1435.00
2015 01 28 18  1431.00  1431.00
2015 01 28 19  1371.00  1371.00
2015 01 28 20  1409.00  1409.00
2015 01 28 21  1443.00  1443.00
2015 01 28 22  1434.00  1434.00
2015 01 28 23  1406.00  1406.00
2015 01 29 00  1404.00  1250.00
2015 01 29 01  1520.00  1366.00
2015 01 29 02  1587.00  1434.00
2015 01 29 03  1498.00  1498.00
2015 01 29 04  1487.00  1487.00
2015 01 29 05  1492.00  1492.00
2015 01 29 06  1117.00  1424.00
2015 01 29 07  1049.00  1202.00
2015 01 29 08  1070.00   303.00
2015 01 29 09  1000.00   232.00
2015 01 29 10   734.00   273.00
2015 01 29 11   577.00   269.00
2015 01 29 12   579.00   271.00
2015 01 29 13   660.00    44.00
2015 01 29 14    65.00   219.00
2015 01 29 15   258.00   874.00
2015 01 29 16   654.00  1423.00
2015 01 29 17  1000.00  1461.00
2015 01 29 18  1150.00  1457.00
2015 01 29 19  1142.00  1449.00
2015 01 29 20  1146.00  1453.00
2015 01 29 21  1135.00  1442.00
2015 01 29 22  1054.00  1361.00
2015 01 29 23  1194.00  1347.00
2015 01 30 00  1119.00  1273.00
2015 01 30 01  1231.00  1384.00
2015 01 30 02  1270.00  1423.00
2015 01 30 03  1219.00  1372.00
2015 01 30 04  1166.00  1472.00
2015 01 30 05  1171.00  1477.00
2015 01 30 06  1159.00  1465.00
2015 01 30 07  1163.00  1163.00
2015 01 30 08   903.00   444.00
2015 01 30 09  1020.00   408.00
2015 01 30 10  1035.00   116.00
2015 01 30 11   855.00   395.00
2015 01 30 12  1070.00  1070.00
2015 01 30 13  1161.00  1468.00
2015 01 30 14  1353.00  1506.00
2015 01 30 15  1493.00  1493.00
2015 01 30 16  1349.00  1502.00
2015 01 30 17  1505.00  1505.00
2015 01 30 18  1498.00  1498.00
2015 01 30 19  1333.00  1486.00
2015 01 30 20  1495.00  1495.00
2015 01 30 21  1345.00  1498.00
2015 01 30 22  1490.00  1490.00
2015 01 30 23  1492.00  1492.00
2015 01 31 00  1494.00  1494.00
2015 01 31 01  1498.00  1498.00
2015 01 31 02  1492.00  1492.00
2015 01 31 03  1493.00  1493.00
2015 01 31 04  1488.00  1488.00
2015 01 31 05  1487.00  1487.00
2015 01 31 06  1489.00  1489.00
2015 01 31 07  1408.00  1408.00
2015 01 31 08  1453.00  1300.00
2015 01 31 09  1438.00  1285.00
2015 01 31 10  1458.00  1304.00
2015 01 31 11  1415.00  1415.00
2015 01 31 12  1367.00  1367.00
2015 01 31 13  1394.00  1394.00
2015 01 31 14  1427.00  1427.00
2015 01 31 15  1467.00  1467.00
2015 01 31 16  1340.00  1493.00
2015 01 31 17  1487.00  1487.00
2015 01 31 18  1326.00  1480.00
2015 01 31 19  1327.00  1480.00
2015 01 31 20  1490.00  1490.00
2015 01 31 21  1486.00  1486.00
2015 01 31 22  1330.00  1483.00
2015 01 31 23  1480.00  1480.00
2015 02 01 00  1481.00  1481.00
2015 02 01 01  1555.00  1555.00
2015 02 01 02  1386.00  1539.00
2015 02 01 03  1485.00  1485.00
2015 02 01 04  1486.00  1486.00
2015 02 01 05  1331.00  1485.00
2015 02 01 06  1486.00  1486.00
2015 02 01 07  1484.00  1484.00
2015 02 01 08  1485.00  1485.00
2015 02 01 09  1487.00  1487.00
2015 02 01 10  1482.00  1482.00
2015 02 01 11  1333.00  1486.00
2015 02 01 12  1492.00  1492.00
2015 02 01 13  1489.00  1489.00
2015 02 01 14  1490.00  1490.00
2015 02 01 15  1488.00  1488.00
2015 02 01 16  1474.00  1474.00
2015 02 01 17  1339.00  1492.00
2015 02 01 18  1481.00  1481.00
2015 02 01 19  1325.00  1478.00
2015 02 01 20  1490.00  1490.00
2015 02 01 21  1339.00  1492.00
2015 02 01 22  1343.00  1496.00
2015 02 01 23  1341.00  1494.00
2015 02 02 00  1489.00  1489.00
2015 02 02 01  1482.00  1482.00
2015 02 02 02  1335.00  1488.00
2015 02 02 03  1495.00  1495.00
2015 02 02 04  1495.00  1495.00
2015 02 02 05  1329.00  1482.00
2015 02 02 06  1489.00  1489.00
2015 02 02 07  1470.00  1470.00
2015 02 02 08  1327.00  1480.00
2015 02 02 09  1491.00  1491.00
2015 02 02 10  1493.00  1493.00
2015 02 02 11  1342.00  1495.00
2015 02 02 12  1492.00  1492.00
2015 02 02 13  1479.00  1479.00
2015 02 02 14  1493.00  1493.00
2015 02 02 15  1490.00  1490.00
2015 02 02 16  1496.00  1496.00
2015 02 02 17  1496.00  1496.00
2015 02 02 18  1336.00  1489.00
2015 02 02 19  1340.00  1493.00
2015 02 02 20  1344.00  1497.00
2015 02 02 21  1494.00  1494.00
2015 02 02 22  1345.00  1497.00
2015 02 02 23  1394.00  1699.00
2015 02 03 00  1340.00  1797.00
2015 02 03 01  1501.00  1805.00
2015 02 03 02  1498.00  1803.00
2015 02 03 03  1351.00  1808.00
2015 02 03 04  1503.00  1807.00
2015 02 03 05  1349.00  1805.00
2015 02 03 06  1349.00  1805.00
2015 02 03 07  1544.00  1696.00
2015 02 03 08  1497.00  1497.00
2015 02 03 09  1413.00  1413.00
2015 02 03 10  1365.00  1517.00
2015 02 03 11  1396.00  1699.00
2015 02 03 12  1368.00  1671.00
2015 02 03 13  1456.00  1759.00
2015 02 03 14  1474.00  1777.00
2015 02 03 15  1640.00  1792.00
2015 02 03 16  1489.00  1791.00
2015 02 03 17  1642.00  1793.00
2015 02 03 18  1656.00  1808.00
2015 02 03 19  1819.00  1819.00
2015 02 03 20  1817.00  1817.00
2015 02 03 21  1669.00  1821.00
2015 02 03 22  1818.00  1818.00
2015 02 03 23  1815.00  1815.00
2015 02 04 00  1964.00  1813.00
2015 02 04 01  1813.00  1813.00
2015 02 04 02  1971.00  1819.00
2015 02 04 03  1818.00  1818.00
2015 02 04 04  1970.00  1819.00
2015 02 04 05  1819.00  1819.00
2015 02 04 06  1817.00  1817.00
2015 02 04 07  1898.00  1746.00
2015 02 04 08  1869.00  1566.00
2015 02 04 09  1694.00  1542.00
2015 02 04 10  1877.00  1574.00
2015 02 04 11  1696.00  1544.00
2015 02 04 12  1702.00  1551.00
2015 02 04 13  1715.00  1563.00
2015 02 04 14  1730.00  1730.00
2015 02 04 15  1840.00  1689.00
2015 02 04 16  1841.00  1689.00
2015 02 04 17  1835.00  1683.00
2015 02 04 18  1835.00  1684.00
2015 02 04 19  1813.00  1509.00
2015 02 04 20  1769.00  1313.00
2015 02 04 21  1766.00  1310.00
2015 02 04 22  1764.00  1308.00
2015 02 04 23  1767.00  1310.00
2015 02 05 00  1467.00  1315.00
