#AAA MM DD HH    Qaflu   Qdeflu
2015 02 03 09   119.08   136.23
2015 02 03 10   114.42   139.98
2015 02 03 11   117.61   143.17
2015 02 03 12   120.80   146.36
2015 02 03 13   119.58   148.20
2015 02 03 14   126.74   148.21
2015 02 03 15   126.75   148.21
2015 02 03 16   125.87   148.23
2015 02 03 17   128.67   144.77
2015 02 03 18   123.98   132.93
2015 02 03 19   117.50   121.08
2015 02 03 20   116.38   109.22
2015 02 03 21   109.78   100.83
2015 02 03 22   103.51   100.83
2015 02 03 23   106.20   100.83
2015 02 04 00   107.09   100.83
2015 02 04 01   102.61   100.83
2015 02 04 02   116.03   100.82
2015 02 04 03   107.13   100.87
2015 02 04 04    97.43   101.01
2015 02 04 05    94.02   108.33
2015 02 04 06    95.86   120.90
2015 02 04 07    93.85   133.21
2015 02 04 08    96.90   145.20
2015 02 04 09   106.07   149.90
2015 02 04 10    95.78   149.44
2015 02 04 11    93.90   149.36
2015 02 04 12    96.87   149.64
2015 02 04 13    97.41   150.18
2015 02 04 14    88.99   150.71
2015 02 04 15    99.21   151.09
2015 02 04 16   101.24   151.33
2015 02 04 17    89.71   151.43
2015 02 04 18    90.66   151.48
2015 02 04 19    92.52   151.56
2015 02 04 20    85.53   151.72
2015 02 04 21    84.84   151.92
2015 02 04 22    86.82   152.12
2015 02 04 23    91.46   152.29
2015 02 05 00    82.60   152.37
2015 02 05 01    85.33   152.42
2015 02 05 02   101.47   152.46
2015 02 05 03    80.04   152.50
2015 02 05 04    84.54   152.52
2015 02 05 05    83.64   152.52
2015 02 05 06    71.11   152.50
2015 02 05 07    80.92   152.48
2015 02 05 08    80.02   152.47
2015 02 05 09    85.37   152.46
2015 02 05 10    82.70   152.47
2015 02 05 11    79.15   152.50
2015 02 05 12    82.77   152.54
2015 02 05 13    81.93   152.60
2015 02 05 14    78.41   152.65
2015 02 05 15    82.92   152.69
2015 02 05 16    83.84   152.72
2015 02 05 17    87.45   152.75
2015 02 05 18    89.27   152.78
2015 02 05 19    87.53   152.83
2015 02 05 20    82.21   152.88
2015 02 05 21    73.32   152.93
2015 02 05 22    74.27   152.98
2015 02 05 23    73.43   153.04
2015 02 06 00    76.18   153.10
2015 02 06 01    82.50   153.16
2015 02 06 02    75.40   153.22
2015 02 06 03    72.78   153.28
2015 02 06 04    74.63   153.35
2015 02 06 05    73.79   153.40
2015 02 06 06    77.43   153.46
2015 02 06 07    77.49   153.52
2015 02 06 08    77.55   153.58
2015 02 06 09    75.82   153.64
