datahora,pme_0,pme_1,pme_2,pme_3,pme_4,pme_5,pme_6,pme_7,pme_8,pme_9,pme_10,pme_11,pme_12,pme_13,pme_14,pme_15,pme_16,pme_17,pme_18,pme_19,pme_20,pme_21,pme_22,pme_23,pme_24,pme_25,pme_26,pme_27,pme_28,pme_29,pme_30,pme_31,pme_32,pme_33,pme_34,pme_35,pme_36,pme_37,pme_38,pme_39,pme_40,pme_41,pme_42,pme_43,pme_44,pme_45,pme_46,pme_47,pme_48,pme_49,pme_50,etp
2021-08-05 18:00:00+00:00,0.012,0.015,0.005,0.040,0.026,0.069,0.003,0.024,0.010,0.006,0.056,0.013,0.038,0.005,0.002,0.023,0.023,0.041,0.017,0.004,0.011,0.009,0.001,0.010,0.011,0.014,0.007,0.008,0.014,0.014,0.016,0.032,0.006,0.025,0.003,0.025,0.010,0.063,0.009,0.043,0.009,0.028,0.004,0.011,0.017,0.003,0.050,0.041,0.011,0.055,0.013,1.798
2021-08-06 00:00:00+00:00,0.000,0.000,0.000,0.027,0.000,0.019,0.000,0.021,0.002,0.000,0.005,0.001,0.003,0.000,0.008,0.001,0.000,0.000,0.003,0.000,0.002,0.001,0.001,0.002,0.000,0.013,0.002,0.000,0.000,0.010,0.001,0.002,0.000,0.000,0.000,0.011,0.000,0.000,0.002,0.003,0.002,0.000,0.001,0.000,0.000,0.001,0.001,0.014,0.000,0.006,0.000,0.085
2021-08-06 06:00:00+00:00,0.006,0.002,0.002,0.002,0.004,0.005,0.001,0.003,0.005,0.001,0.002,0.003,0.004,0.003,0.022,0.004,0.007,0.003,0.008,0.009,0.001,0.004,0.008,0.009,0.006,0.009,0.007,0.004,0.002,0.009,0.004,0.064,0.003,0.002,0.001,0.005,0.003,0.002,0.003,0.011,0.005,0.007,0.006,0.028,0.004,0.002,0.002,0.004,0.009,0.001,0.002,0.023
2021-08-06 12:00:00+00:00,0.081,0.027,0.001,0.016,0.006,0.010,0.008,0.021,0.100,0.009,0.008,0.168,0.006,0.012,0.059,0.003,0.119,0.015,0.052,0.047,0.116,0.156,0.037,0.072,0.012,0.013,0.029,0.032,0.005,0.020,0.133,0.114,0.030,0.015,0.046,0.011,0.023,0.008,0.143,0.016,0.040,0.025,0.045,0.050,0.034,0.045,0.004,0.007,0.045,0.003,0.014,1.072
2021-08-06 18:00:00+00:00,0.083,0.040,0.000,0.077,0.109,0.222,0.068,0.017,0.280,0.016,0.316,0.059,0.157,0.032,0.081,0.060,0.058,0.085,0.031,0.254,0.120,0.054,0.163,0.118,0.014,0.167,0.022,0.074,0.075,0.128,0.177,0.156,0.041,0.046,0.113,0.103,0.207,0.070,0.090,0.031,0.059,0.046,0.017,0.106,0.053,0.064,0.000,0.000,0.176,0.016,0.266,1.842
2021-08-07 00:00:00+00:00,0.110,0.013,0.073,0.024,0.003,0.125,0.015,0.010,0.080,0.005,0.275,0.032,0.015,0.018,0.054,0.023,0.034,0.019,0.051,0.026,0.043,0.046,0.100,0.005,0.012,0.039,0.032,0.015,0.114,0.074,0.379,0.106,0.018,0.050,0.064,0.006,0.107,0.029,0.015,0.015,0.054,0.022,0.063,0.042,0.027,0.056,0.008,0.005,0.093,0.014,0.169,0.067
2021-08-07 06:00:00+00:00,0.066,0.145,0.098,0.045,0.085,0.058,0.410,0.051,0.138,0.046,0.064,0.112,0.180,0.048,0.130,0.072,0.187,0.066,0.097,0.133,0.160,0.102,0.067,0.084,0.172,0.045,0.339,0.366,0.034,0.145,0.225,0.259,0.065,0.176,0.400,0.014,0.106,0.060,0.071,0.089,0.136,0.094,0.100,0.098,0.167,0.231,0.169,0.082,0.095,0.026,0.054,0.025
2021-08-07 12:00:00+00:00,0.141,0.054,0.133,0.041,0.111,0.060,0.104,0.118,0.084,0.066,0.071,0.081,0.081,0.034,0.094,0.033,0.285,0.142,0.060,0.386,0.043,0.143,0.086,0.006,0.147,0.051,0.339,0.051,0.137,0.105,0.234,0.240,0.176,0.125,0.062,0.078,0.153,0.065,0.123,0.165,0.374,0.045,0.138,0.065,0.081,0.126,0.088,0.198,0.135,0.124,0.178,1.299
2021-08-07 18:00:00+00:00,0.572,0.365,0.118,0.424,0.260,0.658,0.046,0.309,0.118,0.102,0.230,0.459,0.113,0.734,0.532,0.097,0.872,0.837,0.395,0.452,0.383,0.218,0.700,0.773,0.793,0.557,0.299,0.266,0.140,0.206,0.289,0.428,0.089,0.177,0.338,0.069,0.312,0.499,0.042,0.417,0.088,0.073,0.113,0.269,0.083,0.029,0.721,0.030,0.515,0.280,0.614,1.922
2021-08-08 00:00:00+00:00,0.129,0.015,0.006,0.018,0.008,0.722,0.006,0.260,0.141,0.009,0.012,0.292,0.002,0.140,0.106,0.029,0.261,0.190,0.230,0.204,0.129,0.090,0.355,0.031,0.158,0.061,0.004,0.050,0.014,0.172,0.057,0.133,0.011,0.086,0.162,0.017,0.031,0.176,0.008,0.058,0.027,0.004,0.002,0.038,0.024,0.025,0.073,0.024,0.113,0.065,0.242,0.091
