datahora,sac_0,sac_1,sac_2,sac_3,sac_4,sac_5,sac_6,sac_7,sac_8,sac_9,sac_10,sac_11,sac_12,sac_13,sac_14,sac_15,sac_16,sac_17,sac_18,sac_19,sac_20,sac_21,sac_22,sac_23,sac_24,sac_25,sac_26,sac_27,sac_28,sac_29,sac_30,sac_31,sac_32,sac_33,sac_34,sac_35,sac_36,sac_37,sac_38,sac_39,sac_40,sac_41,sac_42,sac_43,sac_44,sac_45,sac_46,sac_47,sac_48,sac_49,sac_50,Qmed,Q25,Q75,Qmax,Qmin
2019-08-06 18:00:00+00:00,690.733,690.733,690.733,690.733,690.733,690.733,690.733,690.733,690.733,690.733,690.733,690.733,690.733,690.733,690.733,690.733,690.733,690.733,690.733,690.733,690.733,690.733,690.733,690.733,690.733,690.733,690.733,690.733,690.733,690.733,690.733,690.733,690.733,690.733,690.733,690.733,690.733,690.733,690.733,690.733,690.733,690.733,690.733,690.733,690.733,690.733,690.733,690.733,690.733,690.733,690.733,690.733,690.733,690.733,690.733,690.733
2019-08-07 00:00:00+00:00,663.434,663.434,663.434,663.434,663.434,663.434,663.434,663.434,663.434,663.434,663.434,663.434,663.434,663.434,663.434,663.434,663.434,663.434,663.434,663.434,663.434,663.434,663.434,663.434,663.434,663.434,663.434,663.434,663.434,663.434,663.434,663.434,663.434,663.434,663.434,663.434,663.434,663.434,663.434,663.434,663.434,663.434,663.434,663.434,663.434,663.434,663.434,663.434,663.434,663.434,663.434,663.434,663.434,663.434,663.434,663.434
2019-08-07 06:00:00+00:00,636.645,636.645,636.645,636.645,636.645,636.645,636.645,636.645,636.645,636.645,636.645,636.645,636.645,636.645,636.645,636.645,636.645,636.645,636.645,636.645,636.645,636.645,636.645,636.645,636.645,636.645,636.645,636.645,636.645,636.645,636.645,636.645,636.645,636.645,636.645,636.645,636.645,636.645,636.645,636.645,636.645,636.645,636.645,636.645,636.645,636.645,636.645,636.645,636.645,636.645,636.645,636.645,636.645,636.645,636.645,636.645
2019-08-07 12:00:00+00:00,610.487,610.487,610.487,610.487,610.487,610.487,610.487,610.487,610.487,610.487,610.487,610.487,610.487,610.487,610.487,610.487,610.487,610.487,610.487,610.487,610.487,610.487,610.487,610.487,610.487,610.487,610.487,610.487,610.487,610.487,610.487,610.487,610.487,610.487,610.487,610.487,610.487,610.487,610.487,610.487,610.487,610.487,610.487,610.487,610.487,610.487,610.487,610.487,610.487,610.487,610.487,610.487,610.487,610.487,610.487,610.487
2019-08-07 18:00:00+00:00,584.413,584.413,584.413,584.413,584.413,584.413,584.413,584.413,584.413,584.413,584.413,584.413,584.413,584.413,584.413,584.413,584.413,584.413,584.413,584.413,584.413,584.413,584.413,584.413,584.413,584.413,584.413,584.413,584.413,584.413,584.413,584.413,584.413,584.413,584.413,584.413,584.413,584.413,584.413,584.413,584.413,584.413,584.413,584.413,584.413,584.413,584.413,584.413,584.413,584.413,584.413,584.413,584.413,584.413,584.413,584.413
2019-08-08 00:00:00+00:00,559.302,559.302,559.302,559.302,559.302,559.302,559.302,559.302,559.302,559.302,559.302,559.302,559.302,559.302,559.302,559.302,559.302,559.302,559.302,559.302,559.302,559.302,559.302,559.302,559.302,559.302,559.302,559.302,559.302,559.302,559.302,559.302,559.302,559.302,559.302,559.302,559.302,559.302,559.302,559.302,559.302,559.302,559.302,559.302,559.302,559.302,559.302,559.302,559.302,559.302,559.302,559.302,559.302,559.302,559.302,559.302
2019-08-08 06:00:00+00:00,534.870,534.870,534.870,534.870,534.870,534.870,534.870,534.870,534.870,534.870,534.870,534.870,534.870,534.870,534.870,534.870,534.870,534.870,534.870,534.870,534.870,534.870,534.870,534.870,534.870,534.870,534.870,534.870,534.870,534.870,534.870,534.870,534.870,534.870,534.870,534.870,534.870,534.870,534.870,534.870,534.870,534.870,534.870,534.870,534.870,534.870,534.870,534.870,534.870,534.870,534.870,534.870,534.870,534.870,534.870,534.870
2019-08-08 12:00:00+00:00,511.289,511.289,511.289,511.289,511.289,511.289,511.289,511.289,511.289,511.289,511.289,511.289,511.289,511.289,511.289,511.289,511.289,511.289,511.289,511.289,511.289,511.289,511.289,511.289,511.289,511.289,511.289,511.289,511.289,511.289,511.289,511.289,511.289,511.289,511.289,511.289,511.289,511.289,511.289,511.289,511.289,511.289,511.289,511.289,511.289,511.289,511.289,511.289,511.289,511.289,511.289,511.289,511.289,511.289,511.289,511.289
2019-08-08 18:00:00+00:00,488.660,488.660,488.660,488.660,488.660,488.660,488.660,488.660,488.660,488.660,488.660,488.660,488.660,488.660,488.660,488.660,488.660,488.660,488.660,488.660,488.660,488.660,488.660,488.660,488.660,488.660,488.660,488.660,488.660,488.660,488.660,488.660,488.660,488.660,488.660,488.660,488.660,488.660,488.660,488.660,488.660,488.660,488.660,488.660,488.660,488.660,488.660,488.660,488.660,488.660,488.660,488.660,488.660,488.660,488.660,488.660
2019-08-09 00:00:00+00:00,467.117,467.117,467.117,467.117,467.117,467.117,467.117,467.117,467.117,467.117,467.117,467.117,467.117,467.117,467.117,467.117,467.117,467.117,467.117,467.117,467.117,467.117,467.117,467.117,467.117,467.117,467.117,467.117,467.117,467.117,467.117,467.117,467.117,467.117,467.117,467.117,467.117,467.117,467.117,467.117,467.117,467.117,467.117,467.117,467.117,467.117,467.117,467.117,467.117,467.117,467.117,467.117,467.117,467.117,467.117,467.117
