datahora,pme_0,pme_1,pme_2,pme_3,pme_4,pme_5,pme_6,pme_7,pme_8,pme_9,pme_10,pme_11,pme_12,pme_13,pme_14,pme_15,pme_16,pme_17,pme_18,pme_19,pme_20,pme_21,pme_22,pme_23,pme_24,pme_25,pme_26,pme_27,pme_28,pme_29,pme_30,pme_31,pme_32,pme_33,pme_34,pme_35,pme_36,pme_37,pme_38,pme_39,pme_40,pme_41,pme_42,pme_43,pme_44,pme_45,pme_46,pme_47,pme_48,pme_49,pme_50,etp
2021-08-05 18:00:00+00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,1.990
2021-08-06 00:00:00+00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.164
2021-08-06 06:00:00+00:00,0.000,0.019,0.025,0.000,0.032,0.000,0.000,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.012,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.008,0.000,0.000,0.000,0.000,0.000,0.076
2021-08-06 12:00:00+00:00,0.000,0.005,0.167,0.000,0.012,0.048,0.007,0.007,0.003,0.039,0.001,0.108,0.007,0.000,0.000,0.003,0.000,0.032,0.000,0.000,0.022,0.000,0.000,0.033,0.016,0.003,0.107,0.007,0.000,0.002,0.004,0.000,0.000,0.011,0.001,0.052,0.000,0.079,0.000,0.007,0.001,0.000,0.007,0.018,0.000,0.004,0.112,0.013,0.022,0.000,0.000,1.145
2021-08-06 18:00:00+00:00,0.000,0.013,0.001,0.000,0.008,0.001,0.000,0.004,0.000,0.009,0.000,0.007,0.000,0.000,0.008,0.003,0.000,0.003,0.001,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.007,0.000,0.004,0.008,0.002,0.000,0.003,0.004,0.001,0.001,0.000,0.009,0.000,0.000,0.004,0.000,0.045,0.000,0.017,0.000,0.000,0.001,0.000,0.000,0.000,2.234
2021-08-07 00:00:00+00:00,0.000,0.002,0.000,0.000,0.069,0.001,0.000,0.001,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.004,0.000,0.001,0.000,0.000,0.002,0.001,0.006,0.000,0.000,0.002,0.019,0.016,0.012,0.000,0.000,0.000,0.000,0.003,0.012,0.000,0.000,0.000,0.039,0.008,0.000,0.000,0.158,0.000,0.001,0.001,0.000,0.000,0.000,0.021,0.000,0.204
2021-08-07 06:00:00+00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.005,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.002,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.129
2021-08-07 12:00:00+00:00,0.000,0.000,0.000,0.000,0.000,0.003,0.001,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.040,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.029,0.003,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.004,0.000,0.000,1.172
2021-08-07 18:00:00+00:00,0.000,0.016,0.000,0.001,0.000,0.024,0.146,0.001,0.000,0.016,0.019,0.000,0.000,0.000,0.000,0.004,0.000,0.106,0.025,0.000,0.000,0.000,0.394,0.007,0.005,1.660,0.000,0.233,0.001,0.000,0.000,0.000,0.001,0.001,0.003,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.009,0.000,0.000,0.006,0.000,0.000,0.000,0.000,0.012,2.195
2021-08-08 00:00:00+00:00,0.008,0.000,0.000,0.000,0.000,0.018,0.000,0.000,0.000,0.000,0.004,0.000,0.003,0.000,0.000,0.001,0.000,0.058,0.006,0.000,0.000,0.000,0.232,0.000,0.007,1.076,0.000,0.000,0.045,0.000,0.000,0.000,0.000,0.001,0.038,0.000,0.004,0.000,0.000,0.031,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.025,0.000,0.009,0.150
2021-08-08 06:00:00+00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.072
2021-08-08 12:00:00+00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.319
2021-08-08 18:00:00+00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.108
2021-08-09 00:00:00+00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.201
2021-08-09 06:00:00+00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.157
2021-08-09 12:00:00+00:00,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.150
2021-08-09 18:00:00+00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.933
2021-08-10 00:00:00+00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.165
2021-08-10 06:00:00+00:00,0.000,0.000,0.076,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.678,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.063
2021-08-10 12:00:00+00:00,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.682,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.184
2021-08-10 18:00:00+00:00,0.000,0.000,0.003,0.000,0.000,0.033,0.000,1.327,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.429,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.141,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.952
2021-08-11 00:00:00+00:00,0.000,0.000,0.100,0.000,0.000,0.000,0.272,4.699,0.000,0.000,0.035,0.000,0.000,0.000,0.000,0.000,0.021,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.293,0.088,0.000,0.000,0.000,0.000,0.283,0.000,0.070,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.992,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.140
2021-08-11 06:00:00+00:00,0.000,0.001,4.399,0.000,0.000,0.232,4.282,2.907,0.000,0.016,1.837,0.036,0.000,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.002,0.000,0.351,0.000,0.000,0.000,1.718,1.806,0.000,0.000,0.000,0.000,2.417,0.065,1.484,0.001,0.016,0.000,0.004,0.000,0.000,0.000,4.045,0.000,0.000,0.000,0.000,0.001,0.001,0.000,0.000,0.077
2021-08-11 12:00:00+00:00,0.085,0.000,2.899,0.000,0.000,0.000,1.807,0.050,0.001,2.092,0.478,0.799,0.000,0.008,0.000,0.427,0.000,0.000,0.006,0.000,0.000,0.109,1.671,0.000,0.000,0.000,0.054,0.160,0.000,0.000,0.001,0.000,6.243,2.321,2.148,0.005,0.862,0.007,0.509,0.006,0.000,0.000,0.510,0.000,0.117,0.001,0.000,0.257,0.003,0.000,0.000,1.412
2021-08-11 18:00:00+00:00,0.041,0.012,2.296,0.000,0.000,0.015,0.000,0.000,0.071,1.987,0.000,1.925,0.000,0.016,0.001,0.050,0.000,1.161,0.092,0.000,0.000,0.157,1.104,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.559,1.297,0.926,0.007,0.237,0.362,0.144,0.317,0.000,0.000,0.000,0.000,1.727,0.088,0.000,0.688,0.076,0.000,0.000,2.464
2021-08-12 00:00:00+00:00,0.010,0.048,0.838,0.000,0.000,0.012,0.000,0.000,1.976,0.077,0.000,2.927,0.000,0.056,0.464,0.000,0.000,2.479,0.118,0.660,0.000,0.265,0.146,0.000,0.039,0.000,0.000,0.000,0.151,1.320,0.000,0.000,2.468,0.000,1.992,1.740,0.807,0.430,0.443,1.319,0.000,0.083,0.000,0.000,1.408,0.010,0.329,0.304,0.076,0.000,0.000,0.213
2021-08-12 06:00:00+00:00,0.731,0.343,5.671,0.893,0.000,0.000,0.000,0.000,3.826,0.024,0.000,0.276,0.000,0.030,4.613,0.000,0.000,0.037,0.001,11.526,0.128,0.000,0.386,0.801,5.238,0.000,0.000,0.000,4.320,1.682,0.005,0.000,0.001,0.000,0.030,0.732,0.816,0.951,0.009,0.982,0.000,1.797,0.000,0.000,0.000,0.064,2.245,0.120,1.627,0.000,0.000,0.116
2021-08-12 12:00:00+00:00,2.466,0.660,1.673,3.159,0.027,0.970,0.000,0.000,2.166,0.000,0.000,0.000,0.000,0.949,6.657,0.000,0.000,0.000,0.030,1.201,0.739,0.000,0.224,3.665,12.196,0.383,0.000,0.000,5.442,1.152,5.070,0.000,0.000,0.000,0.000,0.000,0.000,3.754,1.222,0.000,0.000,0.461,0.000,0.000,0.000,2.280,1.052,0.000,3.575,0.169,0.000,1.438
2021-08-12 18:00:00+00:00,4.374,5.587,2.642,4.314,1.575,2.963,0.000,0.000,0.001,0.000,0.000,0.032,0.638,6.515,8.025,0.000,0.000,0.000,0.375,0.786,1.325,0.716,0.001,8.523,9.798,0.164,0.000,0.000,8.285,7.848,6.923,0.037,0.000,0.000,0.000,0.106,0.000,0.843,1.851,0.000,0.001,0.009,0.000,0.000,0.000,3.548,1.526,0.303,7.702,0.482,0.000,2.281
2021-08-13 00:00:00+00:00,9.067,7.183,1.778,0.646,10.524,1.998,0.000,0.000,1.339,0.000,0.000,0.325,3.312,6.598,8.071,0.000,0.000,0.119,5.160,0.015,0.271,4.989,5.256,7.129,9.772,0.000,0.000,0.235,7.971,12.238,0.292,0.119,0.000,0.339,0.000,0.341,0.000,0.127,4.702,0.000,0.011,0.000,0.000,0.331,0.000,5.483,0.697,5.462,10.321,0.317,0.000,0.235
2021-08-13 06:00:00+00:00,8.067,5.045,4.160,0.017,2.532,0.141,0.000,5.705,3.006,0.000,0.356,0.012,2.190,7.401,5.007,2.540,0.000,0.825,1.401,0.000,7.475,7.461,2.681,0.135,7.623,0.000,0.000,0.878,0.350,5.130,0.004,3.695,0.000,0.612,0.000,0.005,0.000,0.000,1.209,0.000,1.824,0.000,0.000,1.737,0.000,3.967,0.015,1.615,0.265,8.363,1.101,0.127
2021-08-13 12:00:00+00:00,0.172,0.015,6.145,0.004,3.323,0.074,0.000,5.069,0.040,0.000,0.218,0.008,0.000,2.752,0.018,2.674,0.000,0.030,5.184,0.000,3.959,10.293,0.000,0.012,2.442,0.557,0.000,0.057,0.003,0.000,0.000,0.071,0.000,1.934,0.000,0.003,0.000,0.000,0.449,0.000,3.729,0.052,0.000,7.425,0.000,0.252,0.170,0.017,0.000,2.336,0.562,1.299
2021-08-13 18:00:00+00:00,0.258,3.203,2.214,0.000,4.375,0.000,0.018,1.343,0.000,0.000,0.000,0.084,0.000,0.319,0.359,0.022,0.000,0.010,1.577,0.000,0.002,3.363,0.000,0.000,1.164,1.233,0.000,0.619,0.000,0.002,0.000,0.000,0.000,2.973,0.000,1.442,0.000,0.016,0.405,0.000,2.226,0.105,0.000,19.730,0.000,0.053,0.383,0.150,0.000,4.240,0.138,2.174
2021-08-14 00:00:00+00:00,1.036,1.161,1.980,0.000,0.201,0.000,0.000,0.001,0.000,0.011,0.000,0.000,0.000,0.002,0.016,0.457,0.000,0.000,0.426,0.000,0.000,1.370,0.006,0.000,0.092,0.615,0.000,0.033,0.000,0.000,0.000,0.000,0.000,3.062,0.000,0.207,0.000,0.282,0.055,0.000,1.178,0.000,0.001,5.884,0.000,0.000,0.010,0.748,0.000,3.212,0.000,0.227
2021-08-14 06:00:00+00:00,0.000,0.113,0.026,0.000,0.012,0.000,0.000,0.006,0.000,0.009,0.000,0.010,0.000,0.000,0.000,0.126,0.000,0.006,0.224,0.000,0.000,3.078,0.000,0.000,0.000,7.846,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.914,0.000,0.000,0.000,0.000,0.000,0.000,0.019,0.000,0.000,0.006,0.000,0.000,0.000,0.001,0.000,0.364,0.001,0.148
2021-08-14 12:00:00+00:00,0.000,0.085,0.007,0.000,0.049,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.220,0.000,0.000,0.032,0.000,0.000,0.001,3.187,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.555,0.000,0.000,0.000,0.003,0.004,0.000,0.000,0.000,0.000,1.090,0.000,0.000,0.000,0.000,0.000,0.612,0.000,1.326
2021-08-14 18:00:00+00:00,0.000,0.154,0.007,0.000,0.279,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.780,0.000,0.000,0.255,0.000,0.000,0.009,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.938,0.000,0.000,0.000,0.000,0.000,0.000,0.194,0.000,0.000,1.039,0.000,0.000,0.064,0.000,0.000,0.313,0.000,2.136
2021-08-15 00:00:00+00:00,0.000,0.000,0.000,0.000,0.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.124,0.000,0.000,0.017,0.000,0.000,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.030,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.000,0.016,0.000,0.000,0.132,0.000,0.000,0.120,0.000,0.218
2021-08-15 06:00:00+00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.372,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.345,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.232,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.116,0.000,0.123
2021-08-15 12:00:00+00:00,1.760,0.000,0.000,0.000,0.002,0.003,0.001,0.000,0.000,0.028,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.000,1.039,0.636,0.000,0.000,0.000,1.569,0.001,0.000,0.044,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.003,0.000,1.091
2021-08-15 18:00:00+00:00,0.057,0.246,0.000,0.000,0.000,0.000,0.491,0.001,0.001,0.327,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.044,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.498,8.289,0.000,0.000,0.000,3.062,0.051,0.000,0.000,0.000,0.000,0.002,0.000,0.020,0.000,0.000,0.000,0.000,1.839
2021-08-16 00:00:00+00:00,0.026,0.763,0.000,0.000,0.000,0.000,0.000,0.044,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.021,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.303,3.514,0.000,0.000,0.000,3.175,1.262,0.000,0.000,0.000,0.000,0.000,0.000,0.035,0.000,0.002,0.000,0.000,0.151
2021-08-16 06:00:00+00:00,0.002,0.312,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.750,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.005,0.000,0.000,0.000,0.123,0.000,0.000,0.000,0.000,0.018,1.607,0.000,0.000,0.000,0.000,0.074,0.000,0.000,0.000,2.410,0.003,0.000,0.086
2021-08-16 12:00:00+00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.007,0.000,0.181,0.000,0.012,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.015,0.000,0.000,0.000,0.000,0.000,1.605,0.109,0.000,0.088,0.000,0.000,0.000,0.000,0.000,0.000,0.004,0.000,0.000,2.218,0.000,0.000,0.000,0.000,0.932,0.000,0.000,0.734,21.549,0.000,0.000,1.320
2021-08-16 18:00:00+00:00,0.000,0.000,0.000,0.000,0.000,0.015,0.000,0.000,3.861,0.030,2.628,0.000,0.278,0.000,0.000,0.004,0.000,0.000,0.000,0.002,0.000,0.372,0.000,0.000,0.000,0.000,8.470,0.022,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.001,2.729,0.000,0.249,0.000,0.000,0.004,0.000,0.000,0.569,3.923,0.000,0.124,2.255
2021-08-17 00:00:00+00:00,0.000,0.001,0.000,0.000,0.000,0.061,0.000,0.000,10.362,0.395,4.465,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.168,0.000,0.000,0.000,0.000,0.715,2.291,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.055,0.008,0.000,0.227,0.000,0.084,0.000,0.000,0.000,0.000,0.000,0.025,0.505,0.000,1.988,0.221
2021-08-17 06:00:00+00:00,0.000,0.020,0.000,0.000,0.000,0.040,0.000,0.000,0.420,0.721,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.672,0.000,0.000,0.000,0.000,0.006,1.705,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.765,0.000,0.000,0.000,5.600,0.000,0.000,0.000,0.000,0.000,0.000,0.032,0.000,7.375,0.102
