#AAA MM DD HH    Qaflu   Qdeflu
2015 03 11 11    95.07    98.68
2015 03 11 12    94.32    98.23
2015 03 11 13    93.87    96.64
2015 03 11 14    93.75    94.91
2015 03 11 15    93.72    93.39
2015 03 11 16    93.70    92.48
2015 03 11 17    93.49    92.46
2015 03 11 18    93.29    92.43
2015 03 11 19    93.05    92.44
2015 03 11 20    92.84    92.47
2015 03 11 21    92.65    92.47
2015 03 11 22    92.54    92.51
2015 03 11 23    92.65    92.56
2015 03 12 00    92.94    92.57
2015 03 12 01    93.36    92.85
2015 03 12 02    93.94    93.63
2015 03 12 03    94.50    94.41
2015 03 12 04    94.99    95.21
2015 03 12 05    95.38    95.75
2015 03 12 06    95.65    95.74
2015 03 12 07    95.81    95.74
2015 03 12 08    95.95    95.73
2015 03 12 09    96.26    95.71
2015 03 12 10    96.69    95.69
2015 03 12 11    97.13    95.63
2015 03 12 12    97.52    95.60
2015 03 12 13    97.78    95.58
2015 03 12 14    97.83    95.97
2015 03 12 15    97.98    96.49
2015 03 12 16    98.15    97.02
2015 03 12 17    98.29    97.55
2015 03 12 18    98.41    97.71
2015 03 12 19    98.50    97.77
2015 03 12 20    98.38    97.80
2015 03 12 21    98.22    97.82
2015 03 12 22    97.96    97.84
2015 03 12 23    97.47    97.84
2015 03 13 00    96.98    97.83
2015 03 13 01    96.21    97.80
2015 03 13 02    95.31    97.78
2015 03 13 03    93.27    99.23
2015 03 13 04    92.63    97.18
2015 03 13 05    91.91    94.69
2015 03 13 06    91.16    92.17
2015 03 13 07    91.53    88.14
2015 03 13 08    90.47    87.60
2015 03 13 09    86.58    87.53
2015 03 13 10    86.15    87.50
2015 03 13 11    86.41    87.48
2015 03 13 12    87.07    87.46
2015 03 13 13    90.99    87.72
2015 03 13 14    91.86    88.35
2015 03 13 15    92.21    89.64
2015 03 13 16    92.34    90.94
2015 03 13 17    92.28    91.97
2015 03 13 18    92.04    92.65
2015 03 13 19    91.76    92.61
2015 03 13 20    91.30    92.40
2015 03 13 21    90.91    92.07
2015 03 13 22    90.42    91.09
2015 03 13 23    89.92    90.22
2015 03 14 00    89.32    89.50
2015 03 14 01    88.61    88.86
2015 03 14 02    87.85    88.83
2015 03 14 03    87.03    88.74
2015 03 14 04    86.24    88.50
2015 03 14 05    85.66    87.06
2015 03 14 06    84.92    85.56
2015 03 14 07    84.32    84.29
2015 03 14 08    83.90    83.17
2015 03 14 09    83.43    83.27
2015 03 14 10    83.29    83.44
2015 03 14 11    83.15    83.45
2015 03 14 12    82.95    83.46
2015 03 14 13    82.82    83.53
2015 03 14 14    82.60    83.58
2015 03 14 15    82.39    83.58
2015 03 14 16    82.30    83.64
2015 03 14 17    82.13    83.59
2015 03 14 18    82.09    83.10
2015 03 14 19    82.02    82.63
2015 03 14 20    81.91    82.13
2015 03 14 21    81.96    81.71
2015 03 14 22    82.06    81.82
2015 03 14 23    82.16    81.86
2015 03 15 00    82.34    81.89
2015 03 15 01    82.38    81.86
