#AAA MM DD HH    Qaflu   Qdeflu
2015 02 20 18   408.93  1346.43
2015 02 20 19   432.81  1302.81
2015 02 20 20   364.05  1279.05
2015 02 20 21   413.54  1283.54
2015 02 20 22   337.88  1297.88
2015 02 20 23   352.23  1312.23
2015 02 21 00   372.34  1339.84
2015 02 21 01   324.48  1351.98
2015 02 21 02   293.26  1365.76
2015 02 21 03   313.76  1386.26
2015 02 21 04   267.22  1392.22
2015 02 21 05   252.46  1399.96
2015 02 21 06   334.69  1407.19
2015 02 21 07   321.67  1414.72
2015 02 21 08   343.77  1419.18
2015 02 21 09   339.06  1419.41
2015 02 21 10   326.80  1419.65
2015 02 21 11   327.64  1419.93
2015 02 21 12   335.07  1419.93
2015 02 21 13   424.24  1419.93
2015 02 21 14   357.37  1419.95
2015 02 21 15   364.52  1419.66
2015 02 21 16   440.98  1384.67
2015 02 21 17   280.08  1320.35
2015 02 21 18   372.12  1211.77
2015 02 21 19   422.45   987.17
2015 02 21 20   309.30   881.45
2015 02 21 21   361.21   859.06
2015 02 21 22   356.79   951.24
2015 02 21 23   343.29  1153.22
2015 02 22 00   306.08  1294.34
2015 02 22 01   415.92  1381.89
2015 02 22 02   358.80  1399.08
2015 02 22 03   286.21  1408.22
2015 02 22 04   467.51  1374.03
2015 02 22 05   356.45  1359.58
2015 02 22 06   432.97  1354.35
2015 02 22 07   456.87  1363.40
2015 02 22 08   345.17  1392.88
2015 02 22 09   466.24  1402.49
2015 02 22 10   369.64  1402.48
2015 02 22 11   340.11  1402.68
2015 02 22 12   385.17  1403.15
2015 02 22 13   333.10  1403.10
2015 02 22 14   409.87  1403.57
2015 02 22 15   424.53  1404.29
2015 02 22 16   357.31  1404.55
2015 02 22 17   400.20  1369.80
2015 02 22 18   376.98  1299.49
2015 02 22 19   327.49  1257.27
2015 02 22 20   442.76  1220.00
2015 02 22 21   371.30  1206.65
2015 02 22 22   391.87  1249.00
2015 02 22 23   440.11  1282.73
2015 02 23 00   428.11  1321.57
2015 02 23 01   339.41  1370.88
2015 02 23 02   332.25  1400.04
2015 02 23 03   392.34  1409.28
2015 02 23 04   246.51  1408.73
2015 02 23 05   355.84  1409.10
2015 02 23 06   385.27  1409.48
2015 02 23 07   320.45  1410.04
2015 02 23 08   414.93  1410.09
2015 02 23 09   414.89  1410.04
2015 02 23 10   349.42  1409.94
2015 02 23 11   400.24  1409.92
2015 02 23 12   407.69  1410.10
2015 02 23 13   363.99  1409.99
2015 02 23 14   422.31  1410.20
2015 02 23 15   400.46  1410.14
2015 02 23 16   381.52  1398.46
2015 02 23 17   530.20  1336.50
2015 02 23 18   386.79  1200.35
2015 02 23 19   426.10   992.69
2015 02 23 20   472.38   719.36
2015 02 23 21   269.49   494.67
2015 02 23 22   439.06   344.63
2015 02 23 23   383.52   390.79
2015 02 24 00   353.36   672.97
2015 02 24 01   451.20   959.58
2015 02 24 02   403.25  1245.27
2015 02 24 03   397.89  1406.45
2015 02 24 04   386.23  1408.83
2015 02 24 05   386.93  1365.68
2015 02 24 06   346.97  1296.72
2015 02 24 07   423.22  1227.97
2015 02 24 08   419.69  1159.19
2015 02 24 09   415.80  1133.55
2015 02 24 10   425.37  1172.12
2015 02 24 11   363.68  1240.93
2015 02 24 12   374.63  1309.88
2015 02 24 13   356.17  1378.42
2015 02 24 14   386.56  1408.81
2015 02 24 15   444.39  1372.39
2015 02 24 16   387.58  1272.08
2015 02 24 17   426.29  1129.54
2015 02 24 18   464.01   913.51
2015 02 24 19   333.89   710.89
2015 02 24 20   410.63   526.63
2015 02 24 21   398.60   384.10
2015 02 24 22   292.07   248.57
2015 02 24 23   410.92   135.42
2015 02 25 00   337.90    98.65
2015 02 25 01   240.05   211.05
2015 02 25 02   413.70   515.20
2015 02 25 03   427.64   819.14
2015 02 25 04   367.70  1099.95
2015 02 25 05   441.75  1203.00
2015 02 25 06   391.45  1159.95
2015 02 25 07   268.32  1087.57
2015 02 25 08   383.11   999.36
2015 02 25 09   418.67   926.17
2015 02 25 10   303.54   912.54
2015 02 25 11   427.24   898.49
2015 02 25 12   416.09   880.09
2015 02 25 13   329.43   829.68
2015 02 25 14   479.77   697.27
2015 02 25 15   359.42   547.92
2015 02 25 16   400.70   378.95
2015 02 25 17   408.52   220.02
2015 02 25 18   329.14   104.39
2015 02 25 19   405.98    36.23
2015 02 25 20   362.50     0.00
2015 02 25 21   406.00     0.00
2015 02 25 22   413.25     0.00
2015 02 25 23   398.75     0.00
2015 02 26 00   296.86    43.11
2015 02 26 01   367.92   251.92
2015 02 26 02   307.83   489.08
2015 02 26 03   316.28   802.03
2015 02 26 04   415.08   987.83
2015 02 26 05   387.28   952.78
2015 02 26 06   221.05   895.30
2015 02 26 07   294.69   896.44
2015 02 26 08   401.08   988.33
2015 02 26 09   289.93  1123.68
2015 02 26 10   534.44  1252.19
2015 02 26 11   483.93  1187.18
2015 02 26 12   345.51  1106.76
2015 02 26 13   519.31  1005.06
2015 02 26 14   257.24   931.49
2015 02 26 15   422.97   865.22
2015 02 26 16   694.68   832.43
2015 02 26 17   362.48   775.73
2015 02 26 18   754.42   674.67
2015 02 26 19   725.64   573.39
2015 02 26 20   533.76   497.51
2015 02 26 21   753.80   558.05
2015 02 26 22   592.73   563.73
2015 02 26 23   446.18   612.93
2015 02 27 00   532.42   612.17
2015 02 27 01   582.92   532.17
2015 02 27 02   577.04   526.29
2015 02 27 03   731.06   528.06
2015 02 27 04   717.76   529.26
2015 02 27 05   618.11   618.11
2015 02 27 06   670.57   685.07
2015 02 27 07   578.75   752.75
2015 02 27 08   510.63   865.88
2015 02 27 09   662.70   909.20
2015 02 27 10   692.35   953.35
2015 02 27 11   619.87  1011.37
2015 02 27 12   726.45  1023.70
2015 02 27 13   721.37  1018.62
2015 02 27 14   676.55  1031.80
2015 02 27 15   826.48   985.98
2015 02 27 16   807.68   887.43
2015 02 27 17   871.17   711.67
2015 02 27 18   867.29   454.04
2015 02 27 19   879.63   241.63
2015 02 27 20   829.32    82.57
2015 02 27 21   715.45    62.95
2015 02 27 22   882.11   273.11
2015 02 27 23   830.90   526.40
2015 02 28 00   853.22   766.22
2015 02 28 01   965.19   950.69
2015 02 28 02   860.61   998.36
2015 02 28 03   807.82  1003.57
2015 02 28 04   847.53  1021.53
2015 02 28 05   822.22  1032.47
2015 02 28 06   808.73  1033.48
2015 02 28 07   865.95  1032.70
2015 02 28 08   808.76  1033.51
2015 02 28 09   802.18  1034.18
2015 02 28 10   845.86  1034.36
2015 02 28 11   824.80  1035.05
2015 02 28 12   813.21   994.46
2015 02 28 13   846.14   940.39
2015 02 28 14   870.04   826.54
2015 02 28 15   791.60   704.60
2015 02 28 16   960.14   619.39
2015 02 28 17   837.02   489.02
2015 02 28 18   781.67   346.67
2015 02 28 19   913.46   210.21
2015 02 28 20   702.89    79.39
2015 02 28 21   798.33   138.58
2015 02 28 22   782.65   333.15
2015 02 28 23   715.01   562.76
2015 03 01 00   796.93   825.93
2015 03 01 01   746.45   956.70
2015 03 01 02   754.42  1022.67
2015 03 01 03   692.19  1047.44
2015 03 01 04   699.47  1047.47
2015 03 01 05   685.39  1047.89
2015 03 01 06   679.92  1049.67
2015 03 01 07   770.24  1060.24
2015 03 01 08   755.69  1060.19
2015 03 01 09   806.80  1060.55
2015 03 01 10   726.97  1060.47
2015 03 01 11   719.86  1060.61
2015 03 01 12   654.49  1060.49
2015 03 01 13   610.67  1060.17
2015 03 01 14   776.86  1059.61
2015 03 01 15   707.09  1033.34
2015 03 01 16   740.68  1008.93
2015 03 01 17   816.15   917.65
2015 03 01 18   655.73   735.48
2015 03 01 19   712.94   560.69
2015 03 01 20   776.29   384.79
2015 03 01 21   655.69   372.94
2015 03 01 22   650.14   512.39
2015 03 01 23   741.78   691.03
2015 03 02 00   632.83   872.08
2015 03 02 01   665.95   955.95
2015 03 02 02   799.10   980.35
2015 03 02 03   638.25   985.37
2015 03 02 04   753.15   984.28
2015 03 02 05   740.77   985.03
2015 03 02 06   710.47   983.15
2015 03 02 07   786.36   979.48
2015 03 02 08   693.36   979.47
2015 03 02 09   728.62   978.97
2015 03 02 10   693.31   979.42
2015 03 02 11   657.76   979.64
2015 03 02 12   708.04   979.84
2015 03 02 13   700.33   979.28
2015 03 02 14   720.45   977.95
2015 03 02 15   779.88   951.55
2015 03 02 16   746.37   896.58
2015 03 02 17   739.51   725.20
2015 03 02 18   752.98   495.48
2015 03 02 19   692.49   277.63
2015 03 02 20   752.96    87.75
2015 03 02 21   729.45    13.68
2015 03 02 22   703.79     0.00
2015 03 02 23   713.80    36.86
2015 03 03 00   724.58   247.53
2015 03 03 01   753.13   492.13
2015 03 03 02   715.89   737.64
2015 03 03 03   736.38   939.38
2015 03 03 04   686.81   947.81
2015 03 03 05   683.94   930.44
2015 03 03 06   734.45   901.20
2015 03 03 07   720.41   886.77
2015 03 03 08   682.16   912.51
2015 03 03 09   693.19   929.91
2015 03 03 10   708.05   958.68
2015 03 03 11   689.85   975.96
2015 03 03 12   722.70   973.05
2015 03 03 13   740.99   969.88
2015 03 03 14   704.00   954.35
2015 03 03 15   780.98   852.51
2015 03 03 16   732.62   711.16
2015 03 03 17   681.45   481.17
2015 03 03 18   752.66   251.67
2015 03 03 19   701.31   112.06
2015 03 03 20   738.95    11.47
2015 03 03 21   780.08     0.00
2015 03 03 22   725.00     0.00
2015 03 03 23   746.75     0.00
2015 03 04 00   732.25     0.00
2015 03 04 01   718.44    80.44
2015 03 04 02   679.62   201.12
2015 03 04 03   662.56   445.06
2015 03 04 04   710.74   688.99
2015 03 04 05   697.52   828.02
2015 03 04 06   705.10   857.35
2015 03 04 07   744.62   715.62
2015 03 04 08   688.20   535.95
2015 03 04 09   691.86   380.11
2015 03 04 10   708.49   374.99
2015 03 04 11   605.42   445.92
2015 03 04 12   640.45   625.95
