#AAA MM DD HH    Qaflu   Qdeflu
2015 02 25 12  1345.00  1498.00
2015 02 25 13  1490.00  1490.00
2015 02 25 14  1492.00  1492.00
2015 02 25 15  1494.00  1494.00
2015 02 25 16  1498.00  1498.00
2015 02 25 17  1492.00  1492.00
2015 02 25 18  1493.00  1493.00
2015 02 25 19  1488.00  1488.00
2015 02 25 20  1487.00  1487.00
2015 02 25 21  1489.00  1489.00
2015 02 25 22  1408.00  1408.00
2015 02 25 23  1453.00  1300.00
2015 02 26 00  1438.00  1285.00
2015 02 26 01  1458.00  1304.00
2015 02 26 02  1415.00  1415.00
2015 02 26 03  1367.00  1367.00
2015 02 26 04  1394.00  1394.00
2015 02 26 05  1427.00  1427.00
2015 02 26 06  1467.00  1467.00
2015 02 26 07  1340.00  1493.00
2015 02 26 08  1487.00  1487.00
2015 02 26 09  1326.00  1480.00
2015 02 26 10  1327.00  1480.00
2015 02 26 11  1490.00  1490.00
2015 02 26 12  1486.00  1486.00
2015 02 26 13  1330.00  1483.00
2015 02 26 14  1480.00  1480.00
2015 02 26 15  1481.00  1481.00
2015 02 26 16  1555.00  1555.00
2015 02 26 17  1386.00  1539.00
2015 02 26 18  1485.00  1485.00
2015 02 26 19  1486.00  1486.00
2015 02 26 20  1331.00  1485.00
2015 02 26 21  1486.00  1486.00
2015 02 26 22  1484.00  1484.00
2015 02 26 23  1485.00  1485.00
2015 02 27 00  1487.00  1487.00
2015 02 27 01  1482.00  1482.00
2015 02 27 02  1333.00  1486.00
2015 02 27 03  1492.00  1492.00
2015 02 27 04  1489.00  1489.00
2015 02 27 05  1490.00  1490.00
2015 02 27 06  1488.00  1488.00
2015 02 27 07  1474.00  1474.00
2015 02 27 08  1339.00  1492.00
2015 02 27 09  1481.00  1481.00
2015 02 27 10  1325.00  1478.00
2015 02 27 11  1490.00  1490.00
2015 02 27 12  1339.00  1492.00
2015 02 27 13  1343.00  1496.00
2015 02 27 14  1341.00  1494.00
2015 02 27 15  1489.00  1489.00
2015 02 27 16  1482.00  1482.00
2015 02 27 17  1335.00  1488.00
2015 02 27 18  1495.00  1495.00
2015 02 27 19  1495.00  1495.00
2015 02 27 20  1329.00  1482.00
2015 02 27 21  1489.00  1489.00
2015 02 27 22  1470.00  1470.00
2015 02 27 23  1327.00  1480.00
2015 02 28 00  1491.00  1491.00
2015 02 28 01  1493.00  1493.00
2015 02 28 02  1342.00  1495.00
2015 02 28 03  1492.00  1492.00
2015 02 28 04  1479.00  1479.00
2015 02 28 05  1493.00  1493.00
2015 02 28 06  1490.00  1490.00
2015 02 28 07  1496.00  1496.00
2015 02 28 08  1496.00  1496.00
2015 02 28 09  1336.00  1489.00
2015 02 28 10  1340.00  1493.00
2015 02 28 11  1344.00  1497.00
2015 02 28 12  1494.00  1494.00
2015 02 28 13  1345.00  1497.00
2015 02 28 14  1394.00  1699.00
2015 02 28 15  1340.00  1797.00
2015 02 28 16  1501.00  1805.00
2015 02 28 17  1498.00  1803.00
2015 02 28 18  1351.00  1808.00
2015 02 28 19  1503.00  1807.00
2015 02 28 20  1349.00  1805.00
2015 02 28 21  1349.00  1805.00
2015 02 28 22  1544.00  1696.00
2015 02 28 23  1497.00  1497.00
2015 03 01 00  1413.00  1413.00
2015 03 01 01  1365.00  1517.00
2015 03 01 02  1396.00  1699.00
2015 03 01 03  1368.00  1671.00
2015 03 01 04  1456.00  1759.00
2015 03 01 05  1474.00  1777.00
2015 03 01 06  1640.00  1792.00
2015 03 01 07  1489.00  1791.00
2015 03 01 08  1642.00  1793.00
2015 03 01 09  1656.00  1808.00
2015 03 01 10  1819.00  1819.00
2015 03 01 11  1817.00  1817.00
2015 03 01 12  1669.00  1821.00
2015 03 01 13  1818.00  1818.00
2015 03 01 14  1815.00  1815.00
2015 03 01 15  1964.00  1813.00
2015 03 01 16  1813.00  1813.00
2015 03 01 17  1971.00  1819.00
2015 03 01 18  1818.00  1818.00
2015 03 01 19  1970.00  1819.00
2015 03 01 20  1819.00  1819.00
2015 03 01 21  1817.00  1817.00
2015 03 01 22  1898.00  1746.00
2015 03 01 23  1869.00  1566.00
2015 03 02 00  1694.00  1542.00
2015 03 02 01  1877.00  1574.00
2015 03 02 02  1696.00  1544.00
2015 03 02 03  1702.00  1551.00
2015 03 02 04  1715.00  1563.00
2015 03 02 05  1730.00  1730.00
2015 03 02 06  1840.00  1689.00
2015 03 02 07  1841.00  1689.00
2015 03 02 08  1835.00  1683.00
2015 03 02 09  1835.00  1684.00
2015 03 02 10  1813.00  1509.00
2015 03 02 11  1769.00  1313.00
2015 03 02 12  1766.00  1310.00
2015 03 02 13  1764.00  1308.00
2015 03 02 14  1767.00  1310.00
2015 03 02 15  1467.00  1315.00
2015 03 02 16  1464.00  1312.00
2015 03 02 17  1459.00  1307.00
2015 03 02 18  1308.00  1308.00
2015 03 02 19  1312.00  1312.00
2015 03 02 20  1161.00  1314.00
2015 03 02 21  1315.00  1315.00
2015 03 02 22  1307.00  1307.00
2015 03 02 23  1252.00   795.00
2015 03 03 00  1362.00   446.00
2015 03 03 01  1364.00   447.00
2015 03 03 02  1213.00   447.00
2015 03 03 03  1216.00   449.00
2015 03 03 04  1220.00   299.00
2015 03 03 05   937.00    15.00
2015 03 03 06   769.00     0.00
2015 03 03 07   770.00     0.00
2015 03 03 08   925.00     0.00
2015 03 03 09   962.00   654.00
2015 03 03 10   882.00   728.00
2015 03 03 11   884.00   884.00
2015 03 03 12   894.00   894.00
2015 03 03 13   846.00  1001.00
2015 03 03 14   969.00  1586.00
2015 03 03 15   968.00  1430.00
2015 03 03 16  1126.00  1588.00
2015 03 03 17  1091.00  1553.00
2015 03 03 18  1085.00  1546.00
2015 03 03 19  1149.00  1456.00
2015 03 03 20  1097.00  1251.00
2015 03 03 21  1001.00  1155.00
2015 03 03 22  1183.00  1030.00
2015 03 03 23  1223.00   454.00
2015 03 04 00   893.00   123.00
2015 03 04 01   462.00     0.00
2015 03 04 02   309.00     0.00
2015 03 04 03   309.00     0.00
2015 03 04 04   309.00     0.00
2015 03 04 05   211.00   366.00
2015 03 04 06   290.00  1369.00
2015 03 04 07  1023.00  1640.00
2015 03 04 08  1151.00  1613.00
2015 03 04 09  1124.00  1585.00
2015 03 04 10  1035.00  1497.00
2015 03 04 11  1112.00  1573.00
2015 03 04 12  1324.00  1631.00
2015 03 04 13  1112.00  1572.00
2015 03 04 14  1158.00  1618.00
2015 03 04 15  1128.00  1435.00
2015 03 04 16  1170.00  1629.00
2015 03 04 17  1214.00  1673.00
2015 03 04 18  1558.00  1711.00
2015 03 04 19  1719.00  1566.00
2015 03 04 20  1750.00  1597.00
2015 03 04 21  1776.00  1469.00
2015 03 04 22  1810.00  1350.00
2015 03 04 23  1798.00   878.00
2015 03 05 00  1780.00   551.00
2015 03 05 01  1779.00   548.00
2015 03 05 02  1702.00   777.00
2015 03 05 03  1727.00  1573.00
