datahora,chuva_mm,etp_mm,q_m3s
2019-08-07 18:00:00+00:00,0.000,1.409,124.362
2019-08-08 00:00:00+00:00,0.000,0.103,124.038
2019-08-08 06:00:00+00:00,0.000,0.038,123.832
2019-08-08 12:00:00+00:00,0.029,1.035,123.342
2019-08-08 18:00:00+00:00,0.000,1.741,122.872
2019-08-09 00:00:00+00:00,0.000,0.092,122.162
2019-08-09 06:00:00+00:00,0.005,0.056,121.515
2019-08-09 12:00:00+00:00,0.005,0.880,120.830
2019-08-09 18:00:00+00:00,0.029,1.670,119.998
2019-08-10 00:00:00+00:00,0.000,0.087,119.185
2019-08-10 06:00:00+00:00,0.000,0.033,118.953
2019-08-10 12:00:00+00:00,0.005,0.957,118.387
2019-08-10 18:00:00+00:00,0.000,1.670,117.652
2019-08-11 00:00:00+00:00,0.000,0.074,117.280
2019-08-11 06:00:00+00:00,0.195,0.032,116.860
2019-08-11 12:00:00+00:00,0.005,1.052,116.458
2019-08-11 18:00:00+00:00,0.000,2.190,116.300
2019-08-12 00:00:00+00:00,0.000,0.113,116.225
2019-08-12 06:00:00+00:00,0.000,0.041,115.637
2019-08-12 12:00:00+00:00,0.000,1.141,115.090
2019-08-12 18:00:00+00:00,0.000,1.963,114.467
2019-08-13 00:00:00+00:00,0.000,0.103,113.712
2019-08-13 06:00:00+00:00,0.000,0.045,113.863
2019-08-13 12:00:00+00:00,0.629,0.980,113.495
2019-08-13 18:00:00+00:00,0.000,1.781,113.042
2019-08-14 00:00:00+00:00,0.000,0.101,112.673
2019-08-14 06:00:00+00:00,0.000,0.050,112.022
2019-08-14 12:00:00+00:00,0.000,0.896,111.330
2019-08-14 18:00:00+00:00,0.000,1.751,111.027
2019-08-15 00:00:00+00:00,0.000,0.119,110.240
2019-08-15 06:00:00+00:00,0.000,0.054,109.107
2019-08-15 12:00:00+00:00,0.000,0.907,108.958
2019-08-15 18:00:00+00:00,0.000,1.436,108.833
2019-08-16 00:00:00+00:00,0.000,0.077,107.927
2019-08-16 06:00:00+00:00,0.000,0.032,106.972
2019-08-16 12:00:00+00:00,0.000,0.880,106.218
2019-08-16 18:00:00+00:00,0.000,1.618,105.868
2019-08-17 00:00:00+00:00,0.000,0.096,105.425
2019-08-17 06:00:00+00:00,0.000,0.033,104.972
2019-08-17 12:00:00+00:00,0.029,0.872,104.745
2019-08-17 18:00:00+00:00,0.000,1.492,104.225
2019-08-18 00:00:00+00:00,0.000,0.072,104.145
2019-08-18 06:00:00+00:00,0.000,0.035,104.225
2019-08-18 12:00:00+00:00,0.000,0.900,103.903
2019-08-18 18:00:00+00:00,0.748,1.788,103.732
2019-08-19 00:00:00+00:00,0.062,0.097,103.478
2019-08-19 06:00:00+00:00,5.210,0.042,103.527
2019-08-19 12:00:00+00:00,7.929,1.335,106.635
2019-08-19 18:00:00+00:00,0.176,2.237,107.238
2019-08-20 00:00:00+00:00,0.481,0.101,108.018
2019-08-20 06:00:00+00:00,0.200,0.041,109.098
2019-08-20 12:00:00+00:00,0.162,1.150,110.242
2019-08-20 18:00:00+00:00,0.000,1.971,111.710
2019-08-21 00:00:00+00:00,0.000,0.113,113.192
2019-08-21 06:00:00+00:00,0.014,0.048,114.850
2019-08-21 12:00:00+00:00,0.057,1.152,116.498
2019-08-21 18:00:00+00:00,0.000,1.922,118.375
2019-08-22 00:00:00+00:00,0.000,0.106,120.203
2019-08-22 06:00:00+00:00,0.000,0.038,122.415
2019-08-22 12:00:00+00:00,0.019,1.083,125.195
2019-08-22 18:00:00+00:00,0.000,1.848,127.813
2019-08-23 00:00:00+00:00,0.000,0.100,131.078
2019-08-23 06:00:00+00:00,2.338,0.050,134.823
2019-08-23 12:00:00+00:00,0.076,1.325,138.650
2019-08-23 18:00:00+00:00,0.000,2.281,141.545
2019-08-24 00:00:00+00:00,0.000,0.138,144.122
2019-08-24 06:00:00+00:00,0.000,0.068,145.663
2019-08-24 12:00:00+00:00,0.000,1.253,146.270
2019-08-24 18:00:00+00:00,0.000,2.148,146.350
2019-08-25 00:00:00+00:00,0.000,0.128,145.200
2019-08-25 06:00:00+00:00,0.000,0.046,143.638
2019-08-25 12:00:00+00:00,0.000,1.385,141.505
2019-08-25 18:00:00+00:00,0.000,2.366,139.883
2019-08-26 00:00:00+00:00,0.000,0.129,138.080
2019-08-26 06:00:00+00:00,0.000,0.072,136.027
2019-08-26 12:00:00+00:00,0.000,1.007,134.013
2019-08-26 18:00:00+00:00,0.000,1.413,132.458
2019-08-27 00:00:00+00:00,0.000,0.086,130.843
2019-08-27 06:00:00+00:00,0.029,0.047,129.200
2019-08-27 12:00:00+00:00,0.057,0.876,127.723
2019-08-27 18:00:00+00:00,0.000,1.476,126.543
2019-08-28 00:00:00+00:00,0.000,0.090,125.105
2019-08-28 06:00:00+00:00,0.000,0.042,123.732
2019-08-28 12:00:00+00:00,0.000,1.161,122.492
2019-08-28 18:00:00+00:00,0.000,2.043,120.888
2019-08-29 00:00:00+00:00,0.000,0.125,119.362
2019-08-29 06:00:00+00:00,0.000,0.062,117.643
2019-08-29 12:00:00+00:00,0.038,1.167,115.997
2019-08-29 18:00:00+00:00,0.000,2.004,114.465
2019-08-30 00:00:00+00:00,0.000,0.161,112.845
2019-08-30 06:00:00+00:00,0.000,0.110,111.043
