fid,id,x,y
"2827","2826",-50.9610000000001,-25.7818
"2963","2962",-51.0010000000001,-25.8218
"2964","2963",-50.9610000000001,-25.8218
"3100","3099",-51.0010000000001,-25.8618
"3101","3100",-50.9610000000001,-25.8618
"3237","3236",-51.0010000000001,-25.9018
"3238","3237",-50.9610000000001,-25.9018
"3240","3239",-50.8810000000001,-25.9018
"3243","3242",-50.7610000000001,-25.9018
"3244","3243",-50.7210000000001,-25.9018
"3376","3375",-50.9210000000001,-25.9418
"3377","3376",-50.8810000000001,-25.9418
"3378","3377",-50.8410000000001,-25.9418
"3379","3378",-50.8010000000001,-25.9418
"3380","3379",-50.7610000000001,-25.9418
"3381","3380",-50.7210000000001,-25.9418
"3382","3381",-50.6810000000001,-25.9418
"3383","3382",-50.6410000000001,-25.9418
"3513","3512",-50.9210000000001,-25.9818
"3514","3513",-50.8810000000001,-25.9818
"3515","3514",-50.8410000000001,-25.9818
"3516","3515",-50.8010000000001,-25.9818
"3517","3516",-50.7610000000001,-25.9818
"3518","3517",-50.7210000000001,-25.9818
"3519","3518",-50.6810000000001,-25.9818
"3520","3519",-50.6410000000001,-25.9818
"3651","3650",-50.8810000000001,-26.0218
"3652","3651",-50.8410000000001,-26.0218
"3653","3652",-50.8010000000001,-26.0218
"3654","3653",-50.7610000000001,-26.0218
"3655","3654",-50.7210000000001,-26.0218
"3656","3655",-50.6810000000001,-26.0218
"3657","3656",-50.6410000000001,-26.0218
"3658","3657",-50.6010000000001,-26.0218
"3788","3787",-50.8810000000001,-26.0618
"3789","3788",-50.8410000000001,-26.0618
"3790","3789",-50.8010000000001,-26.0618
"3791","3790",-50.7610000000001,-26.0618
"3792","3791",-50.7210000000001,-26.0618
"3793","3792",-50.6810000000001,-26.0618
"3794","3793",-50.6410000000001,-26.0618
"3795","3794",-50.6010000000001,-26.0618
"3796","3795",-50.5610000000001,-26.0618
"3925","3924",-50.8810000000001,-26.1018
"3926","3925",-50.8410000000001,-26.1018
"3927","3926",-50.8010000000001,-26.1018
"3928","3927",-50.7610000000001,-26.1018
"3929","3928",-50.7210000000001,-26.1018
"3930","3929",-50.6810000000001,-26.1018
"3931","3930",-50.6410000000001,-26.1018
"3932","3931",-50.6010000000001,-26.1018
"3933","3932",-50.5610000000001,-26.1018
"3934","3933",-50.5210000000001,-26.1018
"4060","4059",-50.9610000000001,-26.1418
"4061","4060",-50.9210000000001,-26.1418
"4062","4061",-50.8810000000001,-26.1418
"4063","4062",-50.8410000000001,-26.1418
"4064","4063",-50.8010000000001,-26.1418
"4065","4064",-50.7610000000001,-26.1418
"4066","4065",-50.7210000000001,-26.1418
"4067","4066",-50.6810000000001,-26.1418
"4068","4067",-50.6410000000001,-26.1418
"4069","4068",-50.6010000000001,-26.1418
"4070","4069",-50.5610000000001,-26.1418
"4071","4070",-50.5210000000001,-26.1418
"4197","4196",-50.9610000000001,-26.1818
"4198","4197",-50.9210000000001,-26.1818
"4199","4198",-50.8810000000001,-26.1818
"4200","4199",-50.8410000000001,-26.1818
"4201","4200",-50.8010000000001,-26.1818
"4202","4201",-50.7610000000001,-26.1818
"4203","4202",-50.7210000000001,-26.1818
"4204","4203",-50.6810000000001,-26.1818
"4205","4204",-50.6410000000001,-26.1818
"4206","4205",-50.6010000000001,-26.1818
"4207","4206",-50.5610000000001,-26.1818
"4208","4207",-50.5210000000001,-26.1818
"4209","4208",-50.4810000000001,-26.1818
"4331","4330",-51.0810000000001,-26.2218
"4333","4332",-51.0010000000001,-26.2218
"4334","4333",-50.9610000000001,-26.2218
"4335","4334",-50.9210000000001,-26.2218
"4336","4335",-50.8810000000001,-26.2218
"4337","4336",-50.8410000000001,-26.2218
"4338","4337",-50.8010000000001,-26.2218
"4339","4338",-50.7610000000001,-26.2218
"4340","4339",-50.7210000000001,-26.2218
"4341","4340",-50.6810000000001,-26.2218
"4342","4341",-50.6410000000001,-26.2218
"4343","4342",-50.6010000000001,-26.2218
"4344","4343",-50.5610000000001,-26.2218
"4345","4344",-50.5210000000001,-26.2218
"4346","4345",-50.4810000000001,-26.2218
"4347","4346",-50.4410000000001,-26.2218
"4469","4468",-51.0410000000001,-26.2618
"4470","4469",-51.0010000000001,-26.2618
"4471","4470",-50.9610000000001,-26.2618
"4472","4471",-50.9210000000001,-26.2618
"4473","4472",-50.8810000000001,-26.2618
"4474","4473",-50.8410000000001,-26.2618
"4475","4474",-50.8010000000001,-26.2618
"4476","4475",-50.7610000000001,-26.2618
"4477","4476",-50.7210000000001,-26.2618
"4478","4477",-50.6810000000001,-26.2618
"4479","4478",-50.6410000000001,-26.2618
"4480","4479",-50.6010000000001,-26.2618
"4481","4480",-50.5610000000001,-26.2618
"4482","4481",-50.5210000000001,-26.2618
"4483","4482",-50.4810000000001,-26.2618
