fid,id,x,y
"442","441",-53.201,-25.1018
"443","442",-53.161,-25.1018
"445","444",-53.081,-25.1018
"446","445",-53.041,-25.1018
"578","577",-53.241,-25.1418
"579","578",-53.201,-25.1418
"580","579",-53.161,-25.1418
"581","580",-53.121,-25.1418
"582","581",-53.081,-25.1418
"583","582",-53.041,-25.1418
"610","609",-51.9610000000001,-25.1418
"715","714",-53.241,-25.1818
"716","715",-53.201,-25.1818
"717","716",-53.161,-25.1818
"718","717",-53.121,-25.1818
"719","718",-53.081,-25.1818
"745","744",-52.0410000000001,-25.1818
"746","745",-52.0010000000001,-25.1818
"747","746",-51.9610000000001,-25.1818
"748","747",-51.9210000000001,-25.1818
"749","748",-51.8810000000001,-25.1818
"750","749",-51.8410000000001,-25.1818
"751","750",-51.8010000000001,-25.1818
"752","751",-51.7610000000001,-25.1818
"851","850",-53.281,-25.2218
"852","851",-53.241,-25.2218
"853","852",-53.201,-25.2218
"854","853",-53.161,-25.2218
"855","854",-53.121,-25.2218
"856","855",-53.081,-25.2218
"880","879",-52.1210000000001,-25.2218
"881","880",-52.0810000000001,-25.2218
"882","881",-52.0410000000001,-25.2218
"883","882",-52.0010000000001,-25.2218
"884","883",-51.9610000000001,-25.2218
"885","884",-51.9210000000001,-25.2218
"886","885",-51.8810000000001,-25.2218
"887","886",-51.8410000000001,-25.2218
"888","887",-51.8010000000001,-25.2218
"889","888",-51.7610000000001,-25.2218
"987","986",-53.321,-25.2618
"988","987",-53.281,-25.2618
"989","988",-53.241,-25.2618
"990","989",-53.201,-25.2618
"991","990",-53.161,-25.2618
"992","991",-53.121,-25.2618
"1003","1002",-52.681,-25.2618
"1004","1003",-52.641,-25.2618
"1005","1004",-52.601,-25.2618
"1006","1005",-52.561,-25.2618
"1007","1006",-52.521,-25.2618
"1008","1007",-52.481,-25.2618
"1013","1012",-52.281,-25.2618
"1014","1013",-52.241,-25.2618
"1015","1014",-52.2010000000001,-25.2618
"1016","1015",-52.1610000000001,-25.2618
"1017","1016",-52.1210000000001,-25.2618
"1018","1017",-52.0810000000001,-25.2618
"1019","1018",-52.0410000000001,-25.2618
"1020","1019",-52.0010000000001,-25.2618
"1021","1020",-51.9610000000001,-25.2618
"1022","1021",-51.9210000000001,-25.2618
"1023","1022",-51.8810000000001,-25.2618
"1024","1023",-51.8410000000001,-25.2618
"1025","1024",-51.8010000000001,-25.2618
"1026","1025",-51.7610000000001,-25.2618
"1124","1123",-53.321,-25.3018
"1125","1124",-53.281,-25.3018
"1126","1125",-53.241,-25.3018
"1127","1126",-53.201,-25.3018
"1128","1127",-53.161,-25.3018
"1138","1137",-52.761,-25.3018
"1139","1138",-52.721,-25.3018
"1140","1139",-52.681,-25.3018
"1141","1140",-52.641,-25.3018
"1142","1141",-52.601,-25.3018
"1143","1142",-52.561,-25.3018
"1144","1143",-52.521,-25.3018
"1145","1144",-52.481,-25.3018
"1146","1145",-52.441,-25.3018
"1148","1147",-52.361,-25.3018
"1149","1148",-52.321,-25.3018
"1150","1149",-52.281,-25.3018
"1151","1150",-52.241,-25.3018
"1152","1151",-52.2010000000001,-25.3018
"1153","1152",-52.1610000000001,-25.3018
"1154","1153",-52.1210000000001,-25.3018
"1155","1154",-52.0810000000001,-25.3018
"1156","1155",-52.0410000000001,-25.3018
"1157","1156",-52.0010000000001,-25.3018
"1158","1157",-51.9610000000001,-25.3018
"1159","1158",-51.9210000000001,-25.3018
"1160","1159",-51.8810000000001,-25.3018
"1161","1160",-51.8410000000001,-25.3018
"1162","1161",-51.8010000000001,-25.3018
"1259","1258",-53.401,-25.3418
"1260","1259",-53.361,-25.3418
"1261","1260",-53.321,-25.3418
"1262","1261",-53.281,-25.3418
"1263","1262",-53.241,-25.3418
"1264","1263",-53.201,-25.3418
"1265","1264",-53.161,-25.3418
"1266","1265",-53.121,-25.3418
"1273","1272",-52.841,-25.3418
"1274","1273",-52.801,-25.3418
"1275","1274",-52.761,-25.3418
"1276","1275",-52.721,-25.3418
"1277","1276",-52.681,-25.3418
"1278","1277",-52.641,-25.3418
"1279","1278",-52.601,-25.3418
"1280","1279",-52.561,-25.3418
"1281","1280",-52.521,-25.3418
"1282","1281",-52.481,-25.3418
"1283","1282",-52.441,-25.3418
"1284","1283",-52.401,-25.3418
"1285","1284",-52.361,-25.3418
"1286","1285",-52.321,-25.3418
"1287","1286",-52.281,-25.3418
"1288","1287",-52.241,-25.3418
"1289","1288",-52.2010000000001,-25.3418
"1290","1289",-52.1610000000001,-25.3418
"1291","1290",-52.1210000000001,-25.3418
"1292","1291",-52.0810000000001,-25.3418
"1293","1292",-52.0410000000001,-25.3418
"1294","1293",-52.0010000000001,-25.3418
"1295","1294",-51.9610000000001,-25.3418
"1296","1295",-51.9210000000001,-25.3418
"1297","1296",-51.8810000000001,-25.3418
"1298","1297",-51.8410000000001,-25.3418
"1396","1395",-53.401,-25.3818
"1397","1396",-53.361,-25.3818
"1398","1397",-53.321,-25.3818
"1399","1398",-53.281,-25.3818
"1400","1399",-53.241,-25.3818
"1401","1400",-53.201,-25.3818
"1402","1401",-53.161,-25.3818
"1403","1402",-53.121,-25.3818
"1409","1408",-52.881,-25.3818
