fid,id,x,y
"1735","1734",-50.8010000000001,-25.4618
"1736","1735",-50.7610000000001,-25.4618
"1737","1736",-50.7210000000001,-25.4618
"1871","1870",-50.8410000000001,-25.5018
"1872","1871",-50.8010000000001,-25.5018
"1873","1872",-50.7610000000001,-25.5018
"1874","1873",-50.7210000000001,-25.5018
"2006","2005",-50.9210000000001,-25.5418
"2007","2006",-50.8810000000001,-25.5418
"2008","2007",-50.8410000000001,-25.5418
"2009","2008",-50.8010000000001,-25.5418
"2010","2009",-50.7610000000001,-25.5418
"2011","2010",-50.7210000000001,-25.5418
"2012","2011",-50.6810000000001,-25.5418
"2013","2012",-50.6410000000001,-25.5418
"2142","2141",-50.9610000000001,-25.5818
"2143","2142",-50.9210000000001,-25.5818
"2144","2143",-50.8810000000001,-25.5818
"2145","2144",-50.8410000000001,-25.5818
"2146","2145",-50.8010000000001,-25.5818
"2147","2146",-50.7610000000001,-25.5818
"2148","2147",-50.7210000000001,-25.5818
"2149","2148",-50.6810000000001,-25.5818
"2150","2149",-50.6410000000001,-25.5818
"2151","2150",-50.6010000000001,-25.5818
"2152","2151",-50.5610000000001,-25.5818
"2279","2278",-50.9610000000001,-25.6218
"2280","2279",-50.9210000000001,-25.6218
"2281","2280",-50.8810000000001,-25.6218
"2282","2281",-50.8410000000001,-25.6218
"2283","2282",-50.8010000000001,-25.6218
"2284","2283",-50.7610000000001,-25.6218
"2285","2284",-50.7210000000001,-25.6218
"2286","2285",-50.6810000000001,-25.6218
"2287","2286",-50.6410000000001,-25.6218
"2288","2287",-50.6010000000001,-25.6218
"2289","2288",-50.5610000000001,-25.6218
"2416","2415",-50.9610000000001,-25.6618
"2417","2416",-50.9210000000001,-25.6618
"2418","2417",-50.8810000000001,-25.6618
"2419","2418",-50.8410000000001,-25.6618
"2420","2419",-50.8010000000001,-25.6618
"2421","2420",-50.7610000000001,-25.6618
"2422","2421",-50.7210000000001,-25.6618
"2423","2422",-50.6810000000001,-25.6618
"2424","2423",-50.6410000000001,-25.6618
"2425","2424",-50.6010000000001,-25.6618
"2426","2425",-50.5610000000001,-25.6618
"2427","2426",-50.5210000000001,-25.6618
"2428","2427",-50.4810000000001,-25.6618
"2429","2428",-50.4410000000001,-25.6618
"2554","2553",-50.9210000000001,-25.7018
"2555","2554",-50.8810000000001,-25.7018
"2556","2555",-50.8410000000001,-25.7018
"2557","2556",-50.8010000000001,-25.7018
"2558","2557",-50.7610000000001,-25.7018
"2559","2558",-50.7210000000001,-25.7018
"2560","2559",-50.6810000000001,-25.7018
"2561","2560",-50.6410000000001,-25.7018
"2562","2561",-50.6010000000001,-25.7018
"2563","2562",-50.5610000000001,-25.7018
"2564","2563",-50.5210000000001,-25.7018
"2565","2564",-50.4810000000001,-25.7018
"2566","2565",-50.4410000000001,-25.7018
"2691","2690",-50.9210000000001,-25.7418
"2692","2691",-50.8810000000001,-25.7418
"2693","2692",-50.8410000000001,-25.7418
"2694","2693",-50.8010000000001,-25.7418
"2695","2694",-50.7610000000001,-25.7418
"2696","2695",-50.7210000000001,-25.7418
"2697","2696",-50.6810000000001,-25.7418
"2698","2697",-50.6410000000001,-25.7418
"2699","2698",-50.6010000000001,-25.7418
"2700","2699",-50.5610000000001,-25.7418
"2701","2700",-50.5210000000001,-25.7418
"2702","2701",-50.4810000000001,-25.7418
"2703","2702",-50.4410000000001,-25.7418
"2704","2703",-50.4010000000001,-25.7418
"2828","2827",-50.9210000000001,-25.7818
"2829","2828",-50.8810000000001,-25.7818
"2830","2829",-50.8410000000001,-25.7818
"2831","2830",-50.8010000000001,-25.7818
"2832","2831",-50.7610000000001,-25.7818
"2833","2832",-50.7210000000001,-25.7818
"2834","2833",-50.6810000000001,-25.7818
"2835","2834",-50.6410000000001,-25.7818
"2836","2835",-50.6010000000001,-25.7818
"2837","2836",-50.5610000000001,-25.7818
"2838","2837",-50.5210000000001,-25.7818
"2839","2838",-50.4810000000001,-25.7818
"2840","2839",-50.4410000000001,-25.7818
"2965","2964",-50.9210000000001,-25.8218
"2966","2965",-50.8810000000001,-25.8218
"2967","2966",-50.8410000000001,-25.8218
"2968","2967",-50.8010000000001,-25.8218
"2969","2968",-50.7610000000001,-25.8218
"2970","2969",-50.7210000000001,-25.8218
"2971","2970",-50.6810000000001,-25.8218
"2972","2971",-50.6410000000001,-25.8218
"2973","2972",-50.6010000000001,-25.8218
"2974","2973",-50.5610000000001,-25.8218
"2975","2974",-50.5210000000001,-25.8218
"2976","2975",-50.4810000000001,-25.8218
"2977","2976",-50.4410000000001,-25.8218
"3102","3101",-50.9210000000001,-25.8618
"3103","3102",-50.8810000000001,-25.8618
"3104","3103",-50.8410000000001,-25.8618
"3105","3104",-50.8010000000001,-25.8618
"3106","3105",-50.7610000000001,-25.8618
"3107","3106",-50.7210000000001,-25.8618
"3108","3107",-50.6810000000001,-25.8618
"3109","3108",-50.6410000000001,-25.8618
"3110","3109",-50.6010000000001,-25.8618
"3111","3110",-50.5610000000001,-25.8618
"3112","3111",-50.5210000000001,-25.8618
"3113","3112",-50.4810000000001,-25.8618
"3239","3238",-50.9210000000001,-25.9018
"3241","3240",-50.8410000000001,-25.9018
"3242","3241",-50.8010000000001,-25.9018
"3245","3244",-50.6810000000001,-25.9018
"3246","3245",-50.6410000000001,-25.9018
"3247","3246",-50.6010000000001,-25.9018
"3248","3247",-50.5610000000001,-25.9018
"3249","3248",-50.5210000000001,-25.9018
