fid,id,x,y
"3114","3113",-50.4410000000001,-25.8618
"3115","3114",-50.4010000000001,-25.8618
"3250","3249",-50.4810000000001,-25.9018
"3251","3250",-50.4410000000001,-25.9018
"3252","3251",-50.4010000000001,-25.9018
"3253","3252",-50.3610000000001,-25.9018
"3384","3383",-50.6010000000001,-25.9418
"3385","3384",-50.5610000000001,-25.9418
"3386","3385",-50.5210000000001,-25.9418
"3387","3386",-50.4810000000001,-25.9418
"3388","3387",-50.4410000000001,-25.9418
"3389","3388",-50.4010000000001,-25.9418
"3390","3389",-50.3610000000001,-25.9418
"3391","3390",-50.3210000000001,-25.9418
"3521","3520",-50.6010000000001,-25.9818
"3522","3521",-50.5610000000001,-25.9818
"3523","3522",-50.5210000000001,-25.9818
"3524","3523",-50.4810000000001,-25.9818
"3525","3524",-50.4410000000001,-25.9818
"3526","3525",-50.4010000000001,-25.9818
"3527","3526",-50.3610000000001,-25.9818
"3528","3527",-50.3210000000001,-25.9818
"3659","3658",-50.5610000000001,-26.0218
"3660","3659",-50.5210000000001,-26.0218
"3661","3660",-50.4810000000001,-26.0218
"3662","3661",-50.4410000000001,-26.0218
"3663","3662",-50.4010000000001,-26.0218
"3664","3663",-50.3610000000001,-26.0218
"3665","3664",-50.3210000000001,-26.0218
"3797","3796",-50.5210000000001,-26.0618
"3798","3797",-50.4810000000001,-26.0618
"3799","3798",-50.4410000000001,-26.0618
"3800","3799",-50.4010000000001,-26.0618
"3801","3800",-50.3610000000001,-26.0618
"3935","3934",-50.4810000000001,-26.1018
"3936","3935",-50.4410000000001,-26.1018
"3937","3936",-50.4010000000001,-26.1018
"3938","3937",-50.3610000000001,-26.1018
"3939","3938",-50.3210000000001,-26.1018
"3940","3939",-50.2810000000001,-26.1018
"4072","4071",-50.4810000000001,-26.1418
"4073","4072",-50.4410000000001,-26.1418
"4074","4073",-50.4010000000001,-26.1418
"4075","4074",-50.3610000000001,-26.1418
"4076","4075",-50.3210000000001,-26.1418
"4077","4076",-50.2810000000001,-26.1418
"4210","4209",-50.4410000000001,-26.1818
"4211","4210",-50.4010000000001,-26.1818
"4212","4211",-50.3610000000001,-26.1818
"4213","4212",-50.3210000000001,-26.1818
"4214","4213",-50.2810000000001,-26.1818
"4348","4347",-50.4010000000001,-26.2218
"4349","4348",-50.3610000000001,-26.2218
"4350","4349",-50.3210000000001,-26.2218
"4351","4350",-50.2810000000001,-26.2218
"4352","4351",-50.2410000000001,-26.2218
"4485","4484",-50.4010000000001,-26.2618
"4486","4485",-50.3610000000001,-26.2618
"4487","4486",-50.3210000000001,-26.2618
"4488","4487",-50.2810000000001,-26.2618
"4489","4488",-50.2410000000001,-26.2618
"4622","4621",-50.4010000000001,-26.3018
"4623","4622",-50.3610000000001,-26.3018
"4624","4623",-50.3210000000001,-26.3018
"4625","4624",-50.2810000000001,-26.3018
"4626","4625",-50.2410000000001,-26.3018
"4759","4758",-50.4010000000001,-26.3418
"4760","4759",-50.3610000000001,-26.3418
"4761","4760",-50.3210000000001,-26.3418
"4762","4761",-50.2810000000001,-26.3418
"4763","4762",-50.2410000000001,-26.3418
"4896","4895",-50.4010000000001,-26.3818
"4897","4896",-50.3610000000001,-26.3818
"4898","4897",-50.3210000000001,-26.3818
"4899","4898",-50.2810000000001,-26.3818
"4900","4899",-50.2410000000001,-26.3818
"5033","5032",-50.4010000000001,-26.4218
"5034","5033",-50.3610000000001,-26.4218
"5035","5034",-50.3210000000001,-26.4218
"5036","5035",-50.2810000000001,-26.4218
"5037","5036",-50.2410000000001,-26.4218
"5169","5168",-50.4410000000001,-26.4618
"5170","5169",-50.4010000000001,-26.4618
"5171","5170",-50.3610000000001,-26.4618
"5172","5171",-50.3210000000001,-26.4618
"5173","5172",-50.2810000000001,-26.4618
"5174","5173",-50.2410000000001,-26.4618
"5306","5305",-50.4410000000001,-26.5018
"5307","5306",-50.4010000000001,-26.5018
"5308","5307",-50.3610000000001,-26.5018
"5309","5308",-50.3210000000001,-26.5018
"5310","5309",-50.2810000000001,-26.5018
"5311","5310",-50.2410000000001,-26.5018
"5444","5443",-50.4010000000001,-26.5418
"5445","5444",-50.3610000000001,-26.5418
"5446","5445",-50.3210000000001,-26.5418
"5447","5446",-50.2810000000001,-26.5418
"5448","5447",-50.2410000000001,-26.5418
"5580","5579",-50.4410000000001,-26.5818
"5581","5580",-50.4010000000001,-26.5818
"5582","5581",-50.3610000000001,-26.5818
"5583","5582",-50.3210000000001,-26.5818
"5584","5583",-50.2810000000001,-26.5818
"5585","5584",-50.2410000000001,-26.5818
"5718","5717",-50.4010000000001,-26.6218
"5719","5718",-50.3610000000001,-26.6218
"5720","5719",-50.3210000000001,-26.6218
"5721","5720",-50.2810000000001,-26.6218
"5722","5721",-50.2410000000001,-26.6218
"5854","5853",-50.4410000000001,-26.6618
"5855","5854",-50.4010000000001,-26.6618
"5856","5855",-50.3610000000001,-26.6618
"5857","5856",-50.3210000000001,-26.6618
"5858","5857",-50.2810000000001,-26.6618
"5859","5858",-50.2410000000001,-26.6618
"5992","5991",-50.4010000000001,-26.7018
"5993","5992",-50.3610000000001,-26.7018
"5994","5993",-50.3210000000001,-26.7018
"5995","5994",-50.2810000000001,-26.7018
"6131","6130",-50.3210000000001,-26.7418
"6132","6131",-50.2810000000001,-26.7418
"6268","6267",-50.3210000000001,-26.7818
"6269","6268",-50.2810000000001,-26.7818
"6270","6269",-50.2410000000001,-26.7818
"6405","6404",-50.3210000000001,-26.8218
"6406","6405",-50.2810000000001,-26.8218
"6407","6406",-50.2410000000001,-26.8218
