fid,id,x,y
"1088","1087",-49.2810000000001,-25.2618
"1224","1223",-49.3210000000001,-25.3018
"1225","1224",-49.2810000000001,-25.3018
"1226","1225",-49.2410000000001,-25.3018
"1227","1226",-49.2010000000001,-25.3018
"1228","1227",-49.1610000000001,-25.3018
"1359","1358",-49.4010000000001,-25.3418
"1360","1359",-49.3610000000001,-25.3418
"1361","1360",-49.3210000000001,-25.3418
"1362","1361",-49.2810000000001,-25.3418
"1363","1362",-49.2410000000001,-25.3418
"1364","1363",-49.2010000000001,-25.3418
"1365","1364",-49.1610000000001,-25.3418
"1366","1365",-49.1210000000001,-25.3418
"1487","1486",-49.7610000000001,-25.3818
"1495","1494",-49.4410000000001,-25.3818
"1496","1495",-49.4010000000001,-25.3818
"1497","1496",-49.3610000000001,-25.3818
"1498","1497",-49.3210000000001,-25.3818
"1499","1498",-49.2810000000001,-25.3818
"1500","1499",-49.2410000000001,-25.3818
"1501","1500",-49.2010000000001,-25.3818
"1502","1501",-49.1610000000001,-25.3818
"1503","1502",-49.1210000000001,-25.3818
"1504","1503",-49.0810000000001,-25.3818
"1505","1504",-49.0410000000001,-25.3818
"1624","1623",-49.7610000000001,-25.4218
"1629","1628",-49.5610000000001,-25.4218
"1630","1629",-49.5210000000001,-25.4218
"1631","1630",-49.4810000000001,-25.4218
"1632","1631",-49.4410000000001,-25.4218
"1633","1632",-49.4010000000001,-25.4218
"1634","1633",-49.3610000000001,-25.4218
"1635","1634",-49.3210000000001,-25.4218
"1636","1635",-49.2810000000001,-25.4218
"1637","1636",-49.2410000000001,-25.4218
"1638","1637",-49.2010000000001,-25.4218
"1639","1638",-49.1610000000001,-25.4218
"1640","1639",-49.1210000000001,-25.4218
"1641","1640",-49.0810000000001,-25.4218
"1642","1641",-49.0410000000001,-25.4218
"1643","1642",-49.0010000000001,-25.4218
"1760","1759",-49.8010000000001,-25.4618
"1761","1760",-49.7610000000001,-25.4618
"1762","1761",-49.7210000000001,-25.4618
"1764","1763",-49.6410000000001,-25.4618
"1765","1764",-49.6010000000001,-25.4618
"1766","1765",-49.5610000000001,-25.4618
"1767","1766",-49.5210000000001,-25.4618
"1768","1767",-49.4810000000001,-25.4618
"1769","1768",-49.4410000000001,-25.4618
"1770","1769",-49.4010000000001,-25.4618
"1771","1770",-49.3610000000001,-25.4618
"1772","1771",-49.3210000000001,-25.4618
"1773","1772",-49.2810000000001,-25.4618
"1774","1773",-49.2410000000001,-25.4618
"1775","1774",-49.2010000000001,-25.4618
"1776","1775",-49.1610000000001,-25.4618
"1777","1776",-49.1210000000001,-25.4618
"1778","1777",-49.0810000000001,-25.4618
"1779","1778",-49.0410000000001,-25.4618
"1895","1894",-49.8810000000001,-25.5018
"1896","1895",-49.8410000000001,-25.5018
"1897","1896",-49.8010000000001,-25.5018
"1898","1897",-49.7610000000001,-25.5018
"1899","1898",-49.7210000000001,-25.5018
"1900","1899",-49.6810000000001,-25.5018
"1901","1900",-49.6410000000001,-25.5018
"1902","1901",-49.6010000000001,-25.5018
"1903","1902",-49.5610000000001,-25.5018
"1904","1903",-49.5210000000001,-25.5018
"1905","1904",-49.4810000000001,-25.5018
"1906","1905",-49.4410000000001,-25.5018
"1907","1906",-49.4010000000001,-25.5018
"1908","1907",-49.3610000000001,-25.5018
"1909","1908",-49.3210000000001,-25.5018
"1910","1909",-49.2810000000001,-25.5018
"1911","1910",-49.2410000000001,-25.5018
"1912","1911",-49.2010000000001,-25.5018
"1913","1912",-49.1610000000001,-25.5018
"1914","1913",-49.1210000000001,-25.5018
"1915","1914",-49.0810000000001,-25.5018
"1916","1915",-49.0410000000001,-25.5018
"1917","1916",-49.0010000000001,-25.5018
"2032","2031",-49.8810000000001,-25.5418
"2033","2032",-49.8410000000001,-25.5418
"2034","2033",-49.8010000000001,-25.5418
"2035","2034",-49.7610000000001,-25.5418
"2036","2035",-49.7210000000001,-25.5418
"2037","2036",-49.6810000000001,-25.5418
"2038","2037",-49.6410000000001,-25.5418
"2039","2038",-49.6010000000001,-25.5418
"2040","2039",-49.5610000000001,-25.5418
"2041","2040",-49.5210000000001,-25.5418
"2042","2041",-49.4810000000001,-25.5418
"2043","2042",-49.4410000000001,-25.5418
"2044","2043",-49.4010000000001,-25.5418
"2045","2044",-49.3610000000001,-25.5418
"2046","2045",-49.3210000000001,-25.5418
"2047","2046",-49.2810000000001,-25.5418
"2048","2047",-49.2410000000001,-25.5418
"2049","2048",-49.2010000000001,-25.5418
"2050","2049",-49.1610000000001,-25.5418
"2051","2050",-49.1210000000001,-25.5418
"2052","2051",-49.0810000000001,-25.5418
"2053","2052",-49.0410000000001,-25.5418
"2054","2053",-49.0010000000001,-25.5418
"2171","2170",-49.8010000000001,-25.5818
"2172","2171",-49.7610000000001,-25.5818
"2173","2172",-49.7210000000001,-25.5818
"2174","2173",-49.6810000000001,-25.5818
"2175","2174",-49.6410000000001,-25.5818
"2176","2175",-49.6010000000001,-25.5818
"2177","2176",-49.5610000000001,-25.5818
"2178","2177",-49.5210000000001,-25.5818
"2179","2178",-49.4810000000001,-25.5818
"2180","2179",-49.4410000000001,-25.5818
"2181","2180",-49.4010000000001,-25.5818
"2182","2181",-49.3610000000001,-25.5818
"2183","2182",-49.3210000000001,-25.5818
"2184","2183",-49.2810000000001,-25.5818
"2185","2184",-49.2410000000001,-25.5818
"2186","2185",-49.2010000000001,-25.5818
"2187","2186",-49.1610000000001,-25.5818
"2188","2187",-49.1210000000001,-25.5818
"2189","2188",-49.0810000000001,-25.5818
"2190","2189",-49.0410000000001,-25.5818
"2191","2190",-49.0010000000001,-25.5818
"2308","2307",-49.8010000000001,-25.6218
"2309","2308",-49.7610000000001,-25.6218
"2310","2309",-49.7210000000001,-25.6218
"2311","2310",-49.6810000000001,-25.6218
"2312","2311",-49.6410000000001,-25.6218
"2313","2312",-49.6010000000001,-25.6218
"2314","2313",-49.5610000000001,-25.6218
"2315","2314",-49.5210000000001,-25.6218
"2316","2315",-49.4810000000001,-25.6218
"2317","2316",-49.4410000000001,-25.6218
"2318","2317",-49.4010000000001,-25.6218
"2319","2318",-49.3610000000001,-25.6218
"2320","2319",-49.3210000000001,-25.6218
"2321","2320",-49.2810000000001,-25.6218
"2322","2321",-49.2410000000001,-25.6218
"2323","2322",-49.2010000000001,-25.6218
"2324","2323",-49.1610000000001,-25.6218
"2325","2324",-49.1210000000001,-25.6218
"2326","2325",-49.0810000000001,-25.6218
"2327","2326",-49.0410000000001,-25.6218
"2444","2443",-49.8410000000001,-25.6618
"2445","2444",-49.8010000000001,-25.6618
"2446","2445",-49.7610000000001,-25.6618
"2447","2446",-49.7210000000001,-25.6618
"2448","2447",-49.6810000000001,-25.6618
"2449","2448",-49.6410000000001,-25.6618
"2450","2449",-49.6010000000001,-25.6618
"2451","2450",-49.5610000000001,-25.6618
"2452","2451",-49.5210000000001,-25.6618
"2453","2452",-49.4810000000001,-25.6618
"2454","2453",-49.4410000000001,-25.6618
"2455","2454",-49.4010000000001,-25.6618
"2456","2455",-49.3610000000001,-25.6618
"2457","2456",-49.3210000000001,-25.6618
"2458","2457",-49.2810000000001,-25.6618
"2459","2458",-49.2410000000001,-25.6618
"2460","2459",-49.2010000000001,-25.6618
"2461","2460",-49.1610000000001,-25.6618
"2462","2461",-49.1210000000001,-25.6618
"2463","2462",-49.0810000000001,-25.6618
"2464","2463",-49.0410000000001,-25.6618
"2581","2580",-49.8410000000001,-25.7018
"2582","2581",-49.8010000000001,-25.7018
"2583","2582",-49.7610000000001,-25.7018
"2584","2583",-49.7210000000001,-25.7018
"2585","2584",-49.6810000000001,-25.7018
"2586","2585",-49.6410000000001,-25.7018
"2587","2586",-49.6010000000001,-25.7018
"2588","2587",-49.5610000000001,-25.7018
"2589","2588",-49.5210000000001,-25.7018
"2590","2589",-49.4810000000001,-25.7018
"2591","2590",-49.4410000000001,-25.7018
"2592","2591",-49.4010000000001,-25.7018
"2593","2592",-49.3610000000001,-25.7018
"2594","2593",-49.3210000000001,-25.7018
"2595","2594",-49.2810000000001,-25.7018
"2596","2595",-49.2410000000001,-25.7018
"2597","2596",-49.2010000000001,-25.7018
"2598","2597",-49.1610000000001,-25.7018
"2599","2598",-49.1210000000001,-25.7018
"2600","2599",-49.0810000000001,-25.7018
"2720","2719",-49.7610000000001,-25.7418
"2721","2720",-49.7210000000001,-25.7418
"2729","2728",-49.4010000000001,-25.7418
"2730","2729",-49.3610000000001,-25.7418
"2731","2730",-49.3210000000001,-25.7418
"2732","2731",-49.2810000000001,-25.7418
"2733","2732",-49.2410000000001,-25.7418
"2734","2733",-49.2010000000001,-25.7418
"2868","2867",-49.3210000000001,-25.7818
"2869","2868",-49.2810000000001,-25.7818
"2870","2869",-49.2410000000001,-25.7818
