fid,id,x,y
"3420","3419",-49.1610000000001,-25.9418
"3424","3423",-49.0010000000001,-25.9418
"3555","3554",-49.2410000000001,-25.9818
"3556","3555",-49.2010000000001,-25.9818
"3557","3556",-49.1610000000001,-25.9818
"3558","3557",-49.1210000000001,-25.9818
"3559","3558",-49.0810000000001,-25.9818
"3560","3559",-49.0410000000001,-25.9818
"3561","3560",-49.0010000000001,-25.9818
"3690","3689",-49.3210000000001,-26.0218
"3691","3690",-49.2810000000001,-26.0218
"3692","3691",-49.2410000000001,-26.0218
"3693","3692",-49.2010000000001,-26.0218
"3694","3693",-49.1610000000001,-26.0218
"3695","3694",-49.1210000000001,-26.0218
"3696","3695",-49.0810000000001,-26.0218
"3698","3697",-49.0010000000001,-26.0218
"3823","3822",-49.4810000000001,-26.0618
"3824","3823",-49.4410000000001,-26.0618
"3825","3824",-49.4010000000001,-26.0618
"3826","3825",-49.3610000000001,-26.0618
"3827","3826",-49.3210000000001,-26.0618
"3828","3827",-49.2810000000001,-26.0618
"3829","3828",-49.2410000000001,-26.0618
"3830","3829",-49.2010000000001,-26.0618
"3831","3830",-49.1610000000001,-26.0618
"3832","3831",-49.1210000000001,-26.0618
"3833","3832",-49.0810000000001,-26.0618
"3953","3952",-49.7610000000001,-26.1018
"3954","3953",-49.7210000000001,-26.1018
"3955","3954",-49.6810000000001,-26.1018
"3958","3957",-49.5610000000001,-26.1018
"3959","3958",-49.5210000000001,-26.1018
"3960","3959",-49.4810000000001,-26.1018
"3961","3960",-49.4410000000001,-26.1018
"3962","3961",-49.4010000000001,-26.1018
"3963","3962",-49.3610000000001,-26.1018
"3964","3963",-49.3210000000001,-26.1018
"3965","3964",-49.2810000000001,-26.1018
"3966","3965",-49.2410000000001,-26.1018
"3967","3966",-49.2010000000001,-26.1018
"3968","3967",-49.1610000000001,-26.1018
"3969","3968",-49.1210000000001,-26.1018
"4089","4088",-49.8010000000001,-26.1418
"4090","4089",-49.7610000000001,-26.1418
"4091","4090",-49.7210000000001,-26.1418
"4092","4091",-49.6810000000001,-26.1418
"4093","4092",-49.6410000000001,-26.1418
"4094","4093",-49.6010000000001,-26.1418
"4095","4094",-49.5610000000001,-26.1418
"4096","4095",-49.5210000000001,-26.1418
"4097","4096",-49.4810000000001,-26.1418
"4098","4097",-49.4410000000001,-26.1418
"4099","4098",-49.4010000000001,-26.1418
"4100","4099",-49.3610000000001,-26.1418
"4101","4100",-49.3210000000001,-26.1418
"4102","4101",-49.2810000000001,-26.1418
"4103","4102",-49.2410000000001,-26.1418
"4104","4103",-49.2010000000001,-26.1418
"4225","4224",-49.8410000000001,-26.1818
"4226","4225",-49.8010000000001,-26.1818
"4227","4226",-49.7610000000001,-26.1818
"4228","4227",-49.7210000000001,-26.1818
"4229","4228",-49.6810000000001,-26.1818
"4230","4229",-49.6410000000001,-26.1818
"4231","4230",-49.6010000000001,-26.1818
"4232","4231",-49.5610000000001,-26.1818
"4233","4232",-49.5210000000001,-26.1818
"4234","4233",-49.4810000000001,-26.1818
"4235","4234",-49.4410000000001,-26.1818
"4236","4235",-49.4010000000001,-26.1818
"4237","4236",-49.3610000000001,-26.1818
"4238","4237",-49.3210000000001,-26.1818
"4239","4238",-49.2810000000001,-26.1818
"4240","4239",-49.2410000000001,-26.1818
"4241","4240",-49.2010000000001,-26.1818
"4362","4361",-49.8410000000001,-26.2218
"4363","4362",-49.8010000000001,-26.2218
"4364","4363",-49.7610000000001,-26.2218
"4365","4364",-49.7210000000001,-26.2218
"4366","4365",-49.6810000000001,-26.2218
"4367","4366",-49.6410000000001,-26.2218
"4368","4367",-49.6010000000001,-26.2218
"4369","4368",-49.5610000000001,-26.2218
"4370","4369",-49.5210000000001,-26.2218
"4371","4370",-49.4810000000001,-26.2218
"4372","4371",-49.4410000000001,-26.2218
"4373","4372",-49.4010000000001,-26.2218
"4374","4373",-49.3610000000001,-26.2218
"4375","4374",-49.3210000000001,-26.2218
"4376","4375",-49.2810000000001,-26.2218
"4498","4497",-49.8810000000001,-26.2618
"4499","4498",-49.8410000000001,-26.2618
"4500","4499",-49.8010000000001,-26.2618
"4501","4500",-49.7610000000001,-26.2618
"4502","4501",-49.7210000000001,-26.2618
"4503","4502",-49.6810000000001,-26.2618
"4504","4503",-49.6410000000001,-26.2618
"4505","4504",-49.6010000000001,-26.2618
"4506","4505",-49.5610000000001,-26.2618
"4507","4506",-49.5210000000001,-26.2618
"4508","4507",-49.4810000000001,-26.2618
"4509","4508",-49.4410000000001,-26.2618
"4510","4509",-49.4010000000001,-26.2618
"4511","4510",-49.3610000000001,-26.2618
"4635","4634",-49.8810000000001,-26.3018
"4636","4635",-49.8410000000001,-26.3018
"4637","4636",-49.8010000000001,-26.3018
"4638","4637",-49.7610000000001,-26.3018
"4639","4638",-49.7210000000001,-26.3018
"4640","4639",-49.6810000000001,-26.3018
"4641","4640",-49.6410000000001,-26.3018
"4642","4641",-49.6010000000001,-26.3018
"4643","4642",-49.5610000000001,-26.3018
"4644","4643",-49.5210000000001,-26.3018
"4645","4644",-49.4810000000001,-26.3018
"4646","4645",-49.4410000000001,-26.3018
"4647","4646",-49.4010000000001,-26.3018
"4772","4771",-49.8810000000001,-26.3418
"4773","4772",-49.8410000000001,-26.3418
"4774","4773",-49.8010000000001,-26.3418
"4775","4774",-49.7610000000001,-26.3418
"4776","4775",-49.7210000000001,-26.3418
"4777","4776",-49.6810000000001,-26.3418
"4778","4777",-49.6410000000001,-26.3418
"4779","4778",-49.6010000000001,-26.3418
"4780","4779",-49.5610000000001,-26.3418
"4781","4780",-49.5210000000001,-26.3418
"4782","4781",-49.4810000000001,-26.3418
"4783","4782",-49.4410000000001,-26.3418
"4909","4908",-49.8810000000001,-26.3818
"4910","4909",-49.8410000000001,-26.3818
"4911","4910",-49.8010000000001,-26.3818
"4912","4911",-49.7610000000001,-26.3818
"4913","4912",-49.7210000000001,-26.3818
"4914","4913",-49.6810000000001,-26.3818
"4915","4914",-49.6410000000001,-26.3818
"4916","4915",-49.6010000000001,-26.3818
"4917","4916",-49.5610000000001,-26.3818
"4918","4917",-49.5210000000001,-26.3818
"4919","4918",-49.4810000000001,-26.3818
"4920","4919",-49.4410000000001,-26.3818
"5046","5045",-49.8810000000001,-26.4218
"5047","5046",-49.8410000000001,-26.4218
"5048","5047",-49.8010000000001,-26.4218
"5049","5048",-49.7610000000001,-26.4218
"5050","5049",-49.7210000000001,-26.4218
"5051","5050",-49.6810000000001,-26.4218
