fid,id,x,y
"1240","1239",-54.161,-25.3418
"1241","1240",-54.121,-25.3418
"1242","1241",-54.081,-25.3418
"1376","1375",-54.201,-25.3818
"1377","1376",-54.161,-25.3818
"1378","1377",-54.121,-25.3818
"1379","1378",-54.081,-25.3818
"1380","1379",-54.041,-25.3818
"1512","1511",-54.241,-25.4218
"1513","1512",-54.201,-25.4218
"1514","1513",-54.161,-25.4218
"1515","1514",-54.121,-25.4218
"1516","1515",-54.081,-25.4218
"1517","1516",-54.041,-25.4218
"1647","1646",-54.321,-25.4618
"1648","1647",-54.281,-25.4618
"1649","1648",-54.241,-25.4618
"1650","1649",-54.201,-25.4618
"1651","1650",-54.161,-25.4618
"1652","1651",-54.121,-25.4618
"1653","1652",-54.081,-25.4618
"1654","1653",-54.041,-25.4618
"1655","1654",-54.001,-25.4618
"1783","1782",-54.361,-25.5018
"1784","1783",-54.321,-25.5018
"1785","1784",-54.281,-25.5018
"1786","1785",-54.241,-25.5018
"1787","1786",-54.201,-25.5018
"1788","1787",-54.161,-25.5018
"1789","1788",-54.121,-25.5018
"1790","1789",-54.081,-25.5018
"1791","1790",-54.041,-25.5018
"1792","1791",-54.001,-25.5018
"1920","1919",-54.361,-25.5418
"1921","1920",-54.321,-25.5418
"1922","1921",-54.281,-25.5418
"1923","1922",-54.241,-25.5418
"1924","1923",-54.201,-25.5418
"1925","1924",-54.161,-25.5418
"1926","1925",-54.121,-25.5418
"1927","1926",-54.081,-25.5418
"1928","1927",-54.041,-25.5418
"1929","1928",-54.001,-25.5418
"1930","1929",-53.961,-25.5418
"1931","1930",-53.921,-25.5418
"2056","2055",-54.401,-25.5818
"2057","2056",-54.361,-25.5818
"2058","2057",-54.321,-25.5818
"2059","2058",-54.281,-25.5818
"2060","2059",-54.241,-25.5818
"2061","2060",-54.201,-25.5818
"2062","2061",-54.161,-25.5818
"2063","2062",-54.121,-25.5818
"2064","2063",-54.081,-25.5818
"2065","2064",-54.041,-25.5818
"2066","2065",-54.001,-25.5818
"2067","2066",-53.961,-25.5818
"2068","2067",-53.921,-25.5818
"2193","2192",-54.401,-25.6218
"2194","2193",-54.361,-25.6218
"2195","2194",-54.321,-25.6218
"2196","2195",-54.281,-25.6218
"2197","2196",-54.241,-25.6218
"2198","2197",-54.201,-25.6218
"2199","2198",-54.161,-25.6218
"2200","2199",-54.121,-25.6218
"2201","2200",-54.081,-25.6218
"2202","2201",-54.041,-25.6218
"2203","2202",-54.001,-25.6218
"2204","2203",-53.961,-25.6218
"2205","2204",-53.921,-25.6218
"2206","2205",-53.881,-25.6218
"2207","2206",-53.841,-25.6218
"2333","2332",-54.281,-25.6618
"2334","2333",-54.241,-25.6618
"2335","2334",-54.201,-25.6618
"2336","2335",-54.161,-25.6618
"2337","2336",-54.121,-25.6618
"2338","2337",-54.081,-25.6618
"2339","2338",-54.041,-25.6618
"2340","2339",-54.001,-25.6618
"2341","2340",-53.961,-25.6618
"2342","2341",-53.921,-25.6618
"2343","2342",-53.881,-25.6618
"2344","2343",-53.841,-25.6618
"2470","2469",-54.281,-25.7018
"2471","2470",-54.241,-25.7018
"2472","2471",-54.201,-25.7018
"2473","2472",-54.161,-25.7018
"2474","2473",-54.121,-25.7018
"2475","2474",-54.081,-25.7018
"2476","2475",-54.041,-25.7018
"2477","2476",-54.001,-25.7018
"2478","2477",-53.961,-25.7018
"2479","2478",-53.921,-25.7018
"2480","2479",-53.881,-25.7018
"2481","2480",-53.841,-25.7018
"2482","2481",-53.801,-25.7018
"2609","2608",-54.201,-25.7418
"2610","2609",-54.161,-25.7418
"2611","2610",-54.121,-25.7418
"2612","2611",-54.081,-25.7418
"2613","2612",-54.041,-25.7418
"2614","2613",-54.001,-25.7418
"2615","2614",-53.961,-25.7418
"2616","2615",-53.921,-25.7418
"2617","2616",-53.881,-25.7418
"2618","2617",-53.841,-25.7418
"2619","2618",-53.801,-25.7418
"2620","2619",-53.761,-25.7418
"2746","2745",-54.201,-25.7818
"2747","2746",-54.161,-25.7818
"2748","2747",-54.121,-25.7818
"2749","2748",-54.081,-25.7818
"2750","2749",-54.041,-25.7818
"2751","2750",-54.001,-25.7818
"2752","2751",-53.961,-25.7818
"2753","2752",-53.921,-25.7818
