fid,id,x,y
"4884","4883",-50.8810000000001,-26.3818
"4885","4884",-50.8410000000001,-26.3818
"4886","4885",-50.8010000000001,-26.3818
"4887","4886",-50.7610000000001,-26.3818
"4888","4887",-50.7210000000001,-26.3818
"4889","4888",-50.6810000000001,-26.3818
"5018","5017",-51.0010000000001,-26.4218
"5019","5018",-50.9610000000001,-26.4218
"5020","5019",-50.9210000000001,-26.4218
"5021","5020",-50.8810000000001,-26.4218
"5022","5021",-50.8410000000001,-26.4218
"5023","5022",-50.8010000000001,-26.4218
"5024","5023",-50.7610000000001,-26.4218
"5025","5024",-50.7210000000001,-26.4218
"5026","5025",-50.6810000000001,-26.4218
"5027","5026",-50.6410000000001,-26.4218
"5028","5027",-50.6010000000001,-26.4218
"5154","5153",-51.0410000000001,-26.4618
"5155","5154",-51.0010000000001,-26.4618
"5156","5155",-50.9610000000001,-26.4618
"5157","5156",-50.9210000000001,-26.4618
"5158","5157",-50.8810000000001,-26.4618
"5159","5158",-50.8410000000001,-26.4618
"5160","5159",-50.8010000000001,-26.4618
"5161","5160",-50.7610000000001,-26.4618
"5162","5161",-50.7210000000001,-26.4618
"5163","5162",-50.6810000000001,-26.4618
"5164","5163",-50.6410000000001,-26.4618
"5165","5164",-50.6010000000001,-26.4618
"5166","5165",-50.5610000000001,-26.4618
"5290","5289",-51.0810000000001,-26.5018
"5291","5290",-51.0410000000001,-26.5018
"5292","5291",-51.0010000000001,-26.5018
"5293","5292",-50.9610000000001,-26.5018
"5294","5293",-50.9210000000001,-26.5018
"5295","5294",-50.8810000000001,-26.5018
"5296","5295",-50.8410000000001,-26.5018
"5297","5296",-50.8010000000001,-26.5018
"5298","5297",-50.7610000000001,-26.5018
"5299","5298",-50.7210000000001,-26.5018
"5300","5299",-50.6810000000001,-26.5018
"5301","5300",-50.6410000000001,-26.5018
"5302","5301",-50.6010000000001,-26.5018
"5303","5302",-50.5610000000001,-26.5018
"5304","5303",-50.5210000000001,-26.5018
"5305","5304",-50.4810000000001,-26.5018
"5427","5426",-51.0810000000001,-26.5418
"5428","5427",-51.0410000000001,-26.5418
"5429","5428",-51.0010000000001,-26.5418
"5430","5429",-50.9610000000001,-26.5418
"5431","5430",-50.9210000000001,-26.5418
"5432","5431",-50.8810000000001,-26.5418
"5433","5432",-50.8410000000001,-26.5418
"5434","5433",-50.8010000000001,-26.5418
"5435","5434",-50.7610000000001,-26.5418
"5436","5435",-50.7210000000001,-26.5418
"5437","5436",-50.6810000000001,-26.5418
"5438","5437",-50.6410000000001,-26.5418
"5439","5438",-50.6010000000001,-26.5418
"5440","5439",-50.5610000000001,-26.5418
"5441","5440",-50.5210000000001,-26.5418
"5442","5441",-50.4810000000001,-26.5418
"5443","5442",-50.4410000000001,-26.5418
"5564","5563",-51.0810000000001,-26.5818
"5565","5564",-51.0410000000001,-26.5818
"5566","5565",-51.0010000000001,-26.5818
"5567","5566",-50.9610000000001,-26.5818
"5568","5567",-50.9210000000001,-26.5818
"5569","5568",-50.8810000000001,-26.5818
"5570","5569",-50.8410000000001,-26.5818
"5571","5570",-50.8010000000001,-26.5818
"5572","5571",-50.7610000000001,-26.5818
"5573","5572",-50.7210000000001,-26.5818
"5574","5573",-50.6810000000001,-26.5818
"5575","5574",-50.6410000000001,-26.5818
"5576","5575",-50.6010000000001,-26.5818
"5577","5576",-50.5610000000001,-26.5818
"5578","5577",-50.5210000000001,-26.5818
"5579","5578",-50.4810000000001,-26.5818
"5701","5700",-51.0810000000001,-26.6218
"5702","5701",-51.0410000000001,-26.6218
"5703","5702",-51.0010000000001,-26.6218
"5704","5703",-50.9610000000001,-26.6218
"5705","5704",-50.9210000000001,-26.6218
"5706","5705",-50.8810000000001,-26.6218
"5707","5706",-50.8410000000001,-26.6218
"5708","5707",-50.8010000000001,-26.6218
"5709","5708",-50.7610000000001,-26.6218
"5710","5709",-50.7210000000001,-26.6218
"5711","5710",-50.6810000000001,-26.6218
"5712","5711",-50.6410000000001,-26.6218
"5713","5712",-50.6010000000001,-26.6218
"5714","5713",-50.5610000000001,-26.6218
"5715","5714",-50.5210000000001,-26.6218
"5716","5715",-50.4810000000001,-26.6218
"5717","5716",-50.4410000000001,-26.6218
"5842","5841",-50.9210000000001,-26.6618
"5843","5842",-50.8810000000001,-26.6618
"5844","5843",-50.8410000000001,-26.6618
"5845","5844",-50.8010000000001,-26.6618
"5846","5845",-50.7610000000001,-26.6618
"5847","5846",-50.7210000000001,-26.6618
"5848","5847",-50.6810000000001,-26.6618
"5849","5848",-50.6410000000001,-26.6618
"5850","5849",-50.6010000000001,-26.6618
"5851","5850",-50.5610000000001,-26.6618
"5852","5851",-50.5210000000001,-26.6618
"5853","5852",-50.4810000000001,-26.6618
"5980","5979",-50.8810000000001,-26.7018
"5981","5980",-50.8410000000001,-26.7018
"5982","5981",-50.8010000000001,-26.7018
"5983","5982",-50.7610000000001,-26.7018
"5984","5983",-50.7210000000001,-26.7018
"5985","5984",-50.6810000000001,-26.7018
"5986","5985",-50.6410000000001,-26.7018
"5987","5986",-50.6010000000001,-26.7018
"5988","5987",-50.5610000000001,-26.7018
"5989","5988",-50.5210000000001,-26.7018
"5990","5989",-50.4810000000001,-26.7018
"5991","5990",-50.4410000000001,-26.7018
"6118","6117",-50.8410000000001,-26.7418
"6119","6118",-50.8010000000001,-26.7418
"6120","6119",-50.7610000000001,-26.7418
"6121","6120",-50.7210000000001,-26.7418
"6122","6121",-50.6810000000001,-26.7418
"6123","6122",-50.6410000000001,-26.7418
"6124","6123",-50.6010000000001,-26.7418
"6125","6124",-50.5610000000001,-26.7418
"6126","6125",-50.5210000000001,-26.7418
"6127","6126",-50.4810000000001,-26.7418
"6128","6127",-50.4410000000001,-26.7418
"6129","6128",-50.4010000000001,-26.7418
"6130","6129",-50.3610000000001,-26.7418
"6259","6258",-50.6810000000001,-26.7818
"6260","6259",-50.6410000000001,-26.7818
"6261","6260",-50.6010000000001,-26.7818
"6262","6261",-50.5610000000001,-26.7818
"6263","6262",-50.5210000000001,-26.7818
"6264","6263",-50.4810000000001,-26.7818
"6265","6264",-50.4410000000001,-26.7818
"6266","6265",-50.4010000000001,-26.7818
"6267","6266",-50.3610000000001,-26.7818
"6397","6396",-50.6410000000001,-26.8218
"6398","6397",-50.6010000000001,-26.8218
"6401","6400",-50.4810000000001,-26.8218
"6402","6401",-50.4410000000001,-26.8218
"6403","6402",-50.4010000000001,-26.8218
