fid,id,x,y
"24","23",-53.481,-24.9818
"25","24",-53.441,-24.9818
"26","25",-53.401,-24.9818
"27","26",-53.361,-24.9818
"160","159",-53.521,-25.0218
"161","160",-53.481,-25.0218
"162","161",-53.441,-25.0218
"163","162",-53.401,-25.0218
"164","163",-53.361,-25.0218
"165","164",-53.321,-25.0218
"166","165",-53.281,-25.0218
"294","293",-53.641,-25.0618
"295","294",-53.601,-25.0618
"296","295",-53.561,-25.0618
"297","296",-53.521,-25.0618
"298","297",-53.481,-25.0618
"299","298",-53.441,-25.0618
"300","299",-53.401,-25.0618
"301","300",-53.361,-25.0618
"302","301",-53.321,-25.0618
"303","302",-53.281,-25.0618
"304","303",-53.241,-25.0618
"429","428",-53.721,-25.1018
"430","429",-53.681,-25.1018
"431","430",-53.641,-25.1018
"432","431",-53.601,-25.1018
"433","432",-53.561,-25.1018
"434","433",-53.521,-25.1018
"435","434",-53.481,-25.1018
"436","435",-53.441,-25.1018
"437","436",-53.401,-25.1018
"438","437",-53.361,-25.1018
"439","438",-53.321,-25.1018
"440","439",-53.281,-25.1018
"441","440",-53.241,-25.1018
"564","563",-53.801,-25.1418
"565","564",-53.761,-25.1418
"566","565",-53.721,-25.1418
"567","566",-53.681,-25.1418
"568","567",-53.641,-25.1418
"569","568",-53.601,-25.1418
"570","569",-53.561,-25.1418
"571","570",-53.521,-25.1418
"572","571",-53.481,-25.1418
"573","572",-53.441,-25.1418
"574","573",-53.401,-25.1418
"575","574",-53.361,-25.1418
"576","575",-53.321,-25.1418
"577","576",-53.281,-25.1418
"698","697",-53.921,-25.1818
"699","698",-53.881,-25.1818
"700","699",-53.841,-25.1818
"701","700",-53.801,-25.1818
"702","701",-53.761,-25.1818
"703","702",-53.721,-25.1818
"704","703",-53.681,-25.1818
"705","704",-53.641,-25.1818
"706","705",-53.601,-25.1818
"707","706",-53.561,-25.1818
"708","707",-53.521,-25.1818
"709","708",-53.481,-25.1818
"710","709",-53.441,-25.1818
"711","710",-53.401,-25.1818
"712","711",-53.361,-25.1818
"713","712",-53.321,-25.1818
"714","713",-53.281,-25.1818
"835","834",-53.921,-25.2218
"836","835",-53.881,-25.2218
"837","836",-53.841,-25.2218
"838","837",-53.801,-25.2218
"839","838",-53.761,-25.2218
"840","839",-53.721,-25.2218
"841","840",-53.681,-25.2218
"842","841",-53.641,-25.2218
"843","842",-53.601,-25.2218
"844","843",-53.561,-25.2218
"845","844",-53.521,-25.2218
"846","845",-53.481,-25.2218
"847","846",-53.441,-25.2218
"848","847",-53.401,-25.2218
"849","848",-53.361,-25.2218
"850","849",-53.321,-25.2218
"971","970",-53.961,-25.2618
"972","971",-53.921,-25.2618
"973","972",-53.881,-25.2618
"974","973",-53.841,-25.2618
"975","974",-53.801,-25.2618
"976","975",-53.761,-25.2618
"977","976",-53.721,-25.2618
"978","977",-53.681,-25.2618
"979","978",-53.641,-25.2618
"980","979",-53.601,-25.2618
"981","980",-53.561,-25.2618
"982","981",-53.521,-25.2618
"983","982",-53.481,-25.2618
"984","983",-53.441,-25.2618
"985","984",-53.401,-25.2618
"986","985",-53.361,-25.2618
"1107","1106",-54.001,-25.3018
"1108","1107",-53.961,-25.3018
"1109","1108",-53.921,-25.3018
"1110","1109",-53.881,-25.3018
"1111","1110",-53.841,-25.3018
"1112","1111",-53.801,-25.3018
"1113","1112",-53.761,-25.3018
"1114","1113",-53.721,-25.3018
"1115","1114",-53.681,-25.3018
"1116","1115",-53.641,-25.3018
"1117","1116",-53.601,-25.3018
"1118","1117",-53.561,-25.3018
"1119","1118",-53.521,-25.3018
"1120","1119",-53.481,-25.3018
"1121","1120",-53.441,-25.3018
"1122","1121",-53.401,-25.3018
"1123","1122",-53.361,-25.3018
"1243","1242",-54.041,-25.3418
"1244","1243",-54.001,-25.3418
"1245","1244",-53.961,-25.3418
"1246","1245",-53.921,-25.3418
"1247","1246",-53.881,-25.3418
"1248","1247",-53.841,-25.3418
"1249","1248",-53.801,-25.3418
"1250","1249",-53.761,-25.3418
"1251","1250",-53.721,-25.3418
"1252","1251",-53.681,-25.3418
"1253","1252",-53.641,-25.3418
"1254","1253",-53.601,-25.3418
"1255","1254",-53.561,-25.3418
"1256","1255",-53.521,-25.3418
"1257","1256",-53.481,-25.3418
"1258","1257",-53.441,-25.3418
"1381","1380",-54.001,-25.3818
"1382","1381",-53.961,-25.3818
"1383","1382",-53.921,-25.3818
"1384","1383",-53.881,-25.3818
"1385","1384",-53.841,-25.3818
"1386","1385",-53.801,-25.3818
"1387","1386",-53.761,-25.3818
"1388","1387",-53.721,-25.3818
"1389","1388",-53.681,-25.3818
"1390","1389",-53.641,-25.3818
"1391","1390",-53.601,-25.3818
"1392","1391",-53.561,-25.3818
"1393","1392",-53.521,-25.3818
"1394","1393",-53.481,-25.3818
"1395","1394",-53.441,-25.3818
"1518","1517",-54.001,-25.4218
"1519","1518",-53.961,-25.4218
"1520","1519",-53.921,-25.4218
"1521","1520",-53.881,-25.4218
"1522","1521",-53.841,-25.4218
"1523","1522",-53.801,-25.4218
"1524","1523",-53.761,-25.4218
"1525","1524",-53.721,-25.4218
"1526","1525",-53.681,-25.4218
"1527","1526",-53.641,-25.4218
"1528","1527",-53.601,-25.4218
"1529","1528",-53.561,-25.4218
"1530","1529",-53.521,-25.4218
"1531","1530",-53.481,-25.4218
"1656","1655",-53.961,-25.4618
"1657","1656",-53.921,-25.4618
"1658","1657",-53.881,-25.4618
"1659","1658",-53.841,-25.4618
"1660","1659",-53.801,-25.4618
"1661","1660",-53.761,-25.4618
"1662","1661",-53.721,-25.4618
"1663","1662",-53.681,-25.4618
"1664","1663",-53.641,-25.4618
"1665","1664",-53.601,-25.4618
"1666","1665",-53.561,-25.4618
"1667","1666",-53.521,-25.4618
"1668","1667",-53.481,-25.4618
"1793","1792",-53.961,-25.5018
"1794","1793",-53.921,-25.5018
"1795","1794",-53.881,-25.5018
"1796","1795",-53.841,-25.5018
"1797","1796",-53.801,-25.5018
"1798","1797",-53.761,-25.5018
"1799","1798",-53.721,-25.5018
"1800","1799",-53.681,-25.5018
"1801","1800",-53.641,-25.5018
"1802","1801",-53.601,-25.5018
"1803","1802",-53.561,-25.5018
"1804","1803",-53.521,-25.5018
"1932","1931",-53.881,-25.5418
"1933","1932",-53.841,-25.5418
"1934","1933",-53.801,-25.5418
"1935","1934",-53.761,-25.5418
"1936","1935",-53.721,-25.5418
"1937","1936",-53.681,-25.5418
"1938","1937",-53.641,-25.5418
"1939","1938",-53.601,-25.5418
"1940","1939",-53.561,-25.5418
"1941","1940",-53.521,-25.5418
"1942","1941",-53.481,-25.5418
"2069","2068",-53.881,-25.5818
"2070","2069",-53.841,-25.5818
"2071","2070",-53.801,-25.5818
"2072","2071",-53.761,-25.5818
"2073","2072",-53.721,-25.5818
"2074","2073",-53.681,-25.5818
"2075","2074",-53.641,-25.5818
"2076","2075",-53.601,-25.5818
"2077","2076",-53.561,-25.5818
"2078","2077",-53.521,-25.5818
"2079","2078",-53.481,-25.5818
"2080","2079",-53.441,-25.5818
"2081","2080",-53.401,-25.5818
"2208","2207",-53.801,-25.6218
"2209","2208",-53.761,-25.6218
"2210","2209",-53.721,-25.6218
"2211","2210",-53.681,-25.6218
"2212","2211",-53.641,-25.6218
"2213","2212",-53.601,-25.6218
