Parametros,Par_NSE
RMAX,14.249934356448632
Io,5.4219101917274966
fIb,0.0011708914278321016
H,0.029170390063180014
alfa,1.1709388787541064
Ksup,18.097933585283794
Ksub,632.605208896846
Aimp,0.0006051348145093856
NH,3.553728920615046
