Parametros,Par_NSE
RMAX,19.897254431866113
Io,109.50815805206052
fIb,0.01906351729869569
H,0.509944074579368
alfa,3.4002972380037253
Ksup,4.178837497526985
Ksub,31.3145389451852
Aimp,0.38153048775130377
NH,1.7901274074272902
