Parametros,Par_NSE
RMAX,19.995135497845265
Io,123.95015933433098
fIb,0.14374875448861557
H,0.03767208856416826
alfa,0.34767889917025563
Ksup,2.8261923417812516
Ksub,39.03556891914781
Aimp,0.3974974610794264
NH,2.450440509206861
