Parametros,Par_LOG,Par_DRMS,Par_MACS,Par_NSE
UZTWM,99.22205765484875,205.7379284039151,205.7379284039151,105.44734566782246
UZFWM,145.46499607098613,18.261077902790124,18.261077902790124,13.409460284627478
LZTWM,60.66764717673169,60.66764717673169,10.428276926072614,57.63299101086873
LZFPM,863.3445515620847,863.3445515620847,956.9999716650104,204.01041448443897
LZFSM,220.3903325957878,220.3903325957878,110.28932080798097,32.53940544363417
UZK,0.5137056557715113,0.11451459637606122,0.11451459637606122,0.1064257288511847
LZPK,0.004149130356974842,0.004149130356974842,0.0056888425136033425,0.02039536700933911
LZSK,0.041609736808841315,0.041609736808841315,0.23684974196872166,0.17053112931565406
ADIMP,0.07655598223621649,0.12760063750955855,0.12760063750955855,0.0007282189953899706
PCTIM,0.13492509561947827,0.1984759677152429,0.14506658426513194,0.17470595338946393
ZPERC,84.38741817376098,2.210381893349652,2.210381893349652,14.261717281222982
REXP,4.974849369526506,4.998186135301935,4.998186135301935,4.622055271694872
PFREE,0.2831909874432653,0.2831909874432653,0.034866832889373,0.41673999688939106
NUH,1.8316105932994424,3.160722941685658,1.5274588502542534,3.6795030392769603
KUH,3.557723943302068,1.8937494620923183,5.872839819869189,1.5718278527659186
NMSK,,,,
KMSK,,,,
XMSK,,,,
