,Q_obs1,Q_obs2,pme,etp,MGB,SAC,GR4,HYMOD,SMAP,IPH2
2017-11-30,45.25,41.507,2.32,4.785,28.43,47.926,61.582,77.195,73.774,59.458
2017-12-01,33.98,35.431,0.05,5.232,26.8,43.659,56.685,71.82,70.075,56.263
2017-12-02,31.1,31.991,0.0,5.494,25.25,39.704,51.223,66.564,66.131,53.24
2017-12-03,27.68,29.546,0.31,4.879,23.67,36.051,46.729,61.54,61.973,50.379
2017-12-04,24.78,26.347,9.36,3.81,27.0,33.007,43.23,57.472,58.321,47.673
2017-12-05,24.37,25.86,0.22,4.489,31.16,30.903,40.608,53.497,55.289,45.112
2017-12-06,23.77,23.867,1.88,4.895,26.91,29.231,38.651,49.905,51.924,42.688
2017-12-07,20.8,20.782,7.19,4.936,28.04,27.879,37.308,46.994,48.742,40.395
2017-12-08,21.19,19.616,8.11,4.537,32.48,27.201,36.648,44.693,46.202,38.225
2017-12-09,21.19,19.232,0.0,4.249,27.75,26.997,36.718,42.442,43.965,36.172
2017-12-10,20.99,19.78,0.01,3.858,23.69,26.505,36.696,40.379,41.332,34.229
2017-12-11,18.7,18.534,0.01,4.081,21.44,25.514,35.813,38.438,38.527,32.39
2017-12-12,17.21,18.905,0.0,4.469,19.82,24.127,35.288,36.594,35.913,30.65
2017-12-13,13.66,16.657,0.54,4.413,18.55,22.366,34.913,34.84,33.49,29.004
2017-12-14,12.65,14.492,0.85,5.203,17.57,20.779,33.892,33.18,31.247,27.447
2017-12-15,14.01,13.762,8.21,4.762,17.36,19.497,32.256,32.111,29.534,25.973
2017-12-16,11.82,13.168,0.62,5.868,18.77,18.812,30.843,30.942,27.684,24.578
2017-12-17,11.18,12.704,6.81,5.201,18.0,18.52,29.749,30.202,26.102,23.258
2017-12-18,8.83,12.566,2.32,5.493,19.8,18.601,28.971,29.41,24.436,22.009
2017-12-19,11.18,13.491,4.46,5.606,19.78,18.759,28.483,28.768,22.885,20.828
2017-12-20,14.01,13.939,8.47,4.888,21.7,19.079,28.324,28.587,21.737,19.71
2017-12-21,14.88,15.008,9.22,3.705,24.18,19.902,28.267,28.794,20.828,18.652
2017-12-22,15.41,16.37,5.27,3.307,22.77,21.109,28.049,28.904,19.666,17.65
2017-12-23,16.85,18.758,7.3,4.355,22.1,22.289,28.116,29.224,18.598,16.703
2017-12-24,17.95,20.976,10.38,4.123,24.82,23.496,28.502,30.022,18.288,17.36
2017-12-25,20.99,20.327,11.61,5.268,28.52,24.954,29.679,31.302,19.112,20.143
2017-12-26,29.16,23.681,1.09,4.726,23.99,26.427,31.57,31.958,19.926,22.777
2017-12-27,42.79,40.253,4.95,5.369,21.25,27.146,33.318,32.492,20.025,25.269
2017-12-28,57.6,55.246,15.42,5.455,27.28,27.562,34.79,34.346,21.147,28.098
2017-12-29,65.21,65.534,34.49,5.605,44.04,38.338,36.991,43.921,29.743,38.536
2017-12-30,78.34,77.911,6.24,5.729,51.1,62.841,40.131,49.865,36.556,48.586
2017-12-31,86.52,86.565,2.91,4.755,43.31,70.053,43.463,55.081,39.866,58.095
2018-01-01,88.23,88.939,4.54,4.414,37.75,69.744,47.742,59.039,41.425,65.07
2018-01-02,93.43,92.327,15.4,5.429,39.77,67.61,55.278,63.093,43.542,64.576
2018-01-03,95.45,96.85,0.18,4.894,41.05,71.654,65.477,64.915,45.642,63.936
2018-01-04,95.45,97.556,0.0,4.656,36.32,74.24,69.524,65.38,46.386,63.33
2018-01-05,98.05,96.153,0.0,5.106,31.62,68.976,64.165,64.618,46.259,62.756
2018-01-06,94.59,93.308,0.77,4.856,28.85,63.175,60.223,62.862,45.47,59.384
2018-01-07,93.43,90.07,0.05,4.994,26.76,57.271,58.085,60.357,44.243,56.194
2018-01-08,83.42,86.27,0.05,4.945,25.02,51.529,55.171,57.348,42.591,53.174
2018-01-09,65.48,76.414,3.86,5.325,24.64,46.228,49.722,54.153,40.657,50.318
2018-01-10,58.6,58.249,9.54,4.192,27.24,41.969,45.242,51.462,39.147,47.614
2018-01-11,45.25,45.579,15.91,4.145,34.86,39.33,42.107,50.376,39.593,45.375
2018-01-12,47.6,42.439,8.76,4.315,44.18,38.457,40.375,49.175,40.872,44.758
2018-01-13,41.6,42.331,13.93,4.591,42.43,38.63,40.105,49.214,42.763,47.38
2018-01-14,41.6,47.211,7.68,5.166,43.38,45.905,41.667,48.997,44.824,50.722
2018-01-15,55.0,50.65,1.81,4.574,40.16,50.556,45.439,48.4,46.007,53.567
2018-01-16,50.0,47.617,6.77,4.893,34.81,51.464,50.89,47.784,46.474,54.757
2018-01-17,55.0,44.539,23.77,5.523,41.29,55.52,55.352,50.829,50.018,58.635
2018-01-18,61.71,56.164,7.54,4.767,55.55,73.513,57.878,52.26,53.604,62.394
2018-01-19,83.98,78.021,15.75,4.633,58.81,80.899,59.702,54.957,57.021,69.768
2018-01-20,96.61,95.258,8.27,4.844,71.14,92.13,60.767,56.747,60.273,77.921
2018-01-21,102.4,102.516,13.94,5.437,78.4,97.903,64.447,58.978,63.49,82.597
2018-01-22,111.22,110.518,16.49,4.868,89.22,107.606,72.588,61.753,67.736,90.062
2018-01-23,116.08,115.818,6.18,4.357,85.52,117.784,80.919,63.11,71.487,93.932
2018-01-24,119.57,119.854,17.27,3.926,86.51,120.178,85.249,65.638,75.545,101.002
2018-01-25,121.51,121.882,16.0,4.029,94.14,135.454,90.776,68.206,80.781,108.884
2018-01-26,126.37,125.605,2.65,4.478,102.85,140.912,96.002,69.133,85.074,112.351
2018-01-27,127.02,127.276,0.01,4.591,91.75,137.27,103.104,69.053,87.307,115.007
2018-01-28,127.34,127.745,2.26,4.136,86.24,127.718,106.644,67.998,88.011,112.938
2018-01-29,127.99,128.191,23.5,4.583,90.56,120.283,107.984,70.126,91.205,110.513
2018-01-30,129.61,129.264,0.09,4.746,90.29,121.821,109.529,69.91,94.215,108.219
2018-01-31,130.26,130.635,0.02,4.169,82.67,119.068,102.599,69.101,94.826,106.049
2018-02-01,131.88,131.88,0.01,4.595,75.16,109.817,93.271,67.555,94.033,103.995
2018-02-02,131.23,131.742,0.0,5.186,69.25,100.475,89.438,65.319,92.277,98.406
2018-02-03,129.94,130.094,0.0,4.961,64.3,91.313,90.245,62.526,89.777,93.118
2018-02-04,130.26,127.595,0.05,5.068,59.9,82.588,87.115,59.342,86.724,88.114
2018-02-05,123.13,124.465,0.0,4.617,55.93,74.48,74.827,55.928,83.229,83.379
2018-02-06,120.22,120.687,0.0,4.748,52.3,67.125,65.388,52.424,79.416,78.899
2018-02-07,87.65,115.91,1.86,4.951,49.27,60.552,58.25,48.971,75.353,74.659
2018-02-08,82.01,106.832,2.89,5.503,48.57,54.952,52.623,45.681,71.243,70.648
2018-02-09,72.47,82.266,2.39,4.707,47.65,50.323,48.056,42.579,67.116,66.852
2018-02-10,57.6,54.626,1.48,4.607,43.71,46.436,44.336,39.685,63.006,63.26
2018-02-11,40.41,41.037,7.8,5.186,43.25,43.198,41.44,37.457,59.208,59.861
2018-02-12,38.08,35.716,27.06,4.722,56.25,41.612,39.516,40.685,60.152,59.809
2018-02-13,38.08,37.282,6.49,3.967,68.22,42.251,39.051,42.245,61.333,60.61
2018-02-14,40.89,39.481,0.44,3.468,58.42,43.231,40.236,43.702,60.921,61.368
2018-02-15,42.79,38.698,0.05,3.727,50.25,43.197,43.28,44.705,59.38,62.086
2018-02-16,40.41,36.412,0.0,3.676,45.04,41.956,48.537,45.057,57.219,59.6
2018-02-17,31.1,32.43,0.68,4.523,41.49,39.829,55.959,44.749,54.711,56.398
2018-02-18,24.98,28.789,2.15,4.398,38.79,37.178,59.783,43.894,51.985,53.368
2018-02-19,24.98,26.244,7.05,4.364,38.56,34.627,55.258,42.934,49.474,50.501
2018-02-20,24.78,25.764,0.69,3.736,39.77,32.598,50.362,41.497,47.291,47.788
2018-02-21,24.58,25.707,1.0,3.853,37.51,30.668,46.39,39.841,44.867,45.221
2018-02-22,22.57,25.262,0.07,4.028,34.57,28.689,43.229,38.028,42.304,42.792
2018-02-23,20.99,23.935,0.0,4.143,32.1,26.561,40.773,36.131,39.568,40.494
2018-02-24,20.03,21.582,0.0,4.082,30.19,24.506,38.975,34.212,36.889,38.319
2018-02-25,17.21,19.102,0.0,4.661,28.55,22.498,37.408,32.322,34.415,36.261
2018-02-26,15.41,17.072,0.3,4.646,27.17,20.613,35.519,30.5,32.124,34.313
2018-02-27,13.66,15.654,6.64,4.602,26.54,19.098,33.833,29.099,30.232,32.471
2018-02-28,11.82,14.788,1.67,4.925,27.16,18.281,32.401,27.698,28.317,30.727
2018-03-01,13.66,14.913,1.33,4.444,26.02,17.774,31.2,26.414,26.464,29.077
2018-03-02,13.66,15.147,10.62,4.437,26.3,17.602,30.27,26.048,25.343,27.516
2018-03-03,15.41,16.757,14.6,4.746,32.46,18.458,29.82,26.996,25.073,26.126
2018-03-04,20.99,24.143,4.14,4.336,37.32,20.281,30.089,27.479,24.61,24.811
2018-03-05,30.02,30.098,2.9,4.076,35.0,21.981,30.909,27.907,23.611,23.567
2018-03-06,32.65,29.206,9.22,4.236,33.15,23.236,32.134,28.715,22.788,23.58
2018-03-07,26.83,28.051,0.38,4.5,33.26,24.207,34.343,28.987,22.312,23.505
2018-03-08,27.46,28.187,0.0,4.286,29.17,24.354,36.96,28.966,21.298,23.435
2018-03-09,26.01,29.286,0.06,4.27,25.9,23.597,37.825,28.64,19.926,23.368
2018-03-10,30.24,31.063,6.6,4.419,25.29,22.49,36.789,28.367,18.642,22.114
2018-03-11,31.32,28.338,0.31,4.347,30.63,21.514,36.088,27.752,17.497,20.927
2018-03-12,32.42,24.192,0.05,3.829,28.79,20.396,35.241,26.975,16.223,19.804
2018-03-13,33.53,22.983,0.01,4.022,25.06,19.068,33.59,26.069,15.044,18.741
2018-03-14,40.41,22.284,41.52,3.915,36.29,18.825,32.535,37.802,24.279,25.248
2018-03-15,35.33,35.383,6.67,4.445,54.22,24.338,33.047,44.663,30.584,32.152
2018-03-16,49.52,47.14,0.09,4.116,47.4,28.843,35.18,51.043,33.061,38.685
2018-03-17,57.34,57.859,5.29,3.667,39.16,32.42,38.944,56.255,33.567,44.867
2018-03-18,62.79,63.451,2.02,3.856,35.19,33.008,45.31,59.665,33.553,43.204
2018-03-19,70.86,66.144,2.28,4.272,34.14,32.529,55.221,61.363,33.102,40.884
2018-03-20,65.48,64.744,17.79,4.214,38.62,31.755,61.947,63.847,34.282,41.201
2018-03-21,62.79,61.012,1.21,3.765,46.85,37.517,57.871,64.142,36.068,41.501
2018-03-22,60.1,54.758,0.6,3.308,41.66,42.57,54.25,63.426,36.711,41.785
2018-03-23,52.5,49.905,0.65,3.44,36.57,40.427,52.043,61.797,36.676,42.054
2018-03-24,50.0,45.435,5.92,2.932,37.8,37.878,50.914,59.691,36.368,39.796
2018-03-25,48.08,43.18,26.14,4.073,46.71,41.295,51.701,62.001,40.386,43.49
2018-03-26,52.5,43.029,2.65,4.065,54.71,56.035,52.537,61.977,44.371,46.985
2018-03-27,47.6,47.006,6.44,3.98,51.44,61.587,51.4,61.912,46.405,50.647
2018-03-28,60.1,62.403,5.9,3.745,47.38,59.69,52.487,61.367,47.785,54.851
2018-03-29,75.81,73.748,5.99,3.348,49.66,59.231,56.176,60.316,48.833,53.903
2018-03-30,81.45,79.671,1.82,3.593,49.73,59.957,62.273,58.564,49.606,53.006
2018-03-31,87.65,83.726,8.15,3.618,50.45,60.801,65.027,56.776,50.106,52.746
2018-04-01,95.74,86.757,3.81,3.451,48.51,57.487,60.994,54.499,50.742,51.883
2018-04-02,94.01,89.853,0.32,3.357,46.8,58.359,57.997,51.903,50.867,50.162
2018-04-03,94.01,90.549,0.02,3.395,44.32,54.825,55.268,49.114,50.368,48.532
2018-04-04,89.1,89.951,0.12,3.141,41.35,50.43,52.458,46.221,49.355,46.047
2018-04-05,88.52,88.801,0.05,3.232,38.72,46.008,49.781,43.308,47.957,43.574
2018-04-06,70.59,85.819,0.01,3.31,36.64,41.714,47.14,40.447,46.233,41.234
2018-04-07,68.17,74.992,0.0,3.393,34.78,37.677,43.745,37.695,44.233,39.019
2018-04-08,55.0,56.669,0.0,3.283,33.08,33.848,40.789,35.095,42.002,36.924
2018-04-09,41.36,43.276,0.0,2.98,31.5,30.535,38.28,32.671,39.599,34.941
2018-04-10,35.33,35.957,0.0,2.832,30.02,27.62,36.149,30.44,37.087,33.065
2018-04-11,28.74,31.423,0.0,4.005,28.63,25.043,34.327,28.404,34.659,31.289
2018-04-12,26.63,27.782,0.02,3.939,27.33,22.807,32.75,26.562,32.398,29.61
2018-04-13,24.98,24.812,0.01,3.967,26.1,20.865,31.39,24.905,30.29,28.02
2018-04-14,19.45,22.55,0.49,3.25,24.95,19.143,30.198,23.424,28.323,26.516
2018-04-15,18.7,20.821,1.71,2.774,23.86,17.795,29.126,22.124,26.494,25.093
2018-04-16,18.14,19.293,0.04,2.683,22.84,16.757,28.153,20.96,24.78,23.746
2018-04-17,17.21,18.011,0.07,3.203,21.87,15.859,27.264,19.927,23.177,22.471
2018-04-18,16.31,17.125,0.0,3.071,20.96,15.01,26.452,19.007,21.677,21.265
2018-04-19,16.13,16.349,0.03,3.138,20.1,14.132,25.708,18.186,20.275,20.124
2018-04-20,13.66,15.54,0.0,3.434,19.29,13.396,25.026,17.452,18.964,19.045
2018-04-21,12.48,14.685,0.01,2.707,18.53,12.686,24.398,16.793,17.738,18.023
2018-04-22,11.82,13.892,0.37,3.22,17.82,12.035,23.815,16.201,16.592,17.056
2018-04-23,11.18,13.19,0.04,2.851,17.15,11.461,23.271,15.665,15.52,16.141
2018-04-24,10.85,12.435,0.0,3.187,16.51,10.955,22.762,15.178,14.518,15.276
2018-04-25,11.18,11.786,0.0,2.904,15.91,10.461,22.285,14.733,13.581,14.457
2018-04-26,10.22,11.282,0.02,3.094,15.34,10.019,21.838,14.325,12.704,13.682
2018-04-27,9.75,10.849,0.13,3.13,14.8,9.624,21.417,13.949,11.884,12.948
2018-04-28,9.14,10.457,0.42,2.864,14.29,9.279,21.02,13.6,11.117,12.254
2018-04-29,8.83,10.081,0.0,3.231,13.82,8.992,20.645,13.275,10.399,11.597
2018-04-30,8.54,9.772,0.01,2.875,13.36,8.727,20.291,12.97,9.728,10.976
2018-05-01,7.65,9.403,0.0,2.855,12.93,8.47,19.956,12.682,9.101,10.388
2018-05-02,7.36,9.114,0.2,2.925,12.52,8.226,19.637,12.41,8.513,9.832
2018-05-03,6.8,8.772,0.0,2.758,12.13,8.004,19.335,12.15,7.964,9.305
2018-05-04,7.51,8.464,0.09,2.388,11.77,7.795,19.048,11.902,7.45,8.807
2018-05-05,6.8,8.177,0.0,2.335,11.43,7.599,18.775,11.664,6.969,8.336
2018-05-06,5.97,7.92,0.36,2.742,11.11,7.422,18.515,11.435,6.52,7.889
2018-05-07,5.71,7.722,1.58,2.971,11.22,7.322,18.268,11.233,6.105,7.467
2018-05-08,5.97,7.535,0.05,2.506,11.43,7.342,18.032,11.031,5.713,7.068
2018-05-09,5.97,7.382,0.0,2.874,10.82,7.358,17.808,10.834,5.344,6.69
2018-05-10,5.84,7.258,0.0,2.553,10.34,7.315,17.594,10.641,4.999,6.332
2018-05-11,5.45,7.1,0.34,2.807,9.98,7.23,17.39,10.451,4.675,5.994
2018-05-12,5.32,6.958,0.34,2.742,9.68,7.136,17.195,10.265,4.373,5.674
2018-05-13,5.32,6.762,0.0,2.585,9.42,7.041,17.009,10.08,4.09,5.371
2018-05-14,5.2,6.639,0.0,2.554,9.18,6.923,16.83,9.898,3.826,5.084
2018-05-15,5.2,6.505,5.35,2.534,9.47,6.936,16.669,9.93,3.718,4.813
2018-05-16,5.07,6.522,1.7,2.144,10.27,7.364,16.548,9.9,3.524,4.556
2018-05-17,5.2,6.551,0.01,2.583,10.06,7.893,16.469,9.859,3.297,4.313
2018-05-18,5.45,6.627,1.56,2.544,12.47,8.286,16.437,9.815,3.073,4.083
2018-05-19,5.84,7.193,24.87,2.4,18.14,9.263,16.542,14.311,6.415,6.177
2018-05-20,5.97,7.747,0.0,1.436,17.2,11.801,16.987,16.927,6.98,8.159
2018-05-21,5.71,8.076,0.0,2.004,13.83,14.082,17.71,19.397,6.453,10.034
2018-05-22,5.71,8.225,0.0,2.414,11.69,15.387,18.614,21.35,5.594,11.808
2018-05-23,5.97,7.567,0.02,1.927,10.53,15.726,19.94,22.659,4.721,11.176
2018-05-24,5.58,6.68,0.01,1.993,9.78,15.337,21.816,23.332,3.953,10.577
2018-05-25,5.32,6.234,0.0,2.43,9.25,14.482,23.181,23.45,3.318,10.011
2018-05-26,5.2,6.003,0.0,2.125,8.85,13.383,22.537,23.118,2.807,9.475
2018-05-27,5.07,5.914,0.0,2.687,8.55,12.202,21.694,22.447,2.401,8.968
2018-05-28,4.56,5.861,0.0,2.49,8.3,11.048,20.933,21.539,2.079,8.488
2018-05-29,4.32,5.771,0.0,2.386,8.08,9.985,20.251,20.481,1.823,8.034
2018-05-30,4.08,5.683,0.01,2.023,7.9,9.044,19.645,19.345,1.616,7.604
2018-05-31,3.84,5.589,0.0,2.464,7.74,8.235,19.13,18.185,1.447,7.197
2018-06-01,3.48,5.478,1.94,2.216,7.63,7.606,18.753,17.07,1.318,6.812
2018-06-02,3.26,5.565,10.89,2.453,9.76,7.55,18.493,16.866,1.854,6.448
2018-06-03,5.2,6.053,0.32,2.229,13.41,8.374,18.358,16.371,1.893,6.103
2018-06-04,5.2,6.387,3.37,1.94,12.18,9.31,18.362,16.009,1.789,5.777
2018-06-05,5.2,6.676,5.57,2.078,11.63,10.276,18.546,15.823,1.749,5.469
2018-06-06,4.68,6.848,0.16,2.006,11.09,11.238,18.957,15.498,1.576,5.177
2018-06-07,5.97,6.868,2.22,2.297,9.96,11.839,19.622,15.149,1.392,4.901
2018-06-08,5.71,6.823,0.01,1.911,9.11,12.09,20.196,14.715,1.207,4.639
2018-06-09,5.32,6.622,0.07,2.257,8.45,11.919,20.202,14.218,1.043,4.392
2018-06-10,5.45,6.312,0.0,2.158,7.99,11.437,20.175,13.67,0.905,4.158
2018-06-11,5.07,5.976,0.74,2.254,7.68,10.771,19.97,13.095,0.792,3.936
2018-06-12,4.68,5.747,29.04,2.072,11.67,10.886,19.612,18.739,5.622,8.191
2018-06-13,7.36,6.007,1.85,2.161,22.48,13.028,19.649,21.889,6.619,12.217
2018-06-14,10.37,9.628,5.13,2.151,23.06,15.479,20.196,25.076,6.22,16.924
2018-06-15,16.31,15.322,6.11,1.867,22.6,17.521,21.404,27.808,5.437,22.833
2018-06-16,18.33,19.153,4.72,1.952,19.02,19.078,23.451,29.761,4.54,24.91
2018-06-17,16.85,18.671,0.2,2.114,17.49,19.97,26.568,30.8,3.618,26.875
2018-06-18,16.13,17.419,0.02,1.346,14.97,19.946,29.231,31.061,2.816,27.837
2018-06-19,15.77,16.054,0.02,1.501,12.94,19.125,29.259,30.663,2.167,27.291
2018-06-20,15.41,14.495,0.06,1.839,11.8,17.773,29.131,29.752,1.663,25.827
2018-06-21,11.5,12.965,0.12,2.256,11.03,16.152,28.632,28.471,1.279,24.441
2018-06-22,10.53,11.668,0.06,2.065,10.48,14.466,27.548,26.948,0.992,23.129
2018-06-23,9.29,10.675,0.0,2.433,10.05,12.842,26.206,25.291,0.777,21.888
2018-06-24,8.54,9.838,0.25,1.972,9.71,11.359,25.014,23.586,0.617,20.714
2018-06-25,8.1,9.102,1.39,1.983,9.49,10.106,24.065,21.911,0.502,19.603
2018-06-26,7.8,8.552,9.81,1.864,14.02,9.412,23.331,21.003,0.949,18.551
2018-06-27,10.37,12.984,39.27,1.957,31.01,13.128,23.074,31.29,10.255,27.891
2018-06-28,12.15,35.97,1.64,2.102,41.76,24.939,23.848,37.08,17.703,36.73
2018-06-29,58.85,55.822,0.05,2.01,32.77,35.106,25.821,42.608,21.236,45.093
2018-06-30,60.1,58.343,6.16,2.334,26.89,36.518,29.301,47.207,23.092,53.473
2018-07-01,55.0,53.334,0.03,2.146,24.1,36.76,34.845,50.149,24.648,51.068
2018-07-02,50.0,43.699,0.0,1.985,21.41,37.856,42.443,51.556,25.543,48.792
2018-07-03,33.53,34.464,1.39,2.056,20.57,35.675,46.84,51.612,26.033,46.639
2018-07-04,28.31,28.65,1.3,1.878,20.51,33.027,44.09,50.564,26.324,44.134
2018-07-05,26.01,26.376,0.03,1.705,18.87,30.21,41.428,48.676,26.448,41.764
2018-07-06,25.6,25.83,0.0,1.752,17.65,27.341,38.889,46.208,26.331,39.521
2018-07-07,23.57,25.006,0.01,2.046,16.76,24.455,36.01,43.38,25.99,37.399
2018-07-08,21.98,22.808,0.25,2.036,16.04,21.856,33.511,40.375,25.422,35.391
2018-07-09,18.14,20.424,0.95,1.589,15.5,19.523,31.46,37.337,24.674,33.491
2018-07-10,17.4,18.331,0.0,1.795,15.01,17.517,29.9,34.361,23.859,31.693
2018-07-11,14.54,16.685,0.0,2.115,14.45,15.774,28.654,31.521,22.893,29.992
2018-07-12,12.99,15.397,0.0,2.502,13.91,14.259,27.557,28.864,21.776,28.382
2018-07-13,12.65,14.333,0.0,2.704,13.41,12.933,26.601,26.417,20.502,26.858
2018-07-14,12.48,13.518,0.0,2.515,12.96,11.778,25.755,24.19,19.143,25.417
2018-07-15,12.15,12.845,0.0,2.014,12.52,10.778,24.988,22.185,17.882,24.053
2018-07-16,11.98,12.217,0.01,2.484,12.12,9.917,24.289,20.394,16.71,22.762
2018-07-17,11.5,11.626,0.0,2.435,11.73,9.178,23.648,18.804,15.619,21.541
2018-07-18,10.53,11.078,0.0,1.931,11.36,8.544,23.058,17.401,14.601,20.385
2018-07-19,9.75,10.591,0.03,2.245,11.01,8.0,22.512,16.166,13.652,19.291
2018-07-20,7.95,10.152,0.0,2.42,10.68,7.531,22.007,15.084,12.767,18.257
2018-07-21,7.8,9.698,0.48,2.48,10.37,7.115,21.537,14.138,11.939,17.277
2018-07-22,7.95,9.218,0.0,2.279,10.07,6.694,21.101,13.31,11.167,16.351
2018-07-23,8.54,8.811,0.0,2.358,9.78,6.471,20.693,12.585,10.444,15.474
2018-07-24,7.51,8.55,0.22,2.382,9.51,6.271,20.312,11.95,9.769,14.644
2018-07-25,7.36,8.397,0.14,2.836,9.26,6.076,19.955,11.392,9.138,13.859
2018-07-26,7.22,8.255,0.0,2.879,9.02,5.923,19.619,10.901,8.548,13.117
2018-07-27,7.22,8.119,0.0,2.362,8.78,5.77,19.302,10.466,7.996,12.414
2018-07-28,7.08,7.895,0.0,2.661,8.57,5.609,19.004,10.079,7.479,11.749
2018-07-29,6.8,7.675,1.22,2.729,8.58,5.485,18.721,9.744,6.999,11.119
2018-07-30,6.66,7.4,0.01,2.586,8.53,5.456,18.453,9.439,6.548,10.524
2018-07-31,6.39,7.163,0.29,2.278,8.21,5.439,18.198,9.165,6.125,9.96
2018-08-01,5.97,6.923,0.0,2.214,8.01,5.409,17.956,8.914,5.73,9.427
2018-08-02,5.84,6.726,0.0,2.563,7.81,5.344,17.726,8.682,5.36,8.922
2018-08-03,5.71,6.595,2.39,2.755,7.62,5.31,17.508,8.509,5.034,8.445
2018-08-04,5.32,6.523,0.07,3.0,7.56,5.428,17.3,8.334,4.715,7.993
2018-08-05,5.97,6.473,0.0,2.955,7.45,5.532,17.102,8.169,4.41,7.566
2018-08-06,5.84,6.437,0.0,2.936,7.25,5.551,16.913,8.009,4.123,7.161
2018-08-07,5.84,6.378,0.01,3.209,7.02,5.487,16.733,7.853,3.854,6.778
2018-08-08,5.58,6.639,8.62,3.193,7.89,5.609,16.58,8.249,4.003,6.416
2018-08-09,5.58,6.701,1.42,2.94,9.66,6.347,16.496,8.439,3.859,6.073
2018-08-10,5.45,6.577,0.18,2.971,9.03,7.151,16.484,8.612,3.602,5.749
2018-08-11,5.32,6.474,0.53,3.585,8.03,7.687,16.553,8.728,3.32,5.442
2018-08-12,5.32,6.407,1.48,3.485,7.34,7.953,16.707,8.786,3.053,5.152
2018-08-13,5.32,6.213,0.5,3.225,6.93,8.052,16.955,8.765,2.805,4.877
2018-08-14,5.2,6.022,0.0,2.947,6.64,7.97,17.108,8.678,2.581,4.617
2018-08-15,5.07,5.839,0.68,2.703,6.42,7.729,16.895,8.54,2.38,4.371
2018-08-16,4.81,5.448,0.0,2.83,6.24,7.411,16.638,8.359,2.2,4.138
2018-08-17,4.68,5.427,0.0,2.749,6.08,7.024,16.397,8.149,2.039,3.918
2018-08-18,4.44,5.339,0.01,3.073,5.95,6.595,16.173,7.92,1.893,3.709
2018-08-19,4.44,5.317,0.0,3.849,5.83,6.159,15.966,7.682,1.76,3.512
2018-08-20,4.44,5.304,0.6,3.433,5.73,5.759,15.78,7.443,1.639,3.325
2018-08-21,4.32,5.18,3.74,3.426,5.95,5.542,15.626,7.31,1.589,3.149
2018-08-22,4.2,5.27,13.89,3.245,8.69,6.032,15.526,8.57,2.582,2.981
2018-08-23,4.68,5.522,0.23,3.968,11.71,7.525,15.534,9.259,2.716,2.823
2018-08-24,5.97,5.855,31.81,3.805,15.42,9.811,15.757,17.389,8.431,9.368
2018-08-25,7.08,7.79,3.32,4.157,23.21,13.869,16.425,22.419,9.453,15.561
2018-08-26,7.95,11.226,0.0,2.85,18.86,17.492,17.61,27.022,8.595,21.421
2018-08-27,11.98,13.251,0.0,2.688,13.96,19.581,19.415,30.619,7.179,26.967
2018-08-28,10.37,12.164,0.0,3.652,11.12,20.125,21.601,33.011,5.757,25.519
2018-08-29,7.95,9.138,0.0,3.511,9.56,19.51,23.75,34.236,4.528,24.15
2018-08-30,5.71,6.983,0.0,3.95,8.54,18.152,25.191,34.45,3.536,22.854
2018-08-31,5.32,6.205,0.18,2.667,7.85,16.411,24.282,33.854,2.764,21.628
2018-09-01,5.84,5.883,16.93,3.169,11.17,15.043,23.231,34.775,3.834,20.467
2018-09-02,8.24,7.392,45.97,3.934,32.87,18.473,22.703,50.02,16.387,33.132
2018-09-03,26.22,24.667,14.11,4.096,56.23,38.655,23.309,60.117,25.298,48.539
2018-09-04,53.25,51.726,2.01,3.329,52.5,53.176,25.43,68.882,29.897,63.119
2018-09-05,62.79,61.704,0.03,3.06,39.91,59.883,29.498,75.588,31.726,76.914
2018-09-06,51.5,57.164,0.0,3.696,31.76,58.946,36.283,79.745,32.253,76.206
2018-09-07,39.01,45.797,0.0,3.973,27.37,56.073,45.671,81.408,32.126,72.112
2018-09-08,28.74,34.18,0.0,2.707,24.39,51.931,51.756,80.908,31.614,68.238
2018-09-09,23.77,26.245,0.0,2.475,22.17,47.14,49.262,78.687,30.938,64.572
2018-09-10,20.03,21.296,0.0,2.744,20.4,42.186,44.68,75.199,30.141,61.103
2018-09-11,16.31,18.153,0.0,3.33,18.94,37.391,40.661,70.861,29.195,57.82
2018-09-12,14.54,16.032,0.08,2.543,17.7,32.954,37.247,66.025,28.052,54.714
2018-09-13,13.49,14.587,0.03,2.302,16.64,28.977,34.372,60.972,26.795,51.775
2018-09-14,10.69,13.438,3.78,2.395,16.17,25.592,32.041,56.025,25.51,48.994
2018-09-15,12.32,13.332,8.96,2.916,20.36,23.193,30.349,51.786,24.905,46.363
2018-09-16,12.82,14.145,0.19,2.842,23.96,21.83,29.223,47.567,24.872,43.873
2018-09-17,13.66,14.504,5.29,3.093,20.91,20.918,28.489,43.859,24.501,41.516
2018-09-18,13.66,14.613,0.71,3.318,19.4,20.197,28.126,40.357,24.215,39.287
2018-09-19,11.66,13.439,2.33,3.56,17.26,19.542,28.133,37.169,23.578,37.177
2018-09-20,11.34,12.569,10.61,3.256,16.68,19.09,28.455,35.056,23.395,35.181
2018-09-21,11.18,12.512,0.08,4.326,18.33,19.154,28.605,32.85,23.788,33.292
