Parametros,Par_NSE
RMAX,9.175991247676139
Io,43.41228763860754
fIb,0.03745900482009728
H,0.9482243340007951
alfa,0.030622907538630062
Ksup,12.795866767318529
Ksub,40.60586479888196
Aimp,0.39237296268224486
NH,2.365452033990284
