data,Q_obs,pme,etp,MGB,SAC,GR4,HYMOD,SMAP,IPH2
2019-01-19,47.46,6.4,5.075,106.88,59.907,47.905,36.13,39.854,56.086
2019-01-20,42.95,4.33,5.02,98.52,53.486,45.004,34.21,36.577,50.446
2019-01-21,40.85,0.41,5.608,89.1,47.79,40.655,32.201,33.338,46.043
2019-01-22,37.07,1.25,5.434,79.56,43.146,37.04,30.387,30.568,42.61
2019-01-23,34.31,5.39,4.418,74.03,40.172,34.722,29.411,29.208,39.935
2019-01-24,38.78,8.46,4.172,70.5,38.725,35.329,29.723,29.981,37.854
2019-01-25,36.89,0.18,4.185,64.98,36.411,37.72,28.842,29.125,36.237
2019-01-26,33.63,1.98,4.927,61.14,34.204,34.025,27.623,27.847,34.981
2019-01-27,29.66,0.26,5.153,53.84,31.945,30.963,26.261,26.519,33.983
2019-01-28,27.05,0.02,4.449,48.42,29.756,29.107,24.969,25.331,33.176
2019-01-29,25.12,0.04,4.513,44.27,27.738,27.504,23.816,24.334,32.513
2019-01-30,23.63,0.12,4.34,40.67,25.903,26.089,22.802,23.511,31.959
2019-01-31,22.59,1.59,4.208,38.06,24.58,24.837,21.957,22.861,31.493
2019-02-01,23.62,0.28,4.441,35.63,23.203,23.731,21.159,22.303,31.085
2019-02-02,21.79,7.77,5.273,38.79,23.461,23.407,21.707,23.409,30.739
2019-02-03,31.13,12.17,5.124,55.62,25.267,26.301,24.496,27.429,30.442
2019-02-04,32.43,0.71,5.079,50.52,25.264,30.31,24.466,27.814,30.18
2019-02-05,26.34,4.82,4.439,41.23,25.323,27.176,23.788,27.357,29.946
2019-02-06,26.58,1.32,5.033,38.38,24.754,24.92,22.403,26.104,29.732
2019-02-07,25.2,6.52,4.989,43.46,25.028,24.094,21.817,25.76,29.533
2019-02-08,23.2,0.43,5.835,40.75,24.406,24.107,20.677,24.694,29.334
2019-02-09,22.13,0.0,4.929,34.26,23.315,22.792,19.459,23.468,29.119
2019-02-10,20.82,0.11,4.899,31.24,22.084,21.583,18.329,22.313,28.889
2019-02-11,19.15,4.23,5.726,31.41,21.75,20.727,17.736,21.678,28.658
2019-02-12,18.9,7.61,5.238,34.58,22.449,20.495,18.244,22.295,28.43
2019-02-13,17.99,0.0,4.171,31.44,21.98,21.217,17.791,21.841,28.197
2019-02-14,17.15,0.01,3.707,27.36,21.044,20.086,16.983,21.016,27.952
2019-02-15,29.51,49.18,4.055,60.74,29.875,30.441,68.704,75.532,47.407
2019-02-16,95.53,3.13,4.135,69.46,32.978,70.582,80.357,86.73,62.778
2019-02-17,68.87,21.41,4.892,73.19,39.364,63.02,85.126,94.052,67.364
2019-02-18,63.28,2.53,4.842,64.44,48.073,70.108,76.187,85.892,71.019
2019-02-19,54.4,6.91,4.086,61.85,50.844,58.275,64.952,74.645,62.236
2019-02-20,46.51,4.23,3.959,55.0,45.853,51.6,54.33,63.032,55.529
2019-02-21,44.73,1.9,3.781,50.16,42.256,45.295,45.654,52.546,49.845
2019-02-22,40.61,1.84,4.063,46.82,38.753,40.085,39.223,43.942,45.15
2019-02-23,35.31,0.76,4.099,43.93,35.236,36.402,34.613,37.17,41.443
2019-02-24,31.62,2.2,4.176,44.71,32.493,33.473,31.456,32.074,38.511
2019-02-25,32.09,20.54,4.202,60.01,34.087,37.032,38.273,40.242,41.592
2019-02-26,46.53,7.73,4.319,54.98,43.829,53.369,39.957,41.724,46.696
2019-02-27,45.77,1.47,4.783,45.66,47.037,49.078,38.165,38.885,45.341
2019-02-28,37.09,0.28,5.021,41.5,44.478,40.617,35.078,34.878,41.616
2019-03-01,32.15,0.0,4.66,38.29,38.148,36.22,31.954,31.008,38.674
2019-03-02,28.74,0.0,4.63,35.57,33.291,33.254,29.299,27.717,36.347
2019-03-03,26.27,0.0,4.533,33.1,29.518,30.805,27.195,25.071,34.492
2019-03-04,24.39,0.02,4.489,30.83,26.516,28.737,25.552,23.0,32.991
2019-03-05,23.18,0.22,4.429,29.87,24.127,26.968,24.248,21.394,31.768
2019-03-06,22.44,7.71,4.386,33.48,23.674,26.33,24.456,21.648,30.777
2019-03-07,35.19,34.85,4.559,65.49,29.614,36.888,50.177,52.262,40.682
2019-03-08,40.57,7.15,4.363,67.12,39.043,66.247,56.496,59.547,50.686
2019-03-09,37.77,10.79,4.297,54.99,46.006,59.424,56.015,59.554,52.97
2019-03-10,30.81,1.6,4.354,49.39,50.221,55.007,50.214,53.569,52.619
2019-03-11,26.83,0.75,4.359,44.62,50.477,46.59,43.482,46.267,47.291
2019-03-12,28.23,18.94,4.039,61.78,46.475,46.968,45.36,50.227,49.757
2019-03-13,58.52,3.18,3.99,63.41,52.107,60.414,42.857,47.242,51.727
2019-03-14,62.34,4.75,3.993,58.08,55.399,50.689,39.43,42.573,46.641
2019-03-15,48.28,0.21,4.549,52.5,46.701,43.379,35.562,37.374,42.634
2019-03-16,44.4,10.94,3.953,67.34,42.266,41.859,34.711,36.309,41.501
2019-03-17,53.8,12.96,3.719,67.63,47.199,50.122,36.18,38.537,47.83
2019-03-18,84.8,7.83,4.001,66.32,60.291,57.351,35.998,38.338,53.821
2019-03-19,74.35,0.7,4.436,61.34,58.902,52.835,33.841,35.415,51.374
2019-03-20,59.42,1.99,4.065,55.66,53.755,44.456,31.245,31.993,46.477
2019-03-21,50.98,0.21,3.861,51.08,45.136,39.311,28.752,28.818,42.626
2019-03-22,45.49,3.48,3.649,47.98,39.389,35.894,26.909,26.453,39.594
2019-03-23,49.68,0.04,3.504,46.13,34.757,33.162,25.279,24.428,37.205
2019-03-24,42.05,0.19,2.773,42.38,30.93,30.878,23.905,22.788,35.319
2019-03-25,37.72,0.12,4.083,38.59,27.945,28.94,22.746,21.502,33.829
2019-03-26,34.33,0.62,3.842,35.52,25.559,27.267,21.764,20.496,32.63
2019-03-27,31.91,0.47,3.966,32.92,23.65,25.811,20.903,19.706,31.654
2019-03-28,30.19,0.0,3.715,30.49,21.951,24.531,20.125,19.076,30.848
2019-03-29,28.61,0.0,3.376,28.28,20.474,23.393,19.407,18.558,30.174
2019-03-30,27.09,0.0,3.489,26.32,19.195,22.378,18.735,18.121,29.598
2019-03-31,25.66,0.0,3.517,24.56,18.08,21.464,18.098,17.738,29.098
2019-04-01,24.49,2.23,3.105,22.98,17.553,20.643,17.597,17.467,28.665
2019-04-02,24.71,0.81,3.163,25.91,17.017,19.912,17.053,17.17,28.277
2019-04-03,23.97,0.78,3.537,25.25,16.45,19.247,16.499,16.866,27.921
2019-04-04,23.27,0.13,3.508,23.38,15.84,18.632,15.938,16.564,27.584
