Parametros,Par_NSE
Sat,403.4589029593628
AI,0.5327840947800473
CAPC,0.3002327796284665
Crec,19.930768794378984
kkt,53.49199977569387
k2t,2.9987069788034484
tc,0.9982502846863126
solo0,0.32987715984298205
pc,0.7600900647579951
