Parametros,Par_NSE
Sat,1033.60029808053
AI,1.9012398785750872
CAPC,0.49983412688584994
Crec,0.5032978940566857
kkt,10.683210548647983
k2t,1.8393326080812773
tc,0.9979842198993732
solo0,0.14902686922003466
pc,1.1554830000307352
