data,Q_obs,pme,etp,MGB,SAC,GR4,HYMOD,SMAP,IPH2
2019-09-09,10.95,0.0,2.086,12.59,13.316,13.282,10.153,7.771,13.585
2019-09-10,8.3,0.0,2.283,11.76,12.322,13.108,9.332,7.014,13.493
2019-09-11,7.17,0.0,2.848,11.29,11.413,12.977,8.559,6.318,13.401
2019-09-12,6.88,0.57,2.038,11.06,10.812,12.849,7.897,5.7,13.308
2019-09-13,7.06,0.5,1.992,10.84,10.326,12.725,7.347,5.165,13.216
2019-09-14,6.8,0.05,1.962,10.59,9.816,12.603,6.885,4.703,13.124
2019-09-15,6.48,0.0,2.445,10.42,9.298,12.484,6.496,4.301,13.031
2019-09-16,6.09,0.0,2.539,10.28,8.828,12.368,6.164,3.947,12.937
2019-09-17,6.29,0.0,2.758,10.16,8.403,12.254,5.876,3.637,12.843
2019-09-18,8.06,8.74,2.787,15.1,11.138,12.192,8.366,5.695,12.751
2019-09-19,8.49,16.19,3.085,40.24,17.6,12.831,18.44,14.687,19.627
2019-09-20,26.59,31.37,2.956,56.46,30.226,19.384,56.809,49.942,51.187
2019-09-21,58.35,1.03,3.903,37.87,33.456,37.328,68.055,58.429,70.866
2019-09-22,38.0,0.0,3.188,21.28,31.634,34.7,67.842,55.493,61.724
2019-09-23,23.18,0.0,2.984,16.72,28.516,21.826,61.178,48.494,54.013
2019-09-24,20.77,0.2,2.49,14.6,25.249,18.591,52.323,40.733,47.507
2019-09-25,20.23,0.0,2.794,13.34,22.109,18.272,43.729,33.571,42.015
2019-09-26,19.18,0.0,3.28,12.52,19.278,17.973,36.455,27.456,37.375
2019-09-27,16.09,0.0,3.562,11.96,16.849,17.687,30.738,22.438,33.454
2019-09-28,15.07,0.0,2.46,11.54,14.789,17.414,26.427,18.407,30.14
2019-09-29,14.12,0.0,2.614,11.22,13.065,17.154,23.244,15.213,27.338
2019-09-30,13.28,0.0,1.728,10.96,11.635,16.907,20.9,12.699,24.967
2019-10-01,12.61,0.0,2.206,10.73,10.434,16.669,19.154,10.73,22.959
2019-10-02,11.05,0.45,3.089,12.86,9.633,16.438,17.83,9.185,21.257
2019-10-03,10.67,4.06,3.344,12.52,10.336,16.238,17.373,8.414,19.816
2019-10-04,10.42,0.27,3.637,10.9,10.269,16.107,16.703,7.581,18.591
2019-10-05,9.5,2.62,3.139,15.77,10.619,15.893,16.241,6.942,17.551
2019-10-06,10.82,19.64,2.796,32.31,17.211,16.748,29.481,19.573,21.627
2019-10-07,15.59,1.01,2.954,28.38,19.252,20.877,33.261,22.774,25.065
2019-10-08,17.1,0.0,3.187,16.49,18.393,20.45,33.214,21.89,23.007
2019-10-09,13.86,0.0,3.534,13.49,16.791,17.318,30.902,19.523,21.267
2019-10-10,11.23,0.01,3.335,12.13,15.063,16.394,27.75,16.845,19.794
2019-10-11,9.9,0.0,3.345,11.36,13.425,16.167,24.615,14.343,18.543
2019-10-12,9.58,0.0,3.306,10.85,11.956,15.949,21.88,12.183,17.479
2019-10-13,8.84,2.15,3.152,12.26,11.42,15.74,19.812,10.471,16.575
2019-10-14,9.39,9.28,3.202,19.03,13.832,15.802,21.194,11.913,15.807
2019-10-15,24.24,2.48,2.79,18.13,14.801,16.625,21.024,11.712,15.153
2019-10-16,25.69,0.06,2.399,13.21,14.155,16.38,20.115,10.746,14.597
2019-10-17,24.27,1.09,2.926,23.6,13.342,15.496,18.877,9.588,14.121
2019-10-18,28.39,9.37,3.616,23.99,15.518,15.473,20.682,11.423,13.715
2019-10-19,34.87,0.39,3.379,14.99,15.581,16.562,20.419,11.304,13.367
2019-10-20,27.56,1.54,4.234,13.34,14.935,16.312,19.524,10.433,13.068
2019-10-21,21.83,11.28,3.429,23.45,17.681,15.814,22.789,13.703,12.81
2019-10-22,24.98,0.03,4.43,22.98,17.643,17.576,22.861,13.904,12.588
2019-10-23,25.2,0.0,4.211,14.62,16.165,17.278,21.778,12.843,12.395
2019-10-24,20.35,0.14,3.742,12.4,14.503,15.618,20.109,11.403,12.223
2019-10-25,16.4,0.15,2.776,11.38,12.926,15.079,18.326,9.969,12.07
2019-10-26,14.07,0.53,3.053,10.76,11.651,14.895,16.695,8.693,11.933
2019-10-27,13.63,18.38,3.46,38.97,16.915,15.687,27.452,19.272,15.024
2019-10-28,36.51,11.75,3.945,38.39,22.141,20.328,35.141,26.649,24.708
2019-10-29,42.73,0.2,4.449,19.72,22.394,24.044,36.33,27.018,29.67
2019-10-30,30.53,3.26,4.063,20.93,21.695,21.071,34.702,24.864,26.782
2019-10-31,24.98,2.38,4.196,21.76,20.578,17.512,31.553,21.836,24.344
2019-11-01,24.08,0.0,4.029,16.64,18.567,16.63,27.913,18.694,22.285
2019-11-02,19.96,0.14,3.421,17.02,16.381,16.391,24.524,15.851,20.543
2019-11-03,18.47,5.24,4.659,16.77,16.162,16.198,22.647,14.28,19.07
2019-11-04,19.38,5.31,3.57,17.61,16.824,16.252,21.678,13.406,17.824
2019-11-05,32.46,23.54,4.021,44.57,24.114,19.206,40.198,31.739,26.26
2019-11-06,100.71,0.19,3.954,41.64,25.332,29.563,45.095,35.892,33.384
2019-11-07,67.41,0.59,4.07,21.4,23.541,28.44,44.606,33.997,29.914
2019-11-08,51.61,0.44,5.016,16.41,21.083,21.109,40.973,29.982,26.986
2019-11-09,47.98,0.73,3.88,72.52,18.717,19.117,36.262,25.596,24.513
2019-11-10,108.46,45.01,3.652,91.47,37.637,27.411,104.727,90.984,49.608
2019-11-11,119.88,0.53,4.272,51.62,46.985,64.544,124.093,106.877,70.802
2019-11-12,75.76,0.01,4.919,30.86,46.62,62.056,124.198,101.649,61.527
2019-11-13,53.31,2.1,5.111,25.61,42.428,39.847,113.114,88.969,53.709
2019-11-14,46.69,15.78,4.457,39.61,43.191,36.359,106.819,84.945,47.121
2019-11-15,49.86,0.12,4.836,35.99,40.277,45.991,94.655,74.754,41.57
2019-11-16,42.04,0.0,4.991,23.83,35.823,44.304,82.199,63.261,36.893
2019-11-17,30.54,0.0,4.158,20.47,31.221,37.531,70.917,52.573,32.949
2019-11-18,24.29,0.0,4.592,18.59,27.032,35.018,61.503,43.416,29.619
2019-11-19,21.28,0.03,5.271,17.26,23.382,33.897,54.037,35.881,26.807
2019-11-20,20.37,0.0,5.35,16.22,20.256,32.855,48.28,29.81,24.429
2019-11-21,18.33,0.0,4.652,15.34,17.561,31.881,43.882,24.973,22.417
2019-11-22,16.87,0.03,4.96,14.58,15.342,30.967,40.5,21.145,20.714
2019-11-23,15.23,2.0,5.967,14.78,14.234,30.106,37.993,18.184,19.271
2019-11-24,15.97,0.09,4.974,13.91,12.988,29.294,35.9,15.801,18.045
2019-11-25,14.81,0.0,3.865,12.96,11.713,28.527,34.123,13.881,17.004
2019-11-26,13.68,12.51,4.462,46.14,14.999,27.961,38.195,17.877,16.121
2019-11-27,46.42,40.87,4.407,84.52,30.331,33.704,98.821,76.434,45.414
2019-11-28,77.57,1.6,4.534,63.22,34.881,57.374,117.113,91.543,70.148
2019-11-29,54.39,0.07,4.513,32.55,33.797,54.826,118.002,87.935,60.999
2019-11-30,32.1,0.0,4.859,24.51,30.327,40.608,108.652,77.513,53.287
2019-12-01,23.15,3.19,5.122,26.27,27.759,36.265,95.886,65.929,46.783
2019-12-02,22.66,0.0,5.314,24.77,24.619,35.061,82.932,54.94,41.293
2019-12-03,21.07,0.2,4.701,19.48,21.484,33.944,71.662,45.404,36.659
2019-12-04,28.13,18.27,3.539,54.46,25.065,34.654,74.571,50.332,35.794
2019-12-05,37.52,9.9,4.341,55.42,28.053,41.8,74.869,51.53,40.11
2019-12-06,48.39,0.17,4.831,32.14,26.921,44.89,71.152,47.26,40.72
2019-12-07,38.97,0.0,4.941,24.05,24.14,39.833,65.761,41.308,36.201
2019-12-08,26.2,0.0,4.436,24.0,21.136,35.481,59.95,35.368,32.389
2019-12-09,21.51,15.16,4.177,42.26,23.628,35.272,62.805,39.105,29.176
2019-12-10,32.39,1.32,3.759,41.3,23.426,39.999,60.844,37.306,26.468
2019-12-11,53.63,11.25,4.147,47.44,25.493,39.934,61.926,38.516,28.059
2019-12-12,51.05,3.4,4.553,51.94,25.581,40.914,59.651,36.165,29.406
2019-12-13,45.33,0.15,4.227,36.5,23.936,38.857,55.879,32.312,26.677
2019-12-14,35.44,0.33,4.964,26.37,21.23,35.1,51.654,28.294,24.376
2019-12-15,28.66,2.84,4.631,31.36,19.513,33.39,47.887,24.853,22.438
2019-12-16,33.96,21.37,5.524,46.81,26.591,34.869,60.829,39.688,24.858
2019-12-17,46.95,17.35,5.293,86.44,42.069,47.222,73.871,54.729,37.839
2019-12-18,90.74,8.02,5.517,73.62,52.571,59.88,77.797,58.338,47.025
2019-12-19,90.88,0.41,5.475,41.26,51.651,55.995,74.865,54.427,43.86
2019-12-20,67.6,3.26,4.648,33.06,48.314,46.388,69.166,48.336,38.93
2019-12-21,50.19,0.91,3.388,29.23,43.34,41.597,62.376,41.794,34.777
2019-12-22,38.87,0.16,3.333,26.67,38.01,39.699,55.899,35.813,31.28
2019-12-23,30.59,0.0,4.339,24.69,33.128,38.276,50.311,30.713,28.328
2019-12-24,26.21,0.0,4.287,23.03,28.788,36.942,45.735,26.505,25.836
2019-12-25,21.62,0.0,5.293,21.57,25.037,35.7,42.071,23.094,23.729
2019-12-26,19.74,0.07,4.845,20.26,21.86,34.546,39.144,20.338,21.947
2019-12-27,18.58,0.01,5.334,19.09,19.184,33.468,36.776,18.117,20.437
2019-12-28,17.11,0.0,5.119,18.03,16.93,32.46,34.815,16.312,19.155
2019-12-29,15.4,0.01,5.324,17.08,14.991,31.514,33.146,14.834,18.066
2019-12-30,13.31,0.38,5.314,16.21,13.532,30.623,31.689,13.607,17.138
2019-12-31,12.84,4.11,4.65,16.56,13.728,29.783,30.984,13.054,16.351
2020-01-01,13.1,8.81,4.546,29.86,16.237,29.05,32.763,14.981,15.683
2020-01-02,18.43,6.53,5.302,28.98,18.603,28.568,34.09,16.393,15.117
2020-01-03,18.91,0.76,4.887,19.07,18.482,27.957,33.594,16.008,14.635
2020-01-04,14.22,15.87,4.789,45.93,22.749,27.649,41.277,23.921,15.195
2020-01-05,24.35,1.42,5.104,47.21,23.485,28.916,42.474,25.251,15.666
2020-01-06,19.76,0.9,4.897,25.51,22.136,28.154,41.117,23.783,15.089
2020-01-07,15.79,0.78,4.886,19.88,20.28,26.36,38.372,21.371,14.599
2020-01-08,15.18,0.72,4.798,17.38,18.363,25.48,35.223,18.838,14.177
2020-01-09,15.84,29.82,5.055,88.84,26.848,27.324,64.241,47.514,25.958
2020-01-10,38.57,3.81,3.906,102.84,29.76,36.47,72.357,54.623,35.906
2020-01-11,33.45,15.88,4.09,59.02,33.604,38.1,80.842,61.793,42.773
2020-01-12,27.66,1.13,4.31,42.35,32.943,42.762,78.158,58.588,48.577
2020-01-13,21.0,0.12,4.568,31.91,29.796,40.095,71.154,51.656,42.883
2020-01-14,16.6,0.11,4.969,27.69,26.16,33.205,62.779,44.059,38.082
2020-01-15,13.28,0.58,4.377,25.13,22.847,30.853,54.832,37.052,34.03
2020-01-16,12.86,9.47,4.752,31.51,23.091,30.529,51.291,34.356,30.614
2020-01-17,20.42,0.17,5.54,30.15,21.525,31.891,46.898,30.38,27.732
2020-01-18,19.34,0.0,4.736,23.45,19.041,30.986,42.823,26.301,25.296
2020-01-19,16.13,0.01,4.617,21.1,16.595,28.996,39.18,22.624,23.235
2020-01-20,13.44,0.0,4.754,19.57,14.394,27.967,36.056,19.494,21.489
2020-01-21,11.86,0.0,5.339,18.37,12.49,27.266,33.445,16.902,20.008
2020-01-22,11.44,0.99,4.94,17.75,11.228,26.603,31.319,14.78,18.75
2020-01-23,11.16,0.32,4.207,16.91,10.113,25.973,29.534,13.052,17.68
2020-01-24,10.97,0.75,3.678,16.36,9.286,25.374,28.035,11.642,16.77
2020-01-25,10.66,0.13,3.917,15.61,8.438,24.804,26.723,10.489,15.993
2020-01-26,10.49,0.0,4.476,14.56,7.592,24.26,25.554,9.533,15.327
2020-01-27,9.78,0.0,4.5,13.88,6.85,23.741,24.494,8.727,14.754
2020-01-28,9.81,3.85,4.239,14.23,7.595,23.245,24.049,8.421,14.264
2020-01-29,9.76,11.22,4.407,27.21,11.453,22.848,27.834,12.108,13.843
2020-01-30,14.96,21.97,4.271,57.89,20.072,23.912,45.817,29.422,25.394
2020-01-31,31.36,0.64,4.074,48.71,22.22,28.262,50.701,33.496,35.146
2020-02-01,24.67,0.03,4.289,25.46,20.921,27.374,50.071,31.9,31.469
2020-02-02,17.24,4.93,5.201,19.62,20.489,23.943,47.192,29.013,28.366
2020-02-03,11.52,1.09,4.818,17.61,19.058,22.779,42.691,25.225,25.746
2020-02-04,8.97,0.4,4.818,15.88,17.088,22.322,38.052,21.49,23.527
2020-02-05,8.62,0.92,4.312,14.62,15.237,21.884,33.925,18.179,21.649
2020-02-06,10.06,7.23,4.801,26.64,15.91,21.556,32.354,17.068,20.061
2020-02-07,10.34,3.27,4.798,31.31,16.166,21.508,30.565,15.517,18.717
2020-02-08,11.05,1.36,5.447,21.9,15.387,21.103,28.643,13.702,17.576
2020-02-09,10.61,7.5,4.574,24.52,16.486,20.611,28.731,13.739,16.609
2020-02-10,12.03,0.3,4.468,22.14,15.771,20.594,27.58,12.702,15.788
2020-02-11,10.95,0.04,5.248,16.05,14.149,20.223,26.074,11.332,15.084
2020-02-12,9.64,0.21,4.577,14.34,12.49,19.633,24.449,9.96,14.48
2020-02-13,9.37,0.0,3.758,13.36,10.902,19.245,22.888,8.721,13.96
2020-02-14,8.99,0.0,3.254,12.64,9.478,18.929,21.482,7.651,13.512
2020-02-15,8.4,0.07,3.606,12.1,8.278,18.625,20.253,6.748,13.123
2020-02-16,7.78,0.17,3.609,11.66,7.31,18.331,19.189,5.987,12.785
2020-02-17,7.29,0.11,4.448,11.29,6.508,18.048,18.261,5.344,12.487
2020-02-18,6.97,2.8,4.29,11.06,6.792,17.774,17.721,4.955,12.226
2020-02-19,7.24,1.19,3.943,10.87,6.951,17.509,17.123,4.543,11.995
2020-02-20,8.07,0.97,3.607,10.53,6.899,17.253,16.511,4.148,11.79
2020-02-21,7.19,0.29,3.562,10.22,6.556,17.005,15.866,3.788,11.604
2020-02-22,6.47,0.12,3.763,9.99,6.053,16.766,15.224,3.468,11.436
2020-02-23,6.34,0.0,3.811,9.79,5.484,16.533,14.602,3.187,11.281
2020-02-24,6.04,0.22,3.703,14.57,4.996,16.308,14.013,2.94,11.138
2020-02-25,12.24,46.6,4.222,73.84,21.052,19.844,91.793,66.985,39.118
2020-02-26,61.1,42.22,4.334,96.06,43.882,46.775,180.542,145.186,97.085
2020-02-27,79.41,0.04,4.347,54.92,51.541,100.706,204.085,159.498,117.927
2020-02-28,45.45,0.13,4.667,30.01,50.839,87.023,197.119,147.355,101.196
2020-02-29,24.74,0.01,4.25,22.65,45.201,54.671,174.612,126.419,87.092
2020-03-01,19.58,0.0,4.153,19.12,39.23,45.945,147.885,104.5,75.197
2020-03-02,17.37,0.46,4.251,17.06,33.754,44.016,123.062,84.718,65.166
2020-03-03,14.1,0.34,4.637,15.68,28.917,42.259,102.527,68.025,56.704
2020-03-04,12.3,2.61,4.08,14.68,25.546,40.646,86.844,54.586,49.569
2020-03-05,10.66,0.0,4.038,13.9,22.141,39.16,75.009,43.791,43.549
2020-03-06,10.2,0.0,4.087,13.26,18.992,37.782,66.254,35.236,38.469
2020-03-07,9.13,0.32,4.329,12.78,16.386,36.497,59.779,28.511,34.18
2020-03-08,8.52,1.22,4.306,12.33,14.559,35.299,54.974,23.258,30.559
2020-03-09,8.88,0.0,4.051,11.89,12.787,34.179,51.256,19.152,27.5
2020-03-10,9.94,0.0,4.165,11.51,11.169,33.13,48.289,15.938,24.914
2020-03-11,9.01,0.0,3.988,11.17,9.785,32.145,45.832,13.417,22.726
2020-03-12,8.61,0.0,3.723,10.87,8.622,31.218,43.724,11.431,20.873
2020-03-13,7.54,0.01,3.684,10.6,7.657,30.344,41.859,9.86,19.303
2020-03-14,7.12,0.0,3.652,10.35,6.846,29.519,40.166,8.607,17.971
2020-03-15,7.05,0.1,4.201,10.12,6.214,28.74,38.6,7.598,16.839
2020-03-16,6.85,0.38,3.712,9.91,5.808,28.002,37.137,6.775,15.876
2020-03-17,7.06,0.13,3.359,9.72,5.441,27.303,35.749,6.097,15.054
2020-03-18,6.78,17.59,3.681,20.64,11.278,26.942,45.557,15.858,16.653
2020-03-19,7.35,0.53,4.248,20.86,13.226,27.494,47.851,18.311,17.999
2020-03-20,7.77,0.01,4.146,13.2,12.729,26.818,47.139,17.589,16.835
2020-03-21,8.13,0.0,3.516,11.29,11.463,25.534,44.636,15.709,15.848
2020-03-22,7.38,0.0,3.049,10.42,10.084,24.8,41.47,13.581,15.008
2020-03-23,6.77,0.0,3.279,9.92,8.935,24.256,38.323,11.586,14.29
2020-03-24,6.45,0.03,2.608,9.58,7.903,23.737,35.502,9.852,13.677
2020-03-25,6.24,0.0,3.883,9.32,6.993,23.242,33.092,8.403,13.15
2020-03-26,6.17,0.01,3.751,9.12,6.214,22.768,31.067,7.206,12.696
2020-03-27,6.29,0.0,3.767,8.96,5.552,22.314,29.361,6.225,12.302
2020-03-28,6.02,0.0,3.451,8.81,4.995,21.879,27.902,5.418,11.96
2020-03-29,5.42,3.62,3.098,13.65,5.803,21.464,27.1,5.066,11.664
2020-03-30,5.52,3.87,3.3,12.55,7.22,21.074,26.652,4.977,11.407
2020-03-31,5.62,2.55,3.216,11.18,8.212,20.7,26.044,4.741,11.183
2020-04-01,6.86,0.24,3.025,10.13,8.104,20.325,25.132,4.333,10.985
2020-04-02,,0.66,2.937,9.48,7.711,19.963,24.111,3.89,10.809
2020-04-03,,0.72,3.077,9.22,7.311,19.62,23.072,3.475,10.651
2020-04-04,,0.0,2.835,8.67,6.677,19.29,22.053,3.108,10.508
2020-04-05,4.26,0.0,3.031,8.43,5.993,18.973,21.091,2.791,10.377
2020-04-06,4.54,16.44,3.057,21.65,11.167,18.917,29.918,11.098,12.078
2020-04-07,6.88,0.2,3.092,21.49,12.65,19.585,32.19,13.249,13.509
2020-04-08,7.14,0.0,2.935,12.52,11.952,19.243,31.855,12.741,12.89
2020-04-09,6.84,0.0,2.534,10.42,10.749,18.332,29.965,11.254,12.361
2020-04-10,5.08,0.0,2.575,9.5,9.463,17.905,27.501,9.55,11.909
2020-04-11,4.56,0.0,3.704,8.99,8.252,17.636,25.052,7.947,11.518
2020-04-12,4.28,0.0,3.467,8.67,7.119,17.375,22.884,6.55,11.178
2020-04-13,4.0,0.0,3.621,8.95,6.2,17.123,21.069,5.389,10.881
2020-04-14,5.43,18.79,2.989,22.6,12.059,17.494,32.285,15.769,14.636
2020-04-15,6.46,0.0,2.451,21.55,13.658,19.635,35.122,18.18,17.802
2020-04-16,6.66,0.0,2.537,12.44,12.84,19.273,34.684,17.191,16.457
2020-04-17,5.96,0.0,3.093,10.37,11.485,17.454,32.303,15.0,15.318
2020-04-18,5.08,0.0,2.802,9.45,10.049,16.837,29.229,12.588,14.352
2020-04-19,4.67,0.0,2.876,8.94,8.701,16.6,26.208,10.359,13.529
2020-04-20,4.27,0.0,3.219,8.61,7.504,16.372,23.572,8.447,12.827
2020-04-21,4.36,0.0,2.421,8.38,6.475,16.151,21.406,6.866,12.226
2020-04-22,4.3,0.0,2.966,8.2,5.606,15.937,19.67,5.585,11.711
2020-04-23,4.05,0.0,2.611,8.06,4.87,15.73,18.286,4.556,11.268
2020-04-24,4.22,0.0,2.922,7.94,4.263,15.529,17.169,3.734,10.885
2020-04-25,4.99,0.0,2.683,7.84,3.768,15.334,16.246,3.083,10.553
2020-04-26,6.09,0.0,2.838,7.75,3.372,15.145,15.462,2.568,10.264
2020-04-27,5.66,0.0,2.761,7.67,3.047,14.961,14.777,2.16,10.011
2020-04-28,4.97,0.01,2.533,7.59,2.786,14.782,14.163,1.835,9.789
2020-04-29,5.14,0.21,2.876,7.52,2.648,14.608,13.601,1.575,9.591
2020-04-30,5.36,0.11,2.694,7.46,2.537,14.439,13.078,1.366,9.416
2020-05-01,5.35,2.98,2.525,9.24,3.405,14.275,12.903,1.38,9.26
2020-05-02,5.44,0.12,2.648,9.06,3.685,14.12,12.537,1.291,9.12
2020-05-03,5.29,0.0,2.378,7.86,3.55,13.964,12.103,1.17,8.992
2020-05-04,4.83,0.0,2.124,7.55,3.311,13.808,11.636,1.046,8.875
2020-05-05,4.28,1.83,1.965,8.1,3.702,13.659,11.286,0.976,8.769
2020-05-06,4.17,3.23,2.458,8.23,4.821,13.517,11.244,1.113,8.672
2020-05-07,4.34,0.0,2.668,7.65,4.964,13.382,10.937,1.086,8.582
2020-05-08,4.07,0.0,2.213,7.32,4.639,13.245,10.532,0.997,8.497
2020-05-09,3.93,0.01,2.596,7.19,4.161,13.106,10.082,0.892,8.416
2020-05-10,4.08,0.0,2.232,7.1,3.752,12.974,9.629,0.791,8.338
2020-05-11,4.01,0.0,2.535,7.03,3.373,12.847,9.196,0.7,8.264
2020-05-12,3.98,0.56,2.525,7.77,3.237,12.722,8.805,0.621,8.192
2020-05-13,4.35,12.09,2.319,13.84,7.286,12.693,13.694,4.92,8.124
2020-05-14,5.06,0.21,2.397,13.24,8.556,12.926,15.029,6.045,8.059
2020-05-15,5.4,0.0,2.303,9.01,8.17,12.79,14.945,5.817,7.997
2020-05-16,5.53,0.0,1.874,7.98,7.379,12.421,14.014,5.092,7.938
2020-05-17,5.36,0.0,2.135,7.53,6.506,12.248,12.765,4.256,7.881
2020-05-18,5.1,0.02,2.213,7.27,5.68,12.137,11.52,3.473,7.826
2020-05-19,5.06,0.01,1.955,7.11,4.94,12.028,10.423,2.798,7.771
2020-05-20,4.91,0.0,1.041,6.99,4.294,11.922,9.513,2.241,7.718
2020-05-21,5.0,0.01,1.799,6.9,3.748,11.818,8.778,1.792,7.664
2020-05-22,8.54,58.95,2.241,53.39,24.108,19.801,133.69,99.138,48.713
2020-05-23,32.83,0.58,1.764,52.16,30.985,54.018,173.268,125.66,83.372
2020-05-24,26.2,0.06,1.898,21.86,29.882,52.195,178.521,121.719,71.545
2020-05-25,15.05,0.01,2.195,15.05,26.766,29.736,163.132,106.507,61.576
2020-05-26,9.58,0.0,1.915,12.16,23.151,23.982,139.829,88.707,53.173
2020-05-27,6.58,0.0,2.443,10.64,19.65,23.459,116.288,71.961,46.09
2020-05-28,6.04,0.02,2.168,9.72,16.492,22.956,95.997,57.546,40.119
2020-05-29,5.69,0.0,2.061,9.12,13.741,22.477,79.919,45.688,35.085
2020-05-30,5.14,0.0,1.857,8.7,11.4,22.023,67.777,36.179,30.84
2020-05-31,5.23,0.05,2.264,8.39,9.458,21.593,58.84,28.668,27.261
2020-06-01,4.91,3.79,1.923,9.94,9.194,21.397,52.831,23.171,24.244
2020-06-02,5.25,2.13,2.104,9.87,9.083,21.847,48.361,18.803,21.701
2020-06-03,5.66,0.04,1.935,8.64,8.221,21.45,44.836,15.288,19.558
2020-06-04,5.87,4.79,1.753,10.31,8.832,20.919,42.818,13.17,17.752
2020-06-05,5.78,5.6,1.771,33.26,10.359,22.342,41.852,12.17,16.23
2020-06-06,9.23,22.15,1.571,30.07,17.878,28.532,57.905,28.4,29.519
2020-06-07,12.96,0.0,1.907,15.16,19.407,45.783,61.749,32.04,40.747
2020-06-08,9.87,0.22,1.488,11.82,17.975,42.906,60.708,30.313,35.667
2020-06-09,8.43,37.44,2.005,56.43,33.91,43.23,107.348,78.426,60.637
2020-06-10,33.64,40.88,1.766,99.07,86.644,117.674,178.847,158.633,117.191
2020-06-11,163.19,29.33,1.94,139.91,144.702,249.154,226.559,217.471,160.545
2020-06-12,230.39,0.17,1.595,104.01,157.558,315.745,228.916,217.254,161.727
2020-06-13,139.56,3.21,1.738,61.79,147.456,238.729,210.716,194.606,137.985
2020-06-14,80.26,0.19,1.826,51.59,131.14,183.285,183.876,165.603,117.986
2020-06-15,53.76,0.04,1.579,45.16,114.372,155.589,156.668,137.528,101.101
2020-06-16,43.03,0.0,1.589,41.53,98.56,137.192,132.972,113.1,86.884
2020-06-17,38.25,0.07,1.693,38.71,84.748,122.963,113.938,92.935,74.915
2020-06-18,32.67,0.0,1.027,36.28,72.78,111.442,99.321,76.771,64.841
2020-06-19,27.83,0.01,1.344,34.11,62.577,101.788,88.335,64.053,56.366
2020-06-20,23.56,0.0,1.653,32.13,53.962,93.581,80.107,54.151,49.236
2020-06-21,20.11,0.0,1.99,30.32,46.734,86.512,73.872,46.49,43.24
2020-06-22,17.68,0.0,1.857,28.65,40.694,80.363,69.031,40.578,38.197
2020-06-23,15.41,0.0,2.007,27.11,35.654,74.98,65.148,36.025,33.956
2020-06-24,14.22,0.0,1.802,25.69,31.45,70.237,61.915,32.515,30.392
2020-06-25,13.95,18.62,1.718,58.42,34.514,70.763,71.602,46.787,32.411
2020-06-26,22.52,0.3,1.476,59.23,33.897,86.437,73.105,49.662,34.134
2020-06-27,35.05,12.05,1.661,53.98,39.94,85.219,76.627,55.29,38.95
2020-06-28,37.41,0.24,1.782,48.05,42.652,89.954,74.699,53.976,43.037
2020-06-29,33.26,1.21,1.917,39.09,42.357,82.62,70.724,50.055,38.154
2020-06-30,29.83,24.28,1.959,87.36,62.658,82.041,87.149,76.478,52.249
2020-07-01,73.43,0.15,1.713,85.43,73.17,120.762,89.186,81.178,64.17
2020-07-02,68.68,0.0,1.621,52.45,69.524,112.021,85.878,76.77,56.062
2020-07-03,49.47,0.0,1.751,44.89,62.557,89.619,79.66,69.371,49.242
2020-07-04,36.95,0.0,1.439,41.22,55.376,79.952,72.652,61.67,43.506
2020-07-05,30.36,0.0,1.517,40.27,48.556,74.714,66.063,54.738,38.685
2020-07-06,36.19,14.75,1.354,74.29,50.865,75.291,68.207,60.717,39.627
2020-07-07,,5.0,1.764,75.44,54.853,94.21,66.905,60.76,43.377
2020-07-08,60.89,11.05,1.827,76.26,63.365,99.255,68.105,64.335,49.936
2020-07-09,68.31,0.0,1.467,68.05,64.504,105.215,65.472,61.932,52.564
2020-07-10,57.96,0.0,1.631,52.35,60.505,94.097,61.516,57.398,46.443
2020-07-11,45.92,2.5,1.773,51.92,55.031,81.25,57.371,52.784,41.298
2020-07-12,40.03,0.3,2.303,47.88,49.437,75.835,53.274,48.473,36.975
2020-07-13,36.36,4.18,2.488,49.77,45.525,71.849,50.218,45.54,33.345
2020-07-14,36.31,0.58,2.165,47.82,41.389,69.847,47.243,42.703,30.297
2020-07-15,37.64,0.0,1.634,41.69,37.171,65.795,44.559,40.178,27.741
2020-07-16,32.51,0.0,2.167,38.86,33.321,61.263,42.165,38.035,25.598
2020-07-17,29.76,7.88,2.217,57.34,32.727,59.477,42.275,39.38,23.803
2020-07-18,36.02,0.07,1.643,57.0,30.779,63.158,41.103,38.886,22.301
2020-07-19,38.11,0.08,1.883,41.81,28.198,59.985,39.515,37.644,21.046
2020-07-20,33.13,0.0,2.115,37.3,25.631,54.459,37.716,36.213,19.998
2020-07-21,28.47,0.0,2.159,34.71,23.364,51.273,35.899,34.823,19.125
2020-07-22,25.27,0.0,1.934,32.73,21.289,48.959,34.176,33.556,18.396
2020-07-23,23.15,0.0,2.117,31.03,19.568,46.838,32.59,32.431,17.787
2020-07-24,21.5,0.0,2.054,29.5,18.076,44.889,31.143,31.431,17.278
2020-07-25,19.94,0.13,2.314,28.1,16.643,43.093,29.823,30.535,16.851
2020-07-26,19.21,0.0,2.394,26.79,15.593,41.433,28.609,29.718,16.494
2020-07-27,18.45,0.0,1.876,25.57,14.667,39.896,27.48,28.959,16.194
2020-07-28,18.21,8.7,2.345,36.51,16.928,39.087,29.144,31.573,15.946
