Parametros,Par_LOG,Par_DRMS,Par_MACS,Par_NSE
UZTWM,93.98978816643344,261.82355847395417,261.82355847395417,109.8671283960495
UZFWM,58.39901319904028,64.95999567583932,64.95999567583932,108.17961738564358
LZTWM,53.84162032631599,53.84162032631599,268.46757306355175,104.51925934364894
LZFPM,434.87984862905904,434.87984862905904,378.98198327678915,421.7445986190463
LZFSM,399.27695929828,399.27695929828,175.15399074662264,87.96545021370873
UZK,0.7462144154065048,0.6442216126135785,0.6442216126135785,0.5700910870293948
LZPK,0.003347602517978754,0.003347602517978754,0.009771551494593021,0.033669222337783904
LZSK,0.06942585232728271,0.06942585232728271,0.34898654144288194,0.20566735442553205
ADIMP,0.11553308957284372,0.01806312772095098,0.01806312772095098,0.07233848378033875
PCTIM,0.07750636821679921,0.17281589264591662,0.16329164305765145,0.14057761024258641
ZPERC,50.55026034846067,16.475504386699605,16.475504386699605,55.902945873902375
REXP,4.2968758600054935,4.643401227938284,4.643401227938284,4.984733581608076
PFREE,0.6051701958876397,0.6051701958876397,0.5742928807879537,0.5902155449225585
NUH,2.3339816229063293,1.4024816488675158,1.3719136213495342,2.326603992437174
KUH,1.1496372301418858,2.1342354169752835,5.990341371955314,1.0017169449145271
NMSK,,,,
KMSK,,,,
XMSK,,,,
