,Q_obs1,Q_obs2,pme,etp,MGB,SAC,GR4,HYMOD,SMAP,IPH2
2018-08-12,17.33,17.26,13.2,3.41,16.07,26.235,26.367,15.795,22.746,28.782
2018-08-13,17.33,17.185,4.46,3.146,15.64,31.235,27.929,17.803,24.378,30.702
2018-08-14,16.71,16.712,0.0,2.956,15.31,33.81,30.698,19.053,24.113,31.111
2018-08-15,16.71,16.574,5.7,2.797,15.03,35.239,32.53,20.185,23.912,30.672
2018-08-16,16.71,16.618,0.1,2.373,14.78,35.783,31.896,20.402,22.928,30.261
2018-08-17,16.71,16.645,0.37,2.712,14.55,34.822,31.237,20.08,21.715,29.875
2018-08-18,16.71,16.451,0.0,2.93,14.36,33.053,30.69,19.37,20.516,29.514
2018-08-19,16.71,16.881,0.02,5.283,14.23,30.892,29.857,18.43,19.427,29.173
2018-08-20,16.71,17.055,0.16,5.575,14.04,28.694,29.182,17.389,18.475,28.849
2018-08-21,17.02,16.661,0.94,5.137,13.84,26.816,28.626,16.354,17.658,28.541
2018-08-22,16.71,16.483,7.0,4.379,14.38,26.688,28.306,16.277,18.22,28.251
2018-08-23,17.63,16.91,0.03,5.03,15.35,27.156,28.297,15.843,17.99,27.976
2018-08-24,20.42,20.706,16.92,3.876,20.52,30.268,29.023,20.717,25.597,30.113
2018-08-25,34.34,31.131,18.51,4.223,25.66,38.081,31.444,29.371,37.417,40.934
2018-08-26,54.8,52.374,0.0,3.52,41.13,44.31,36.58,34.112,39.66,48.552
2018-08-27,54.8,56.561,0.0,2.949,49.6,45.761,42.804,36.884,37.804,46.756
2018-08-28,47.98,50.635,0.0,3.016,45.2,44.431,43.889,37.651,34.505,45.09
2018-08-29,37.3,39.913,0.0,3.554,38.88,41.663,40.52,36.844,30.96,43.543
2018-08-30,28.27,31.153,0.0,3.708,33.83,38.291,37.531,34.991,27.668,42.106
2018-08-31,24.15,25.493,0.07,2.522,29.66,34.831,35.665,32.56,24.8,40.772
2018-09-01,22.29,22.699,3.25,3.042,26.43,32.257,34.695,30.104,22.595,39.533
2018-09-02,21.54,21.513,11.7,4.004,26.36,32.743,34.254,30.135,24.593,38.383
2018-09-03,22.29,22.617,13.62,3.906,30.19,36.894,35.207,32.555,29.596,42.545
2018-09-04,33.6,31.868,3.63,2.932,37.83,40.985,38.555,33.39,30.258,46.828
2018-09-05,41.82,41.668,1.72,2.773,39.22,42.461,42.696,33.415,28.774,45.565
2018-09-06,40.82,41.433,0.0,3.345,33.76,41.605,43.467,32.591,26.538,43.961
2018-09-07,30.84,38.271,0.0,3.404,29.15,39.275,40.985,31.122,24.2,42.474
2018-09-08,28.65,30.606,0.02,2.843,25.91,36.282,38.527,29.257,22.034,41.095
2018-09-09,24.9,25.748,0.0,2.462,23.48,33.077,36.827,27.22,20.135,39.814
2018-09-10,23.04,23.261,0.08,2.578,21.6,30.04,35.779,25.179,18.513,38.624
2018-09-11,21.17,21.512,0.02,3.122,20.14,27.279,34.939,23.246,17.149,37.518
2018-09-12,20.05,20.589,0.47,2.829,18.97,24.942,34.166,21.488,16.019,36.49
2018-09-13,19.3,19.976,0.56,2.134,18.03,23.096,33.445,19.934,15.084,35.535
2018-09-14,19.68,19.564,2.14,2.068,17.31,21.999,32.775,18.664,14.377,34.647
2018-09-15,19.68,19.564,4.99,3.055,16.67,22.289,32.229,18.01,14.363,33.822
2018-09-16,20.42,20.344,0.25,2.588,16.13,22.799,31.953,17.292,13.997,33.056
2018-09-17,33.9,32.02,1.85,2.728,17.52,22.918,31.947,16.7,13.558,32.342
2018-09-18,31.71,31.216,0.22,2.862,23.65,22.62,31.764,16.105,13.078,31.677
2018-09-19,29.52,24.968,0.6,3.465,23.13,21.948,31.077,15.529,12.616,31.056
2018-09-20,25.65,22.203,5.97,2.912,21.12,22.444,30.509,15.632,13.115,30.477
2018-09-21,23.41,22.011,0.18,4.093,20.36,23.232,30.356,15.441,13.01,29.938
2018-09-22,22.29,28.028,0.0,3.006,20.29,23.009,30.672,15.18,12.663,29.433
2018-09-23,21.92,27.308,0.0,3.022,18.61,22.195,30.754,14.831,12.242,28.961
2018-09-24,20.42,23.233,0.86,2.708,18.3,21.29,30.051,14.429,11.824,28.518
2018-09-25,20.8,21.51,5.82,2.443,18.42,21.622,29.456,14.616,12.298,28.105
2018-09-26,22.66,24.051,9.66,3.341,24.2,24.347,29.524,16.233,14.832,28.041
2018-09-27,25.27,26.967,0.81,3.288,23.83,26.984,30.789,16.94,15.278,27.978
2018-09-28,32.15,29.981,0.04,2.87,23.89,27.596,32.576,17.279,14.837,27.594
2018-09-29,30.84,33.013,1.17,2.301,25.7,27.191,32.963,17.248,14.086,27.235
2018-09-30,27.33,28.605,1.86,2.096,23.5,26.576,31.679,16.952,13.315,26.899
2018-10-01,24.15,25.67,0.19,2.203,20.98,25.66,30.476,16.411,12.558,26.585
2018-10-02,24.15,24.111,28.44,3.403,22.11,30.466,30.505,30.837,35.998,36.412
2018-10-03,51.25,40.578,20.2,3.679,28.58,48.325,34.347,45.635,55.827,55.733
2018-10-04,75.02,72.405,4.67,4.035,38.47,65.364,44.276,54.924,60.133,63.886
2018-10-05,83.34,85.292,0.14,3.599,51.71,71.079,55.272,60.13,57.086,61.206
2018-10-06,85.16,84.814,12.54,2.85,55.12,72.077,56.709,64.503,56.367,62.191
2018-10-07,91.9,90.148,23.16,2.951,57.65,85.64,54.575,74.591,69.632,75.614
2018-10-08,92.5,92.627,3.3,3.46,61.25,98.917,58.828,77.761,70.275,84.178
2018-10-09,90.0,91.445,0.1,3.972,68.17,99.557,68.437,77.749,65.325,79.597
2018-10-10,102.75,104.614,29.32,3.239,69.12,104.587,72.775,91.067,87.267,89.004
2018-10-11,109.5,115.084,7.7,3.52,77.71,119.682,74.242,95.966,91.871,100.299
2018-10-12,103.0,103.634,0.62,3.181,96.18,120.202,85.527,96.887,86.969,97.108
2018-10-13,103.0,103.074,14.57,2.845,91.41,117.903,93.749,98.309,86.011,97.247
2018-10-14,108.5,106.26,5.96,3.652,84.2,120.213,90.298,95.909,81.031,98.811
2018-10-15,111.5,110.117,17.1,3.201,89.05,123.492,91.245,96.506,83.948,103.197
2018-10-16,114.5,113.893,14.41,2.636,96.19,134.151,96.411,96.894,87.391,113.124
2018-10-17,114.5,116.845,14.12,2.706,122.87,142.879,106.524,97.593,90.774,120.784
2018-10-18,167.4,167.976,38.05,3.426,146.94,167.315,125.329,121.787,139.133,149.59
2018-10-19,159.6,163.162,0.48,3.532,163.12,186.534,151.92,131.307,149.402,169.201
2018-10-20,156.85,157.252,0.06,3.372,182.35,182.378,187.206,135.434,142.796,158.371
2018-10-21,158.25,158.655,0.06,3.387,172.7,169.281,185.734,133.928,130.202,148.36
2018-10-22,150.0,155.807,0.02,4.146,147.14,154.254,149.624,128.067,116.548,139.101
2018-10-23,145.8,146.551,0.0,4.459,124.65,138.966,123.417,119.456,103.87,130.539
2018-10-24,132.25,134.064,17.42,3.391,111.88,128.151,107.298,115.18,103.342,125.63
2018-10-25,124.5,126.39,3.32,3.033,103.02,120.599,103.276,108.128,98.043,121.275
2018-10-26,112.5,114.871,8.4,3.34,106.61,113.878,109.5,101.869,93.22,117.384
2018-10-27,131.0,130.543,10.21,3.739,109.56,112.223,112.666,96.698,90.45,117.623
2018-10-28,111.0,113.529,0.0,3.826,108.1,111.215,109.582,90.503,85.44,114.723
2018-10-29,103.75,106.063,0.0,4.197,98.52,105.427,108.191,84.181,79.905,108.041
2018-10-30,97.75,102.921,0.02,3.419,87.33,96.752,100.632,77.913,74.7,101.864
2018-10-31,99.0,100.358,7.77,3.764,78.04,89.698,90.427,73.049,71.992,96.154
2018-11-01,92.5,95.766,1.46,3.162,71.31,83.985,83.809,68.131,68.839,90.877
2018-11-02,80.93,84.762,0.32,3.178,67.41,78.067,80.832,63.574,65.73,85.998
2018-11-03,72.68,74.154,11.82,4.775,62.12,74.528,78.364,62.006,67.347,81.489
2018-11-04,68.04,71.434,0.33,3.447,57.91,71.93,76.049,59.587,66.417,77.322
2018-11-05,65.2,67.376,0.79,3.878,56.56,68.191,77.131,57.19,64.43,73.47
2018-11-06,63.0,64.219,0.02,4.148,53.52,63.848,76.089,54.706,62.182,69.908
2018-11-07,55.38,58.399,0.56,3.793,49.23,59.257,70.59,52.192,60.002,66.612
2018-11-08,48.5,51.932,0.99,4.233,45.38,55.093,65.69,49.741,58.026,63.563
2018-11-09,42.32,46.978,3.16,3.774,42.59,51.829,61.69,47.585,56.486,60.744
2018-11-10,35.28,44.093,0.56,3.426,41.83,49.149,58.703,45.511,55.029,58.136
2018-11-11,32.59,43.274,0.06,3.981,43.42,46.326,56.204,43.595,53.685,55.722
2018-11-12,31.28,41.728,0.0,4.581,41.06,43.294,53.991,41.84,52.451,53.486
2018-11-13,30.84,41.244,0.0,3.928,37.92,40.673,51.996,40.243,51.31,51.416
2018-11-14,30.4,43.087,6.25,3.646,38.43,39.586,50.372,39.53,51.301,49.501
2018-11-15,44.84,45.514,0.07,4.261,35.6,39.217,49.518,38.61,50.695,47.73
2018-11-16,47.46,47.833,0.0,4.699,33.61,38.077,49.5,37.707,49.805,46.087
2018-11-17,45.89,46.766,0.02,4.097,33.23,36.538,48.979,36.782,48.813,44.565
2018-11-18,40.82,41.299,9.79,3.595,40.73,36.863,47.582,37.633,50.558,43.156
2018-11-19,38.8,38.833,0.49,4.93,39.83,38.14,47.606,37.634,50.538,41.853
2018-11-20,41.32,42.731,0.07,4.643,39.06,37.929,49.428,37.381,49.673,40.644
2018-11-21,39.81,40.995,0.06,3.929,35.57,36.797,50.176,36.831,48.484,39.523
2018-11-22,34.84,35.899,0.4,4.553,32.52,35.361,47.872,36.043,47.24,38.481
2018-11-23,31.71,32.531,3.16,5.604,30.56,34.446,45.615,35.284,46.259,37.515
2018-11-24,29.96,30.675,1.54,5.872,29.92,34.03,43.767,34.401,45.248,36.616
2018-11-25,27.77,29.617,0.21,4.105,28.45,33.271,42.462,33.449,44.255,35.78
2018-11-26,26.9,28.467,0.71,3.7,26.88,32.282,41.346,32.487,43.317,35.003
2018-11-27,26.02,26.732,0.17,4.456,25.62,31.172,40.307,31.531,42.447,34.279
2018-11-28,25.65,25.536,0.3,4.082,24.56,29.913,39.339,30.606,41.643,33.605
2018-11-29,24.53,24.727,1.76,4.578,23.63,29.095,38.434,29.782,40.933,32.976
2018-11-30,23.78,24.939,23.18,3.697,28.93,33.4,38.617,39.02,55.992,38.775
2018-12-01,37.3,35.373,5.59,4.582,33.5,40.439,42.291,44.102,60.878,44.768
2018-12-02,57.53,56.973,0.13,4.483,42.56,44.06,50.558,47.433,60.319,43.933
2018-12-03,63.55,64.767,0.11,4.6,45.25,44.471,55.957,48.872,57.575,42.536
2018-12-04,64.1,64.979,0.02,3.763,40.47,43.027,52.357,48.669,54.177,41.239
2018-12-05,52.77,58.45,0.0,4.221,35.75,40.654,48.228,47.282,50.843,40.034
2018-12-06,42.32,47.632,0.0,4.227,32.03,37.916,45.055,45.167,47.832,38.915
2018-12-07,34.41,37.208,2.1,3.992,29.34,35.607,43.277,42.777,45.28,37.876
2018-12-08,29.52,31.406,0.06,4.121,27.3,33.637,41.958,40.257,43.063,36.909
2018-12-09,27.77,29.48,0.0,3.751,25.99,31.555,40.763,37.806,41.162,36.01
2018-12-10,25.27,27.427,0.0,3.507,24.64,29.589,39.663,35.521,39.54,35.173
2018-12-11,22.66,24.221,0.11,3.32,23.4,27.81,38.643,33.454,38.152,34.393
2018-12-12,22.29,23.232,0.0,3.818,22.36,26.244,37.696,31.62,36.957,33.667
2018-12-13,21.17,21.899,0.32,3.819,21.48,24.885,36.815,30.015,35.919,32.989
2018-12-14,21.17,21.168,0.55,4.329,20.74,23.927,35.991,28.624,35.01,32.356
2018-12-15,21.92,22.102,15.05,4.606,20.28,26.378,35.682,31.652,40.707,32.553
2018-12-16,21.54,22.212,9.43,5.555,27.2,32.027,37.08,34.483,44.384,35.133
2018-12-17,41.82,39.316,1.14,4.41,39.87,36.231,40.866,36.037,44.352,36.735
2018-12-18,51.12,52.07,7.35,4.947,43.49,39.1,44.193,37.673,44.265,35.817
2018-12-19,59.15,58.966,14.31,5.604,41.39,43.691,44.078,41.774,48.676,39.82
2018-12-20,63.0,65.526,1.45,4.883,44.22,47.451,44.342,43.268,48.412,43.525
2018-12-21,64.1,66.701,12.75,3.579,45.82,50.527,46.843,46.597,51.02,45.655
2018-12-22,65.2,65.644,6.2,3.296,45.82,53.686,49.626,48.112,50.899,49.426
2018-12-23,59.15,61.401,2.71,3.208,51.07,54.712,51.789,48.181,48.757,49.364
2018-12-24,50.59,51.755,0.84,3.679,51.97,53.411,53.141,47.066,45.837,47.509
2018-12-25,39.31,42.06,0.51,4.14,48.69,50.368,50.605,45.119,42.857,45.792
2018-12-26,31.71,34.672,3.42,3.706,44.08,47.321,47.41,42.897,40.36,44.201
2018-12-27,28.65,29.896,1.8,4.497,40.11,44.631,44.828,40.426,38.077,42.728
2018-12-28,30.84,31.689,0.75,5.062,36.64,41.771,43.052,37.909,36.014,41.36
2018-12-29,29.09,29.021,0.09,5.357,33.25,38.668,41.7,35.48,34.193,40.09
2018-12-30,30.84,26.129,1.94,5.308,30.35,35.909,40.491,33.293,32.689,38.909
2018-12-31,32.15,26.187,5.52,4.251,28.03,34.637,39.432,31.857,32.154,37.815
2019-01-01,33.47,32.214,0.06,3.679,26.24,33.75,38.648,30.369,31.25,36.799
2019-01-02,31.28,38.563,0.1,4.818,24.64,32.144,38.155,29.006,30.259,35.854
2019-01-03,26.02,33.574,0.8,4.441,23.42,30.382,37.553,27.748,29.303,34.974
2019-01-04,26.02,27.889,21.05,4.079,22.64,33.142,37.326,34.853,41.53,38.985
2019-01-05,36.93,33.662,14.21,4.327,38.72,40.559,40.109,41.878,50.841,48.819
2019-01-06,44.34,47.143,1.83,4.813,39.33,46.113,47.778,46.007,52.11,53.096
2019-01-07,41.82,44.892,7.34,4.106,38.44,51.158,55.685,49.116,51.388,51.091
2019-01-08,37.8,40.007,5.8,4.101,34.98,53.013,56.096,50.461,49.389,50.288
2019-01-09,34.84,35.399,1.85,4.967,33.55,53.362,53.305,49.964,46.205,49.391
2019-01-10,42.83,42.235,6.22,3.801,37.5,54.02,51.1,48.946,43.826,47.508
2019-01-11,44.86,46.386,10.36,3.897,37.55,54.568,49.475,48.817,44.179,49.335
2019-01-12,41.82,43.033,12.97,3.769,36.55,62.606,50.299,50.383,47.669,56.727
2019-01-13,44.36,44.229,8.99,4.152,45.71,72.226,54.659,51.436,49.46,63.0
2019-01-14,53.78,53.268,18.04,4.927,50.19,83.501,61.387,57.002,58.384,71.232
2019-01-15,64.1,63.561,4.15,4.731,69.05,92.876,67.909,59.012,59.546,75.86
2019-01-16,68.04,68.037,2.65,4.531,73.94,93.803,72.863,59.314,57.045,72.028
2019-01-17,70.36,71.315,12.57,4.949,66.43,91.584,72.863,60.886,58.186,71.68
2019-01-18,73.26,73.97,3.1,4.278,57.85,91.525,68.551,60.015,56.08,71.363
2019-01-19,73.84,74.403,5.5,4.056,52.47,89.92,67.797,58.451,53.423,68.043
2019-01-20,72.68,72.986,11.0,4.376,46.55,87.214,67.169,58.004,53.776,69.077
2019-01-21,68.62,71.17,6.69,4.516,43.54,89.842,65.83,56.732,52.981,71.221
2019-01-22,65.75,66.968,4.0,4.332,50.21,89.014,67.161,54.752,50.863,69.108
2019-01-23,69.78,70.678,0.44,4.551,52.4,84.883,67.121,52.087,48.019,65.811
2019-01-24,70.94,72.527,9.28,3.596,49.5,80.344,63.897,50.659,47.723,63.53
2019-01-25,75.58,75.796,0.28,3.777,45.86,76.077,61.354,48.31,46.029,61.423
2019-01-26,79.11,78.646,0.66,3.815,45.35,71.902,61.174,45.767,43.842,58.707
2019-01-27,76.16,78.748,0.66,3.988,40.32,66.02,60.305,43.11,41.658,56.195
2019-01-28,72.1,73.27,0.2,3.947,35.66,60.214,56.793,40.455,39.662,53.869
2019-01-29,57.0,59.202,0.16,4.171,32.26,54.589,53.575,37.913,37.904,51.714
2019-01-30,40.82,43.094,3.22,4.135,29.71,50.173,50.896,35.752,36.596,49.721
2019-01-31,34.78,36.07,12.44,4.141,31.32,49.283,49.389,36.619,40.017,47.877
2019-02-01,39.31,39.867,1.07,5.057,29.14,49.549,49.901,36.338,40.474,46.171
2019-02-02,39.81,40.408,13.41,4.695,31.89,50.976,53.201,39.172,45.049,46.979
2019-02-03,38.3,,5.83,4.39,30.43,53.588,56.901,40.688,46.419,48.621
2019-02-04,42.32,44.587,1.48,4.785,30.05,54.264,59.231,41.147,45.373,47.759
2019-02-05,49.02,48.288,2.23,4.518,36.59,53.543,59.983,40.789,43.478,46.07
2019-02-06,45.89,47.008,0.51,4.313,34.32,51.152,56.356,39.672,41.33,44.508
2019-02-07,36.79,38.808,0.27,4.545,31.71,47.907,52.683,38.068,39.251,43.059
2019-02-08,31.28,32.188,0.1,4.501,31.74,44.231,49.747,36.204,37.363,41.715
2019-02-09,28.21,28.72,0.0,4.224,30.07,40.625,47.661,34.259,35.692,40.468
2019-02-10,26.46,27.216,0.05,4.275,29.93,37.221,45.973,32.358,34.225,39.311
2019-02-11,23.04,24.72,7.89,4.653,27.2,35.771,44.641,31.744,34.668,38.239
2019-02-12,22.66,23.187,2.87,4.244,26.42,35.964,44.032,30.888,34.273,37.246
2019-02-13,42.32,39.955,0.55,3.508,31.23,35.551,44.207,29.963,33.355,36.326
2019-02-14,45.89,46.555,0.1,2.826,42.13,34.244,43.91,28.969,32.271,35.471
2019-02-15,46.43,45.623,45.0,3.394,50.07,47.131,44.799,65.621,90.856,59.367
2019-02-16,60.8,58.347,4.33,3.615,54.64,69.506,54.227,84.634,108.889,81.938
2019-02-17,74.42,73.084,6.72,4.148,65.37,78.934,77.197,98.66,109.376,79.746
2019-02-18,78.5,78.288,0.28,4.164,63.59,80.369,92.889,105.362,101.585,77.28
2019-02-19,83.34,82.888,12.89,4.096,91.0,82.337,85.386,109.142,96.524,76.451
2019-02-20,91.18,88.68,3.12,3.311,94.3,83.692,79.43,107.256,88.276,75.689
2019-02-21,89.9,90.214,38.69,3.816,98.56,101.17,80.682,130.008,127.384,101.669
2019-02-22,96.5,94.829,1.11,3.35,110.59,124.187,94.014,137.54,134.267,125.725
2019-02-23,98.0,98.3,1.94,3.969,104.87,126.223,119.512,140.034,127.195,118.281
2019-02-24,99.5,100.218,1.69,3.902,90.6,119.549,129.849,137.316,115.307,111.401
2019-02-25,101.25,100.966,12.5,4.368,88.32,113.35,111.999,133.516,107.85,106.064
2019-02-26,104.5,104.078,8.13,4.441,89.8,110.113,100.944,127.1,100.131,103.417
2019-02-27,103.0,103.546,11.59,4.382,91.94,110.485,99.653,121.044,95.434,104.42
2019-02-28,102.5,102.669,3.74,4.109,91.59,110.777,102.963,113.198,88.536,103.073
2019-03-01,99.75,100.359,0.0,4.111,89.81,107.414,102.681,104.689,81.024,97.372
2019-03-02,95.0,95.872,0.0,3.887,82.86,98.833,96.699,96.057,73.994,92.103
2019-03-03,89.29,90.863,0.0,4.586,73.72,89.779,86.434,87.712,67.854,87.229
2019-03-04,82.14,83.51,1.32,3.858,65.14,81.273,78.377,79.987,62.669,82.723
2019-03-05,70.94,73.445,0.91,4.012,58.21,73.728,72.259,73.031,58.367,78.554
2019-03-06,60.8,62.732,4.8,4.081,53.22,67.915,67.719,67.334,55.414,74.702
2019-03-07,61.35,62.171,16.86,4.235,58.46,66.704,65.344,67.575,61.67,73.722
2019-03-08,69.2,67.49,3.34,4.389,63.78,67.346,67.458,66.2,62.527,72.822
2019-03-09,75.6,72.53,5.87,3.909,80.72,67.002,74.547,65.184,61.681,69.979
2019-03-10,82.14,83.189,7.05,4.079,79.16,66.884,78.053,64.321,60.747,69.192
2019-03-11,72.68,73.869,0.43,3.853,76.46,65.619,74.71,62.514,58.458,67.905
2019-03-12,63.55,65.44,4.57,3.481,65.94,65.476,72.262,60.604,56.315,64.879
2019-03-13,56.4,57.704,8.84,3.701,61.86,64.37,69.359,59.644,56.25,63.82
2019-03-14,65.2,65.538,0.94,3.588,62.57,63.114,67.788,57.806,54.78,62.844
2019-03-15,68.62,70.201,0.12,4.131,66.46,62.847,68.382,55.69,52.795,60.209
2019-03-16,66.33,67.79,2.38,4.08,59.09,59.036,67.092,53.482,50.852,57.773
2019-03-17,59.15,60.633,2.25,3.354,51.9,55.64,62.905,51.241,49.079,55.521
2019-03-18,53.73,54.325,4.81,3.251,47.61,52.912,59.308,49.407,48.024,53.44
2019-03-19,50.07,50.742,1.01,3.712,49.22,50.786,56.856,47.468,46.766,51.516
2019-03-20,53.21,52.936,0.21,4.164,50.66,48.037,55.603,45.588,45.482,49.734
2019-03-21,54.25,54.952,0.31,3.216,48.4,44.967,54.213,43.788,44.254,48.083
2019-03-22,49.02,49.764,0.72,2.941,44.28,41.941,52.069,42.098,43.123,46.556
2019-03-23,42.32,43.105,0.04,3.5,40.45,39.117,50.085,40.523,42.097,45.14
2019-03-24,37.8,38.373,0.4,3.035,37.63,36.482,48.344,39.077,41.15,43.829
2019-03-25,34.34,35.111,0.08,3.739,35.63,34.174,46.865,37.755,40.276,42.613
2019-03-26,33.03,33.347,1.79,3.815,35.06,32.472,45.532,36.612,39.492,41.486
2019-03-27,31.71,35.526,0.12,3.594,32.83,31.142,44.303,35.55,38.749,40.44
2019-03-28,30.4,33.047,0.56,3.492,31.01,29.873,43.168,34.582,38.053,39.469
2019-03-29,29.52,31.001,1.01,3.074,29.56,28.872,42.115,33.704,37.405,38.569
2019-03-30,28.65,29.012,0.03,3.077,28.35,27.95,41.135,32.879,36.793,37.733
2019-03-31,27.77,28.232,0.0,3.549,27.42,26.904,40.222,32.105,36.215,36.955
2019-04-01,26.02,27.122,0.11,3.454,26.48,25.807,39.368,31.374,35.664,36.231
2019-04-02,25.27,26.013,0.04,3.195,25.58,24.875,38.561,30.681,35.137,35.557
2019-04-03,24.9,25.234,0.01,2.796,24.79,23.993,37.797,30.021,34.631,34.93
2019-04-04,24.15,24.512,0.03,2.768,24.08,23.184,37.075,29.39,34.142,34.346
2019-04-05,23.41,23.609,3.37,2.861,23.84,23.229,36.422,28.999,33.903,33.803
2019-04-06,23.78,24.128,11.06,3.138,28.21,25.956,36.312,30.819,36.967,33.299
2019-04-07,49.55,50.197,31.65,3.059,39.36,35.894,39.335,50.225,67.323,51.342
2019-04-08,95.5,97.248,20.97,3.254,59.87,55.602,51.044,68.573,90.107,79.019
2019-04-09,99.5,100.386,0.29,3.038,86.55,75.24,75.362,79.748,93.775,86.138
2019-04-10,94.0,95.002,0.0,3.003,118.95,81.151,98.037,85.885,89.222,81.764
2019-04-11,91.5,92.35,0.1,3.943,111.67,78.332,96.901,87.328,81.861,77.718
2019-04-12,89.4,90.241,0.0,4.041,98.45,73.171,83.74,85.233,74.109,73.973
2019-04-13,83.34,84.889,0.0,3.473,85.75,67.051,73.311,80.854,66.964,70.507
2019-04-14,72.1,74.568,1.03,2.975,74.39,60.996,66.707,75.273,60.768,67.3
2019-04-15,59.15,61.659,0.05,3.097,65.29,55.335,62.544,69.248,55.56,64.331
2019-04-16,53.73,53.065,6.25,2.774,58.97,51.396,59.492,64.043,52.307,61.584
2019-04-17,45.36,48.251,0.08,3.091,53.58,48.473,57.726,58.895,49.158,59.043
2019-04-18,40.31,41.654,0.02,3.235,50.07,45.118,57.262,54.203,46.288,56.691
2019-04-19,36.29,37.384,0.0,3.17,47.03,41.698,56.145,50.001,43.778,54.511
2019-04-20,33.03,33.773,0.26,3.52,43.02,38.487,53.374,46.299,41.623,52.492
2019-04-21,31.71,31.645,8.53,2.588,45.59,37.432,51.217,44.444,41.862,50.623
2019-04-22,59.7,54.973,20.01,2.961,53.0,41.624,51.924,49.873,53.49,57.447
2019-04-23,67.49,66.164,0.74,2.822,68.84,46.402,58.658,51.942,56.373,63.763
2019-04-24,72.68,72.094,0.44,3.353,80.86,47.583,69.676,52.981,55.256,61.058
2019-04-25,69.78,70.45,0.02,3.022,74.86,46.376,73.092,52.73,52.634,58.555
2019-04-26,63.0,64.523,0.04,2.872,65.77,43.884,66.509,51.401,49.652,56.238
2019-04-27,55.88,57.474,5.95,2.945,61.5,42.118,60.727,50.005,47.764,54.094
2019-04-28,90.68,79.95,18.24,2.809,68.77,44.935,58.487,54.115,56.03,57.845
2019-04-29,88.79,90.417,0.1,3.07,83.7,52.308,62.66,55.023,57.415,61.319
2019-04-30,88.18,88.693,0.05,3.18,85.88,55.808,71.619,54.917,55.695,58.803
2019-05-01,86.98,87.724,2.04,2.987,79.99,53.518,74.54,53.799,52.957,56.476
2019-05-02,82.74,84.195,0.69,2.934,72.33,50.481,68.129,51.82,50.023,54.322
2019-05-03,74.42,76.296,0.04,2.879,66.48,46.957,62.259,49.317,47.278,52.327
2019-05-04,64.1,65.635,8.65,2.283,59.86,45.213,58.312,47.979,47.048,50.481
2019-05-05,53.73,55.737,0.12,2.716,54.5,44.219,57.457,45.955,45.8,48.772
2019-05-06,48.5,49.514,1.39,2.656,51.53,42.375,58.947,43.881,44.174,47.19
2019-05-07,49.02,49.193,4.13,2.851,47.91,40.977,59.073,42.062,42.941,45.726
2019-05-08,44.34,45.184,0.13,2.414,45.16,39.549,56.184,40.113,41.575,44.371
2019-05-09,41.32,42.342,0.44,2.804,43.03,37.502,53.852,38.21,40.244,43.115
2019-05-10,36.79,37.857,0.25,2.511,40.67,35.253,51.737,36.388,39.023,41.95
2019-05-11,34.78,35.815,5.7,2.824,40.43,34.129,49.795,35.289,38.792,40.871
2019-05-12,35.28,35.779,3.07,2.72,39.0,34.197,48.773,34.215,38.347,39.872
2019-05-13,37.3,37.291,2.01,2.271,39.86,34.168,48.758,33.189,37.674,38.946
2019-05-14,37.8,37.512,4.27,2.341,40.03,34.353,48.562,32.477,37.325,38.087
2019-05-15,38.8,38.596,0.24,2.603,41.41,34.178,47.426,31.6,36.707,37.291
2019-05-16,36.29,37.089,1.68,2.203,41.52,33.318,46.675,30.739,36.011,36.553
2019-05-17,33.9,33.726,3.0,2.937,39.24,32.641,45.758,29.993,35.476,35.868
2019-05-18,33.47,33.464,1.76,2.395,37.59,32.239,44.233,29.215,34.884,35.233
2019-05-19,34.34,34.393,0.7,2.325,38.89,31.469,42.882,28.406,34.251,34.643
2019-05-20,35.28,35.24,0.0,1.757,39.96,30.189,41.711,27.587,33.621,34.094
2019-05-21,35.79,36.086,0.04,1.964,40.56,28.579,40.724,26.775,33.013,33.582
2019-05-22,36.79,36.79,0.2,2.425,37.92,26.894,39.832,25.989,32.431,33.105
2019-05-23,44.48,41.852,32.0,1.868,51.83,35.282,40.832,44.34,62.769,45.63
2019-05-24,107.25,102.148,21.15,1.916,70.8,63.412,49.434,61.986,86.652,69.121
2019-05-25,105.0,105.093,0.0,2.293,96.17,82.241,72.797,72.809,91.221,77.887
2019-05-26,102.5,102.861,0.0,2.531,109.3,86.441,99.207,78.91,87.366,74.094
2019-05-27,102.0,102.175,0.0,2.691,99.78,82.897,99.832,80.524,80.563,70.585
2019-05-28,113.5,109.85,39.16,2.502,107.92,94.276,90.317,107.3,122.75,88.321
2019-05-29,145.5,153.927,0.61,2.227,119.09,114.558,96.178,118.234,131.777,104.75
2019-05-30,142.25,140.42,40.94,2.099,171.02,137.991,130.991,154.871,183.654,133.89
2019-05-31,314.55,272.001,54.16,2.529,256.98,197.697,183.22,225.461,297.474,219.633
2019-06-01,328.55,343.031,2.46,2.107,293.74,235.191,274.748,261.044,319.664,264.3
2019-06-02,310.6,305.918,9.89,2.324,325.44,237.529,403.424,281.615,305.903,251.559
2019-06-03,361.35,352.059,11.09,2.306,341.02,236.585,381.68,287.257,280.736,245.007
