data,Q_obs,pme,etp,MGB,SAC,GR4,HYMOD,SMAP,IPH2
2018-01-01,161.47,2.59,4.149,77.1,109.638,103.929,118.611,117.697,117.934
2018-01-02,131.8,5.27,5.053,66.02,106.477,94.951,116.098,106.484,109.04
2018-01-03,109.41,0.2,4.778,59.51,99.349,84.063,109.578,94.971,100.147
2018-01-04,92.58,0.0,4.552,52.82,91.921,74.649,100.968,84.409,92.374
2018-01-05,76.15,0.0,4.668,47.28,84.794,68.626,91.597,75.24,85.58
2018-01-06,64.16,14.48,4.843,43.41,81.906,65.008,86.231,74.473,79.642
2018-01-07,56.29,0.06,4.553,52.71,78.128,64.337,79.858,70.51,74.451
2018-01-08,57.95,0.34,4.468,58.29,73.387,66.713,73.732,65.392,69.912
2018-01-09,50.28,8.07,5.048,49.35,70.658,68.133,69.051,62.305,65.942
2018-01-10,49.75,11.01,3.698,50.09,70.15,64.946,66.443,62.342,62.469
2018-01-11,67.04,11.63,3.952,61.1,72.193,64.913,65.606,64.375,62.041
2018-01-12,81.58,7.76,4.036,65.92,80.147,69.37,64.674,64.574,64.104
2018-01-13,106.23,7.01,4.329,72.16,84.625,75.343,63.604,63.616,67.667
2018-01-14,99.11,7.12,5.006,75.9,86.084,77.807,62.384,62.351,69.576
2018-01-15,84.79,2.36,4.591,73.02,86.626,75.963,60.212,59.588,68.848
2018-01-16,74.51,13.45,4.617,64.08,89.201,73.091,60.762,62.4,70.774
2018-01-17,76.62,30.55,5.263,87.55,116.262,73.804,76.635,93.647,93.233
2018-01-18,137.46,9.41,4.499,139.16,146.185,85.331,85.869,104.732,116.152
2018-01-19,198.45,23.13,4.285,167.61,161.682,111.298,100.429,122.966,152.51
2018-01-20,211.71,6.07,4.533,186.85,174.487,136.692,107.117,124.546,163.342
2018-01-21,198.57,9.45,4.936,186.22,169.805,147.504,110.015,120.934,172.607
2018-01-22,166.64,10.68,4.642,172.55,166.31,150.593,110.002,116.747,164.177
2018-01-23,153.1,25.79,4.542,179.03,181.165,142.227,118.123,133.674,186.504
2018-01-24,177.23,13.06,3.717,220.41,203.561,150.599,121.755,139.913,215.174
2018-01-25,185.51,3.35,3.863,229.88,199.449,174.735,120.749,135.009,236.387
2018-01-26,161.73,0.46,4.202,196.37,186.305,190.861,116.203,125.619,224.345
2018-01-27,138.58,0.14,4.248,163.46,167.993,171.733,109.191,115.317,201.845
2018-01-28,124.84,4.4,4.147,139.33,152.486,143.813,101.224,106.215,182.197
2018-01-29,120.63,28.47,4.307,133.23,154.02,126.78,107.62,127.182,186.072
2018-01-30,130.82,0.07,4.486,141.15,165.289,128.193,107.688,129.86,189.508
2018-01-31,126.64,0.16,3.995,137.29,155.361,148.804,105.613,124.304,192.54
2018-02-01,110.0,0.25,4.773,120.72,140.934,160.067,101.268,115.994,174.21
2018-02-02,99.67,0.0,4.934,105.79,127.844,137.739,95.322,107.346,158.185
2018-02-03,92.7,0.0,4.659,93.4,116.218,118.722,88.575,99.342,144.159
2018-02-04,85.23,1.83,4.938,83.18,106.406,104.183,81.747,92.365,131.887
2018-02-05,76.69,0.13,4.552,74.54,97.659,94.257,75.204,86.375,121.138
2018-02-06,67.99,0.0,4.509,67.32,89.645,86.909,69.228,81.263,111.719
2018-02-07,60.66,1.15,4.714,60.94,83.04,80.753,63.963,76.908,103.464
2018-02-08,60.4,0.55,4.862,55.36,77.305,75.505,59.401,73.179,96.222
2018-02-09,58.67,4.74,4.285,51.04,73.38,71.024,55.918,70.552,89.884
