Parametros,Par_NSE
RMAX,15.014892875969151
Io,71.03597380057168
fIb,0.025779177780311552
H,0.5720974283855219
alfa,1.9442429236734857
Ksup,7.4565619704927215
Ksub,72.46147180861132
Aimp,0.38587942346619997
NH,2.7539991949779266
