Parametros,Par_NSE
Sat,2494.161596279853
AI,0.5362569643194753
CAPC,0.49752264265305945
Crec,19.988542833601215
kkt,10.39243453184096
k2t,2.0808593788532153
tc,0.9975152478440377
solo0,0.21749901438525032
pc,0.9323278073142708
