data,Q_obs,pme,etp,MGB,SAC,GR4,HYMOD,SMAP,IPH2
2018-01-06,35.08,0.78,4.999,31.98,35.676,38.242,31.768,34.071,40.374
2018-01-07,33.22,0.04,5.24,29.66,30.609,35.487,28.84,29.712,36.993
2018-01-08,32.17,0.06,5.226,27.76,26.799,33.115,26.616,26.434,34.365
2018-01-09,33.57,3.39,5.501,28.14,23.921,31.053,25.13,24.136,32.293
2018-01-10,38.87,6.33,4.34,29.84,21.75,29.333,24.543,23.169,30.626
2018-01-11,41.05,10.24,4.312,27.83,20.089,28.344,25.35,24.53,29.252
2018-01-12,34.12,14.06,4.508,36.5,18.837,29.109,28.015,29.193,28.088
2018-01-13,30.25,10.53,4.814,31.2,21.979,31.274,29.797,32.01,29.393
2018-01-14,32.46,5.26,5.306,27.17,22.296,30.545,29.589,31.4,30.276
2018-01-15,29.48,1.66,4.744,25.29,21.254,27.14,28.056,29.192,28.543
2018-01-16,27.33,7.6,5.096,25.69,19.566,25.924,26.956,28.095,27.128
2018-01-17,25.11,13.43,5.734,31.82,18.338,27.748,28.081,31.244,31.068
2018-01-18,40.42,8.86,5.026,30.3,26.016,30.956,28.55,32.433,36.774
2018-01-19,49.79,11.74,4.888,37.27,31.466,31.916,29.484,34.719,40.947
2018-01-20,55.84,15.26,4.953,56.75,41.284,37.495,31.89,40.422,48.84
2018-01-21,52.71,7.01,5.662,48.95,46.365,41.546,31.875,40.414,50.961
2018-01-22,66.94,9.76,5.148,39.5,45.81,37.435,31.398,40.091,48.597
2018-01-23,55.72,5.24,4.476,36.28,43.225,37.775,29.75,37.404,46.504
2018-01-24,40.42,11.3,4.152,34.67,40.949,37.52,29.328,37.955,46.847
2018-01-25,36.0,17.51,4.162,55.05,51.228,48.236,32.249,46.669,56.293
2018-01-26,54.4,0.88,4.839,43.2,56.653,55.371,31.722,45.525,58.44
2018-01-27,49.18,0.01,5.011,34.84,52.299,43.649,29.581,41.16,50.595
2018-01-28,39.05,7.72,4.386,40.61,43.067,39.467,27.854,38.207,44.753
2018-01-29,64.71,15.51,4.653,39.93,36.146,42.973,29.342,43.355,44.152
2018-01-30,75.29,0.26,4.736,33.6,34.991,46.905,28.522,41.572,43.722
2018-01-31,58.57,0.0,4.103,29.57,38.137,39.376,26.676,37.667,39.619
2018-02-01,44.5,0.0,4.497,27.17,32.475,35.425,24.557,33.646,36.476
2018-02-02,35.08,0.0,5.337,25.53,28.212,33.056,22.621,30.209,34.027
2018-02-03,29.52,0.0,5.194,24.31,24.991,30.997,21.03,27.497,32.071
2018-02-04,27.2,0.03,5.151,23.34,22.539,29.193,19.78,25.443,30.475
2018-02-05,25.01,0.0,4.763,22.53,20.66,27.6,18.809,23.917,29.145
2018-02-06,22.73,0.0,4.883,21.83,19.2,26.183,18.042,22.79,28.01
2018-02-07,22.53,2.68,5.022,22.37,18.045,24.914,17.524,21.992,27.021
2018-02-08,25.91,4.73,5.845,24.79,17.114,23.772,17.364,21.724,26.14
2018-02-09,24.83,3.52,4.856,22.75,16.35,22.739,17.189,21.443,25.339
2018-02-10,22.96,2.29,4.838,21.25,15.706,21.8,16.868,21.072,24.6
2018-02-11,21.65,5.19,5.474,21.42,15.148,20.944,16.798,21.12,23.909
2018-02-12,20.98,10.82,4.935,21.49,14.669,20.259,18.174,23.615,23.255
2018-02-13,25.26,1.38,4.152,20.72,14.249,19.721,18.264,23.812,22.633
2018-02-14,29.46,0.09,3.583,19.74,14.329,18.923,17.659,23.155,22.036
2018-02-15,31.21,0.02,3.974,18.96,13.886,18.264,16.774,22.285,21.462
2018-02-16,29.33,0.0,3.994,18.39,13.503,17.688,15.875,21.451,20.907
2018-02-17,25.09,1.36,4.744,18.01,13.164,17.152,15.107,20.733,20.37
2018-02-18,21.83,3.83,4.597,19.35,12.857,16.654,14.67,20.289,19.849
2018-02-19,19.46,6.95,4.403,19.94,12.575,16.209,14.916,20.688,19.343
2018-02-20,21.27,0.55,3.963,18.53,12.318,15.813,14.683,20.462,18.851
2018-02-21,21.62,1.57,3.927,17.6,12.068,15.375,14.243,20.022,18.372
2018-02-22,18.12,0.11,4.096,16.93,11.849,14.982,13.69,19.555,17.906
2018-02-23,16.2,0.0,4.238,16.45,11.638,14.621,13.138,19.12,17.452
2018-02-24,14.87,0.0,4.184,16.06,11.442,14.28,12.636,18.734,17.01
2018-02-25,13.5,0.0,4.553,15.72,11.245,13.958,12.194,18.394,16.579
2018-02-26,10.4,0.32,4.73,15.41,11.058,13.654,11.808,18.089,16.16
2018-02-27,8.91,7.7,4.846,16.26,10.874,13.374,12.358,18.744,15.751
2018-02-28,12.71,2.02,5.046,16.07,10.697,13.116,12.405,18.69,15.352
2018-03-01,18.68,1.3,4.565,19.43,10.528,12.846,12.132,18.36,14.964
2018-03-02,28.72,17.65,4.65,26.73,10.367,12.956,16.38,23.997,14.585
2018-03-03,38.51,32.04,4.87,58.41,16.121,18.049,32.931,46.21,28.786
2018-03-04,48.07,3.32,4.541,42.31,21.18,26.766,37.639,49.348,39.586
2018-03-05,34.79,1.56,4.43,30.77,21.149,19.29,35.879,45.324,33.352
2018-03-06,23.68,12.53,4.281,38.76,18.355,18.773,33.684,42.847,31.762
2018-03-07,26.92,0.28,4.669,30.69,19.57,22.224,29.561,37.944,30.658
2018-03-08,24.24,0.0,4.395,25.26,21.762,18.883,25.305,32.948,26.891
2018-03-09,17.88,0.05,4.459,22.49,18.916,17.49,21.646,28.69,24.071
2018-03-10,16.1,9.94,4.545,31.86,16.817,17.627,20.297,27.253,21.936
2018-03-11,18.34,1.71,4.454,25.99,15.264,18.414,18.761,25.115,20.294
2018-03-12,14.37,0.03,4.092,22.11,14.12,17.009,17.249,23.047,19.009
2018-03-13,12.31,0.01,4.192,20.28,13.275,16.265,15.897,21.308,17.98
2018-03-14,11.93,21.83,4.068,25.36,13.189,18.129,21.96,30.089,17.137
2018-03-15,44.34,7.6,4.629,25.44,16.89,22.906,24.333,32.063,17.84
2018-03-16,42.18,0.11,4.225,22.35,19.517,20.459,23.693,30.327,18.316
2018-03-17,30.55,4.29,3.985,20.27,19.871,18.1,21.943,27.778,17.216
2018-03-18,28.17,2.26,4.084,19.82,17.665,17.404,19.809,25.158,16.324
2018-03-19,23.97,5.75,4.589,22.17,16.014,17.008,18.284,23.393,15.585
2018-03-20,22.91,10.25,4.384,25.07,14.779,17.935,18.358,23.811,15.968
2018-03-21,25.11,1.1,4.038,21.88,13.857,19.31,17.591,22.831,16.201
2018-03-22,21.72,2.21,3.601,20.81,17.507,17.269,16.543,21.513,15.317
2018-03-23,24.71,1.15,3.656,19.03,15.917,16.357,15.418,20.271,14.589
2018-03-24,22.02,1.59,3.128,18.8,14.715,15.91,14.421,19.237,13.976
2018-03-25,26.07,30.92,4.29,35.36,20.865,21.224,27.973,39.275,26.642
2018-03-26,54.24,3.76,4.148,33.26,36.817,32.474,32.276,42.784,36.289
2018-03-27,54.0,7.18,4.196,28.33,37.771,24.866,32.082,40.873,32.438
