Parametros,Par_NSE
RMAX,11.375814458647152
Io,84.92737173398018
fIb,0.008468447829210028
H,0.7446262600361455
alfa,1.9992067898110397
Ksup,5.86721753699964
Ksub,31.039075087588486
Aimp,0.3833765090742409
NH,1.7974127822898935
