datahora,pme_0,pme_1,pme_2,pme_3,pme_4,pme_5,pme_6,pme_7,pme_8,pme_9,pme_10,pme_11,pme_12,pme_13,pme_14,pme_15,pme_16,pme_17,pme_18,pme_19,pme_20,pme_21,pme_22,pme_23,pme_24,pme_25,pme_26,pme_27,pme_28,pme_29,pme_30,pme_31,pme_32,pme_33,pme_34,pme_35,pme_36,pme_37,pme_38,pme_39,pme_40,pme_41,pme_42,pme_43,pme_44,pme_45,pme_46,pme_47,pme_48,pme_49,pme_50,etp
2021-09-03 18:00:00+00:00,0.031,0.066,0.002,0.026,0.022,0.008,0.013,0.009,0.001,0.002,0.009,0.023,0.002,0.024,0.003,0.007,0.011,0.057,0.060,0.020,0.013,0.003,0.003,0.003,0.025,0.024,0.009,0.002,0.020,0.020,0.005,0.038,0.025,0.018,0.015,0.026,0.004,0.008,0.003,0.001,0.059,0.014,0.021,0.014,0.018,0.018,0.003,0.017,0.005,0.007,0.017,2.392
2021-09-04 00:00:00+00:00,0.003,0.005,0.000,0.000,0.000,0.001,0.001,0.000,0.000,0.000,0.002,0.000,0.001,0.002,0.001,0.000,0.003,0.000,0.003,0.001,0.000,0.000,0.000,0.004,0.002,0.004,0.000,0.000,0.000,0.004,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.007,0.000,0.001,0.002,0.001,0.001,0.001,0.009,0.000,0.000,0.004,0.012,0.000,0.291
2021-09-04 06:00:00+00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.132
2021-09-04 12:00:00+00:00,0.167,1.010,0.148,0.122,0.040,0.005,0.027,0.314,0.000,0.360,0.193,0.230,0.857,0.662,0.020,0.030,1.645,0.149,0.000,0.004,0.020,0.036,0.182,0.781,0.196,0.015,0.017,0.000,0.163,1.459,0.003,0.593,0.001,0.375,0.066,0.009,0.055,0.414,0.095,1.248,0.004,0.080,0.023,0.014,0.000,0.002,0.003,2.139,0.135,0.001,0.003,1.386
2021-09-04 18:00:00+00:00,0.913,0.438,2.628,0.301,0.265,0.066,0.072,9.407,0.070,0.602,0.994,0.643,1.365,2.299,0.119,0.232,1.163,0.081,0.259,0.447,0.227,0.231,0.885,1.426,0.662,0.827,2.087,0.130,1.530,1.999,0.310,0.742,0.107,0.846,1.128,0.092,0.573,0.226,0.030,6.066,0.675,0.045,0.599,0.838,0.051,0.018,0.021,0.553,2.779,0.105,0.079,2.085
2021-09-05 00:00:00+00:00,0.036,0.016,0.069,0.098,0.049,0.095,0.134,0.823,0.476,0.043,0.174,0.003,0.075,4.010,0.040,0.064,0.065,0.303,0.143,0.359,0.034,0.188,0.057,0.329,0.137,0.120,0.081,0.238,0.111,0.447,0.915,1.029,0.331,0.137,0.105,0.105,0.065,0.002,0.011,1.041,0.081,0.074,0.188,0.106,0.015,0.034,0.015,0.039,0.880,0.196,0.098,0.228
2021-09-05 06:00:00+00:00,8.251,3.527,4.201,3.349,9.598,0.990,9.343,5.760,10.234,10.357,5.332,1.300,1.867,10.418,0.246,1.194,6.490,10.608,1.274,8.632,1.858,5.211,5.101,7.117,4.408,3.291,2.441,2.190,0.998,2.772,5.760,4.637,15.091,3.722,1.475,10.111,1.446,2.292,5.762,8.117,1.037,3.155,5.183,1.704,3.038,1.785,0.611,1.764,10.267,5.560,7.322,0.114
2021-09-05 12:00:00+00:00,2.462,14.359,4.649,2.431,2.360,0.028,1.809,22.594,2.690,2.400,1.110,0.268,9.368,4.762,0.237,1.064,1.868,2.964,0.591,3.910,0.151,0.815,3.755,0.167,0.575,0.465,1.246,0.072,2.614,4.259,0.116,1.382,3.388,0.258,0.562,20.885,0.427,2.309,1.185,2.152,0.104,4.775,16.550,0.625,0.425,0.750,1.443,0.141,2.141,2.525,3.283,1.302
2021-09-05 18:00:00+00:00,0.038,0.500,0.120,0.232,0.045,0.015,0.022,1.623,0.046,0.024,0.000,0.012,0.059,1.161,0.019,0.004,0.097,0.132,0.124,0.474,0.008,0.105,0.012,0.020,0.114,0.003,0.064,0.134,0.004,0.031,0.059,0.390,0.064,0.075,0.024,0.859,0.039,0.026,0.029,0.818,0.000,0.079,0.646,0.015,0.029,0.111,0.202,0.011,0.062,0.059,0.006,2.257
2021-09-06 00:00:00+00:00,0.000,0.164,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.264,0.000,0.000,0.000,0.000,0.000,0.006,0.000,0.000,0.000,0.000,0.009,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.026,0.001,0.001,0.000,0.024,0.000,0.001,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.180
2021-09-06 06:00:00+00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.144
2021-09-06 12:00:00+00:00,0.002,0.000,0.002,0.001,0.000,0.003,0.004,0.000,0.002,0.001,0.000,0.000,0.001,0.000,0.005,0.002,0.000,0.000,0.000,0.000,0.000,0.004,0.001,0.006,0.003,0.002,0.000,0.001,0.001,0.001,0.001,0.000,0.002,0.000,0.002,0.002,0.007,0.000,0.000,0.005,0.004,0.003,0.003,0.002,0.002,0.000,0.001,0.001,0.000,0.000,0.000,1.642
2021-09-06 18:00:00+00:00,0.001,0.515,0.038,0.000,0.000,0.001,0.000,0.000,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.043,0.000,0.000,0.000,0.001,0.000,0.001,0.000,0.000,0.002,0.000,0.000,0.000,0.002,0.001,0.001,0.000,0.000,0.000,0.009,0.017,0.000,0.000,0.000,0.001,0.001,0.000,0.000,0.001,0.001,0.000,0.000,0.001,0.018,0.000,0.000,2.483
2021-09-07 00:00:00+00:00,0.000,0.515,0.014,0.000,0.000,0.000,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.018,0.019,1.275,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.007,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.007,0.028,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.001,0.000,0.006,0.048,1.042,0.000,0.001,0.247
