datahora,chuva_mm,etp_mm,q_m3s
2019-07-24 18:00:00+00:00,0.000,1.462,37.467
2019-07-25 00:00:00+00:00,0.000,0.061,37.030
2019-07-25 06:00:00+00:00,0.000,0.019,36.327
2019-07-25 12:00:00+00:00,0.000,1.062,36.187
2019-07-25 18:00:00+00:00,0.000,1.745,36.123
2019-07-26 00:00:00+00:00,0.000,0.093,35.845
2019-07-26 06:00:00+00:00,0.000,0.037,35.658
2019-07-26 12:00:00+00:00,0.000,0.991,35.680
2019-07-26 18:00:00+00:00,0.000,1.707,35.448
2019-07-27 00:00:00+00:00,0.000,0.077,35.083
2019-07-27 06:00:00+00:00,0.022,0.045,34.937
2019-07-27 12:00:00+00:00,0.337,0.852,35.157
2019-07-27 18:00:00+00:00,0.000,1.356,35.063
2019-07-28 00:00:00+00:00,0.006,0.073,34.850
2019-07-28 06:00:00+00:00,0.028,0.023,34.965
2019-07-28 12:00:00+00:00,0.006,0.903,34.892
2019-07-28 18:00:00+00:00,0.000,1.622,34.447
2019-07-29 00:00:00+00:00,0.000,0.068,34.078
2019-07-29 06:00:00+00:00,0.000,0.032,33.873
2019-07-29 12:00:00+00:00,0.006,0.893,33.665
2019-07-29 18:00:00+00:00,0.019,1.581,33.427
2019-07-30 00:00:00+00:00,0.000,0.073,33.640
2019-07-30 06:00:00+00:00,0.000,0.024,34.152
2019-07-30 12:00:00+00:00,0.025,0.928,34.615
2019-07-30 18:00:00+00:00,0.159,1.517,34.652
2019-07-31 00:00:00+00:00,0.028,0.073,34.383
2019-07-31 06:00:00+00:00,0.059,0.032,33.977
2019-07-31 12:00:00+00:00,0.000,0.756,33.748
2019-07-31 18:00:00+00:00,0.050,1.257,33.552
2019-08-01 00:00:00+00:00,0.000,0.045,33.532
2019-08-01 06:00:00+00:00,0.000,0.021,33.275
2019-08-01 12:00:00+00:00,0.000,0.750,33.315
2019-08-01 18:00:00+00:00,0.000,1.405,33.487
2019-08-02 00:00:00+00:00,0.000,0.043,34.203
2019-08-02 06:00:00+00:00,0.000,0.016,34.243
2019-08-02 12:00:00+00:00,0.000,0.846,33.862
2019-08-02 18:00:00+00:00,0.350,1.623,33.210
2019-08-03 00:00:00+00:00,0.741,0.080,33.070
2019-08-03 06:00:00+00:00,0.019,0.025,32.857
2019-08-03 12:00:00+00:00,0.022,1.002,32.752
2019-08-03 18:00:00+00:00,0.025,1.646,32.428
2019-08-04 00:00:00+00:00,0.013,0.067,32.598
2019-08-04 06:00:00+00:00,0.062,0.022,32.658
2019-08-04 12:00:00+00:00,0.019,1.018,32.560
2019-08-04 18:00:00+00:00,0.000,1.832,32.297
2019-08-05 00:00:00+00:00,0.006,0.079,32.150
2019-08-05 06:00:00+00:00,0.000,0.030,31.867
2019-08-05 12:00:00+00:00,0.000,1.015,31.730
2019-08-05 18:00:00+00:00,0.000,1.766,31.445
2019-08-06 00:00:00+00:00,0.000,0.088,31.497
2019-08-06 06:00:00+00:00,0.006,0.025,31.635
2019-08-06 12:00:00+00:00,0.000,1.021,31.645
2019-08-06 18:00:00+00:00,0.006,1.833,31.572
2019-08-07 00:00:00+00:00,0.006,0.070,31.303
2019-08-07 06:00:00+00:00,0.066,0.029,30.988
2019-08-07 12:00:00+00:00,0.000,1.236,30.968
2019-08-07 18:00:00+00:00,0.013,1.915,31.078
2019-08-08 00:00:00+00:00,0.031,0.098,31.025
2019-08-08 06:00:00+00:00,0.000,0.037,30.227
2019-08-08 12:00:00+00:00,0.022,1.130,29.705
2019-08-08 18:00:00+00:00,0.000,1.743,30.170
2019-08-09 00:00:00+00:00,0.369,0.088,30.252
2019-08-09 06:00:00+00:00,1.238,0.055,29.505
2019-08-09 12:00:00+00:00,0.000,0.979,29.162
2019-08-09 18:00:00+00:00,0.028,1.680,29.573
2019-08-10 00:00:00+00:00,0.000,0.087,30.198
2019-08-10 06:00:00+00:00,0.000,0.046,29.808
2019-08-10 12:00:00+00:00,0.000,0.984,29.308
2019-08-10 18:00:00+00:00,0.000,1.690,28.850
2019-08-11 00:00:00+00:00,0.006,0.069,29.390
2019-08-11 06:00:00+00:00,0.006,0.026,29.032
2019-08-11 12:00:00+00:00,0.006,1.096,29.008
2019-08-11 18:00:00+00:00,0.000,2.133,29.682
2019-08-12 00:00:00+00:00,0.000,0.092,30.068
2019-08-12 06:00:00+00:00,0.000,0.027,29.792
2019-08-12 12:00:00+00:00,0.000,1.269,29.445
2019-08-12 18:00:00+00:00,0.000,2.047,28.435
2019-08-13 00:00:00+00:00,0.006,0.098,28.652
2019-08-13 06:00:00+00:00,0.000,0.044,29.038
2019-08-13 12:00:00+00:00,5.034,1.104,29.607
2019-08-13 18:00:00+00:00,0.241,1.875,30.227
2019-08-14 00:00:00+00:00,0.006,0.096,29.807
2019-08-14 06:00:00+00:00,0.000,0.044,28.872
2019-08-14 12:00:00+00:00,0.019,1.034,28.407
2019-08-14 18:00:00+00:00,0.006,1.760,28.560
2019-08-15 00:00:00+00:00,0.000,0.123,29.102
2019-08-15 06:00:00+00:00,0.128,0.059,28.943
2019-08-15 12:00:00+00:00,0.084,1.107,28.497
2019-08-15 18:00:00+00:00,0.019,1.442,28.452
2019-08-16 00:00:00+00:00,0.000,0.062,28.540
2019-08-16 06:00:00+00:00,0.000,0.027,28.095
2019-08-16 12:00:00+00:00,0.000,0.870,27.800
2019-08-16 18:00:00+00:00,0.000,1.570,27.887
2019-08-17 00:00:00+00:00,0.000,0.077,28.312
2019-08-17 06:00:00+00:00,0.000,0.025,28.128
2019-08-17 12:00:00+00:00,0.050,0.998,28.067
2019-08-17 18:00:00+00:00,0.000,1.552,28.140
2019-08-18 00:00:00+00:00,0.000,0.065,28.732
2019-08-18 06:00:00+00:00,0.000,0.030,28.428
2019-08-18 12:00:00+00:00,0.000,0.989,28.063
2019-08-18 18:00:00+00:00,0.544,1.797,27.677
2019-08-19 00:00:00+00:00,0.425,0.089,27.635
2019-08-19 06:00:00+00:00,4.659,0.028,26.762
2019-08-19 12:00:00+00:00,7.622,1.507,27.277
2019-08-19 18:00:00+00:00,0.300,2.408,27.825
2019-08-20 00:00:00+00:00,0.456,0.095,29.057
2019-08-20 06:00:00+00:00,0.078,0.032,29.980
2019-08-20 12:00:00+00:00,0.081,1.503,31.032
2019-08-20 18:00:00+00:00,0.006,2.326,32.880
2019-08-21 00:00:00+00:00,0.000,0.126,34.583
2019-08-21 06:00:00+00:00,0.000,0.045,35.238
