datahora,chuva_mm,etp_mm,q_m3s
2019-07-24 18:00:00+00:00,0.000,1.480,13.003
2019-07-25 00:00:00+00:00,0.000,0.059,12.988
2019-07-25 06:00:00+00:00,0.000,0.043,12.923
2019-07-25 12:00:00+00:00,0.000,0.732,12.837
2019-07-25 18:00:00+00:00,0.000,1.462,12.740
2019-07-26 00:00:00+00:00,0.000,0.071,12.693
2019-07-26 06:00:00+00:00,0.000,0.042,12.600
2019-07-26 12:00:00+00:00,0.000,0.804,12.585
2019-07-26 18:00:00+00:00,0.000,1.671,12.523
2019-07-27 00:00:00+00:00,0.000,0.088,12.517
2019-07-27 06:00:00+00:00,0.000,0.058,12.495
2019-07-27 12:00:00+00:00,0.027,0.595,12.455
2019-07-27 18:00:00+00:00,0.000,1.336,12.362
2019-07-28 00:00:00+00:00,0.000,0.109,12.358
2019-07-28 06:00:00+00:00,0.000,0.053,12.302
2019-07-28 12:00:00+00:00,0.000,0.833,12.195
2019-07-28 18:00:00+00:00,0.000,1.705,12.102
2019-07-29 00:00:00+00:00,0.000,0.071,12.087
2019-07-29 06:00:00+00:00,0.000,0.053,11.982
2019-07-29 12:00:00+00:00,0.000,0.941,11.942
2019-07-29 18:00:00+00:00,0.000,1.788,11.870
2019-07-30 00:00:00+00:00,0.000,0.100,11.848
2019-07-30 06:00:00+00:00,0.000,0.067,11.777
2019-07-30 12:00:00+00:00,4.427,0.738,11.707
2019-07-30 18:00:00+00:00,1.007,1.353,12.120
2019-07-31 00:00:00+00:00,0.000,0.087,13.037
2019-07-31 06:00:00+00:00,0.000,0.052,14.337
2019-07-31 12:00:00+00:00,0.000,0.801,14.917
2019-07-31 18:00:00+00:00,0.007,1.514,15.147
2019-08-01 00:00:00+00:00,0.000,0.094,15.318
2019-08-01 06:00:00+00:00,0.000,0.045,15.463
2019-08-01 12:00:00+00:00,0.000,0.700,14.893
2019-08-01 18:00:00+00:00,0.000,1.462,14.288
2019-08-02 00:00:00+00:00,0.000,0.047,13.768
2019-08-02 06:00:00+00:00,0.000,0.028,13.348
2019-08-02 12:00:00+00:00,0.387,0.683,12.963
2019-08-02 18:00:00+00:00,1.153,1.616,12.802
2019-08-03 00:00:00+00:00,0.100,0.078,12.508
2019-08-03 06:00:00+00:00,0.000,0.049,12.225
2019-08-03 12:00:00+00:00,0.000,0.830,12.005
2019-08-03 18:00:00+00:00,0.000,1.670,11.757
2019-08-04 00:00:00+00:00,0.000,0.081,11.585
2019-08-04 06:00:00+00:00,0.000,0.045,11.355
2019-08-04 12:00:00+00:00,0.027,0.902,11.218
2019-08-04 18:00:00+00:00,0.000,1.821,11.047
2019-08-05 00:00:00+00:00,0.000,0.104,10.933
2019-08-05 06:00:00+00:00,0.000,0.096,10.832
2019-08-05 12:00:00+00:00,0.000,0.965,10.678
2019-08-05 18:00:00+00:00,0.000,1.698,10.543
2019-08-06 00:00:00+00:00,0.000,0.083,10.455
2019-08-06 06:00:00+00:00,0.000,0.030,10.423
2019-08-06 12:00:00+00:00,0.000,0.857,10.340
2019-08-06 18:00:00+00:00,0.000,1.923,10.330
2019-08-07 00:00:00+00:00,0.000,0.069,10.305
2019-08-07 06:00:00+00:00,0.000,0.039,10.338
2019-08-07 12:00:00+00:00,0.000,0.796,10.270
2019-08-07 18:00:00+00:00,0.000,1.910,10.255
2019-08-08 00:00:00+00:00,0.000,0.094,10.270
2019-08-08 06:00:00+00:00,0.000,0.052,10.280
2019-08-08 12:00:00+00:00,0.000,1.017,10.197
2019-08-08 18:00:00+00:00,0.060,1.891,10.152
2019-08-09 00:00:00+00:00,0.000,0.133,10.146
2019-08-09 06:00:00+00:00,0.000,0.095,
2019-08-09 12:00:00+00:00,0.000,0.905,
2019-08-09 18:00:00+00:00,0.000,1.696,10.160
2019-08-10 00:00:00+00:00,0.000,0.117,10.640
2019-08-10 06:00:00+00:00,0.000,0.046,
2019-08-10 12:00:00+00:00,0.000,0.966,
2019-08-10 18:00:00+00:00,0.000,1.717,
2019-08-11 00:00:00+00:00,0.000,0.082,
2019-08-11 06:00:00+00:00,0.000,0.047,
2019-08-11 12:00:00+00:00,0.000,1.082,
2019-08-11 18:00:00+00:00,0.000,2.347,9.587
2019-08-12 00:00:00+00:00,0.000,0.160,
2019-08-12 06:00:00+00:00,0.000,0.095,
2019-08-12 12:00:00+00:00,0.000,1.132,
2019-08-12 18:00:00+00:00,0.000,2.059,9.337
2019-08-13 00:00:00+00:00,0.033,0.145,
2019-08-13 06:00:00+00:00,0.000,0.085,
2019-08-13 12:00:00+00:00,0.000,0.973,
2019-08-13 18:00:00+00:00,0.060,1.826,10.225
2019-08-14 00:00:00+00:00,0.000,0.138,10.300
2019-08-14 06:00:00+00:00,0.000,0.087,10.183
2019-08-14 12:00:00+00:00,0.000,0.948,10.003
2019-08-14 18:00:00+00:00,0.000,1.926,9.815
2019-08-15 00:00:00+00:00,0.000,0.148,9.687
2019-08-15 06:00:00+00:00,0.000,0.090,9.560
2019-08-15 12:00:00+00:00,0.000,0.764,9.460
2019-08-15 18:00:00+00:00,0.000,1.560,9.287
2019-08-16 00:00:00+00:00,0.000,0.103,9.293
2019-08-16 06:00:00+00:00,0.000,0.055,9.293
2019-08-16 12:00:00+00:00,0.000,0.954,9.217
2019-08-16 18:00:00+00:00,0.000,1.899,9.147
2019-08-17 00:00:00+00:00,0.000,0.152,9.185
2019-08-17 06:00:00+00:00,0.000,0.063,9.233
2019-08-17 12:00:00+00:00,0.000,0.907,9.218
2019-08-17 18:00:00+00:00,0.000,1.694,9.093
2019-08-18 00:00:00+00:00,0.000,0.100,9.103
2019-08-18 06:00:00+00:00,0.000,0.054,9.143
2019-08-18 12:00:00+00:00,0.000,0.960,9.133
2019-08-18 18:00:00+00:00,0.713,2.069,9.097
2019-08-19 00:00:00+00:00,0.873,0.129,9.217
